ENSP00000262384	ENSTGUP00000008915
ENSP00000361564	ENSTGUP00000004555
ENSP00000408058	ENSTGUP00000017577
ENSP00000245787	ENSTGUP00000011927
ENSP00000361596	ENSTGUP00000006310
ENSP00000321856	ENSTGUP00000009017
ENSP00000238618	ENSTGUP00000012573
ENSP00000378161	ENSTGUP00000007442
ENSP00000269209	ENSTGUP00000011099
ENSP00000331965	ENSTGUP00000005865
ENSP00000292090	ENSTGUP00000006350
ENSP00000463334	ENSTGUP00000008906
ENSP00000372459	ENSTGUP00000000031
ENSP00000262487	ENSTGUP00000002539
ENSP00000341490	ENSTGUP00000012693
ENSP00000355621	ENSTGUP00000010227
ENSP00000205636	ENSTGUP00000003800
ENSP00000386710	ENSTGUP00000005988
ENSP00000269499	ENSTGUP00000002084
ENSP00000438115	ENSTGUP00000013708
ENSP00000010299	ENSTGUP00000000975
ENSP00000351631	ENSTGUP00000013191
ENSP00000338777	ENSTGUP00000014670
ENSP00000242285	ENSTGUP00000000118
ENSP00000309415	ENSTGUP00000000551
ENSP00000362704	ENSTGUP00000001434
ENSP00000332716	ENSTGUP00000011248
ENSP00000256759	ENSTGUP00000002505
ENSP00000284031	ENSTGUP00000006622
ENSP00000391524	ENSTGUP00000016548
ENSP00000311401	ENSTGUP00000007555
ENSP00000327323	ENSTGUP00000011197
ENSP00000434887	ENSTGUP00000001195
ENSP00000243344	ENSTGUP00000007568
ENSP00000308369	ENSTGUP00000006777
ENSP00000293760	ENSTGUP00000001849
ENSP00000476448	ENSTGUP00000011772
ENSP00000244769	ENSTGUP00000006150
ENSP00000313933	ENSTGUP00000003473
ENSP00000363298	ENSTGUP00000002689
ENSP00000313079	ENSTGUP00000011836
ENSP00000262962	ENSTGUP00000000957
ENSP00000320508	ENSTGUP00000010020
ENSP00000427421	ENSTGUP00000000407
ENSP00000361254	ENSTGUP00000006320
ENSP00000275461	ENSTGUP00000002716
ENSP00000365687	ENSTGUP00000001215
ENSP00000072644	ENSTGUP00000009629
ENSP00000358902	ENSTGUP00000007429
ENSP00000314173	ENSTGUP00000012703
ENSP00000364515	ENSTGUP00000003022
ENSP00000362936	ENSTGUP00000000751
ENSP00000230321	ENSTGUP00000017711
ENSP00000257724	ENSTGUP00000005459
ENSP00000361602	ENSTGUP00000006739
ENSP00000423014	ENSTGUP00000008210
ENSP00000368022	ENSTGUP00000002320
ENSP00000379092	ENSTGUP00000001838
ENSP00000300591	ENSTGUP00000001621
ENSP00000378275	ENSTGUP00000014964
ENSP00000418693	ENSTGUP00000013992
ENSP00000358739	ENSTGUP00000012914
ENSP00000391826	ENSTGUP00000009618
ENSP00000421544	ENSTGUP00000001293
ENSP00000302543	ENSTGUP00000001656
ENSP00000378248	ENSTGUP00000003886
ENSP00000356280	ENSTGUP00000001356
ENSP00000298999	ENSTGUP00000009869
ENSP00000265806	ENSTGUP00000017564
ENSP00000287675	ENSTGUP00000000554
ENSP00000428281	ENSTGUP00000004896
ENSP00000360104	ENSTGUP00000010342
ENSP00000268797	ENSTGUP00000005197
ENSP00000368589	ENSTGUP00000006036
ENSP00000284274	ENSTGUP00000007650
ENSP00000274217	ENSTGUP00000007657
ENSP00000323435	ENSTGUP00000004764
ENSP00000261369	ENSTGUP00000001155
ENSP00000264433	ENSTGUP00000005868
ENSP00000421985	ENSTGUP00000001359
ENSP00000472998	ENSTGUP00000017154
ENSP00000358414	ENSTGUP00000017522
ENSP00000345826	ENSTGUP00000008497
ENSP00000354753	ENSTGUP00000009775
ENSP00000439594	ENSTGUP00000012112
ENSP00000318406	ENSTGUP00000001759
ENSP00000367459	ENSTGUP00000006714
ENSP00000440847	ENSTGUP00000005625
ENSP00000472286	ENSTGUP00000001117
ENSP00000264059	ENSTGUP00000007456
ENSP00000337332	ENSTGUP00000001012
ENSP00000307741	ENSTGUP00000003787
ENSP00000297459	ENSTGUP00000012605
ENSP00000222547	ENSTGUP00000001564
ENSP00000372210	ENSTGUP00000007094
ENSP00000306324	ENSTGUP00000012030
ENSP00000387077	ENSTGUP00000012339
ENSP00000334463	ENSTGUP00000012342
ENSP00000282226	ENSTGUP00000007325
ENSP00000416799	ENSTGUP00000009002
ENSP00000280057	ENSTGUP00000012463
ENSP00000267339	ENSTGUP00000009116
ENSP00000335147	ENSTGUP00000007015
ENSP00000365883	ENSTGUP00000007921
ENSP00000268533	ENSTGUP00000009476
ENSP00000432799	ENSTGUP00000004982
ENSP00000304930	ENSTGUP00000002619
ENSP00000301691	ENSTGUP00000003029
ENSP00000370639	ENSTGUP00000011069
ENSP00000370718	ENSTGUP00000011051
ENSP00000264852	ENSTGUP00000013756
ENSP00000314023	ENSTGUP00000000175
ENSP00000271375	ENSTGUP00000013833
ENSP00000354590	ENSTGUP00000009761
ENSP00000341483	ENSTGUP00000000030
ENSP00000421853	ENSTGUP00000002088
ENSP00000266987	ENSTGUP00000017323
ENSP00000444196	ENSTGUP00000012187
ENSP00000435289	ENSTGUP00000000165
ENSP00000372112	ENSTGUP00000006951
ENSP00000253457	ENSTGUP00000004220
ENSP00000346127	ENSTGUP00000013872
ENSP00000324248	ENSTGUP00000011453
ENSP00000356985	ENSTGUP00000016081
ENSP00000376440	ENSTGUP00000006563
ENSP00000347433	ENSTGUP00000010067
ENSP00000360191	ENSTGUP00000008422
ENSP00000350757	ENSTGUP00000013481
ENSP00000374029	ENSTGUP00000000858
ENSP00000426613	ENSTGUP00000001984
ENSP00000242728	ENSTGUP00000012596
ENSP00000256495	ENSTGUP00000010626
ENSP00000433343	ENSTGUP00000000846
ENSP00000356584	ENSTGUP00000017661
ENSP00000476687	ENSTGUP00000017660
ENSP00000273258	ENSTGUP00000010091
ENSP00000360112	ENSTGUP00000010290
ENSP00000356919	ENSTGUP00000017350
ENSP00000357206	ENSTGUP00000017043
ENSP00000421405	ENSTGUP00000007803
ENSP00000216039	ENSTGUP00000010687
ENSP00000326630	ENSTGUP00000007930
ENSP00000384179	ENSTGUP00000012555
ENSP00000258436	ENSTGUP00000010119
ENSP00000361048	ENSTGUP00000008477
ENSP00000321026	ENSTGUP00000004831
ENSP00000386499	ENSTGUP00000003535
ENSP00000269394	ENSTGUP00000007850
ENSP00000267838	ENSTGUP00000007115
ENSP00000366876	ENSTGUP00000002655
ENSP00000315203	ENSTGUP00000010256
ENSP00000359540	ENSTGUP00000013906
ENSP00000351008	ENSTGUP00000005274
ENSP00000376686	ENSTGUP00000012956
ENSP00000376246	ENSTGUP00000009532
ENSP00000320081	ENSTGUP00000009023
ENSP00000358400	ENSTGUP00000012764
ENSP00000264192	ENSTGUP00000017143
ENSP00000318770	ENSTGUP00000013419
ENSP00000325954	ENSTGUP00000003112
ENSP00000283141	ENSTGUP00000005923
ENSP00000352782	ENSTGUP00000008086
ENSP00000250173	ENSTGUP00000012924
ENSP00000380037	ENSTGUP00000005470
ENSP00000259050	ENSTGUP00000012622
ENSP00000407301	ENSTGUP00000003974
ENSP00000377396	ENSTGUP00000005715
ENSP00000349805	ENSTGUP00000001499
ENSP00000329735	ENSTGUP00000005375
ENSP00000361926	ENSTGUP00000005376
ENSP00000218340	ENSTGUP00000010940
ENSP00000298317	ENSTGUP00000000793
ENSP00000373331	ENSTGUP00000009006
ENSP00000356505	ENSTGUP00000004030
ENSP00000443459	ENSTGUP00000012104
ENSP00000291577	ENSTGUP00000006223
ENSP00000269919	ENSTGUP00000001053
ENSP00000368199	ENSTGUP00000008889
ENSP00000331915	ENSTGUP00000007136
ENSP00000315626	ENSTGUP00000005237
ENSP00000360181	ENSTGUP00000003903
ENSP00000443432	ENSTGUP00000005298
ENSP00000282032	ENSTGUP00000004921
ENSP00000368496	ENSTGUP00000004186
ENSP00000355559	ENSTGUP00000010607
ENSP00000357218	ENSTGUP00000003734
ENSP00000283632	ENSTGUP00000011172
ENSP00000330289	ENSTGUP00000012403
ENSP00000173527	ENSTGUP00000000370
ENSP00000344749	ENSTGUP00000008470
ENSP00000408342	ENSTGUP00000000105
ENSP00000217971	ENSTGUP00000003410
ENSP00000343890	ENSTGUP00000003283
ENSP00000323663	ENSTGUP00000002119
ENSP00000265728	ENSTGUP00000001440
ENSP00000474988	ENSTGUP00000013856
ENSP00000358765	ENSTGUP00000012931
ENSP00000297109	ENSTGUP00000000721
ENSP00000296504	ENSTGUP00000006440
ENSP00000357545	ENSTGUP00000012288
ENSP00000378431	ENSTGUP00000003177
ENSP00000354571	ENSTGUP00000013987
ENSP00000344215	ENSTGUP00000012308
ENSP00000263735	ENSTGUP00000005649
ENSP00000360269	ENSTGUP00000009956
ENSP00000392025	ENSTGUP00000007768
ENSP00000419502	ENSTGUP00000005544
ENSP00000320520	ENSTGUP00000010403
ENSP00000233242	ENSTGUP00000013563
ENSP00000368144	ENSTGUP00000010453
ENSP00000332062	ENSTGUP00000007773
ENSP00000418593	ENSTGUP00000006329
ENSP00000280734	ENSTGUP00000009248
ENSP00000264265	ENSTGUP00000011552
ENSP00000376565	ENSTGUP00000017391
ENSP00000420065	ENSTGUP00000006556
ENSP00000273596	ENSTGUP00000006547
ENSP00000449428	ENSTGUP00000006123
ENSP00000303908	ENSTGUP00000006273
ENSP00000380283	ENSTGUP00000008597
ENSP00000380281	ENSTGUP00000008594
ENSP00000367752	ENSTGUP00000006553
ENSP00000453969	ENSTGUP00000007503
ENSP00000354461	ENSTGUP00000006663
ENSP00000362255	ENSTGUP00000001883
ENSP00000328973	ENSTGUP00000012393
ENSP00000261499	ENSTGUP00000007220
ENSP00000280987	ENSTGUP00000016607
ENSP00000269373	ENSTGUP00000006988
ENSP00000300784	ENSTGUP00000007855
ENSP00000403400	ENSTGUP00000006671
ENSP00000355760	ENSTGUP00000009966
ENSP00000303939	ENSTGUP00000010068
ENSP00000324890	ENSTGUP00000017034
ENSP00000403683	ENSTGUP00000011046
ENSP00000407154	ENSTGUP00000000520
ENSP00000328251	ENSTGUP00000013900
ENSP00000357409	ENSTGUP00000017029
ENSP00000295542	ENSTGUP00000014872
ENSP00000353377	ENSTGUP00000009546
ENSP00000258301	ENSTGUP00000017640
ENSP00000432456	ENSTGUP00000001172
ENSP00000352097	ENSTGUP00000011479
ENSP00000317614	ENSTGUP00000010182
ENSP00000251312	ENSTGUP00000008283
ENSP00000450980	ENSTGUP00000012728
ENSP00000427336	ENSTGUP00000013161
ENSP00000314608	ENSTGUP00000002511
ENSP00000319279	ENSTGUP00000017769
ENSP00000238936	ENSTGUP00000010428
ENSP00000268459	ENSTGUP00000007778
ENSP00000371693	ENSTGUP00000011782
ENSP00000402929	ENSTGUP00000002868
ENSP00000335004	ENSTGUP00000000144
ENSP00000258991	ENSTGUP00000004881
ENSP00000364685	ENSTGUP00000016942
ENSP00000359707	ENSTGUP00000017937
ENSP00000295619	ENSTGUP00000010242
ENSP00000337501	ENSTGUP00000013545
ENSP00000310205	ENSTGUP00000008566
ENSP00000289528	ENSTGUP00000005912
ENSP00000331411	ENSTGUP00000007682
ENSP00000299237	ENSTGUP00000004928
ENSP00000348673	ENSTGUP00000012125
ENSP00000297689	ENSTGUP00000000424
ENSP00000354884	ENSTGUP00000008142
ENSP00000355979	ENSTGUP00000003317
ENSP00000333915	ENSTGUP00000009431
ENSP00000283474	ENSTGUP00000004238
ENSP00000331242	ENSTGUP00000008205
ENSP00000296468	ENSTGUP00000002154
ENSP00000162749	ENSTGUP00000013762
ENSP00000440638	ENSTGUP00000006687
ENSP00000302578	ENSTGUP00000012876
ENSP00000295092	ENSTGUP00000013480
ENSP00000325298	ENSTGUP00000004696
ENSP00000244763	ENSTGUP00000002396
ENSP00000455434	ENSTGUP00000013267
ENSP00000355969	ENSTGUP00000003260
ENSP00000367196	ENSTGUP00000009146
ENSP00000261796	ENSTGUP00000000253
ENSP00000371927	ENSTGUP00000010611
ENSP00000284674	ENSTGUP00000011738
ENSP00000370989	ENSTGUP00000005180
ENSP00000335384	ENSTGUP00000002316
ENSP00000420384	ENSTGUP00000006212
ENSP00000302327	ENSTGUP00000006635
ENSP00000331065	ENSTGUP00000010699
ENSP00000330442	ENSTGUP00000002642
ENSP00000305533	ENSTGUP00000002882
ENSP00000442304	ENSTGUP00000018273
ENSP00000329137	ENSTGUP00000004197
ENSP00000454012	ENSTGUP00000009352
ENSP00000441024	ENSTGUP00000001761
ENSP00000464932	ENSTGUP00000008021
ENSP00000387100	ENSTGUP00000002830
ENSP00000339764	ENSTGUP00000001575
ENSP00000296327	ENSTGUP00000009793
ENSP00000305613	ENSTGUP00000000130
ENSP00000219334	ENSTGUP00000007165
ENSP00000361278	ENSTGUP00000006325
ENSP00000329803	ENSTGUP00000008306
ENSP00000437289	ENSTGUP00000012118
ENSP00000354850	ENSTGUP00000010259
ENSP00000429726	ENSTGUP00000009330
ENSP00000358703	ENSTGUP00000012884
ENSP00000199448	ENSTGUP00000005788
ENSP00000359292	ENSTGUP00000010423
ENSP00000335247	ENSTGUP00000013975
ENSP00000337358	ENSTGUP00000012891
ENSP00000302805	ENSTGUP00000016144
ENSP00000417748	ENSTGUP00000002149
ENSP00000309376	ENSTGUP00000012467
ENSP00000345179	ENSTGUP00000009263
ENSP00000312631	ENSTGUP00000007846
ENSP00000262878	ENSTGUP00000003394
ENSP00000411672	ENSTGUP00000009679
ENSP00000318032	ENSTGUP00000003273
ENSP00000332049	ENSTGUP00000013741
ENSP00000264246	ENSTGUP00000013919
ENSP00000323516	ENSTGUP00000007931
ENSP00000311528	ENSTGUP00000017853
ENSP00000306670	ENSTGUP00000004275
ENSP00000238156	ENSTGUP00000005240
ENSP00000458986	ENSTGUP00000009122
ENSP00000329499	ENSTGUP00000002153
ENSP00000308149	ENSTGUP00000008314
ENSP00000355614	ENSTGUP00000010109
ENSP00000378935	ENSTGUP00000006006
ENSP00000381970	ENSTGUP00000000950
ENSP00000400839	ENSTGUP00000007435
ENSP00000384604	ENSTGUP00000013337
ENSP00000217420	ENSTGUP00000004665
ENSP00000306528	ENSTGUP00000008543
ENSP00000369627	ENSTGUP00000014202
ENSP00000288976	ENSTGUP00000003857
ENSP00000360764	ENSTGUP00000006224
ENSP00000264198	ENSTGUP00000017388
ENSP00000340454	ENSTGUP00000003369
ENSP00000458707	ENSTGUP00000010695
ENSP00000377275	ENSTGUP00000016297
ENSP00000359034	ENSTGUP00000004719
ENSP00000271620	ENSTGUP00000004913
ENSP00000365530	ENSTGUP00000009758
ENSP00000354920	ENSTGUP00000017556
ENSP00000458762	ENSTGUP00000003998
ENSP00000420465	ENSTGUP00000006252
ENSP00000380516	ENSTGUP00000013716
ENSP00000374633	ENSTGUP00000004021
ENSP00000349732	ENSTGUP00000004845
ENSP00000360522	ENSTGUP00000009035
ENSP00000290231	ENSTGUP00000006016
ENSP00000368135	ENSTGUP00000006646
ENSP00000357838	ENSTGUP00000011788
ENSP00000410833	ENSTGUP00000013937
ENSP00000311436	ENSTGUP00000012570
ENSP00000380365	ENSTGUP00000010962
ENSP00000355802	ENSTGUP00000004269
ENSP00000318128	ENSTGUP00000009154
ENSP00000286621	ENSTGUP00000006856
ENSP00000384863	ENSTGUP00000006726
ENSP00000053867	ENSTGUP00000014176
ENSP00000363463	ENSTGUP00000001138
ENSP00000369014	ENSTGUP00000001983
ENSP00000370297	ENSTGUP00000004747
ENSP00000264992	ENSTGUP00000004303
ENSP00000286234	ENSTGUP00000012749
ENSP00000339017	ENSTGUP00000005157
ENSP00000417901	ENSTGUP00000011941
ENSP00000394178	ENSTGUP00000010114
ENSP00000257770	ENSTGUP00000012866
ENSP00000312250	ENSTGUP00000004307
ENSP00000371397	ENSTGUP00000009337
ENSP00000298767	ENSTGUP00000005840
ENSP00000302676	ENSTGUP00000003212
ENSP00000435310	ENSTGUP00000007298
ENSP00000245046	ENSTGUP00000006912
ENSP00000351777	ENSTGUP00000001825
ENSP00000300651	ENSTGUP00000002275
ENSP00000268043	ENSTGUP00000007269
ENSP00000364295	ENSTGUP00000017252
ENSP00000239374	ENSTGUP00000011606
ENSP00000309338	ENSTGUP00000006278
ENSP00000340823	ENSTGUP00000012700
ENSP00000318480	ENSTGUP00000001153
ENSP00000382237	ENSTGUP00000005453
ENSP00000324277	ENSTGUP00000009666
ENSP00000299952	ENSTGUP00000002090
ENSP00000338703	ENSTGUP00000002333
ENSP00000280756	ENSTGUP00000011355
ENSP00000346139	ENSTGUP00000006920
ENSP00000205061	ENSTGUP00000006487
ENSP00000356562	ENSTGUP00000017645
ENSP00000264018	ENSTGUP00000017638
ENSP00000381293	ENSTGUP00000002092
ENSP00000355541	ENSTGUP00000010759
ENSP00000323339	ENSTGUP00000013846
ENSP00000302120	ENSTGUP00000010479
ENSP00000357688	ENSTGUP00000017700
ENSP00000371735	ENSTGUP00000011769
ENSP00000287936	ENSTGUP00000006291
ENSP00000298281	ENSTGUP00000013331
ENSP00000429015	ENSTGUP00000012425
ENSP00000370288	ENSTGUP00000004096
ENSP00000280527	ENSTGUP00000008904
ENSP00000336752	ENSTGUP00000008074
ENSP00000229195	ENSTGUP00000007243
ENSP00000337224	ENSTGUP00000005451
ENSP00000328181	ENSTGUP00000009807
ENSP00000361064	ENSTGUP00000005204
ENSP00000231228	ENSTGUP00000000211
ENSP00000444211	ENSTGUP00000007386
ENSP00000348010	ENSTGUP00000013627
ENSP00000299213	ENSTGUP00000005965
ENSP00000414147	ENSTGUP00000012238
ENSP00000362746	ENSTGUP00000018277
ENSP00000356658	ENSTGUP00000003458
ENSP00000296603	ENSTGUP00000002083
ENSP00000408108	ENSTGUP00000004181
ENSP00000285243	ENSTGUP00000009491
ENSP00000262291	ENSTGUP00000007858
ENSP00000262648	ENSTGUP00000008804
ENSP00000272748	ENSTGUP00000009190
ENSP00000380880	ENSTGUP00000006851
ENSP00000280097	ENSTGUP00000012196
ENSP00000262498	ENSTGUP00000004894
ENSP00000359385	ENSTGUP00000006255
ENSP00000347532	ENSTGUP00000011388
ENSP00000405252	ENSTGUP00000012038
ENSP00000272645	ENSTGUP00000005940
ENSP00000355467	ENSTGUP00000008683
ENSP00000366800	ENSTGUP00000002653
ENSP00000336887	ENSTGUP00000011792
ENSP00000442600	ENSTGUP00000005324
ENSP00000384886	ENSTGUP00000000398
ENSP00000387219	ENSTGUP00000003996
ENSP00000413592	ENSTGUP00000001124
ENSP00000328325	ENSTGUP00000006213
ENSP00000241052	ENSTGUP00000005907
ENSP00000418563	ENSTGUP00000008977
ENSP00000429931	ENSTGUP00000012677
ENSP00000384160	ENSTGUP00000000706
ENSP00000371362	ENSTGUP00000002087
ENSP00000356864	ENSTGUP00000017602
ENSP00000266529	ENSTGUP00000005993
ENSP00000376250	ENSTGUP00000009557
ENSP00000348056	ENSTGUP00000009874
ENSP00000358737	ENSTGUP00000001508
ENSP00000323068	ENSTGUP00000005574
ENSP00000410926	ENSTGUP00000004052
ENSP00000374280	ENSTGUP00000011180
ENSP00000354040	ENSTGUP00000000850
ENSP00000265074	ENSTGUP00000001980
ENSP00000364212	ENSTGUP00000017285
ENSP00000268699	ENSTGUP00000008270
ENSP00000265335	ENSTGUP00000001425
ENSP00000343002	ENSTGUP00000012090
ENSP00000263688	ENSTGUP00000017542
ENSP00000389998	ENSTGUP00000012227
ENSP00000233826	ENSTGUP00000007518
ENSP00000385347	ENSTGUP00000010024
ENSP00000435371	ENSTGUP00000000812
ENSP00000381498	ENSTGUP00000011021
ENSP00000283875	ENSTGUP00000013767
ENSP00000448012	ENSTGUP00000008263
ENSP00000472940	ENSTGUP00000013668
ENSP00000445725	ENSTGUP00000000244
ENSP00000371546	ENSTGUP00000010208
ENSP00000318900	ENSTGUP00000012529
ENSP00000354223	ENSTGUP00000009770
ENSP00000329419	ENSTGUP00000005400
ENSP00000356405	ENSTGUP00000004297
ENSP00000335203	ENSTGUP00000000921
ENSP00000357973	ENSTGUP00000012503
ENSP00000364320	ENSTGUP00000017233
ENSP00000360268	ENSTGUP00000012076
ENSP00000263121	ENSTGUP00000010633
ENSP00000362463	ENSTGUP00000008043
ENSP00000358059	ENSTGUP00000012553
ENSP00000398803	ENSTGUP00000013153
ENSP00000296456	ENSTGUP00000005278
ENSP00000396937	ENSTGUP00000007075
ENSP00000375067	ENSTGUP00000008112
ENSP00000380157	ENSTGUP00000002489
ENSP00000369500	ENSTGUP00000008115
ENSP00000354560	ENSTGUP00000017584
ENSP00000216254	ENSTGUP00000010247
ENSP00000299300	ENSTGUP00000007155
ENSP00000358478	ENSTGUP00000013836
ENSP00000263208	ENSTGUP00000008820
ENSP00000355051	ENSTGUP00000013818
ENSP00000376335	ENSTGUP00000009054
ENSP00000421302	ENSTGUP00000000557
ENSP00000336808	ENSTGUP00000006392
ENSP00000362170	ENSTGUP00000003631
ENSP00000400932	ENSTGUP00000008920
ENSP00000329867	ENSTGUP00000013847
ENSP00000357869	ENSTGUP00000017667
ENSP00000367398	ENSTGUP00000002793
ENSP00000384748	ENSTGUP00000003888
ENSP00000368605	ENSTGUP00000007546
ENSP00000256339	ENSTGUP00000012997
ENSP00000389709	ENSTGUP00000011016
ENSP00000326579	ENSTGUP00000005755
ENSP00000296577	ENSTGUP00000002783
ENSP00000387310	ENSTGUP00000003696
ENSP00000231498	ENSTGUP00000002160
ENSP00000179259	ENSTGUP00000012637
ENSP00000367992	ENSTGUP00000012629
ENSP00000420315	ENSTGUP00000007693
ENSP00000303942	ENSTGUP00000004088
ENSP00000368305	ENSTGUP00000002256
ENSP00000390410	ENSTGUP00000005762
ENSP00000256854	ENSTGUP00000017776
ENSP00000359454	ENSTGUP00000006345
ENSP00000297347	ENSTGUP00000012691
ENSP00000297423	ENSTGUP00000011170
ENSP00000303511	ENSTGUP00000005350
ENSP00000381364	ENSTGUP00000010559
ENSP00000312277	ENSTGUP00000009295
ENSP00000267430	ENSTGUP00000013620
ENSP00000266069	ENSTGUP00000007811
ENSP00000286398	ENSTGUP00000001325
ENSP00000225969	ENSTGUP00000009188
ENSP00000306100	ENSTGUP00000000945
ENSP00000367615	ENSTGUP00000007978
ENSP00000307491	ENSTGUP00000000482
ENSP00000425979	ENSTGUP00000002025
ENSP00000393183	ENSTGUP00000005018
ENSP00000271764	ENSTGUP00000001136
ENSP00000282041	ENSTGUP00000001645
ENSP00000299518	ENSTGUP00000003377
ENSP00000316578	ENSTGUP00000005137
ENSP00000354061	ENSTGUP00000009195
ENSP00000235532	ENSTGUP00000001647
ENSP00000359295	ENSTGUP00000006091
ENSP00000367440	ENSTGUP00000009312
ENSP00000273064	ENSTGUP00000005656
ENSP00000262077	ENSTGUP00000006109
ENSP00000356820	ENSTGUP00000013903
ENSP00000260952	ENSTGUP00000011221
ENSP00000295119	ENSTGUP00000011640
ENSP00000281924	ENSTGUP00000012065
ENSP00000259335	ENSTGUP00000001324
ENSP00000262288	ENSTGUP00000009871
ENSP00000417354	ENSTGUP00000011401
ENSP00000239027	ENSTGUP00000007390
ENSP00000225724	ENSTGUP00000006794
ENSP00000278715	ENSTGUP00000000014
ENSP00000371451	ENSTGUP00000002031
ENSP00000281243	ENSTGUP00000010005
ENSP00000401470	ENSTGUP00000010305
ENSP00000425715	ENSTGUP00000009731
ENSP00000356263	ENSTGUP00000011611
ENSP00000349142	ENSTGUP00000002192
ENSP00000404923	ENSTGUP00000008974
ENSP00000267615	ENSTGUP00000012983
ENSP00000416696	ENSTGUP00000005170
ENSP00000296129	ENSTGUP00000005139
ENSP00000363779	ENSTGUP00000001483
ENSP00000352522	ENSTGUP00000011341
ENSP00000231668	ENSTGUP00000000320
ENSP00000398495	ENSTGUP00000006354
ENSP00000264028	ENSTGUP00000000056
ENSP00000216294	ENSTGUP00000013361
ENSP00000270538	ENSTGUP00000014257
ENSP00000346829	ENSTGUP00000010544
ENSP00000300107	ENSTGUP00000009338
ENSP00000419279	ENSTGUP00000009862
ENSP00000311513	ENSTGUP00000013414
ENSP00000423602	ENSTGUP00000003579
ENSP00000431049	ENSTGUP00000013600
ENSP00000345702	ENSTGUP00000001888
ENSP00000229633	ENSTGUP00000012140
ENSP00000290039	ENSTGUP00000010284
ENSP00000352172	ENSTGUP00000009324
ENSP00000263985	ENSTGUP00000005155
ENSP00000274507	ENSTGUP00000001268
ENSP00000323288	ENSTGUP00000007569
ENSP00000296135	ENSTGUP00000005336
ENSP00000356057	ENSTGUP00000011405
ENSP00000358812	ENSTGUP00000010637
ENSP00000362298	ENSTGUP00000004482
ENSP00000261866	ENSTGUP00000010183
ENSP00000263657	ENSTGUP00000002440
ENSP00000452037	ENSTGUP00000011558
ENSP00000227322	ENSTGUP00000000151
ENSP00000320949	ENSTGUP00000006116
ENSP00000216190	ENSTGUP00000011054
ENSP00000426191	ENSTGUP00000017808
ENSP00000335615	ENSTGUP00000012992
ENSP00000250615	ENSTGUP00000008155
ENSP00000205402	ENSTGUP00000003349
ENSP00000361845	ENSTGUP00000001489
ENSP00000346921	ENSTGUP00000001375
ENSP00000275428	ENSTGUP00000004028
ENSP00000255305	ENSTGUP00000011708
ENSP00000370055	ENSTGUP00000012045
ENSP00000355961	ENSTGUP00000003230
ENSP00000230124	ENSTGUP00000012451
ENSP00000476176	ENSTGUP00000000037
ENSP00000290158	ENSTGUP00000003520
ENSP00000338862	ENSTGUP00000002027
ENSP00000265354	ENSTGUP00000004884
ENSP00000232607	ENSTGUP00000004252
ENSP00000265351	ENSTGUP00000009470
ENSP00000390783	ENSTGUP00000012189
ENSP00000379762	ENSTGUP00000016443
ENSP00000341662	ENSTGUP00000002608
ENSP00000369860	ENSTGUP00000008387
ENSP00000331062	ENSTGUP00000008450
ENSP00000405708	ENSTGUP00000010917
ENSP00000331376	ENSTGUP00000009957
ENSP00000358896	ENSTGUP00000010561
ENSP00000464327	ENSTGUP00000007835
ENSP00000258742	ENSTGUP00000002839
ENSP00000410858	ENSTGUP00000003533
ENSP00000408292	ENSTGUP00000003424
ENSP00000355470	ENSTGUP00000008652
ENSP00000294964	ENSTGUP00000003482
ENSP00000310668	ENSTGUP00000018094
ENSP00000256544	ENSTGUP00000011999
