ENSMODP00000016222	ENSGALP00000006197
ENSMODP00000015068	ENSGALP00000035933
ENSMODP00000040581	ENSGALP00000028353
ENSMODP00000023432	ENSGALP00000026245
ENSMODP00000000143	ENSGALP00000006798
ENSMODP00000000708	ENSGALP00000020315
ENSMODP00000003046	ENSGALP00000010093
ENSMODP00000013666	ENSGALP00000006162
ENSMODP00000003297	ENSGALP00000020574
ENSMODP00000006859	ENSGALP00000008061
ENSMODP00000005883	ENSGALP00000009323
ENSMODP00000004209	ENSGALP00000032851
ENSMODP00000019311	ENSGALP00000017255
ENSMODP00000007439	ENSGALP00000027189
ENSMODP00000022689	ENSGALP00000024921
ENSMODP00000018831	ENSGALP00000011836
ENSMODP00000010999	ENSGALP00000043116
ENSMODP00000024289	ENSGALP00000024006
ENSMODP00000021901	ENSGALP00000016094
ENSMODP00000024261	ENSGALP00000010704
ENSMODP00000025903	ENSGALP00000020005
ENSMODP00000003590	ENSGALP00000043142
ENSMODP00000037274	ENSGALP00000024696
ENSMODP00000035224	ENSGALP00000007937
ENSMODP00000036763	ENSGALP00000027143
ENSMODP00000014386	ENSGALP00000013147
ENSMODP00000016277	ENSGALP00000004609
ENSMODP00000024593	ENSGALP00000023859
ENSMODP00000012015	ENSGALP00000015059
ENSMODP00000026268	ENSGALP00000036014
ENSMODP00000014292	ENSGALP00000036811
ENSMODP00000019360	ENSGALP00000041000
ENSMODP00000011856	ENSGALP00000018382
ENSMODP00000000810	ENSGALP00000031284
ENSMODP00000010718	ENSGALP00000019417
ENSMODP00000005938	ENSGALP00000015303
ENSMODP00000000563	ENSGALP00000007553
ENSMODP00000017785	ENSGALP00000000694
ENSMODP00000024110	ENSGALP00000041070
ENSMODP00000013246	ENSGALP00000008938
ENSMODP00000021221	ENSGALP00000009835
ENSMODP00000021193	ENSGALP00000024815
ENSMODP00000032514	ENSGALP00000000494
ENSMODP00000003004	ENSGALP00000015568
ENSMODP00000037026	ENSGALP00000041851
ENSMODP00000014822	ENSGALP00000006252
ENSMODP00000000717	ENSGALP00000001055
ENSMODP00000003457	ENSGALP00000024333
ENSMODP00000014686	ENSGALP00000022126
ENSMODP00000007235	ENSGALP00000002794
ENSMODP00000018316	ENSGALP00000039222
ENSMODP00000018999	ENSGALP00000013618
ENSMODP00000013909	ENSGALP00000019447
ENSMODP00000016150	ENSGALP00000016315
ENSMODP00000000153	ENSGALP00000026904
ENSMODP00000015953	ENSGALP00000016398
ENSMODP00000019118	ENSGALP00000011947
ENSMODP00000000274	ENSGALP00000033069
ENSMODP00000003057	ENSGALP00000002091
ENSMODP00000001583	ENSGALP00000039428
ENSMODP00000003418	ENSGALP00000024989
ENSMODP00000016915	ENSGALP00000017056
ENSMODP00000007245	ENSGALP00000012264
ENSMODP00000020592	ENSGALP00000013675
ENSMODP00000032798	ENSGALP00000025503
ENSMODP00000029853	ENSGALP00000025502
ENSMODP00000018200	ENSGALP00000018269
ENSMODP00000000781	ENSGALP00000017934
ENSMODP00000014920	ENSGALP00000003731
ENSMODP00000002092	ENSGALP00000000545
ENSMODP00000031808	ENSGALP00000005794
ENSMODP00000023332	ENSGALP00000024208
ENSMODP00000000470	ENSGALP00000016102
ENSMODP00000016503	ENSGALP00000013722
ENSMODP00000013742	ENSGALP00000007617
ENSMODP00000013826	ENSGALP00000038601
ENSMODP00000001945	ENSGALP00000027276
ENSMODP00000038015	ENSGALP00000012035
ENSMODP00000008086	ENSGALP00000002020
ENSMODP00000025350	ENSGALP00000038139
ENSMODP00000012346	ENSGALP00000002670
ENSMODP00000009468	ENSGALP00000026395
ENSMODP00000028132	ENSGALP00000041715
ENSMODP00000014909	ENSGALP00000022085
ENSMODP00000011901	ENSGALP00000019805
ENSMODP00000005917	ENSGALP00000004015
ENSMODP00000007356	ENSGALP00000003277
ENSMODP00000008291	ENSGALP00000024504
ENSMODP00000000841	ENSGALP00000020417
ENSMODP00000006275	ENSGALP00000012899
ENSMODP00000016942	ENSGALP00000003418
ENSMODP00000000638	ENSGALP00000017306
ENSMODP00000011165	ENSGALP00000027569
ENSMODP00000019423	ENSGALP00000028782
ENSMODP00000010254	ENSGALP00000024954
ENSMODP00000021020	ENSGALP00000009213
ENSMODP00000013732	ENSGALP00000001412
ENSMODP00000018665	ENSGALP00000011399
ENSMODP00000000696	ENSGALP00000023225
ENSMODP00000010615	ENSGALP00000006155
ENSMODP00000004802	ENSGALP00000014328
ENSMODP00000036056	ENSGALP00000020282
ENSMODP00000018255	ENSGALP00000043439
ENSMODP00000003405	ENSGALP00000011677
ENSMODP00000013195	ENSGALP00000027438
ENSMODP00000026495	ENSGALP00000008268
ENSMODP00000026620	ENSGALP00000014383
ENSMODP00000006868	ENSGALP00000014935
ENSMODP00000027204	ENSGALP00000002348
ENSMODP00000016357	ENSGALP00000018159
ENSMODP00000000517	ENSGALP00000016156
ENSMODP00000007712	ENSGALP00000013598
ENSMODP00000028571	ENSGALP00000013601
ENSMODP00000015558	ENSGALP00000005982
ENSMODP00000004636	ENSGALP00000005199
ENSMODP00000009652	ENSGALP00000003428
ENSMODP00000019164	ENSGALP00000011961
ENSMODP00000015248	ENSGALP00000006999
ENSMODP00000018653	ENSGALP00000005059
ENSMODP00000040055	ENSGALP00000037170
ENSMODP00000002305	ENSGALP00000020620
ENSMODP00000008158	ENSGALP00000014001
ENSMODP00000026206	ENSGALP00000025245
ENSMODP00000016543	ENSGALP00000039758
ENSMODP00000021028	ENSGALP00000020138
ENSMODP00000008944	ENSGALP00000039345
ENSMODP00000008959	ENSGALP00000013914
ENSMODP00000004935	ENSGALP00000030175
ENSMODP00000006875	ENSGALP00000042161
ENSMODP00000013643	ENSGALP00000039891
ENSMODP00000023317	ENSGALP00000041744
ENSMODP00000022857	ENSGALP00000019095
ENSMODP00000027851	ENSGALP00000008440
ENSMODP00000009797	ENSGALP00000035739
ENSMODP00000013278	ENSGALP00000008879
ENSMODP00000034873	ENSGALP00000020807
ENSMODP00000023457	ENSGALP00000026281
ENSMODP00000016662	ENSGALP00000018518
ENSMODP00000027120	ENSGALP00000034451
ENSMODP00000025432	ENSGALP00000005887
ENSMODP00000019909	ENSGALP00000013813
ENSMODP00000008380	ENSGALP00000011451
ENSMODP00000023311	ENSGALP00000026180
ENSMODP00000012067	ENSGALP00000019952
ENSMODP00000012669	ENSGALP00000015437
ENSMODP00000025713	ENSGALP00000000205
ENSMODP00000000804	ENSGALP00000041920
ENSMODP00000021122	ENSGALP00000022533
ENSMODP00000012356	ENSGALP00000032457
ENSMODP00000015429	ENSGALP00000022193
ENSMODP00000015514	ENSGALP00000007200
ENSMODP00000029130	ENSGALP00000012655
ENSMODP00000023571	ENSGALP00000001411
ENSMODP00000019547	ENSGALP00000026600
ENSMODP00000017809	ENSGALP00000026342
ENSMODP00000011099	ENSGALP00000024834
ENSMODP00000021780	ENSGALP00000022544
ENSMODP00000010129	ENSGALP00000007799
ENSMODP00000017529	ENSGALP00000001472
ENSMODP00000017003	ENSGALP00000002825
ENSMODP00000031686	ENSGALP00000007323
ENSMODP00000022297	ENSGALP00000021396
ENSMODP00000001228	ENSGALP00000002349
ENSMODP00000019731	ENSGALP00000015277
ENSMODP00000034085	ENSGALP00000026127
ENSMODP00000010160	ENSGALP00000026433
ENSMODP00000023987	ENSGALP00000018767
ENSMODP00000021381	ENSGALP00000026611
ENSMODP00000008088	ENSGALP00000017341
ENSMODP00000006150	ENSGALP00000022058
ENSMODP00000001206	ENSGALP00000027791
ENSMODP00000015407	ENSGALP00000007358
ENSMODP00000015423	ENSGALP00000035504
ENSMODP00000021460	ENSGALP00000026660
ENSMODP00000016553	ENSGALP00000010935
ENSMODP00000004501	ENSGALP00000001381
ENSMODP00000000334	ENSGALP00000027769
ENSMODP00000006782	ENSGALP00000000002
ENSMODP00000040798	ENSGALP00000017326
ENSMODP00000027954	ENSGALP00000020656
ENSMODP00000037282	ENSGALP00000017216
ENSMODP00000000192	ENSGALP00000027758
ENSMODP00000036805	ENSGALP00000042047
ENSMODP00000019134	ENSGALP00000018472
ENSMODP00000004409	ENSGALP00000005227
ENSMODP00000002174	ENSGALP00000035061
ENSMODP00000008681	ENSGALP00000042643
ENSMODP00000005870	ENSGALP00000014616
ENSMODP00000019154	ENSGALP00000018493
ENSMODP00000006183	ENSGALP00000010292
ENSMODP00000017355	ENSGALP00000042723
ENSMODP00000014821	ENSGALP00000037124
ENSMODP00000002716	ENSGALP00000019662
ENSMODP00000003265	ENSGALP00000016032
ENSMODP00000028807	ENSGALP00000000272
ENSMODP00000023937	ENSGALP00000019045
ENSMODP00000026540	ENSGALP00000004298
ENSMODP00000017421	ENSGALP00000004459
ENSMODP00000023652	ENSGALP00000019540
ENSMODP00000011928	ENSGALP00000041810
ENSMODP00000000347	ENSGALP00000039554
ENSMODP00000009129	ENSGALP00000006521
ENSMODP00000035176	ENSGALP00000015128
ENSMODP00000035948	ENSGALP00000018692
ENSMODP00000004216	ENSGALP00000028721
ENSMODP00000009872	ENSGALP00000042443
ENSMODP00000017019	ENSGALP00000020972
ENSMODP00000005420	ENSGALP00000025312
ENSMODP00000014333	ENSGALP00000011997
ENSMODP00000012383	ENSGALP00000001890
ENSMODP00000000664	ENSGALP00000023218
ENSMODP00000008004	ENSGALP00000017852
ENSMODP00000026653	ENSGALP00000032046
ENSMODP00000007138	ENSGALP00000021949
ENSMODP00000008758	ENSGALP00000003498
ENSMODP00000032264	ENSGALP00000001555
ENSMODP00000006119	ENSGALP00000009493
ENSMODP00000023936	ENSGALP00000005409
ENSMODP00000020893	ENSGALP00000041455
ENSMODP00000026325	ENSGALP00000025753
ENSMODP00000016382	ENSGALP00000006796
ENSMODP00000023575	ENSGALP00000026914
ENSMODP00000023743	ENSGALP00000018646
ENSMODP00000008720	ENSGALP00000040798
ENSMODP00000003205	ENSGALP00000016416
ENSMODP00000009840	ENSGALP00000002536
ENSMODP00000025789	ENSGALP00000022913
ENSMODP00000001116	ENSGALP00000026980
ENSMODP00000022486	ENSGALP00000036453
ENSMODP00000022485	ENSGALP00000036460
ENSMODP00000022700	ENSGALP00000029836
ENSMODP00000013356	ENSGALP00000008844
ENSMODP00000020837	ENSGALP00000008248
ENSMODP00000026870	ENSGALP00000024352
ENSMODP00000016973	ENSGALP00000007897
ENSMODP00000000779	ENSGALP00000000140
ENSMODP00000007554	ENSGALP00000016730
ENSMODP00000000167	ENSGALP00000006852
ENSMODP00000008314	ENSGALP00000041228
ENSMODP00000006785	ENSGALP00000032624
ENSMODP00000040912	ENSGALP00000016263
ENSMODP00000035664	ENSGALP00000019237
ENSMODP00000019345	ENSGALP00000021478
ENSMODP00000005525	ENSGALP00000004850
ENSMODP00000012633	ENSGALP00000039752
ENSMODP00000010861	ENSGALP00000043280
ENSMODP00000025460	ENSGALP00000008402
ENSMODP00000020914	ENSGALP00000021121
ENSMODP00000011787	ENSGALP00000042551
ENSMODP00000032320	ENSGALP00000036623
ENSMODP00000017157	ENSGALP00000011778
ENSMODP00000006553	ENSGALP00000025812
ENSMODP00000023701	ENSGALP00000024830
ENSMODP00000031602	ENSGALP00000040476
ENSMODP00000002024	ENSGALP00000003709
ENSMODP00000006003	ENSGALP00000032253
ENSMODP00000026396	ENSGALP00000035860
ENSMODP00000011185	ENSGALP00000020160
ENSMODP00000019716	ENSGALP00000004601
ENSMODP00000002650	ENSGALP00000026381
ENSMODP00000020770	ENSGALP00000002514
ENSMODP00000024764	ENSGALP00000037711
ENSMODP00000018098	ENSGALP00000036411
ENSMODP00000023766	ENSGALP00000016071
ENSMODP00000010925	ENSGALP00000035420
ENSMODP00000008252	ENSGALP00000015086
ENSMODP00000021769	ENSGALP00000026759
ENSMODP00000005146	ENSGALP00000017336
ENSMODP00000017934	ENSGALP00000011212
ENSMODP00000022913	ENSGALP00000019655
ENSMODP00000016067	ENSGALP00000028008
ENSMODP00000002934	ENSGALP00000001243
ENSMODP00000010989	ENSGALP00000017976
ENSMODP00000021979	ENSGALP00000016230
ENSMODP00000007973	ENSGALP00000007412
ENSMODP00000011432	ENSGALP00000022772
ENSMODP00000023398	ENSGALP00000021749
ENSMODP00000001384	ENSGALP00000015840
ENSMODP00000019259	ENSGALP00000016963
ENSMODP00000013997	ENSGALP00000029511
ENSMODP00000005214	ENSGALP00000006522
ENSMODP00000013292	ENSGALP00000008871
ENSMODP00000014936	ENSGALP00000022081
ENSMODP00000007058	ENSGALP00000001840
ENSMODP00000010872	ENSGALP00000033816
ENSMODP00000014675	ENSGALP00000032574
ENSMODP00000008043	ENSGALP00000003444
ENSMODP00000024271	ENSGALP00000010661
ENSMODP00000013522	ENSGALP00000024470
ENSMODP00000019752	ENSGALP00000036004
ENSMODP00000010678	ENSGALP00000008717
ENSMODP00000007589	ENSGALP00000022928
ENSMODP00000033092	ENSGALP00000042301
ENSMODP00000032479	ENSGALP00000018435
ENSMODP00000030977	ENSGALP00000009525
ENSMODP00000000150	ENSGALP00000015937
ENSMODP00000000110	ENSGALP00000027746
ENSMODP00000000251	ENSGALP00000013785
ENSMODP00000021440	ENSGALP00000004722
ENSMODP00000021442	ENSGALP00000043464
ENSMODP00000009737	ENSGALP00000011467
ENSMODP00000012111	ENSGALP00000019982
ENSMODP00000040478	ENSGALP00000018206
ENSMODP00000015628	ENSGALP00000005241
ENSMODP00000013013	ENSGALP00000004475
ENSMODP00000016735	ENSGALP00000041632
ENSMODP00000005472	ENSGALP00000021693
ENSMODP00000001431	ENSGALP00000017133
ENSMODP00000040930	ENSGALP00000025993
ENSMODP00000013400	ENSGALP00000001024
ENSMODP00000021893	ENSGALP00000036655
ENSMODP00000017903	ENSGALP00000015930
ENSMODP00000014570	ENSGALP00000006357
ENSMODP00000021853	ENSGALP00000043006
ENSMODP00000008954	ENSGALP00000030247
ENSMODP00000010909	ENSGALP00000015342
ENSMODP00000031856	ENSGALP00000018771
ENSMODP00000003488	ENSGALP00000024554
ENSMODP00000000748	ENSGALP00000015655
ENSMODP00000019904	ENSGALP00000026689
ENSMODP00000008751	ENSGALP00000012620
ENSMODP00000008778	ENSGALP00000042554
ENSMODP00000038341	ENSGALP00000024129
ENSMODP00000013357	ENSGALP00000004163
ENSMODP00000012606	ENSGALP00000014240
ENSMODP00000013694	ENSGALP00000038228
ENSMODP00000026310	ENSGALP00000035996
ENSMODP00000000562	ENSGALP00000023211
ENSMODP00000016163	ENSGALP00000042461
ENSMODP00000016024	ENSGALP00000041899
ENSMODP00000008565	ENSGALP00000015904
ENSMODP00000026597	ENSGALP00000016895
ENSMODP00000001031	ENSGALP00000042103
ENSMODP00000012103	ENSGALP00000018368
ENSMODP00000039126	ENSGALP00000043060
ENSMODP00000001327	ENSGALP00000005614
ENSMODP00000038058	ENSGALP00000017179
ENSMODP00000001883	ENSGALP00000017578
ENSMODP00000001870	ENSGALP00000017577
ENSMODP00000014952	ENSGALP00000018196
ENSMODP00000040550	ENSGALP00000025937
ENSMODP00000024398	ENSGALP00000038618
ENSMODP00000011040	ENSGALP00000024843
ENSMODP00000002593	ENSGALP00000026563
ENSMODP00000032786	ENSGALP00000042862
ENSMODP00000004449	ENSGALP00000027103
ENSMODP00000021186	ENSGALP00000024809
ENSMODP00000001156	ENSGALP00000016361
ENSMODP00000003896	ENSGALP00000000894
ENSMODP00000002664	ENSGALP00000026394
ENSMODP00000011669	ENSGALP00000023039
ENSMODP00000019119	ENSGALP00000037005
ENSMODP00000020139	ENSGALP00000042134
ENSMODP00000009626	ENSGALP00000035846
ENSMODP00000036319	ENSGALP00000029937
ENSMODP00000026099	ENSGALP00000008319
ENSMODP00000014839	ENSGALP00000006280
ENSMODP00000038777	ENSGALP00000043380
ENSMODP00000008148	ENSGALP00000025363
ENSMODP00000010794	ENSGALP00000026776
ENSMODP00000026771	ENSGALP00000042772
ENSMODP00000033792	ENSGALP00000041476
ENSMODP00000031188	ENSGALP00000004515
ENSMODP00000036836	ENSGALP00000007763
ENSMODP00000018803	ENSGALP00000040567
ENSMODP00000012835	ENSGALP00000041215
ENSMODP00000000465	ENSGALP00000021432
ENSMODP00000003698	ENSGALP00000040769
ENSMODP00000024837	ENSGALP00000013176
ENSMODP00000021883	ENSGALP00000021249
ENSMODP00000040973	ENSGALP00000042346
ENSMODP00000019368	ENSGALP00000022893
ENSMODP00000021834	ENSGALP00000022592
ENSMODP00000017683	ENSGALP00000011332
ENSMODP00000006197	ENSGALP00000005234
ENSMODP00000003613	ENSGALP00000004831
ENSMODP00000009134	ENSGALP00000007671
ENSMODP00000039809	ENSGALP00000039286
ENSMODP00000016245	ENSGALP00000034141
ENSMODP00000013109	ENSGALP00000002307
ENSMODP00000010689	ENSGALP00000010268
ENSMODP00000019472	ENSGALP00000004056
ENSMODP00000014303	ENSGALP00000039929
ENSMODP00000013024	ENSGALP00000014637
ENSMODP00000013281	ENSGALP00000039355
ENSMODP00000014194	ENSGALP00000020651
ENSMODP00000010382	ENSGALP00000024919
ENSMODP00000013353	ENSGALP00000037834
ENSMODP00000038590	ENSGALP00000040085
ENSMODP00000038735	ENSGALP00000003131
ENSMODP00000002989	ENSGALP00000039032
ENSMODP00000007728	ENSGALP00000004480
ENSMODP00000005784	ENSGALP00000007644
ENSMODP00000002285	ENSGALP00000024722
ENSMODP00000012896	ENSGALP00000014293
ENSMODP00000009077	ENSGALP00000025152
ENSMODP00000023469	ENSGALP00000026854
ENSMODP00000008898	ENSGALP00000027915
ENSMODP00000028298	ENSGALP00000041768
ENSMODP00000003443	ENSGALP00000003263
ENSMODP00000007711	ENSGALP00000025413
ENSMODP00000008495	ENSGALP00000001729
ENSMODP00000019088	ENSGALP00000003447
ENSMODP00000024115	ENSGALP00000038853
ENSMODP00000019677	ENSGALP00000015166
ENSMODP00000023645	ENSGALP00000016723
ENSMODP00000007526	ENSGALP00000042015
ENSMODP00000024421	ENSGALP00000011629
ENSMODP00000013239	ENSGALP00000020756
ENSMODP00000020733	ENSGALP00000040703
ENSMODP00000041143	ENSGALP00000000940
ENSMODP00000005233	ENSGALP00000042492
ENSMODP00000036512	ENSGALP00000006684
ENSMODP00000000653	ENSGALP00000020319
ENSMODP00000025781	ENSGALP00000041711
ENSMODP00000020512	ENSGALP00000006037
ENSMODP00000030653	ENSGALP00000033072
ENSMODP00000030650	ENSGALP00000010780
ENSMODP00000000058	ENSGALP00000033070
ENSMODP00000023072	ENSGALP00000031018
ENSMODP00000012094	ENSGALP00000011217
ENSMODP00000034327	ENSGALP00000038259
ENSMODP00000017902	ENSGALP00000008290
ENSMODP00000010154	ENSGALP00000018537
ENSMODP00000039704	ENSGALP00000040616
ENSMODP00000002186	ENSGALP00000002726
ENSMODP00000025818	ENSGALP00000022788
ENSMODP00000013150	ENSGALP00000003704
ENSMODP00000014018	ENSGALP00000025936
ENSMODP00000003230	ENSGALP00000037676
ENSMODP00000001222	ENSGALP00000033359
ENSMODP00000011860	ENSGALP00000018379
ENSMODP00000014946	ENSGALP00000003898
ENSMODP00000026304	ENSGALP00000023239
ENSMODP00000000516	ENSGALP00000037101
ENSMODP00000005267	ENSGALP00000000631
ENSMODP00000026016	ENSGALP00000014459
ENSMODP00000008514	ENSGALP00000043100
ENSMODP00000038318	ENSGALP00000015927
ENSMODP00000011573	ENSGALP00000041581
ENSMODP00000004567	ENSGALP00000033663
ENSMODP00000018702	ENSGALP00000042636
ENSMODP00000035507	ENSGALP00000016911
ENSMODP00000023069	ENSGALP00000025582
ENSMODP00000002709	ENSGALP00000024586
ENSMODP00000011246	ENSGALP00000042142
ENSMODP00000012137	ENSGALP00000009094
ENSMODP00000006087	ENSGALP00000024153
ENSMODP00000036312	ENSGALP00000042247
ENSMODP00000017185	ENSGALP00000001366
ENSMODP00000015737	ENSGALP00000008498
ENSMODP00000014892	ENSGALP00000041609
ENSMODP00000010284	ENSGALP00000005497
ENSMODP00000003111	ENSGALP00000011162
ENSMODP00000024726	ENSGALP00000001249
ENSMODP00000016244	ENSGALP00000004710
ENSMODP00000022008	ENSGALP00000006084
ENSMODP00000004111	ENSGALP00000026511
ENSMODP00000015911	ENSGALP00000021066
ENSMODP00000015745	ENSGALP00000008419
ENSMODP00000017011	ENSGALP00000002837
ENSMODP00000015144	ENSGALP00000006734
ENSMODP00000038223	ENSGALP00000010855
ENSMODP00000014099	ENSGALP00000019363
ENSMODP00000010081	ENSGALP00000021566
ENSMODP00000000647	ENSGALP00000005081
ENSMODP00000018711	ENSGALP00000018434
ENSMODP00000004189	ENSGALP00000004327
ENSMODP00000017208	ENSGALP00000041694
ENSMODP00000015228	ENSGALP00000006973
ENSMODP00000016329	ENSGALP00000006701
ENSMODP00000021749	ENSGALP00000022452
ENSMODP00000021753	ENSGALP00000022453
ENSMODP00000022300	ENSGALP00000014793
ENSMODP00000005909	ENSGALP00000014636
ENSMODP00000001856	ENSGALP00000003899
ENSMODP00000007979	ENSGALP00000004113
ENSMODP00000024677	ENSGALP00000001464
ENSMODP00000000229	ENSGALP00000019007
ENSMODP00000020789	ENSGALP00000042948
ENSMODP00000022376	ENSGALP00000029993
ENSMODP00000003661	ENSGALP00000013738
ENSMODP00000013282	ENSGALP00000042776
ENSMODP00000009461	ENSGALP00000029389
ENSMODP00000025681	ENSGALP00000023120
ENSMODP00000000430	ENSGALP00000036276
ENSMODP00000011351	ENSGALP00000041901
ENSMODP00000000259	ENSGALP00000010969
ENSMODP00000024193	ENSGALP00000033490
ENSMODP00000021491	ENSGALP00000039878
ENSMODP00000025471	ENSGALP00000021782
ENSMODP00000014421	ENSGALP00000009697
ENSMODP00000006195	ENSGALP00000031763
ENSMODP00000005359	ENSGALP00000042767
ENSMODP00000008365	ENSGALP00000043221
ENSMODP00000025900	ENSGALP00000018480
ENSMODP00000014923	ENSGALP00000012705
ENSMODP00000023361	ENSGALP00000020042
ENSMODP00000013060	ENSGALP00000014460
ENSMODP00000021565	ENSGALP00000021990
ENSMODP00000026876	ENSGALP00000024358
ENSMODP00000020676	ENSGALP00000012170
ENSMODP00000001024	ENSGALP00000028055
ENSMODP00000024355	ENSGALP00000042162
ENSMODP00000017604	ENSGALP00000001302
ENSMODP00000022333	ENSGALP00000024210
ENSMODP00000014993	ENSGALP00000012547
ENSMODP00000000845	ENSGALP00000016193
ENSMODP00000008162	ENSGALP00000002007
ENSMODP00000004517	ENSGALP00000008535
ENSMODP00000008208	ENSGALP00000012332
ENSMODP00000015113	ENSGALP00000009853
ENSMODP00000005039	ENSGALP00000024283
ENSMODP00000002007	ENSGALP00000003974
ENSMODP00000000863	ENSGALP00000018342
ENSMODP00000023102	ENSGALP00000001845
ENSMODP00000009959	ENSGALP00000002196
ENSMODP00000011979	ENSGALP00000025639
ENSMODP00000011210	ENSGALP00000027249
ENSMODP00000018458	ENSGALP00000005453
ENSMODP00000006507	ENSGALP00000001190
ENSMODP00000023003	ENSGALP00000032932
ENSMODP00000010492	ENSGALP00000033782
ENSMODP00000019565	ENSGALP00000042472
ENSMODP00000003895	ENSGALP00000042331
ENSMODP00000027982	ENSGALP00000031379
ENSMODP00000018423	ENSGALP00000039157
ENSMODP00000017131	ENSGALP00000011124
ENSMODP00000021153	ENSGALP00000010650
ENSMODP00000013940	ENSGALP00000005274
ENSMODP00000007563	ENSGALP00000011024
ENSMODP00000038500	ENSGALP00000007054
ENSMODP00000001653	ENSGALP00000007498
ENSMODP00000014239	ENSGALP00000042829
ENSMODP00000014199	ENSGALP00000019303
ENSMODP00000008539	ENSGALP00000038432
ENSMODP00000016922	ENSGALP00000043020
ENSMODP00000022723	ENSGALP00000036494
ENSMODP00000013108	ENSGALP00000005551
ENSMODP00000005764	ENSGALP00000025278
ENSMODP00000008235	ENSGALP00000031994
ENSMODP00000035487	ENSGALP00000021182
ENSMODP00000018378	ENSGALP00000022392
ENSMODP00000003774	ENSGALP00000007680
ENSMODP00000003077	ENSGALP00000017444
ENSMODP00000022926	ENSGALP00000019678
ENSMODP00000004256	ENSGALP00000013593
ENSMODP00000008301	ENSGALP00000025328
ENSMODP00000007429	ENSGALP00000016751
ENSMODP00000005036	ENSGALP00000043371
ENSMODP00000022822	ENSGALP00000042002
