ENSTGUP00000008915	ENSDARP00000074624
ENSTGUP00000011504	ENSDARP00000002686
ENSTGUP00000003461	ENSDARP00000011326
ENSTGUP00000003461	ENSDARP00000055414
ENSTGUP00000014172	ENSDARP00000124593
ENSTGUP00000007057	ENSDARP00000116404
ENSTGUP00000007057	ENSDARP00000112758
ENSTGUP00000004598	ENSDARP00000126389
ENSTGUP00000007924	ENSDARP00000050005
ENSTGUP00000007924	ENSDARP00000044008
ENSTGUP00000010762	ENSDARP00000009775
ENSTGUP00000009716	ENSDARP00000071393
ENSTGUP00000012388	ENSDARP00000101496
ENSTGUP00000001818	ENSDARP00000120695
ENSTGUP00000007273	ENSDARP00000098728
ENSTGUP00000008132	ENSDARP00000089201
ENSTGUP00000009825	ENSDARP00000021199
ENSTGUP00000009825	ENSDARP00000104913
ENSTGUP00000008123	ENSDARP00000033806
ENSTGUP00000003045	ENSDARP00000111738
ENSTGUP00000001198	ENSDARP00000008181
ENSTGUP00000001198	ENSDARP00000101177
ENSTGUP00000007248	ENSDARP00000039104
ENSTGUP00000000267	ENSDARP00000031504
ENSTGUP00000000844	ENSDARP00000117816
ENSTGUP00000000844	ENSDARP00000022273
ENSTGUP00000010764	ENSDARP00000091498
ENSTGUP00000011334	ENSDARP00000086682
ENSTGUP00000005869	ENSDARP00000083546
ENSTGUP00000005869	ENSDARP00000077824
ENSTGUP00000004945	ENSDARP00000032935
ENSTGUP00000010321	ENSDARP00000024217
ENSTGUP00000010321	ENSDARP00000010177
ENSTGUP00000008330	ENSDARP00000108359
ENSTGUP00000005623	ENSDARP00000032457
ENSTGUP00000011396	ENSDARP00000037307
ENSTGUP00000004349	ENSDARP00000036535
ENSTGUP00000004349	ENSDARP00000038022
ENSTGUP00000011996	ENSDARP00000117263
ENSTGUP00000011996	ENSDARP00000108413
ENSTGUP00000013981	ENSDARP00000084529
ENSTGUP00000013594	ENSDARP00000110163
ENSTGUP00000012060	ENSDARP00000126735
ENSTGUP00000000753	ENSDARP00000125833
ENSTGUP00000010288	ENSDARP00000110357
ENSTGUP00000010288	ENSDARP00000105934
ENSTGUP00000011151	ENSDARP00000074299
ENSTGUP00000012735	ENSDARP00000089126
ENSTGUP00000007877	ENSDARP00000004962
ENSTGUP00000007877	ENSDARP00000045613
ENSTGUP00000003846	ENSDARP00000058406
ENSTGUP00000010180	ENSDARP00000092407
ENSTGUP00000010064	ENSDARP00000096190
ENSTGUP00000010064	ENSDARP00000045367
ENSTGUP00000011713	ENSDARP00000116371
ENSTGUP00000005077	ENSDARP00000071507
ENSTGUP00000005077	ENSDARP00000037509
ENSTGUP00000004299	ENSDARP00000053576
ENSTGUP00000009489	ENSDARP00000095598
ENSTGUP00000003237	ENSDARP00000055237
ENSTGUP00000001301	ENSDARP00000094606
ENSTGUP00000001301	ENSDARP00000107097
ENSTGUP00000013520	ENSDARP00000039965
ENSTGUP00000013520	ENSDARP00000115075
ENSTGUP00000009710	ENSDARP00000110319
ENSTGUP00000015636	ENSDARP00000088708
ENSTGUP00000005661	ENSDARP00000041411
ENSTGUP00000012489	ENSDARP00000127179
ENSTGUP00000006219	ENSDARP00000102952
ENSTGUP00000008887	ENSDARP00000102678
ENSTGUP00000008887	ENSDARP00000098825
ENSTGUP00000012916	ENSDARP00000027005
ENSTGUP00000012916	ENSDARP00000115656
ENSTGUP00000012239	ENSDARP00000125484
ENSTGUP00000006238	ENSDARP00000106001
ENSTGUP00000006238	ENSDARP00000061469
ENSTGUP00000000343	ENSDARP00000070219
ENSTGUP00000006263	ENSDARP00000075798
ENSTGUP00000005660	ENSDARP00000040234
ENSTGUP00000005660	ENSDARP00000105974
ENSTGUP00000013816	ENSDARP00000066085
ENSTGUP00000009904	ENSDARP00000072529
ENSTGUP00000011112	ENSDARP00000110897
ENSTGUP00000006429	ENSDARP00000104580
ENSTGUP00000017676	ENSDARP00000072463
ENSTGUP00000017676	ENSDARP00000102223
ENSTGUP00000009403	ENSDARP00000124312
ENSTGUP00000004882	ENSDARP00000004965
ENSTGUP00000000779	ENSDARP00000121211
ENSTGUP00000013643	ENSDARP00000112065
ENSTGUP00000016533	ENSDARP00000018103
ENSTGUP00000016533	ENSDARP00000101911
ENSTGUP00000002593	ENSDARP00000024380
ENSTGUP00000007510	ENSDARP00000012359
ENSTGUP00000003063	ENSDARP00000071943
ENSTGUP00000010886	ENSDARP00000065238
ENSTGUP00000012726	ENSDARP00000055871
ENSTGUP00000011797	ENSDARP00000020465
ENSTGUP00000012208	ENSDARP00000105407
ENSTGUP00000008370	ENSDARP00000090877
ENSTGUP00000008370	ENSDARP00000074350
ENSTGUP00000001797	ENSDARP00000025016
ENSTGUP00000001797	ENSDARP00000065376
ENSTGUP00000012459	ENSDARP00000050749
ENSTGUP00000000819	ENSDARP00000070408
ENSTGUP00000001949	ENSDARP00000100689
ENSTGUP00000017832	ENSDARP00000110581
ENSTGUP00000009105	ENSDARP00000104098
ENSTGUP00000012582	ENSDARP00000058706
ENSTGUP00000011010	ENSDARP00000025170
ENSTGUP00000006496	ENSDARP00000083760
ENSTGUP00000006496	ENSDARP00000083554
ENSTGUP00000001276	ENSDARP00000046114
ENSTGUP00000001276	ENSDARP00000047460
ENSTGUP00000013578	ENSDARP00000123567
ENSTGUP00000009950	ENSDARP00000078341
ENSTGUP00000009950	ENSDARP00000115966
ENSTGUP00000010317	ENSDARP00000116491
ENSTGUP00000009183	ENSDARP00000112410
ENSTGUP00000005385	ENSDARP00000076823
ENSTGUP00000004889	ENSDARP00000053151
ENSTGUP00000012796	ENSDARP00000040679
ENSTGUP00000004428	ENSDARP00000124436
ENSTGUP00000003539	ENSDARP00000039968
ENSTGUP00000003539	ENSDARP00000005218
ENSTGUP00000014088	ENSDARP00000108671
ENSTGUP00000009422	ENSDARP00000104388
ENSTGUP00000006870	ENSDARP00000006095
ENSTGUP00000000605	ENSDARP00000019407
ENSTGUP00000008231	ENSDARP00000041626
ENSTGUP00000001860	ENSDARP00000013520
ENSTGUP00000011155	ENSDARP00000120315
ENSTGUP00000008090	ENSDARP00000055793
ENSTGUP00000012253	ENSDARP00000120710
ENSTGUP00000007138	ENSDARP00000112413
ENSTGUP00000007138	ENSDARP00000123191
ENSTGUP00000007064	ENSDARP00000108555
ENSTGUP00000017766	ENSDARP00000074651
ENSTGUP00000004631	ENSDARP00000116677
ENSTGUP00000003180	ENSDARP00000018050
ENSTGUP00000003180	ENSDARP00000112091
ENSTGUP00000010397	ENSDARP00000082671
ENSTGUP00000006973	ENSDARP00000015948
ENSTGUP00000013072	ENSDARP00000053857
ENSTGUP00000003626	ENSDARP00000098005
ENSTGUP00000003626	ENSDARP00000110778
ENSTGUP00000002013	ENSDARP00000103348
ENSTGUP00000000968	ENSDARP00000097491
ENSTGUP00000010632	ENSDARP00000097715
ENSTGUP00000010600	ENSDARP00000065584
ENSTGUP00000004330	ENSDARP00000003845
ENSTGUP00000010843	ENSDARP00000070658
ENSTGUP00000006183	ENSDARP00000041706
ENSTGUP00000006183	ENSDARP00000065142
ENSTGUP00000001247	ENSDARP00000073973
ENSTGUP00000003512	ENSDARP00000018692
ENSTGUP00000010543	ENSDARP00000023325
ENSTGUP00000012635	ENSDARP00000011663
ENSTGUP00000012845	ENSDARP00000053616
ENSTGUP00000014029	ENSDARP00000083972
ENSTGUP00000014029	ENSDARP00000081302
ENSTGUP00000011755	ENSDARP00000086954
ENSTGUP00000011755	ENSDARP00000118005
ENSTGUP00000005251	ENSDARP00000084830
ENSTGUP00000009863	ENSDARP00000121615
ENSTGUP00000005526	ENSDARP00000055241
ENSTGUP00000005821	ENSDARP00000003032
ENSTGUP00000005821	ENSDARP00000055681
ENSTGUP00000001261	ENSDARP00000020578
ENSTGUP00000006144	ENSDARP00000067534
ENSTGUP00000007706	ENSDARP00000093842
ENSTGUP00000012154	ENSDARP00000108775
ENSTGUP00000012154	ENSDARP00000075137
ENSTGUP00000004240	ENSDARP00000054352
ENSTGUP00000004240	ENSDARP00000059532
ENSTGUP00000000564	ENSDARP00000080300
ENSTGUP00000009468	ENSDARP00000012749
ENSTGUP00000009468	ENSDARP00000099365
ENSTGUP00000001963	ENSDARP00000005911
ENSTGUP00000007002	ENSDARP00000062715
ENSTGUP00000016625	ENSDARP00000000514
ENSTGUP00000016625	ENSDARP00000094800
ENSTGUP00000006414	ENSDARP00000092565
ENSTGUP00000006414	ENSDARP00000011656
ENSTGUP00000010415	ENSDARP00000004327
ENSTGUP00000017275	ENSDARP00000114888
ENSTGUP00000010519	ENSDARP00000109449
ENSTGUP00000000518	ENSDARP00000007173
ENSTGUP00000000728	ENSDARP00000111196
ENSTGUP00000008129	ENSDARP00000069454
ENSTGUP00000008129	ENSDARP00000126873
ENSTGUP00000009534	ENSDARP00000106182
ENSTGUP00000002389	ENSDARP00000029876
ENSTGUP00000011344	ENSDARP00000064699
ENSTGUP00000005750	ENSDARP00000099285
ENSTGUP00000011813	ENSDARP00000102405
ENSTGUP00000001254	ENSDARP00000058490
ENSTGUP00000010853	ENSDARP00000088098
ENSTGUP00000012609	ENSDARP00000128680
ENSTGUP00000005210	ENSDARP00000106936
ENSTGUP00000010730	ENSDARP00000002262
ENSTGUP00000010730	ENSDARP00000022789
ENSTGUP00000007365	ENSDARP00000076941
ENSTGUP00000000966	ENSDARP00000121443
ENSTGUP00000010165	ENSDARP00000107739
ENSTGUP00000015824	ENSDARP00000080000
ENSTGUP00000014658	ENSDARP00000120378
ENSTGUP00000007321	ENSDARP00000082574
ENSTGUP00000007321	ENSDARP00000123438
ENSTGUP00000002563	ENSDARP00000094438
ENSTGUP00000000164	ENSDARP00000068664
ENSTGUP00000002170	ENSDARP00000081249
ENSTGUP00000001135	ENSDARP00000071920
ENSTGUP00000001226	ENSDARP00000098032
ENSTGUP00000000468	ENSDARP00000105520
ENSTGUP00000008386	ENSDARP00000017335
ENSTGUP00000010585	ENSDARP00000003700
ENSTGUP00000006832	ENSDARP00000058335
ENSTGUP00000006832	ENSDARP00000041596
ENSTGUP00000012590	ENSDARP00000102537
ENSTGUP00000001060	ENSDARP00000089741
ENSTGUP00000001060	ENSDARP00000015591
ENSTGUP00000009964	ENSDARP00000107576
ENSTGUP00000009984	ENSDARP00000076958
ENSTGUP00000013443	ENSDARP00000094151
ENSTGUP00000005820	ENSDARP00000080329
ENSTGUP00000011456	ENSDARP00000075369
ENSTGUP00000000404	ENSDARP00000058694
ENSTGUP00000001881	ENSDARP00000088265
ENSTGUP00000010555	ENSDARP00000091535
ENSTGUP00000010555	ENSDARP00000116716
ENSTGUP00000002453	ENSDARP00000113043
ENSTGUP00000011211	ENSDARP00000001250
ENSTGUP00000009059	ENSDARP00000099444
ENSTGUP00000005887	ENSDARP00000107250
ENSTGUP00000005091	ENSDARP00000003298
ENSTGUP00000000099	ENSDARP00000059375
ENSTGUP00000008127	ENSDARP00000018669
ENSTGUP00000008127	ENSDARP00000006004
ENSTGUP00000009439	ENSDARP00000120032
ENSTGUP00000008532	ENSDARP00000028137
ENSTGUP00000012580	ENSDARP00000103810
ENSTGUP00000015328	ENSDARP00000041264
ENSTGUP00000005776	ENSDARP00000103303
ENSTGUP00000010772	ENSDARP00000091840
ENSTGUP00000002822	ENSDARP00000109536
ENSTGUP00000005974	ENSDARP00000047815
ENSTGUP00000008436	ENSDARP00000115940
ENSTGUP00000008436	ENSDARP00000076280
ENSTGUP00000004008	ENSDARP00000072602
ENSTGUP00000013032	ENSDARP00000033600
ENSTGUP00000011134	ENSDARP00000066255
ENSTGUP00000011872	ENSDARP00000057378
ENSTGUP00000005399	ENSDARP00000128573
ENSTGUP00000007843	ENSDARP00000005640
ENSTGUP00000013548	ENSDARP00000081013
ENSTGUP00000000824	ENSDARP00000105558
ENSTGUP00000000608	ENSDARP00000104354
ENSTGUP00000000608	ENSDARP00000097702
ENSTGUP00000002834	ENSDARP00000117451
ENSTGUP00000011478	ENSDARP00000059657
ENSTGUP00000002501	ENSDARP00000094307
ENSTGUP00000002501	ENSDARP00000005001
ENSTGUP00000012858	ENSDARP00000091844
ENSTGUP00000012858	ENSDARP00000008927
ENSTGUP00000008612	ENSDARP00000082000
ENSTGUP00000005573	ENSDARP00000105446
ENSTGUP00000012527	ENSDARP00000053239
ENSTGUP00000010818	ENSDARP00000083309
ENSTGUP00000003302	ENSDARP00000092405
ENSTGUP00000003141	ENSDARP00000121111
ENSTGUP00000012583	ENSDARP00000014497
ENSTGUP00000012306	ENSDARP00000081505
ENSTGUP00000012306	ENSDARP00000018627
ENSTGUP00000008981	ENSDARP00000082092
ENSTGUP00000016119	ENSDARP00000127185
ENSTGUP00000016119	ENSDARP00000058039
ENSTGUP00000014828	ENSDARP00000025226
ENSTGUP00000006357	ENSDARP00000068571
ENSTGUP00000012493	ENSDARP00000118448
ENSTGUP00000008216	ENSDARP00000128726
ENSTGUP00000012597	ENSDARP00000108052
ENSTGUP00000012597	ENSDARP00000067038
ENSTGUP00000010168	ENSDARP00000027148
ENSTGUP00000015555	ENSDARP00000048976
ENSTGUP00000008630	ENSDARP00000014236
ENSTGUP00000013275	ENSDARP00000029733
ENSTGUP00000013275	ENSDARP00000012417
ENSTGUP00000003915	ENSDARP00000007548
ENSTGUP00000004705	ENSDARP00000040408
ENSTGUP00000004705	ENSDARP00000107231
ENSTGUP00000001133	ENSDARP00000101283
ENSTGUP00000005280	ENSDARP00000037620
ENSTGUP00000012468	ENSDARP00000118651
ENSTGUP00000012468	ENSDARP00000069996
ENSTGUP00000012696	ENSDARP00000110449
ENSTGUP00000013539	ENSDARP00000006123
ENSTGUP00000012351	ENSDARP00000052079
ENSTGUP00000000241	ENSDARP00000034339
ENSTGUP00000013101	ENSDARP00000116021
ENSTGUP00000008910	ENSDARP00000120504
ENSTGUP00000008910	ENSDARP00000086731
ENSTGUP00000000754	ENSDARP00000109454
ENSTGUP00000006013	ENSDARP00000031794
ENSTGUP00000006013	ENSDARP00000014240
ENSTGUP00000005048	ENSDARP00000051814
ENSTGUP00000003749	ENSDARP00000061202
ENSTGUP00000008499	ENSDARP00000070535
ENSTGUP00000007757	ENSDARP00000092482
ENSTGUP00000013034	ENSDARP00000111283
ENSTGUP00000014305	ENSDARP00000108599
ENSTGUP00000007154	ENSDARP00000039201
ENSTGUP00000007154	ENSDARP00000093207
ENSTGUP00000008479	ENSDARP00000102085
ENSTGUP00000006009	ENSDARP00000085602
ENSTGUP00000005938	ENSDARP00000086756
ENSTGUP00000005938	ENSDARP00000123065
ENSTGUP00000000486	ENSDARP00000084804
ENSTGUP00000013788	ENSDARP00000028523
ENSTGUP00000009981	ENSDARP00000107862
ENSTGUP00000010135	ENSDARP00000127746
ENSTGUP00000004956	ENSDARP00000129550
ENSTGUP00000006978	ENSDARP00000023970
ENSTGUP00000008752	ENSDARP00000112550
ENSTGUP00000006175	ENSDARP00000101817
ENSTGUP00000001625	ENSDARP00000128952
ENSTGUP00000001625	ENSDARP00000099798
ENSTGUP00000016639	ENSDARP00000118071
ENSTGUP00000005713	ENSDARP00000103910
ENSTGUP00000004026	ENSDARP00000100272
ENSTGUP00000001169	ENSDARP00000040864
ENSTGUP00000012536	ENSDARP00000005394
ENSTGUP00000008228	ENSDARP00000018030
ENSTGUP00000007229	ENSDARP00000106053
ENSTGUP00000007229	ENSDARP00000126238
ENSTGUP00000008121	ENSDARP00000127340
ENSTGUP00000007502	ENSDARP00000050830
ENSTGUP00000011115	ENSDARP00000094107
ENSTGUP00000005060	ENSDARP00000107312
ENSTGUP00000005552	ENSDARP00000038769
ENSTGUP00000005227	ENSDARP00000039362
ENSTGUP00000006971	ENSDARP00000067821
ENSTGUP00000011399	ENSDARP00000067481
ENSTGUP00000010436	ENSDARP00000012853
ENSTGUP00000008431	ENSDARP00000124661
ENSTGUP00000000598	ENSDARP00000101150
ENSTGUP00000005125	ENSDARP00000080991
ENSTGUP00000005125	ENSDARP00000110489
ENSTGUP00000008945	ENSDARP00000117288
ENSTGUP00000002774	ENSDARP00000100481
ENSTGUP00000012309	ENSDARP00000016515
ENSTGUP00000000932	ENSDARP00000066835
ENSTGUP00000007312	ENSDARP00000069223
ENSTGUP00000016200	ENSDARP00000102802
ENSTGUP00000011734	ENSDARP00000127247
ENSTGUP00000017528	ENSDARP00000088460
ENSTGUP00000000328	ENSDARP00000073671
ENSTGUP00000000328	ENSDARP00000111728
ENSTGUP00000004675	ENSDARP00000011199
ENSTGUP00000004675	ENSDARP00000075790
ENSTGUP00000007406	ENSDARP00000089411
ENSTGUP00000007471	ENSDARP00000087385
ENSTGUP00000008467	ENSDARP00000102961
ENSTGUP00000012905	ENSDARP00000095097
ENSTGUP00000008927	ENSDARP00000034536
ENSTGUP00000008480	ENSDARP00000122142
ENSTGUP00000006214	ENSDARP00000071887
ENSTGUP00000006214	ENSDARP00000094783
ENSTGUP00000005143	ENSDARP00000098883
ENSTGUP00000001525	ENSDARP00000073383
ENSTGUP00000004323	ENSDARP00000043773
ENSTGUP00000014953	ENSDARP00000127377
ENSTGUP00000011243	ENSDARP00000058563
ENSTGUP00000016641	ENSDARP00000027389
ENSTGUP00000009972	ENSDARP00000023774
ENSTGUP00000009055	ENSDARP00000105648
ENSTGUP00000009249	ENSDARP00000054362
ENSTGUP00000009249	ENSDARP00000052178
ENSTGUP00000011402	ENSDARP00000100792
ENSTGUP00000007766	ENSDARP00000108490
ENSTGUP00000002410	ENSDARP00000096930
ENSTGUP00000008835	ENSDARP00000078717
ENSTGUP00000008008	ENSDARP00000083858
ENSTGUP00000013269	ENSDARP00000112986
ENSTGUP00000010574	ENSDARP00000073126
ENSTGUP00000008905	ENSDARP00000104417
ENSTGUP00000004143	ENSDARP00000104573
ENSTGUP00000012819	ENSDARP00000095377
ENSTGUP00000001551	ENSDARP00000107383
ENSTGUP00000004097	ENSDARP00000006892
ENSTGUP00000006530	ENSDARP00000031816
ENSTGUP00000006528	ENSDARP00000094886
ENSTGUP00000009133	ENSDARP00000122870
ENSTGUP00000012155	ENSDARP00000081680
ENSTGUP00000010022	ENSDARP00000110400
ENSTGUP00000006757	ENSDARP00000114835
ENSTGUP00000002107	ENSDARP00000105829
ENSTGUP00000001407	ENSDARP00000024632
ENSTGUP00000000781	ENSDARP00000055258
ENSTGUP00000007638	ENSDARP00000063018
ENSTGUP00000001037	ENSDARP00000099308
ENSTGUP00000001037	ENSDARP00000088524
ENSTGUP00000005219	ENSDARP00000074109
ENSTGUP00000005219	ENSDARP00000009966
ENSTGUP00000013787	ENSDARP00000020399
ENSTGUP00000015315	ENSDARP00000080601
ENSTGUP00000011843	ENSDARP00000124018
ENSTGUP00000003252	ENSDARP00000079110
ENSTGUP00000003656	ENSDARP00000086504
ENSTGUP00000007069	ENSDARP00000104772
ENSTGUP00000003584	ENSDARP00000003684
ENSTGUP00000003584	ENSDARP00000022450
ENSTGUP00000005889	ENSDARP00000120649
ENSTGUP00000008149	ENSDARP00000113382
ENSTGUP00000015900	ENSDARP00000112132
ENSTGUP00000007086	ENSDARP00000107651
ENSTGUP00000011527	ENSDARP00000078529
ENSTGUP00000012793	ENSDARP00000048448
ENSTGUP00000013360	ENSDARP00000044948
ENSTGUP00000003325	ENSDARP00000113554
ENSTGUP00000003325	ENSDARP00000045839
ENSTGUP00000004273	ENSDARP00000126108
ENSTGUP00000004251	ENSDARP00000110215
ENSTGUP00000004251	ENSDARP00000071164
ENSTGUP00000016791	ENSDARP00000126898
ENSTGUP00000010536	ENSDARP00000009087
ENSTGUP00000010536	ENSDARP00000044213
ENSTGUP00000009448	ENSDARP00000072492
ENSTGUP00000008344	ENSDARP00000070552
ENSTGUP00000004310	ENSDARP00000100767
ENSTGUP00000003288	ENSDARP00000122022
ENSTGUP00000006451	ENSDARP00000086210
ENSTGUP00000004237	ENSDARP00000096421
ENSTGUP00000010621	ENSDARP00000013110
ENSTGUP00000003038	ENSDARP00000113861
ENSTGUP00000002976	ENSDARP00000115777
ENSTGUP00000008141	ENSDARP00000115654
ENSTGUP00000003561	ENSDARP00000016035
ENSTGUP00000001004	ENSDARP00000005181
ENSTGUP00000013089	ENSDARP00000110046
ENSTGUP00000004875	ENSDARP00000053156
ENSTGUP00000000720	ENSDARP00000005003
ENSTGUP00000009160	ENSDARP00000095605
ENSTGUP00000011784	ENSDARP00000127300
ENSTGUP00000002725	ENSDARP00000032279
ENSTGUP00000010790	ENSDARP00000090020
ENSTGUP00000001378	ENSDARP00000075946
ENSTGUP00000001934	ENSDARP00000128547
ENSTGUP00000010670	ENSDARP00000108537
ENSTGUP00000005335	ENSDARP00000074845
ENSTGUP00000010769	ENSDARP00000118192
ENSTGUP00000013163	ENSDARP00000116341
ENSTGUP00000000166	ENSDARP00000125987
ENSTGUP00000000166	ENSDARP00000008781
ENSTGUP00000012963	ENSDARP00000094499
ENSTGUP00000009882	ENSDARP00000125009
ENSTGUP00000009882	ENSDARP00000070439
ENSTGUP00000003875	ENSDARP00000013205
ENSTGUP00000006146	ENSDARP00000100853
ENSTGUP00000008548	ENSDARP00000092248
ENSTGUP00000004593	ENSDARP00000096377
ENSTGUP00000008060	ENSDARP00000109087
ENSTGUP00000009789	ENSDARP00000086825
ENSTGUP00000009789	ENSDARP00000128717
ENSTGUP00000003207	ENSDARP00000063424
ENSTGUP00000003914	ENSDARP00000105242
ENSTGUP00000004539	ENSDARP00000005794
ENSTGUP00000006861	ENSDARP00000041745
ENSTGUP00000003577	ENSDARP00000105475
ENSTGUP00000007246	ENSDARP00000048049
ENSTGUP00000010875	ENSDARP00000095008
ENSTGUP00000005295	ENSDARP00000055877
ENSTGUP00000005340	ENSDARP00000023892
ENSTGUP00000000745	ENSDARP00000125781
ENSTGUP00000007356	ENSDARP00000055324
ENSTGUP00000011649	ENSDARP00000066996
ENSTGUP00000003137	ENSDARP00000084180
ENSTGUP00000007451	ENSDARP00000100066
ENSTGUP00000016353	ENSDARP00000118141
ENSTGUP00000001263	ENSDARP00000078364
ENSTGUP00000001263	ENSDARP00000104146
ENSTGUP00000004933	ENSDARP00000072718
ENSTGUP00000010709	ENSDARP00000083640
ENSTGUP00000017093	ENSDARP00000026731
ENSTGUP00000012396	ENSDARP00000116386
ENSTGUP00000005995	ENSDARP00000017982
ENSTGUP00000002679	ENSDARP00000002886
ENSTGUP00000008281	ENSDARP00000049625
ENSTGUP00000012235	ENSDARP00000115879
ENSTGUP00000003872	ENSDARP00000107876
ENSTGUP00000003872	ENSDARP00000046267
ENSTGUP00000008269	ENSDARP00000020101
ENSTGUP00000009925	ENSDARP00000128045
ENSTGUP00000002089	ENSDARP00000129301
ENSTGUP00000008900	ENSDARP00000073739
ENSTGUP00000008900	ENSDARP00000056440
ENSTGUP00000007573	ENSDARP00000117438
ENSTGUP00000013500	ENSDARP00000015478
ENSTGUP00000003853	ENSDARP00000124115
ENSTGUP00000006651	ENSDARP00000111616
ENSTGUP00000012773	ENSDARP00000015934
ENSTGUP00000009464	ENSDARP00000124142
ENSTGUP00000008069	ENSDARP00000007817
ENSTGUP00000011210	ENSDARP00000062413
ENSTGUP00000006584	ENSDARP00000101619
ENSTGUP00000013671	ENSDARP00000007503
ENSTGUP00000007979	ENSDARP00000103737
ENSTGUP00000004611	ENSDARP00000104486
ENSTGUP00000012430	ENSDARP00000060431
ENSTGUP00000013148	ENSDARP00000109028
ENSTGUP00000010966	ENSDARP00000065292
ENSTGUP00000011816	ENSDARP00000011595
ENSTGUP00000011816	ENSDARP00000097305
ENSTGUP00000005571	ENSDARP00000097970
ENSTGUP00000001559	ENSDARP00000045252
ENSTGUP00000003517	ENSDARP00000117448
ENSTGUP00000013532	ENSDARP00000014272
ENSTGUP00000017694	ENSDARP00000104154
ENSTGUP00000003313	ENSDARP00000124707
ENSTGUP00000000270	ENSDARP00000057020
ENSTGUP00000000270	ENSDARP00000117773
ENSTGUP00000008698	ENSDARP00000039222
ENSTGUP00000000171	ENSDARP00000116667
ENSTGUP00000012801	ENSDARP00000065664
ENSTGUP00000010734	ENSDARP00000062744
ENSTGUP00000002412	ENSDARP00000022653
ENSTGUP00000009580	ENSDARP00000006008
ENSTGUP00000008724	ENSDARP00000129833
ENSTGUP00000011795	ENSDARP00000078992
ENSTGUP00000000767	ENSDARP00000124635
ENSTGUP00000000767	ENSDARP00000101252
ENSTGUP00000003023	ENSDARP00000112275
ENSTGUP00000008766	ENSDARP00000102894
ENSTGUP00000002215	ENSDARP00000063620
ENSTGUP00000007716	ENSDARP00000091063
ENSTGUP00000007716	ENSDARP00000024741
ENSTGUP00000007369	ENSDARP00000093269
ENSTGUP00000008929	ENSDARP00000035935
ENSTGUP00000011735	ENSDARP00000103738
ENSTGUP00000001409	ENSDARP00000046208
ENSTGUP00000005986	ENSDARP00000112899
ENSTGUP00000012244	ENSDARP00000107674
ENSTGUP00000017824	ENSDARP00000094201
ENSTGUP00000005216	ENSDARP00000058456
ENSTGUP00000008921	ENSDARP00000103488
ENSTGUP00000008921	ENSDARP00000083553
ENSTGUP00000000154	ENSDARP00000055816
ENSTGUP00000001828	ENSDARP00000021109
ENSTGUP00000006113	ENSDARP00000072202
ENSTGUP00000006113	ENSDARP00000070414
ENSTGUP00000003717	ENSDARP00000100074
ENSTGUP00000003717	ENSDARP00000012078
ENSTGUP00000013011	ENSDARP00000105869
ENSTGUP00000013011	ENSDARP00000092501
ENSTGUP00000012246	ENSDARP00000069445
ENSTGUP00000007130	ENSDARP00000086897
ENSTGUP00000009359	ENSDARP00000012550
ENSTGUP00000004202	ENSDARP00000100793
ENSTGUP00000012778	ENSDARP00000043217
ENSTGUP00000010627	ENSDARP00000128651
ENSTGUP00000006807	ENSDARP00000004016
ENSTGUP00000004792	ENSDARP00000054847
ENSTGUP00000010206	ENSDARP00000056034
ENSTGUP00000009542	ENSDARP00000087012
ENSTGUP00000005159	ENSDARP00000128811
ENSTGUP00000010739	ENSDARP00000108478
ENSTGUP00000007160	ENSDARP00000068099
ENSTGUP00000001453	ENSDARP00000017792
ENSTGUP00000012759	ENSDARP00000109783
ENSTGUP00000016157	ENSDARP00000115947
ENSTGUP00000016255	ENSDARP00000062849
ENSTGUP00000009767	ENSDARP00000098975
ENSTGUP00000010350	ENSDARP00000055431
ENSTGUP00000008670	ENSDARP00000072361
ENSTGUP00000009413	ENSDARP00000007739
ENSTGUP00000013855	ENSDARP00000092712
ENSTGUP00000003143	ENSDARP00000005715
ENSTGUP00000005438	ENSDARP00000124389
ENSTGUP00000002441	ENSDARP00000028305
