ENSMUSP00000034074	ENSMODP00000016222
ENSMUSP00000109151	ENSMODP00000023634
ENSMUSP00000035031	ENSMODP00000036418
ENSMUSP00000041110	ENSMODP00000008755
ENSMUSP00000020000	ENSMODP00000021714
ENSMUSP00000034030	ENSMODP00000000802
ENSMUSP00000074518	ENSMODP00000023352
ENSMUSP00000048229	ENSMODP00000005316
ENSMUSP00000021347	ENSMODP00000004548
ENSMUSP00000113800	ENSMODP00000006431
ENSMUSP00000098893	ENSMODP00000027542
ENSMUSP00000080280	ENSMODP00000021395
ENSMUSP00000047564	ENSMODP00000008261
ENSMUSP00000001279	ENSMODP00000017293
ENSMUSP00000112539	ENSMODP00000022804
ENSMUSP00000003152	ENSMODP00000040099
ENSMUSP00000090613	ENSMODP00000025661
ENSMUSP00000107297	ENSMODP00000015049
ENSMUSP00000001055	ENSMODP00000011683
ENSMUSP00000028758	ENSMODP00000000136
ENSMUSP00000003850	ENSMODP00000009833
ENSMUSP00000073701	ENSMODP00000013828
ENSMUSP00000083892	ENSMODP00000000410
ENSMUSP00000114852	ENSMODP00000022549
ENSMUSP00000053553	ENSMODP00000025381
ENSMUSP00000030902	ENSMODP00000031211
ENSMUSP00000092761	ENSMODP00000022552
ENSMUSP00000101129	ENSMODP00000022480
ENSMUSP00000096214	ENSMODP00000000623
ENSMUSP00000015456	ENSMODP00000005965
ENSMUSP00000044034	ENSMODP00000000937
ENSMUSP00000021903	ENSMODP00000001469
ENSMUSP00000107804	ENSMODP00000035585
ENSMUSP00000021030	ENSMODP00000012855
ENSMUSP00000077138	ENSMODP00000018160
ENSMUSP00000041671	ENSMODP00000020356
ENSMUSP00000069444	ENSMODP00000003924
ENSMUSP00000066040	ENSMODP00000037223
ENSMUSP00000006544	ENSMODP00000023811
ENSMUSP00000044418	ENSMODP00000013896
ENSMUSP00000032994	ENSMODP00000019379
ENSMUSP00000006235	ENSMODP00000015068
ENSMUSP00000101620	ENSMODP00000040581
ENSMUSP00000034911	ENSMODP00000023432
ENSMUSP00000018313	ENSMODP00000000708
ENSMUSP00000066256	ENSMODP00000003046
ENSMUSP00000050592	ENSMODP00000013666
ENSMUSP00000069488	ENSMODP00000003297
ENSMUSP00000029766	ENSMODP00000005883
ENSMUSP00000065254	ENSMODP00000004209
ENSMUSP00000136503	ENSMODP00000019311
ENSMUSP00000038166	ENSMODP00000022689
ENSMUSP00000110965	ENSMODP00000018831
ENSMUSP00000060225	ENSMODP00000010999
ENSMUSP00000104864	ENSMODP00000024289
ENSMUSP00000022459	ENSMODP00000014361
ENSMUSP00000113270	ENSMODP00000021901
ENSMUSP00000051830	ENSMODP00000024261
ENSMUSP00000121562	ENSMODP00000026362
ENSMUSP00000125749	ENSMODP00000025903
ENSMUSP00000041052	ENSMODP00000003590
ENSMUSP00000058954	ENSMODP00000037274
ENSMUSP00000063795	ENSMODP00000035224
ENSMUSP00000038514	ENSMODP00000036763
ENSMUSP00000067085	ENSMODP00000014386
ENSMUSP00000031937	ENSMODP00000000753
ENSMUSP00000093460	ENSMODP00000021896
ENSMUSP00000000910	ENSMODP00000016277
ENSMUSP00000075526	ENSMODP00000024593
ENSMUSP00000028511	ENSMODP00000012015
ENSMUSP00000006828	ENSMODP00000031535
ENSMUSP00000005406	ENSMODP00000026268
ENSMUSP00000133222	ENSMODP00000014292
ENSMUSP00000115873	ENSMODP00000019360
ENSMUSP00000061493	ENSMODP00000011856
ENSMUSP00000079107	ENSMODP00000000810
ENSMUSP00000021514	ENSMODP00000010718
ENSMUSP00000003035	ENSMODP00000005938
ENSMUSP00000037136	ENSMODP00000000563
ENSMUSP00000091532	ENSMODP00000024110
ENSMUSP00000101940	ENSMODP00000027725
ENSMUSP00000021052	ENSMODP00000032514
ENSMUSP00000091301	ENSMODP00000018198
ENSMUSP00000128840	ENSMODP00000018796
ENSMUSP00000112930	ENSMODP00000003004
ENSMUSP00000113115	ENSMODP00000037026
ENSMUSP00000032732	ENSMODP00000014822
ENSMUSP00000050995	ENSMODP00000000717
ENSMUSP00000106013	ENSMODP00000014686
ENSMUSP00000039966	ENSMODP00000007235
ENSMUSP00000096672	ENSMODP00000020428
ENSMUSP00000133356	ENSMODP00000018316
ENSMUSP00000027186	ENSMODP00000018999
ENSMUSP00000044482	ENSMODP00000013909
ENSMUSP00000021410	ENSMODP00000016150
ENSMUSP00000137673	ENSMODP00000018836
ENSMUSP00000040977	ENSMODP00000003057
ENSMUSP00000088176	ENSMODP00000001583
ENSMUSP00000080881	ENSMODP00000007245
ENSMUSP00000051092	ENSMODP00000032798
ENSMUSP00000074066	ENSMODP00000029853
ENSMUSP00000087608	ENSMODP00000018200
ENSMUSP00000040599	ENSMODP00000029419
ENSMUSP00000020190	ENSMODP00000021864
ENSMUSP00000028430	ENSMODP00000041124
ENSMUSP00000059330	ENSMODP00000014920
ENSMUSP00000101412	ENSMODP00000031808
ENSMUSP00000053112	ENSMODP00000007343
ENSMUSP00000093117	ENSMODP00000008182
ENSMUSP00000060418	ENSMODP00000010973
ENSMUSP00000029730	ENSMODP00000023332
ENSMUSP00000044361	ENSMODP00000000470
ENSMUSP00000086366	ENSMODP00000016503
ENSMUSP00000090710	ENSMODP00000013826
ENSMUSP00000010267	ENSMODP00000013843
ENSMUSP00000022709	ENSMODP00000001945
ENSMUSP00000103742	ENSMODP00000038091
ENSMUSP00000076219	ENSMODP00000038015
ENSMUSP00000025295	ENSMODP00000031529
ENSMUSP00000070751	ENSMODP00000008086
ENSMUSP00000022242	ENSMODP00000025350
ENSMUSP00000082793	ENSMODP00000012346
ENSMUSP00000029876	ENSMODP00000009468
ENSMUSP00000003754	ENSMODP00000028132
ENSMUSP00000021770	ENSMODP00000014909
ENSMUSP00000072276	ENSMODP00000017212
ENSMUSP00000028533	ENSMODP00000011901
ENSMUSP00000029450	ENSMODP00000005917
ENSMUSP00000057815	ENSMODP00000016878
ENSMUSP00000050820	ENSMODP00000000486
ENSMUSP00000021552	ENSMODP00000012674
ENSMUSP00000137226	ENSMODP00000018275
ENSMUSP00000118012	ENSMODP00000018273
ENSMUSP00000135040	ENSMODP00000007356
ENSMUSP00000008957	ENSMODP00000008291
ENSMUSP00000022057	ENSMODP00000000841
ENSMUSP00000013220	ENSMODP00000000209
ENSMUSP00000035121	ENSMODP00000023079
ENSMUSP00000108455	ENSMODP00000006275
ENSMUSP00000028918	ENSMODP00000028555
ENSMUSP00000103983	ENSMODP00000010254
ENSMUSP00000037808	ENSMODP00000021020
ENSMUSP00000120414	ENSMODP00000013732
ENSMUSP00000026548	ENSMODP00000018665
ENSMUSP00000033876	ENSMODP00000013584
ENSMUSP00000020668	ENSMODP00000040769
ENSMUSP00000069456	ENSMODP00000010615
ENSMUSP00000047616	ENSMODP00000004802
ENSMUSP00000044554	ENSMODP00000016293
ENSMUSP00000129964	ENSMODP00000018255
ENSMUSP00000032573	ENSMODP00000026899
ENSMUSP00000026900	ENSMODP00000003405
ENSMUSP00000014691	ENSMODP00000013195
ENSMUSP00000109140	ENSMODP00000026495
ENSMUSP00000018909	ENSMODP00000008904
ENSMUSP00000085906	ENSMODP00000006868
ENSMUSP00000068790	ENSMODP00000027204
ENSMUSP00000070719	ENSMODP00000005785
ENSMUSP00000078047	ENSMODP00000000517
ENSMUSP00000096876	ENSMODP00000007712
ENSMUSP00000070847	ENSMODP00000041276
ENSMUSP00000096877	ENSMODP00000028571
ENSMUSP00000025253	ENSMODP00000019641
ENSMUSP00000138433	ENSMODP00000004636
ENSMUSP00000102047	ENSMODP00000009652
ENSMUSP00000022678	ENSMODP00000011528
ENSMUSP00000064943	ENSMODP00000015248
ENSMUSP00000017945	ENSMODP00000018653
ENSMUSP00000031167	ENSMODP00000040055
ENSMUSP00000076418	ENSMODP00000002305
ENSMUSP00000099494	ENSMODP00000008158
ENSMUSP00000035588	ENSMODP00000004072
ENSMUSP00000109877	ENSMODP00000026206
ENSMUSP00000033427	ENSMODP00000016543
ENSMUSP00000015449	ENSMODP00000021028
ENSMUSP00000028854	ENSMODP00000008959
ENSMUSP00000025356	ENSMODP00000004935
ENSMUSP00000004036	ENSMODP00000009157
ENSMUSP00000001319	ENSMODP00000006875
ENSMUSP00000050716	ENSMODP00000013643
ENSMUSP00000029476	ENSMODP00000023317
ENSMUSP00000039568	ENSMODP00000022857
ENSMUSP00000077628	ENSMODP00000027851
ENSMUSP00000061410	ENSMODP00000009797
ENSMUSP00000084196	ENSMODP00000013278
ENSMUSP00000126914	ENSMODP00000013249
ENSMUSP00000129615	ENSMODP00000034873
ENSMUSP00000048234	ENSMODP00000023457
ENSMUSP00000064521	ENSMODP00000003680
ENSMUSP00000046512	ENSMODP00000027120
ENSMUSP00000022744	ENSMODP00000025432
ENSMUSP00000050001	ENSMODP00000008380
ENSMUSP00000085650	ENSMODP00000023311
ENSMUSP00000081284	ENSMODP00000029407
ENSMUSP00000023065	ENSMODP00000012067
ENSMUSP00000078490	ENSMODP00000012669
ENSMUSP00000029435	ENSMODP00000000804
ENSMUSP00000100053	ENSMODP00000021122
ENSMUSP00000138290	ENSMODP00000012356
ENSMUSP00000089388	ENSMODP00000015429
ENSMUSP00000021641	ENSMODP00000015514
ENSMUSP00000104785	ENSMODP00000029130
ENSMUSP00000102904	ENSMODP00000023571
ENSMUSP00000013755	ENSMODP00000007764
ENSMUSP00000031029	ENSMODP00000019547
ENSMUSP00000041563	ENSMODP00000017809
ENSMUSP00000062734	ENSMODP00000011099
ENSMUSP00000129315	ENSMODP00000021780
ENSMUSP00000099609	ENSMODP00000017529
ENSMUSP00000090633	ENSMODP00000009469
ENSMUSP00000096241	ENSMODP00000031395
ENSMUSP00000032978	ENSMODP00000027740
ENSMUSP00000005188	ENSMODP00000017003
ENSMUSP00000083490	ENSMODP00000031686
ENSMUSP00000038562	ENSMODP00000022297
ENSMUSP00000015877	ENSMODP00000019731
ENSMUSP00000108083	ENSMODP00000010160
ENSMUSP00000003183	ENSMODP00000011522
ENSMUSP00000031359	ENSMODP00000023987
ENSMUSP00000071191	ENSMODP00000021381
ENSMUSP00000094515	ENSMODP00000009881
ENSMUSP00000047571	ENSMODP00000008088
ENSMUSP00000069872	ENSMODP00000006150
ENSMUSP00000053086	ENSMODP00000001206
ENSMUSP00000064608	ENSMODP00000007121
ENSMUSP00000138379	ENSMODP00000015407
ENSMUSP00000111032	ENSMODP00000013327
ENSMUSP00000138400	ENSMODP00000015423
ENSMUSP00000039406	ENSMODP00000017514
ENSMUSP00000041902	ENSMODP00000016553
ENSMUSP00000039955	ENSMODP00000039257
ENSMUSP00000011262	ENSMODP00000004501
ENSMUSP00000126405	ENSMODP00000000334
ENSMUSP00000124354	ENSMODP00000006782
ENSMUSP00000043713	ENSMODP00000040798
ENSMUSP00000087049	ENSMODP00000027954
ENSMUSP00000096203	ENSMODP00000037282
ENSMUSP00000127751	ENSMODP00000000192
ENSMUSP00000022881	ENSMODP00000036805
ENSMUSP00000095300	ENSMODP00000019134
ENSMUSP00000075916	ENSMODP00000004409
ENSMUSP00000113540	ENSMODP00000013470
ENSMUSP00000029545	ENSMODP00000021609
ENSMUSP00000022164	ENSMODP00000002174
ENSMUSP00000075140	ENSMODP00000008681
ENSMUSP00000113881	ENSMODP00000005870
ENSMUSP00000128056	ENSMODP00000019154
ENSMUSP00000002708	ENSMODP00000006183
ENSMUSP00000100561	ENSMODP00000017355
ENSMUSP00000055267	ENSMODP00000014821
ENSMUSP00000035083	ENSMODP00000002716
ENSMUSP00000017544	ENSMODP00000015896
ENSMUSP00000073004	ENSMODP00000003265
ENSMUSP00000034409	ENSMODP00000033936
ENSMUSP00000048267	ENSMODP00000012517
ENSMUSP00000028814	ENSMODP00000028807
ENSMUSP00000031317	ENSMODP00000023937
ENSMUSP00000112717	ENSMODP00000026540
ENSMUSP00000025050	ENSMODP00000017421
ENSMUSP00000102034	ENSMODP00000023652
ENSMUSP00000095174	ENSMODP00000011928
ENSMUSP00000053176	ENSMODP00000000347
ENSMUSP00000073541	ENSMODP00000009129
ENSMUSP00000005003	ENSMODP00000035176
ENSMUSP00000025713	ENSMODP00000012657
ENSMUSP00000069525	ENSMODP00000038523
ENSMUSP00000044998	ENSMODP00000023726
ENSMUSP00000029516	ENSMODP00000023663
ENSMUSP00000102921	ENSMODP00000023841
ENSMUSP00000042803	ENSMODP00000035948
ENSMUSP00000041581	ENSMODP00000026679
ENSMUSP00000118729	ENSMODP00000004216
ENSMUSP00000059313	ENSMODP00000005030
ENSMUSP00000024701	ENSMODP00000034567
ENSMUSP00000033326	ENSMODP00000009872
ENSMUSP00000038754	ENSMODP00000017019
ENSMUSP00000004943	ENSMODP00000005420
ENSMUSP00000107530	ENSMODP00000014333
ENSMUSP00000074771	ENSMODP00000012383
ENSMUSP00000117040	ENSMODP00000000664
ENSMUSP00000117533	ENSMODP00000008004
ENSMUSP00000109630	ENSMODP00000026653
ENSMUSP00000086167	ENSMODP00000007138
ENSMUSP00000033218	ENSMODP00000008758
ENSMUSP00000028232	ENSMODP00000024495
ENSMUSP00000073402	ENSMODP00000017656
ENSMUSP00000054546	ENSMODP00000022074
ENSMUSP00000060394	ENSMODP00000026325
ENSMUSP00000030606	ENSMODP00000016382
ENSMUSP00000071025	ENSMODP00000000291
ENSMUSP00000132646	ENSMODP00000005885
ENSMUSP00000033927	ENSMODP00000023743
ENSMUSP00000042796	ENSMODP00000003205
ENSMUSP00000076844	ENSMODP00000009840
ENSMUSP00000129811	ENSMODP00000001116
ENSMUSP00000093382	ENSMODP00000022486
ENSMUSP00000019994	ENSMODP00000022485
ENSMUSP00000023494	ENSMODP00000022700
ENSMUSP00000021271	ENSMODP00000009651
ENSMUSP00000027687	ENSMODP00000000779
ENSMUSP00000096932	ENSMODP00000011806
ENSMUSP00000025702	ENSMODP00000032836
ENSMUSP00000019379	ENSMODP00000007554
ENSMUSP00000037447	ENSMODP00000000167
ENSMUSP00000078384	ENSMODP00000030329
ENSMUSP00000037821	ENSMODP00000008314
ENSMUSP00000070915	ENSMODP00000011469
ENSMUSP00000105657	ENSMODP00000006785
ENSMUSP00000085022	ENSMODP00000035664
ENSMUSP00000073591	ENSMODP00000019345
ENSMUSP00000006638	ENSMODP00000021461
ENSMUSP00000059138	ENSMODP00000005525
ENSMUSP00000019734	ENSMODP00000012633
ENSMUSP00000028403	ENSMODP00000010861
ENSMUSP00000130680	ENSMODP00000025460
ENSMUSP00000097656	ENSMODP00000020914
ENSMUSP00000135853	ENSMODP00000011787
ENSMUSP00000060941	ENSMODP00000017157
ENSMUSP00000112801	ENSMODP00000006553
ENSMUSP00000113147	ENSMODP00000006003
ENSMUSP00000064516	ENSMODP00000026396
ENSMUSP00000052146	ENSMODP00000011185
ENSMUSP00000109612	ENSMODP00000019716
ENSMUSP00000022993	ENSMODP00000002650
ENSMUSP00000117052	ENSMODP00000020770
ENSMUSP00000009236	ENSMODP00000024764
ENSMUSP00000130969	ENSMODP00000008321
ENSMUSP00000120015	ENSMODP00000018098
ENSMUSP00000077103	ENSMODP00000023766
ENSMUSP00000105923	ENSMODP00000008252
ENSMUSP00000018993	ENSMODP00000009162
ENSMUSP00000056121	ENSMODP00000005146
ENSMUSP00000029203	ENSMODP00000026634
ENSMUSP00000109036	ENSMODP00000017934
ENSMUSP00000126338	ENSMODP00000022913
ENSMUSP00000107677	ENSMODP00000016067
ENSMUSP00000043996	ENSMODP00000004686
ENSMUSP00000078966	ENSMODP00000009910
ENSMUSP00000041874	ENSMODP00000021979
ENSMUSP00000038478	ENSMODP00000038118
ENSMUSP00000046441	ENSMODP00000007973
ENSMUSP00000025786	ENSMODP00000010496
ENSMUSP00000098096	ENSMODP00000011432
ENSMUSP00000131477	ENSMODP00000016487
ENSMUSP00000108126	ENSMODP00000019259
ENSMUSP00000022704	ENSMODP00000013997
ENSMUSP00000033591	ENSMODP00000005214
ENSMUSP00000027425	ENSMODP00000013292
ENSMUSP00000097971	ENSMODP00000033556
ENSMUSP00000031556	ENSMODP00000017726
ENSMUSP00000041538	ENSMODP00000035619
ENSMUSP00000007139	ENSMODP00000013845
ENSMUSP00000069182	ENSMODP00000014936
ENSMUSP00000090886	ENSMODP00000007058
ENSMUSP00000040255	ENSMODP00000033503
ENSMUSP00000026241	ENSMODP00000014675
ENSMUSP00000022697	ENSMODP00000012088
ENSMUSP00000020507	ENSMODP00000008043
ENSMUSP00000025196	ENSMODP00000017955
ENSMUSP00000132140	ENSMODP00000034162
ENSMUSP00000022803	ENSMODP00000006356
ENSMUSP00000105413	ENSMODP00000024271
ENSMUSP00000095260	ENSMODP00000013522
ENSMUSP00000117384	ENSMODP00000019752
ENSMUSP00000131443	ENSMODP00000007589
ENSMUSP00000059463	ENSMODP00000032479
ENSMUSP00000059210	ENSMODP00000030977
ENSMUSP00000136866	ENSMODP00000000110
ENSMUSP00000019931	ENSMODP00000020958
ENSMUSP00000106441	ENSMODP00000000251
ENSMUSP00000096204	ENSMODP00000016414
ENSMUSP00000070906	ENSMODP00000039215
ENSMUSP00000010974	ENSMODP00000012111
ENSMUSP00000002855	ENSMODP00000000295
ENSMUSP00000053877	ENSMODP00000010937
ENSMUSP00000054420	ENSMODP00000040478
ENSMUSP00000050014	ENSMODP00000015628
ENSMUSP00000037238	ENSMODP00000013013
ENSMUSP00000021828	ENSMODP00000016735
ENSMUSP00000127094	ENSMODP00000005472
ENSMUSP00000095534	ENSMODP00000001431
ENSMUSP00000083561	ENSMODP00000007209
ENSMUSP00000020174	ENSMODP00000021893
ENSMUSP00000117908	ENSMODP00000014570
ENSMUSP00000053178	ENSMODP00000021853
ENSMUSP00000027062	ENSMODP00000008954
ENSMUSP00000006818	ENSMODP00000019606
ENSMUSP00000138827	ENSMODP00000036380
ENSMUSP00000033136	ENSMODP00000010909
ENSMUSP00000119891	ENSMODP00000030289
ENSMUSP00000136621	ENSMODP00000003488
ENSMUSP00000037586	ENSMODP00000000748
ENSMUSP00000058183	ENSMODP00000017542
ENSMUSP00000043764	ENSMODP00000014869
ENSMUSP00000069209	ENSMODP00000019904
ENSMUSP00000062109	ENSMODP00000008751
ENSMUSP00000019006	ENSMODP00000008778
ENSMUSP00000109734	ENSMODP00000038341
ENSMUSP00000062702	ENSMODP00000013357
ENSMUSP00000110751	ENSMODP00000012606
ENSMUSP00000038486	ENSMODP00000014422
ENSMUSP00000082501	ENSMODP00000029758
ENSMUSP00000101648	ENSMODP00000013694
ENSMUSP00000035486	ENSMODP00000010048
ENSMUSP00000023707	ENSMODP00000026310
ENSMUSP00000098768	ENSMODP00000000562
ENSMUSP00000053056	ENSMODP00000016163
ENSMUSP00000035549	ENSMODP00000016024
ENSMUSP00000034808	ENSMODP00000017407
ENSMUSP00000056245	ENSMODP00000008565
ENSMUSP00000058204	ENSMODP00000001031
ENSMUSP00000100922	ENSMODP00000012103
ENSMUSP00000021822	ENSMODP00000039126
ENSMUSP00000120568	ENSMODP00000001327
ENSMUSP00000030296	ENSMODP00000038058
ENSMUSP00000049212	ENSMODP00000001870
ENSMUSP00000063977	ENSMODP00000019497
ENSMUSP00000057116	ENSMODP00000014952
ENSMUSP00000083549	ENSMODP00000003915
ENSMUSP00000086542	ENSMODP00000024398
ENSMUSP00000029907	ENSMODP00000011040
ENSMUSP00000077995	ENSMODP00000032786
ENSMUSP00000005334	ENSMODP00000038514
ENSMUSP00000033828	ENSMODP00000004449
ENSMUSP00000003762	ENSMODP00000026049
ENSMUSP00000021249	ENSMODP00000015604
ENSMUSP00000088320	ENSMODP00000011669
ENSMUSP00000019268	ENSMODP00000019119
ENSMUSP00000123201	ENSMODP00000020139
ENSMUSP00000104296	ENSMODP00000008939
ENSMUSP00000026601	ENSMODP00000040054
ENSMUSP00000037702	ENSMODP00000034739
ENSMUSP00000020243	ENSMODP00000002860
ENSMUSP00000137650	ENSMODP00000036319
ENSMUSP00000061221	ENSMODP00000026099
ENSMUSP00000093878	ENSMODP00000003485
ENSMUSP00000039261	ENSMODP00000033872
ENSMUSP00000113680	ENSMODP00000014839
ENSMUSP00000041242	ENSMODP00000008148
ENSMUSP00000064422	ENSMODP00000010794
ENSMUSP00000001497	ENSMODP00000003715
ENSMUSP00000025404	ENSMODP00000026771
ENSMUSP00000022036	ENSMODP00000010361
ENSMUSP00000112421	ENSMODP00000024166
ENSMUSP00000122072	ENSMODP00000018803
ENSMUSP00000047518	ENSMODP00000012835
ENSMUSP00000004473	ENSMODP00000003698
ENSMUSP00000002180	ENSMODP00000024837
ENSMUSP00000122507	ENSMODP00000040973
ENSMUSP00000060907	ENSMODP00000019368
ENSMUSP00000020153	ENSMODP00000021834
ENSMUSP00000103786	ENSMODP00000039446
ENSMUSP00000091374	ENSMODP00000017683
ENSMUSP00000052717	ENSMODP00000027221
ENSMUSP00000095966	ENSMODP00000006197
ENSMUSP00000000895	ENSMODP00000003613
ENSMUSP00000123432	ENSMODP00000005410
ENSMUSP00000115822	ENSMODP00000009134
ENSMUSP00000028135	ENSMODP00000039809
ENSMUSP00000009358	ENSMODP00000016245
ENSMUSP00000025010	ENSMODP00000020806
ENSMUSP00000131409	ENSMODP00000013109
ENSMUSP00000051151	ENSMODP00000010689
ENSMUSP00000127909	ENSMODP00000022022
ENSMUSP00000048063	ENSMODP00000034356
ENSMUSP00000106978	ENSMODP00000019472
ENSMUSP00000120649	ENSMODP00000014303
ENSMUSP00000130571	ENSMODP00000013024
ENSMUSP00000041941	ENSMODP00000013281
ENSMUSP00000035208	ENSMODP00000016220
ENSMUSP00000030691	ENSMODP00000021208
ENSMUSP00000077273	ENSMODP00000010382
ENSMUSP00000049848	ENSMODP00000019614
ENSMUSP00000031291	ENSMODP00000013353
ENSMUSP00000043074	ENSMODP00000038590
ENSMUSP00000023826	ENSMODP00000038735
ENSMUSP00000006380	ENSMODP00000004059
ENSMUSP00000060194	ENSMODP00000002989
ENSMUSP00000107439	ENSMODP00000013800
ENSMUSP00000051481	ENSMODP00000007728
ENSMUSP00000055437	ENSMODP00000010700
ENSMUSP00000105312	ENSMODP00000036187
ENSMUSP00000119774	ENSMODP00000002285
ENSMUSP00000025936	ENSMODP00000012896
ENSMUSP00000047992	ENSMODP00000023469
ENSMUSP00000032977	ENSMODP00000008898
ENSMUSP00000007171	ENSMODP00000028298
ENSMUSP00000071292	ENSMODP00000010623
ENSMUSP00000029049	ENSMODP00000007711
ENSMUSP00000124027	ENSMODP00000008495
ENSMUSP00000043682	ENSMODP00000001958
ENSMUSP00000063879	ENSMODP00000019088
ENSMUSP00000083810	ENSMODP00000031310
ENSMUSP00000025914	ENSMODP00000012780
ENSMUSP00000004913	ENSMODP00000007526
ENSMUSP00000021796	ENSMODP00000013239
ENSMUSP00000029030	ENSMODP00000020733
ENSMUSP00000030384	ENSMODP00000041143
ENSMUSP00000102718	ENSMODP00000005233
ENSMUSP00000053869	ENSMODP00000036512
ENSMUSP00000085960	ENSMODP00000000653
ENSMUSP00000029665	ENSMODP00000025781
ENSMUSP00000025803	ENSMODP00000020512
ENSMUSP00000033936	ENSMODP00000012746
ENSMUSP00000086342	ENSMODP00000030653
ENSMUSP00000086347	ENSMODP00000030650
ENSMUSP00000105379	ENSMODP00000000058
ENSMUSP00000028983	ENSMODP00000038592
ENSMUSP00000131584	ENSMODP00000000405
ENSMUSP00000034881	ENSMODP00000023072
ENSMUSP00000050684	ENSMODP00000012094
ENSMUSP00000018521	ENSMODP00000034327
ENSMUSP00000020821	ENSMODP00000017902
ENSMUSP00000048036	ENSMODP00000018724
ENSMUSP00000048285	ENSMODP00000010154
ENSMUSP00000055427	ENSMODP00000031647
ENSMUSP00000105248	ENSMODP00000002186
ENSMUSP00000098687	ENSMODP00000025818
ENSMUSP00000136914	ENSMODP00000013150
ENSMUSP00000029787	ENSMODP00000023586
ENSMUSP00000131199	ENSMODP00000003807
ENSMUSP00000027802	ENSMODP00000007361
ENSMUSP00000026445	ENSMODP00000003230
ENSMUSP00000031565	ENSMODP00000001222
ENSMUSP00000031719	ENSMODP00000034421
ENSMUSP00000037004	ENSMODP00000022509
ENSMUSP00000125761	ENSMODP00000014946
ENSMUSP00000026021	ENSMODP00000023795
ENSMUSP00000022610	ENSMODP00000029017
ENSMUSP00000027639	ENSMODP00000000516
ENSMUSP00000034612	ENSMODP00000005267
ENSMUSP00000037328	ENSMODP00000026016
ENSMUSP00000049236	ENSMODP00000008514
ENSMUSP00000096705	ENSMODP00000038318
ENSMUSP00000071130	ENSMODP00000011573
ENSMUSP00000099833	ENSMODP00000004567
ENSMUSP00000130827	ENSMODP00000018702
ENSMUSP00000067496	ENSMODP00000035507
ENSMUSP00000037476	ENSMODP00000032392
ENSMUSP00000023434	ENSMODP00000002709
ENSMUSP00000033689	ENSMODP00000026060
ENSMUSP00000031650	ENSMODP00000011246
ENSMUSP00000025521	ENSMODP00000012137
ENSMUSP00000059212	ENSMODP00000006087
ENSMUSP00000076729	ENSMODP00000036312
ENSMUSP00000049676	ENSMODP00000005584
ENSMUSP00000022529	ENSMODP00000015737
ENSMUSP00000001185	ENSMODP00000014892
ENSMUSP00000035433	ENSMODP00000010295
ENSMUSP00000121358	ENSMODP00000008223
ENSMUSP00000068328	ENSMODP00000038023
ENSMUSP00000048238	ENSMODP00000010284
ENSMUSP00000067181	ENSMODP00000003111
ENSMUSP00000028129	ENSMODP00000024726
ENSMUSP00000049103	ENSMODP00000016244
ENSMUSP00000065613	ENSMODP00000004111
ENSMUSP00000084039	ENSMODP00000015911
ENSMUSP00000039394	ENSMODP00000015745
ENSMUSP00000050279	ENSMODP00000036106
ENSMUSP00000037137	ENSMODP00000017011
ENSMUSP00000113097	ENSMODP00000015144
ENSMUSP00000039699	ENSMODP00000027290
ENSMUSP00000026590	ENSMODP00000038223
ENSMUSP00000054104	ENSMODP00000015400
ENSMUSP00000129280	ENSMODP00000015404
ENSMUSP00000089237	ENSMODP00000007582
ENSMUSP00000004587	ENSMODP00000017642
ENSMUSP00000026890	ENSMODP00000014099
ENSMUSP00000009018	ENSMODP00000010081
ENSMUSP00000022311	ENSMODP00000018711
ENSMUSP00000052872	ENSMODP00000004189
ENSMUSP00000031692	ENSMODP00000017208
ENSMUSP00000099605	ENSMODP00000016329
ENSMUSP00000042642	ENSMODP00000021749
ENSMUSP00000020185	ENSMODP00000021753
ENSMUSP00000112138	ENSMODP00000022300
ENSMUSP00000028727	ENSMODP00000005909
ENSMUSP00000044288	ENSMODP00000001856
ENSMUSP00000087118	ENSMODP00000019473
