ENSMUSP00000129557	ENSCAFP00000018255
ENSMUSP00000109151	ENSCAFP00000002849
ENSMUSP00000041110	ENSCAFP00000038683
ENSMUSP00000020000	ENSCAFP00000000386
ENSMUSP00000042232	ENSCAFP00000019460
ENSMUSP00000034030	ENSCAFP00000011500
ENSMUSP00000074518	ENSCAFP00000002039
ENSMUSP00000048229	ENSCAFP00000015946
ENSMUSP00000021347	ENSCAFP00000025521
ENSMUSP00000113800	ENSCAFP00000008314
ENSMUSP00000031090	ENSCAFP00000024155
ENSMUSP00000083664	ENSCAFP00000030332
ENSMUSP00000098893	ENSCAFP00000032890
ENSMUSP00000080280	ENSCAFP00000018805
ENSMUSP00000040799	ENSCAFP00000000388
ENSMUSP00000035743	ENSCAFP00000006518
ENSMUSP00000047564	ENSCAFP00000021097
ENSMUSP00000071231	ENSCAFP00000021509
ENSMUSP00000001279	ENSCAFP00000010522
ENSMUSP00000112539	ENSCAFP00000017270
ENSMUSP00000003152	ENSCAFP00000028888
ENSMUSP00000090613	ENSCAFP00000028628
ENSMUSP00000107297	ENSCAFP00000012271
ENSMUSP00000083587	ENSCAFP00000026375
ENSMUSP00000019616	ENSCAFP00000026371
ENSMUSP00000001055	ENSCAFP00000017349
ENSMUSP00000044757	ENSCAFP00000018668
ENSMUSP00000001040	ENSCAFP00000026372
ENSMUSP00000028758	ENSCAFP00000014052
ENSMUSP00000069851	ENSCAFP00000023644
ENSMUSP00000003850	ENSCAFP00000007593
ENSMUSP00000073701	ENSCAFP00000039945
ENSMUSP00000089948	ENSCAFP00000028838
ENSMUSP00000063957	ENSCAFP00000026798
ENSMUSP00000054515	ENSCAFP00000039610
ENSMUSP00000083892	ENSCAFP00000016094
ENSMUSP00000114852	ENSCAFP00000015248
ENSMUSP00000053553	ENSCAFP00000027436
ENSMUSP00000134303	ENSCAFP00000021630
ENSMUSP00000030902	ENSCAFP00000028796
ENSMUSP00000092761	ENSCAFP00000031095
ENSMUSP00000101508	ENSCAFP00000018402
ENSMUSP00000101129	ENSCAFP00000005506
ENSMUSP00000096214	ENSCAFP00000011429
ENSMUSP00000015456	ENSCAFP00000028654
ENSMUSP00000044034	ENSCAFP00000036046
ENSMUSP00000021903	ENSCAFP00000003178
ENSMUSP00000107804	ENSCAFP00000018620
ENSMUSP00000021030	ENSCAFP00000019703
ENSMUSP00000048320	ENSCAFP00000022609
ENSMUSP00000041671	ENSCAFP00000018360
ENSMUSP00000069444	ENSCAFP00000040776
ENSMUSP00000066040	ENSCAFP00000021115
ENSMUSP00000006544	ENSCAFP00000002114
ENSMUSP00000090617	ENSCAFP00000022465
ENSMUSP00000032994	ENSCAFP00000025517
ENSMUSP00000006235	ENSCAFP00000011755
ENSMUSP00000101620	ENSCAFP00000030943
ENSMUSP00000034911	ENSCAFP00000003367
ENSMUSP00000044765	ENSCAFP00000030171
ENSMUSP00000029671	ENSCAFP00000030169
ENSMUSP00000018313	ENSCAFP00000002164
ENSMUSP00000026156	ENSCAFP00000008897
ENSMUSP00000066256	ENSCAFP00000009895
ENSMUSP00000050592	ENSCAFP00000040084
ENSMUSP00000069488	ENSCAFP00000001757
ENSMUSP00000073866	ENSCAFP00000029815
ENSMUSP00000029766	ENSCAFP00000029839
ENSMUSP00000065764	ENSCAFP00000011389
ENSMUSP00000065254	ENSCAFP00000029636
ENSMUSP00000136503	ENSCAFP00000008605
ENSMUSP00000039313	ENSCAFP00000021166
ENSMUSP00000038166	ENSCAFP00000016160
ENSMUSP00000110965	ENSCAFP00000020585
ENSMUSP00000101269	ENSCAFP00000028819
ENSMUSP00000060225	ENSCAFP00000026656
ENSMUSP00000104864	ENSCAFP00000027162
ENSMUSP00000022459	ENSCAFP00000013977
ENSMUSP00000113270	ENSCAFP00000018565
ENSMUSP00000051830	ENSCAFP00000010821
ENSMUSP00000020991	ENSCAFP00000006185
ENSMUSP00000121562	ENSCAFP00000015781
ENSMUSP00000125749	ENSCAFP00000015483
ENSMUSP00000041052	ENSCAFP00000037628
ENSMUSP00000058954	ENSCAFP00000038890
ENSMUSP00000063795	ENSCAFP00000015285
ENSMUSP00000038514	ENSCAFP00000009098
ENSMUSP00000067085	ENSCAFP00000026634
ENSMUSP00000093460	ENSCAFP00000000263
ENSMUSP00000000910	ENSCAFP00000029281
ENSMUSP00000075526	ENSCAFP00000039968
ENSMUSP00000028511	ENSCAFP00000019775
ENSMUSP00000072428	ENSCAFP00000014894
ENSMUSP00000006828	ENSCAFP00000010004
ENSMUSP00000005406	ENSCAFP00000012583
ENSMUSP00000133222	ENSCAFP00000020432
ENSMUSP00000115873	ENSCAFP00000033862
ENSMUSP00000061493	ENSCAFP00000009251
ENSMUSP00000079107	ENSCAFP00000003697
ENSMUSP00000021514	ENSCAFP00000022940
ENSMUSP00000032560	ENSCAFP00000006601
ENSMUSP00000003035	ENSCAFP00000016718
ENSMUSP00000038490	ENSCAFP00000024408
ENSMUSP00000114099	ENSCAFP00000018430
ENSMUSP00000020017	ENSCAFP00000005534
ENSMUSP00000091532	ENSCAFP00000027819
ENSMUSP00000101940	ENSCAFP00000025014
ENSMUSP00000122066	ENSCAFP00000040414
ENSMUSP00000086703	ENSCAFP00000013262
ENSMUSP00000030791	ENSCAFP00000007273
ENSMUSP00000021052	ENSCAFP00000018718
ENSMUSP00000023759	ENSCAFP00000039272
ENSMUSP00000091301	ENSCAFP00000015650
ENSMUSP00000027688	ENSCAFP00000037417
ENSMUSP00000026902	ENSCAFP00000036581
ENSMUSP00000128840	ENSCAFP00000040503
ENSMUSP00000112930	ENSCAFP00000013148
ENSMUSP00000113115	ENSCAFP00000021263
ENSMUSP00000032732	ENSCAFP00000015268
ENSMUSP00000050995	ENSCAFP00000028310
ENSMUSP00000106013	ENSCAFP00000015388
ENSMUSP00000039966	ENSCAFP00000038578
ENSMUSP00000096672	ENSCAFP00000016989
ENSMUSP00000132305	ENSCAFP00000037795
ENSMUSP00000078051	ENSCAFP00000026750
ENSMUSP00000133356	ENSCAFP00000023416
ENSMUSP00000027186	ENSCAFP00000018072
ENSMUSP00000044482	ENSCAFP00000007828
ENSMUSP00000021410	ENSCAFP00000019700
ENSMUSP00000112266	ENSCAFP00000018831
ENSMUSP00000082500	ENSCAFP00000038125
ENSMUSP00000100021	ENSCAFP00000011433
ENSMUSP00000137673	ENSCAFP00000041250
ENSMUSP00000040977	ENSCAFP00000017575
ENSMUSP00000088176	ENSCAFP00000020134
ENSMUSP00000080881	ENSCAFP00000009924
ENSMUSP00000074066	ENSCAFP00000004375
ENSMUSP00000087608	ENSCAFP00000008880
ENSMUSP00000059330	ENSCAFP00000015065
ENSMUSP00000054424	ENSCAFP00000029291
ENSMUSP00000101412	ENSCAFP00000023775
ENSMUSP00000053112	ENSCAFP00000038748
ENSMUSP00000026555	ENSCAFP00000009618
ENSMUSP00000093117	ENSCAFP00000029186
ENSMUSP00000060418	ENSCAFP00000026682
ENSMUSP00000029730	ENSCAFP00000016192
ENSMUSP00000044361	ENSCAFP00000011181
ENSMUSP00000086366	ENSCAFP00000027555
ENSMUSP00000010267	ENSCAFP00000026885
ENSMUSP00000022709	ENSCAFP00000007862
ENSMUSP00000103742	ENSCAFP00000005905
ENSMUSP00000025295	ENSCAFP00000009370
ENSMUSP00000070751	ENSCAFP00000029180
ENSMUSP00000022242	ENSCAFP00000027304
ENSMUSP00000082793	ENSCAFP00000026276
ENSMUSP00000029876	ENSCAFP00000013256
ENSMUSP00000003754	ENSCAFP00000032856
ENSMUSP00000021770	ENSCAFP00000015524
ENSMUSP00000072276	ENSCAFP00000005719
ENSMUSP00000028533	ENSCAFP00000015157
ENSMUSP00000029450	ENSCAFP00000014272
ENSMUSP00000057815	ENSCAFP00000008265
ENSMUSP00000050820	ENSCAFP00000037474
ENSMUSP00000021552	ENSCAFP00000024272
ENSMUSP00000137226	ENSCAFP00000042429
ENSMUSP00000118012	ENSCAFP00000027238
ENSMUSP00000135040	ENSCAFP00000030200
ENSMUSP00000008957	ENSCAFP00000008175
ENSMUSP00000022057	ENSCAFP00000016005
ENSMUSP00000013220	ENSCAFP00000006142
ENSMUSP00000035121	ENSCAFP00000010017
ENSMUSP00000108455	ENSCAFP00000026921
ENSMUSP00000025385	ENSCAFP00000000236
ENSMUSP00000028918	ENSCAFP00000008018
ENSMUSP00000074619	ENSCAFP00000005698
ENSMUSP00000100524	ENSCAFP00000024292
ENSMUSP00000103983	ENSCAFP00000039259
ENSMUSP00000037808	ENSCAFP00000018790
ENSMUSP00000120414	ENSCAFP00000030532
ENSMUSP00000026548	ENSCAFP00000020190
ENSMUSP00000033876	ENSCAFP00000036234
ENSMUSP00000020668	ENSCAFP00000025920
ENSMUSP00000069456	ENSCAFP00000037173
ENSMUSP00000037858	ENSCAFP00000021567
ENSMUSP00000047616	ENSCAFP00000008898
ENSMUSP00000044554	ENSCAFP00000021879
ENSMUSP00000129964	ENSCAFP00000023495
ENSMUSP00000032573	ENSCAFP00000037535
ENSMUSP00000047931	ENSCAFP00000003244
ENSMUSP00000026900	ENSCAFP00000008677
ENSMUSP00000014691	ENSCAFP00000006361
ENSMUSP00000109140	ENSCAFP00000023878
ENSMUSP00000018909	ENSCAFP00000024539
ENSMUSP00000001620	ENSCAFP00000017098
ENSMUSP00000085906	ENSCAFP00000028164
ENSMUSP00000068790	ENSCAFP00000022430
ENSMUSP00000138418	ENSCAFP00000002678
ENSMUSP00000049128	ENSCAFP00000002587
ENSMUSP00000021685	ENSCAFP00000026308
ENSMUSP00000070719	ENSCAFP00000020070
ENSMUSP00000078047	ENSCAFP00000011227
ENSMUSP00000096876	ENSCAFP00000007697
ENSMUSP00000070847	ENSCAFP00000040456
ENSMUSP00000054451	ENSCAFP00000020277
ENSMUSP00000096877	ENSCAFP00000007702
ENSMUSP00000064892	ENSCAFP00000029490
ENSMUSP00000025253	ENSCAFP00000000801
ENSMUSP00000138433	ENSCAFP00000022037
ENSMUSP00000102047	ENSCAFP00000007381
ENSMUSP00000022678	ENSCAFP00000013615
ENSMUSP00000064943	ENSCAFP00000011793
ENSMUSP00000005507	ENSCAFP00000019137
ENSMUSP00000017945	ENSCAFP00000022009
ENSMUSP00000031167	ENSCAFP00000003370
ENSMUSP00000076418	ENSCAFP00000002728
ENSMUSP00000099494	ENSCAFP00000010651
ENSMUSP00000107771	ENSCAFP00000015461
ENSMUSP00000035588	ENSCAFP00000013132
ENSMUSP00000060082	ENSCAFP00000013137
ENSMUSP00000109877	ENSCAFP00000038199
ENSMUSP00000033427	ENSCAFP00000027597
ENSMUSP00000015449	ENSCAFP00000000523
ENSMUSP00000028854	ENSCAFP00000010473
ENSMUSP00000025356	ENSCAFP00000001204
ENSMUSP00000004036	ENSCAFP00000035853
ENSMUSP00000001319	ENSCAFP00000009014
ENSMUSP00000050716	ENSCAFP00000024607
ENSMUSP00000029476	ENSCAFP00000015809
ENSMUSP00000039568	ENSCAFP00000017765
ENSMUSP00000077628	ENSCAFP00000007888
ENSMUSP00000061410	ENSCAFP00000035502
ENSMUSP00000084196	ENSCAFP00000015819
ENSMUSP00000126914	ENSCAFP00000032170
ENSMUSP00000129615	ENSCAFP00000014313
ENSMUSP00000048234	ENSCAFP00000003279
ENSMUSP00000068904	ENSCAFP00000026667
ENSMUSP00000064521	ENSCAFP00000042535
ENSMUSP00000002740	ENSCAFP00000027575
ENSMUSP00000046512	ENSCAFP00000030865
ENSMUSP00000022744	ENSCAFP00000042228
ENSMUSP00000050001	ENSCAFP00000005478
ENSMUSP00000085650	ENSCAFP00000003632
ENSMUSP00000081284	ENSCAFP00000015915
ENSMUSP00000023065	ENSCAFP00000001990
ENSMUSP00000078490	ENSCAFP00000024255
ENSMUSP00000029435	ENSCAFP00000013629
ENSMUSP00000100053	ENSCAFP00000006994
ENSMUSP00000138290	ENSCAFP00000016459
ENSMUSP00000089388	ENSCAFP00000031768
ENSMUSP00000021641	ENSCAFP00000011262
ENSMUSP00000104785	ENSCAFP00000017362
ENSMUSP00000102904	ENSCAFP00000018780
ENSMUSP00000013755	ENSCAFP00000000797
ENSMUSP00000031029	ENSCAFP00000007312
ENSMUSP00000041563	ENSCAFP00000034814
ENSMUSP00000060143	ENSCAFP00000018618
ENSMUSP00000105491	ENSCAFP00000034783
ENSMUSP00000062734	ENSCAFP00000034902
ENSMUSP00000129315	ENSCAFP00000000345
ENSMUSP00000099609	ENSCAFP00000018766
ENSMUSP00000090633	ENSCAFP00000042302
ENSMUSP00000096241	ENSCAFP00000007982
ENSMUSP00000032978	ENSCAFP00000025367
ENSMUSP00000005188	ENSCAFP00000042944
ENSMUSP00000083490	ENSCAFP00000012613
ENSMUSP00000038562	ENSCAFP00000018414
ENSMUSP00000015877	ENSCAFP00000005070
ENSMUSP00000070239	ENSCAFP00000001589
ENSMUSP00000079722	ENSCAFP00000005033
ENSMUSP00000108083	ENSCAFP00000019287
ENSMUSP00000003183	ENSCAFP00000006422
ENSMUSP00000031359	ENSCAFP00000012487
ENSMUSP00000071191	ENSCAFP00000018934
ENSMUSP00000037268	ENSCAFP00000007488
ENSMUSP00000094515	ENSCAFP00000023048
ENSMUSP00000047571	ENSCAFP00000023283
ENSMUSP00000053086	ENSCAFP00000006305
ENSMUSP00000064608	ENSCAFP00000028239
ENSMUSP00000135991	ENSCAFP00000030981
ENSMUSP00000125912	ENSCAFP00000042127
ENSMUSP00000138379	ENSCAFP00000016020
ENSMUSP00000111032	ENSCAFP00000021924
ENSMUSP00000138400	ENSCAFP00000016079
ENSMUSP00000039406	ENSCAFP00000010223
ENSMUSP00000041902	ENSCAFP00000017824
ENSMUSP00000039955	ENSCAFP00000006923
ENSMUSP00000110115	ENSCAFP00000014390
ENSMUSP00000011262	ENSCAFP00000016524
ENSMUSP00000126405	ENSCAFP00000006202
ENSMUSP00000124354	ENSCAFP00000030405
ENSMUSP00000043713	ENSCAFP00000011669
ENSMUSP00000099824	ENSCAFP00000001441
ENSMUSP00000061546	ENSCAFP00000027192
ENSMUSP00000087049	ENSCAFP00000012834
ENSMUSP00000096203	ENSCAFP00000015986
ENSMUSP00000127751	ENSCAFP00000006121
ENSMUSP00000017946	ENSCAFP00000021987
ENSMUSP00000022881	ENSCAFP00000028176
ENSMUSP00000095300	ENSCAFP00000022237
ENSMUSP00000113540	ENSCAFP00000018294
ENSMUSP00000022164	ENSCAFP00000031216
ENSMUSP00000075140	ENSCAFP00000021154
ENSMUSP00000113881	ENSCAFP00000008466
ENSMUSP00000023737	ENSCAFP00000012759
ENSMUSP00000002708	ENSCAFP00000038369
ENSMUSP00000100561	ENSCAFP00000001297
ENSMUSP00000055267	ENSCAFP00000012711
ENSMUSP00000138351	ENSCAFP00000031335
ENSMUSP00000035083	ENSCAFP00000007104
ENSMUSP00000017544	ENSCAFP00000024254
ENSMUSP00000048148	ENSCAFP00000038416
ENSMUSP00000073004	ENSCAFP00000017840
ENSMUSP00000112089	ENSCAFP00000026701
ENSMUSP00000091692	ENSCAFP00000008634
ENSMUSP00000034409	ENSCAFP00000006199
ENSMUSP00000048267	ENSCAFP00000010409
ENSMUSP00000028814	ENSCAFP00000009096
ENSMUSP00000031317	ENSCAFP00000004511
ENSMUSP00000052226	ENSCAFP00000039230
ENSMUSP00000112717	ENSCAFP00000011487
ENSMUSP00000020217	ENSCAFP00000037410
ENSMUSP00000025050	ENSCAFP00000001726
ENSMUSP00000102034	ENSCAFP00000018286
ENSMUSP00000095174	ENSCAFP00000041711
ENSMUSP00000053176	ENSCAFP00000021872
ENSMUSP00000073541	ENSCAFP00000015326
ENSMUSP00000005003	ENSCAFP00000023948
ENSMUSP00000025713	ENSCAFP00000020557
ENSMUSP00000069525	ENSCAFP00000042810
ENSMUSP00000044998	ENSCAFP00000019123
ENSMUSP00000096482	ENSCAFP00000038503
ENSMUSP00000029516	ENSCAFP00000030385
ENSMUSP00000102921	ENSCAFP00000019157
ENSMUSP00000042803	ENSCAFP00000021261
ENSMUSP00000041581	ENSCAFP00000040391
ENSMUSP00000118729	ENSCAFP00000028190
ENSMUSP00000059313	ENSCAFP00000021976
ENSMUSP00000024701	ENSCAFP00000028562
ENSMUSP00000033326	ENSCAFP00000011018
ENSMUSP00000038754	ENSCAFP00000005790
ENSMUSP00000004943	ENSCAFP00000024552
ENSMUSP00000004508	ENSCAFP00000041939
ENSMUSP00000105531	ENSCAFP00000000331
ENSMUSP00000107530	ENSCAFP00000014772
ENSMUSP00000074771	ENSCAFP00000027002
ENSMUSP00000117040	ENSCAFP00000031277
ENSMUSP00000052144	ENSCAFP00000011620
ENSMUSP00000117533	ENSCAFP00000038496
ENSMUSP00000035101	ENSCAFP00000007579
ENSMUSP00000109630	ENSCAFP00000015967
ENSMUSP00000066736	ENSCAFP00000003793
ENSMUSP00000086167	ENSCAFP00000000882
ENSMUSP00000033218	ENSCAFP00000026476
ENSMUSP00000028232	ENSCAFP00000005324
ENSMUSP00000073402	ENSCAFP00000001419
ENSMUSP00000080278	ENSCAFP00000029874
ENSMUSP00000054546	ENSCAFP00000004755
ENSMUSP00000026831	ENSCAFP00000029033
ENSMUSP00000060394	ENSCAFP00000014048
ENSMUSP00000030606	ENSCAFP00000019069
ENSMUSP00000039473	ENSCAFP00000002976
ENSMUSP00000132646	ENSCAFP00000027790
ENSMUSP00000064886	ENSCAFP00000036623
ENSMUSP00000033927	ENSCAFP00000009967
ENSMUSP00000120547	ENSCAFP00000026486
ENSMUSP00000042796	ENSCAFP00000007177
ENSMUSP00000076844	ENSCAFP00000025430
ENSMUSP00000129811	ENSCAFP00000014827
ENSMUSP00000021011	ENSCAFP00000027106
ENSMUSP00000000193	ENSCAFP00000027107
ENSMUSP00000004936	ENSCAFP00000019742
ENSMUSP00000093382	ENSCAFP00000005369
ENSMUSP00000019994	ENSCAFP00000036666
ENSMUSP00000023494	ENSCAFP00000038621
ENSMUSP00000021271	ENSCAFP00000025009
ENSMUSP00000041288	ENSCAFP00000018480
ENSMUSP00000046320	ENSCAFP00000026808
ENSMUSP00000035113	ENSCAFP00000007892
ENSMUSP00000027687	ENSCAFP00000015455
ENSMUSP00000096932	ENSCAFP00000040182
ENSMUSP00000025702	ENSCAFP00000020641
ENSMUSP00000061769	ENSCAFP00000018304
ENSMUSP00000019379	ENSCAFP00000025013
ENSMUSP00000037447	ENSCAFP00000040257
ENSMUSP00000078384	ENSCAFP00000003872
ENSMUSP00000037821	ENSCAFP00000006750
ENSMUSP00000070915	ENSCAFP00000019549
ENSMUSP00000105657	ENSCAFP00000008171
ENSMUSP00000085022	ENSCAFP00000019442
ENSMUSP00000073591	ENSCAFP00000035859
ENSMUSP00000006638	ENSCAFP00000028785
ENSMUSP00000092380	ENSCAFP00000024164
ENSMUSP00000059138	ENSCAFP00000024163
ENSMUSP00000019734	ENSCAFP00000019177
ENSMUSP00000028403	ENSCAFP00000042254
ENSMUSP00000130680	ENSCAFP00000023842
ENSMUSP00000097656	ENSCAFP00000000611
ENSMUSP00000135853	ENSCAFP00000023609
ENSMUSP00000041955	ENSCAFP00000042711
ENSMUSP00000113344	ENSCAFP00000015095
ENSMUSP00000060941	ENSCAFP00000019332
ENSMUSP00000112801	ENSCAFP00000014371
ENSMUSP00000113147	ENSCAFP00000037303
ENSMUSP00000064516	ENSCAFP00000020460
ENSMUSP00000052146	ENSCAFP00000005173
ENSMUSP00000109612	ENSCAFP00000020684
ENSMUSP00000022993	ENSCAFP00000001384
ENSMUSP00000117052	ENSCAFP00000041590
ENSMUSP00000009236	ENSCAFP00000020782
ENSMUSP00000130969	ENSCAFP00000034454
ENSMUSP00000120015	ENSCAFP00000021710
ENSMUSP00000077103	ENSCAFP00000002395
ENSMUSP00000105923	ENSCAFP00000024807
ENSMUSP00000018993	ENSCAFP00000025165
ENSMUSP00000056121	ENSCAFP00000011757
ENSMUSP00000109036	ENSCAFP00000025633
ENSMUSP00000126338	ENSCAFP00000018539
ENSMUSP00000113281	ENSCAFP00000010501
ENSMUSP00000043996	ENSCAFP00000017039
ENSMUSP00000034469	ENSCAFP00000032618
ENSMUSP00000078966	ENSCAFP00000007568
ENSMUSP00000041874	ENSCAFP00000042074
ENSMUSP00000043844	ENSCAFP00000005538
ENSMUSP00000038478	ENSCAFP00000028327
ENSMUSP00000046441	ENSCAFP00000029690
ENSMUSP00000025786	ENSCAFP00000019131
ENSMUSP00000081953	ENSCAFP00000027199
ENSMUSP00000098096	ENSCAFP00000040466
ENSMUSP00000075709	ENSCAFP00000017088
ENSMUSP00000131477	ENSCAFP00000008865
ENSMUSP00000022704	ENSCAFP00000006631
ENSMUSP00000027425	ENSCAFP00000037880
ENSMUSP00000097971	ENSCAFP00000021491
ENSMUSP00000069764	ENSCAFP00000013335
ENSMUSP00000052619	ENSCAFP00000016994
ENSMUSP00000069182	ENSCAFP00000000006
ENSMUSP00000090886	ENSCAFP00000040187
ENSMUSP00000099394	ENSCAFP00000021620
ENSMUSP00000040255	ENSCAFP00000021681
ENSMUSP00000063839	ENSCAFP00000024372
ENSMUSP00000026241	ENSCAFP00000014598
ENSMUSP00000022697	ENSCAFP00000014330
ENSMUSP00000020507	ENSCAFP00000024864
ENSMUSP00000025196	ENSCAFP00000001185
ENSMUSP00000132140	ENSCAFP00000016648
ENSMUSP00000022803	ENSCAFP00000016630
ENSMUSP00000105413	ENSCAFP00000010728
ENSMUSP00000095260	ENSCAFP00000026563
ENSMUSP00000117384	ENSCAFP00000006300
ENSMUSP00000131443	ENSCAFP00000001248
ENSMUSP00000059463	ENSCAFP00000008470
ENSMUSP00000059570	ENSCAFP00000041404
ENSMUSP00000059210	ENSCAFP00000034146
ENSMUSP00000112637	ENSCAFP00000005512
ENSMUSP00000136866	ENSCAFP00000006055
ENSMUSP00000019931	ENSCAFP00000000573
ENSMUSP00000106441	ENSCAFP00000013796
ENSMUSP00000096204	ENSCAFP00000008919
ENSMUSP00000070906	ENSCAFP00000041357
ENSMUSP00000059798	ENSCAFP00000026817
ENSMUSP00000010974	ENSCAFP00000002013
ENSMUSP00000053877	ENSCAFP00000003291
ENSMUSP00000054420	ENSCAFP00000006093
ENSMUSP00000050014	ENSCAFP00000011107
ENSMUSP00000037238	ENSCAFP00000028323
ENSMUSP00000031347	ENSCAFP00000011120
ENSMUSP00000021828	ENSCAFP00000031885
ENSMUSP00000127094	ENSCAFP00000040389
ENSMUSP00000095534	ENSCAFP00000037876
ENSMUSP00000020174	ENSCAFP00000000264
ENSMUSP00000066561	ENSCAFP00000000473
ENSMUSP00000117908	ENSCAFP00000014491
ENSMUSP00000053178	ENSCAFP00000000296
ENSMUSP00000027062	ENSCAFP00000011719
ENSMUSP00000006818	ENSCAFP00000038096
ENSMUSP00000138827	ENSCAFP00000042455
ENSMUSP00000033136	ENSCAFP00000017970
ENSMUSP00000051049	ENSCAFP00000027001
ENSMUSP00000119891	ENSCAFP00000005299
ENSMUSP00000118257	ENSCAFP00000002475
ENSMUSP00000074953	ENSCAFP00000027756
ENSMUSP00000092849	ENSCAFP00000027747
ENSMUSP00000136621	ENSCAFP00000022573
ENSMUSP00000037586	ENSCAFP00000012860
ENSMUSP00000058183	ENSCAFP00000037611
ENSMUSP00000100671	ENSCAFP00000037754
ENSMUSP00000085013	ENSCAFP00000040131
ENSMUSP00000043764	ENSCAFP00000041506
ENSMUSP00000069209	ENSCAFP00000012415
ENSMUSP00000019006	ENSCAFP00000006957
ENSMUSP00000109734	ENSCAFP00000023021
ENSMUSP00000062702	ENSCAFP00000042521
ENSMUSP00000110751	ENSCAFP00000006969
ENSMUSP00000038486	ENSCAFP00000020864
ENSMUSP00000082501	ENSCAFP00000005365
ENSMUSP00000044898	ENSCAFP00000013691
ENSMUSP00000101648	ENSCAFP00000009790
ENSMUSP00000035486	ENSCAFP00000042403
ENSMUSP00000023707	ENSCAFP00000013012
ENSMUSP00000098768	ENSCAFP00000024271
ENSMUSP00000053056	ENSCAFP00000039760
ENSMUSP00000027266	ENSCAFP00000013821
ENSMUSP00000035549	ENSCAFP00000024099
ENSMUSP00000034808	ENSCAFP00000041155
ENSMUSP00000056245	ENSCAFP00000019352
ENSMUSP00000052254	ENSCAFP00000012412
ENSMUSP00000058204	ENSCAFP00000022263
ENSMUSP00000100922	ENSCAFP00000009203
ENSMUSP00000021822	ENSCAFP00000003355
ENSMUSP00000120568	ENSCAFP00000013921
ENSMUSP00000030296	ENSCAFP00000039403
ENSMUSP00000020898	ENSCAFP00000003553
ENSMUSP00000063977	ENSCAFP00000011391
ENSMUSP00000057116	ENSCAFP00000013187
ENSMUSP00000083549	ENSCAFP00000003775
ENSMUSP00000054053	ENSCAFP00000024132
ENSMUSP00000018437	ENSCAFP00000023269
ENSMUSP00000086542	ENSCAFP00000010130
ENSMUSP00000029907	ENSCAFP00000010519
ENSMUSP00000077995	ENSCAFP00000021204
ENSMUSP00000019469	ENSCAFP00000021606
ENSMUSP00000005364	ENSCAFP00000017476
ENSMUSP00000005334	ENSCAFP00000024547
ENSMUSP00000033828	ENSCAFP00000009630
ENSMUSP00000023629	ENSCAFP00000013225
ENSMUSP00000034385	ENSCAFP00000030096
ENSMUSP00000003762	ENSCAFP00000004163
ENSMUSP00000021249	ENSCAFP00000024719
ENSMUSP00000088320	ENSCAFP00000019512
ENSMUSP00000123201	ENSCAFP00000018180
ENSMUSP00000127903	ENSCAFP00000019070
ENSMUSP00000104296	ENSCAFP00000024518
ENSMUSP00000026318	ENSCAFP00000041362
ENSMUSP00000026601	ENSCAFP00000031210
ENSMUSP00000037702	ENSCAFP00000033251
ENSMUSP00000020243	ENSCAFP00000010864
ENSMUSP00000009392	ENSCAFP00000014850
ENSMUSP00000137650	ENSCAFP00000036165
ENSMUSP00000061221	ENSCAFP00000004612
ENSMUSP00000028105	ENSCAFP00000006878
ENSMUSP00000093878	ENSCAFP00000002787
ENSMUSP00000039261	ENSCAFP00000024984
ENSMUSP00000113680	ENSCAFP00000015271
ENSMUSP00000041242	ENSCAFP00000012381
ENSMUSP00000064422	ENSCAFP00000012191
ENSMUSP00000025404	ENSCAFP00000031933
ENSMUSP00000108712	ENSCAFP00000007877
ENSMUSP00000112421	ENSCAFP00000019075
ENSMUSP00000129072	ENSCAFP00000036648
ENSMUSP00000082194	ENSCAFP00000014802
ENSMUSP00000082195	ENSCAFP00000014800
ENSMUSP00000131823	ENSCAFP00000038580
ENSMUSP00000095253	ENSCAFP00000032174
ENSMUSP00000047518	ENSCAFP00000004688
ENSMUSP00000106620	ENSCAFP00000016681
ENSMUSP00000004473	ENSCAFP00000010400
ENSMUSP00000035539	ENSCAFP00000004379
ENSMUSP00000002180	ENSCAFP00000012822
ENSMUSP00000138504	ENSCAFP00000003743
ENSMUSP00000122507	ENSCAFP00000040571
ENSMUSP00000060907	ENSCAFP00000025547
ENSMUSP00000078940	ENSCAFP00000031440
ENSMUSP00000020153	ENSCAFP00000000327
ENSMUSP00000091374	ENSCAFP00000019943
ENSMUSP00000000895	ENSCAFP00000011032
ENSMUSP00000123432	ENSCAFP00000022495
ENSMUSP00000115822	ENSCAFP00000019862
ENSMUSP00000028135	ENSCAFP00000029838
ENSMUSP00000103497	ENSCAFP00000003274
ENSMUSP00000009358	ENSCAFP00000029279
ENSMUSP00000025010	ENSCAFP00000029122
ENSMUSP00000096813	ENSCAFP00000039657
ENSMUSP00000131409	ENSCAFP00000041570
ENSMUSP00000045222	ENSCAFP00000008141
ENSMUSP00000048063	ENSCAFP00000025777
ENSMUSP00000106978	ENSCAFP00000010020
ENSMUSP00000120649	ENSCAFP00000020830
ENSMUSP00000130571	ENSCAFP00000002731
ENSMUSP00000041941	ENSCAFP00000021323
ENSMUSP00000035208	ENSCAFP00000016864
ENSMUSP00000030691	ENSCAFP00000009423
ENSMUSP00000077273	ENSCAFP00000035754
ENSMUSP00000049848	ENSCAFP00000025040
