ENSLOCP00000011371	ENSORLP00000011382
ENSLOCP00000010580	ENSORLP00000025803
ENSLOCP00000013579	ENSORLP00000004078
ENSLOCP00000005712	ENSORLP00000000976
ENSLOCP00000019628	ENSORLP00000020199
ENSLOCP00000017011	ENSORLP00000005979
ENSLOCP00000009345	ENSORLP00000009519
ENSLOCP00000015368	ENSORLP00000013115
ENSLOCP00000013037	ENSORLP00000007337
ENSLOCP00000013037	ENSORLP00000001624
ENSLOCP00000005733	ENSORLP00000018408
ENSLOCP00000015735	ENSORLP00000004345
ENSLOCP00000015735	ENSORLP00000010374
ENSLOCP00000007251	ENSORLP00000004805
ENSLOCP00000019178	ENSORLP00000001377
ENSLOCP00000002097	ENSORLP00000007120
ENSLOCP00000009430	ENSORLP00000014043
ENSLOCP00000009568	ENSORLP00000019446
ENSLOCP00000005045	ENSORLP00000011375
ENSLOCP00000019240	ENSORLP00000003554
ENSLOCP00000003075	ENSORLP00000015073
ENSLOCP00000012605	ENSORLP00000004075
ENSLOCP00000012605	ENSORLP00000010125
ENSLOCP00000009710	ENSORLP00000005894
ENSLOCP00000018807	ENSORLP00000016965
ENSLOCP00000015446	ENSORLP00000005907
ENSLOCP00000015442	ENSORLP00000005126
ENSLOCP00000006037	ENSORLP00000019315
ENSLOCP00000019592	ENSORLP00000024717
ENSLOCP00000022316	ENSORLP00000005334
ENSLOCP00000021925	ENSORLP00000024853
ENSLOCP00000011795	ENSORLP00000020586
ENSLOCP00000004674	ENSORLP00000020760
ENSLOCP00000004674	ENSORLP00000019029
ENSLOCP00000015564	ENSORLP00000007969
ENSLOCP00000002581	ENSORLP00000009544
ENSLOCP00000004339	ENSORLP00000001371
ENSLOCP00000020497	ENSORLP00000019923
ENSLOCP00000013424	ENSORLP00000000360
ENSLOCP00000018687	ENSORLP00000002647
ENSLOCP00000015643	ENSORLP00000010561
ENSLOCP00000015643	ENSORLP00000015469
ENSLOCP00000014998	ENSORLP00000014010
ENSLOCP00000005807	ENSORLP00000019596
ENSLOCP00000012052	ENSORLP00000012400
ENSLOCP00000012052	ENSORLP00000014703
ENSLOCP00000003005	ENSORLP00000023093
ENSLOCP00000020767	ENSORLP00000011560
ENSLOCP00000020767	ENSORLP00000015154
ENSLOCP00000001371	ENSORLP00000011268
ENSLOCP00000003775	ENSORLP00000000531
ENSLOCP00000007767	ENSORLP00000022012
ENSLOCP00000000241	ENSORLP00000020274
ENSLOCP00000005569	ENSORLP00000006459
ENSLOCP00000006931	ENSORLP00000018488
ENSLOCP00000016940	ENSORLP00000004180
ENSLOCP00000004122	ENSORLP00000009583
ENSLOCP00000013106	ENSORLP00000025629
ENSLOCP00000003292	ENSORLP00000018144
ENSLOCP00000014984	ENSORLP00000016376
ENSLOCP00000009100	ENSORLP00000006400
ENSLOCP00000009100	ENSORLP00000003599
ENSLOCP00000014147	ENSORLP00000016615
ENSLOCP00000014958	ENSORLP00000020878
ENSLOCP00000000860	ENSORLP00000012263
ENSLOCP00000013152	ENSORLP00000007208
ENSLOCP00000014354	ENSORLP00000022644
ENSLOCP00000010164	ENSORLP00000019787
ENSLOCP00000020424	ENSORLP00000024448
ENSLOCP00000020421	ENSORLP00000024453
ENSLOCP00000002420	ENSORLP00000010822
ENSLOCP00000003090	ENSORLP00000019968
ENSLOCP00000005318	ENSORLP00000020793
ENSLOCP00000005318	ENSORLP00000019352
ENSLOCP00000016463	ENSORLP00000008703
ENSLOCP00000004424	ENSORLP00000014795
ENSLOCP00000007699	ENSORLP00000021237
ENSLOCP00000002383	ENSORLP00000017699
ENSLOCP00000011792	ENSORLP00000010606
ENSLOCP00000020626	ENSORLP00000018783
ENSLOCP00000013081	ENSORLP00000020810
ENSLOCP00000001770	ENSORLP00000005808
ENSLOCP00000001770	ENSORLP00000012156
ENSLOCP00000001618	ENSORLP00000014236
ENSLOCP00000015819	ENSORLP00000013816
ENSLOCP00000015819	ENSORLP00000009296
ENSLOCP00000019314	ENSORLP00000014946
ENSLOCP00000011573	ENSORLP00000012931
ENSLOCP00000013590	ENSORLP00000018289
ENSLOCP00000014528	ENSORLP00000016954
ENSLOCP00000009872	ENSORLP00000014526
ENSLOCP00000009872	ENSORLP00000007479
ENSLOCP00000011934	ENSORLP00000020360
ENSLOCP00000011934	ENSORLP00000005426
ENSLOCP00000013419	ENSORLP00000006343
ENSLOCP00000015190	ENSORLP00000021224
ENSLOCP00000009379	ENSORLP00000021641
ENSLOCP00000020108	ENSORLP00000018138
ENSLOCP00000015862	ENSORLP00000019690
ENSLOCP00000021818	ENSORLP00000019696
ENSLOCP00000005996	ENSORLP00000017801
ENSLOCP00000015552	ENSORLP00000007661
ENSLOCP00000015552	ENSORLP00000012128
ENSLOCP00000000394	ENSORLP00000002892
ENSLOCP00000017546	ENSORLP00000002782
ENSLOCP00000009497	ENSORLP00000011226
ENSLOCP00000013091	ENSORLP00000024597
ENSLOCP00000005554	ENSORLP00000002994
ENSLOCP00000011271	ENSORLP00000025687
ENSLOCP00000002816	ENSORLP00000015770
ENSLOCP00000014813	ENSORLP00000004907
ENSLOCP00000016719	ENSORLP00000014019
ENSLOCP00000016719	ENSORLP00000015646
ENSLOCP00000008876	ENSORLP00000004667
ENSLOCP00000018337	ENSORLP00000007841
ENSLOCP00000003950	ENSORLP00000008284
ENSLOCP00000003264	ENSORLP00000019964
ENSLOCP00000014233	ENSORLP00000006671
ENSLOCP00000014233	ENSORLP00000003490
ENSLOCP00000007921	ENSORLP00000010075
ENSLOCP00000016414	ENSORLP00000007009
ENSLOCP00000005207	ENSORLP00000010019
ENSLOCP00000019485	ENSORLP00000015895
ENSLOCP00000011604	ENSORLP00000022633
ENSLOCP00000012927	ENSORLP00000018377
ENSLOCP00000012927	ENSORLP00000012749
ENSLOCP00000017370	ENSORLP00000011716
ENSLOCP00000011024	ENSORLP00000003820
ENSLOCP00000015082	ENSORLP00000016280
ENSLOCP00000012752	ENSORLP00000010356
ENSLOCP00000018453	ENSORLP00000012995
ENSLOCP00000005395	ENSORLP00000020812
ENSLOCP00000014962	ENSORLP00000023550
ENSLOCP00000006186	ENSORLP00000001882
ENSLOCP00000016826	ENSORLP00000001506
ENSLOCP00000010167	ENSORLP00000016444
ENSLOCP00000008269	ENSORLP00000023337
ENSLOCP00000010608	ENSORLP00000005061
ENSLOCP00000014989	ENSORLP00000021864
ENSLOCP00000020803	ENSORLP00000019187
ENSLOCP00000020803	ENSORLP00000022679
ENSLOCP00000016788	ENSORLP00000010320
ENSLOCP00000016788	ENSORLP00000006688
ENSLOCP00000004270	ENSORLP00000021298
ENSLOCP00000014352	ENSORLP00000001121
ENSLOCP00000011837	ENSORLP00000005305
ENSLOCP00000006978	ENSORLP00000024974
ENSLOCP00000018910	ENSORLP00000003387
ENSLOCP00000004867	ENSORLP00000023999
ENSLOCP00000022303	ENSORLP00000006446
ENSLOCP00000022433	ENSORLP00000010863
ENSLOCP00000021940	ENSORLP00000000069
ENSLOCP00000021940	ENSORLP00000018084
ENSLOCP00000006876	ENSORLP00000003379
ENSLOCP00000010676	ENSORLP00000017949
ENSLOCP00000017593	ENSORLP00000006140
ENSLOCP00000017593	ENSORLP00000016419
ENSLOCP00000019065	ENSORLP00000013259
ENSLOCP00000006976	ENSORLP00000001922
ENSLOCP00000006959	ENSORLP00000007711
ENSLOCP00000012508	ENSORLP00000006918
ENSLOCP00000007416	ENSORLP00000005918
ENSLOCP00000011482	ENSORLP00000021449
ENSLOCP00000004862	ENSORLP00000010130
ENSLOCP00000021044	ENSORLP00000022618
ENSLOCP00000020995	ENSORLP00000002665
ENSLOCP00000020995	ENSORLP00000014416
ENSLOCP00000020013	ENSORLP00000020645
ENSLOCP00000004667	ENSORLP00000010073
ENSLOCP00000014034	ENSORLP00000017319
ENSLOCP00000018640	ENSORLP00000015833
ENSLOCP00000003676	ENSORLP00000005561
ENSLOCP00000016811	ENSORLP00000010249
ENSLOCP00000004303	ENSORLP00000021256
ENSLOCP00000010474	ENSORLP00000011378
ENSLOCP00000021597	ENSORLP00000002058
ENSLOCP00000005814	ENSORLP00000017386
ENSLOCP00000020649	ENSORLP00000002021
ENSLOCP00000012162	ENSORLP00000010413
ENSLOCP00000010586	ENSORLP00000000115
ENSLOCP00000012795	ENSORLP00000011519
ENSLOCP00000016360	ENSORLP00000017738
ENSLOCP00000011159	ENSORLP00000005499
ENSLOCP00000022163	ENSORLP00000024188
ENSLOCP00000005204	ENSORLP00000019051
ENSLOCP00000010705	ENSORLP00000018921
ENSLOCP00000015659	ENSORLP00000010438
ENSLOCP00000009315	ENSORLP00000012428
ENSLOCP00000003786	ENSORLP00000009922
ENSLOCP00000020236	ENSORLP00000019196
ENSLOCP00000017093	ENSORLP00000024687
ENSLOCP00000004602	ENSORLP00000004490
ENSLOCP00000018898	ENSORLP00000018660
ENSLOCP00000011380	ENSORLP00000024142
ENSLOCP00000010373	ENSORLP00000015598
ENSLOCP00000010373	ENSORLP00000022216
ENSLOCP00000002078	ENSORLP00000009170
ENSLOCP00000002078	ENSORLP00000011417
ENSLOCP00000007316	ENSORLP00000003107
ENSLOCP00000020528	ENSORLP00000012600
ENSLOCP00000016122	ENSORLP00000014199
ENSLOCP00000015015	ENSORLP00000023377
ENSLOCP00000015000	ENSORLP00000023397
ENSLOCP00000009973	ENSORLP00000021351
ENSLOCP00000017111	ENSORLP00000008096
ENSLOCP00000012181	ENSORLP00000005987
ENSLOCP00000012208	ENSORLP00000006077
ENSLOCP00000010477	ENSORLP00000009623
ENSLOCP00000002791	ENSORLP00000018630
ENSLOCP00000011261	ENSORLP00000025685
ENSLOCP00000004994	ENSORLP00000007932
ENSLOCP00000016919	ENSORLP00000003518
ENSLOCP00000008909	ENSORLP00000021884
ENSLOCP00000007857	ENSORLP00000006699
ENSLOCP00000013974	ENSORLP00000005444
ENSLOCP00000007593	ENSORLP00000002774
ENSLOCP00000017166	ENSORLP00000008263
ENSLOCP00000017263	ENSORLP00000008828
ENSLOCP00000004060	ENSORLP00000003319
ENSLOCP00000022042	ENSORLP00000013527
ENSLOCP00000021423	ENSORLP00000015162
ENSLOCP00000021121	ENSORLP00000013811
ENSLOCP00000012848	ENSORLP00000010489
ENSLOCP00000007608	ENSORLP00000012557
ENSLOCP00000016894	ENSORLP00000007939
ENSLOCP00000003336	ENSORLP00000016253
ENSLOCP00000019658	ENSORLP00000022988
ENSLOCP00000019658	ENSORLP00000020264
ENSLOCP00000014908	ENSORLP00000004340
ENSLOCP00000017941	ENSORLP00000021076
ENSLOCP00000018053	ENSORLP00000010096
ENSLOCP00000011206	ENSORLP00000009243
ENSLOCP00000005922	ENSORLP00000008459
ENSLOCP00000015247	ENSORLP00000005336
ENSLOCP00000016382	ENSORLP00000007549
ENSLOCP00000006129	ENSORLP00000017973
ENSLOCP00000020242	ENSORLP00000022728
ENSLOCP00000018693	ENSORLP00000019755
ENSLOCP00000007545	ENSORLP00000007654
ENSLOCP00000021996	ENSORLP00000019754
ENSLOCP00000017893	ENSORLP00000002059
ENSLOCP00000003925	ENSORLP00000009437
ENSLOCP00000009020	ENSORLP00000003582
ENSLOCP00000020003	ENSORLP00000020730
ENSLOCP00000004756	ENSORLP00000008146
ENSLOCP00000012494	ENSORLP00000016013
ENSLOCP00000000964	ENSORLP00000005949
ENSLOCP00000002111	ENSORLP00000016890
ENSLOCP00000002065	ENSORLP00000022125
ENSLOCP00000002065	ENSORLP00000017549
ENSLOCP00000003094	ENSORLP00000021246
ENSLOCP00000007713	ENSORLP00000012224
ENSLOCP00000011947	ENSORLP00000008101
ENSLOCP00000002553	ENSORLP00000008734
ENSLOCP00000003481	ENSORLP00000013897
ENSLOCP00000007570	ENSORLP00000017211
ENSLOCP00000007570	ENSORLP00000013572
ENSLOCP00000020299	ENSORLP00000015801
ENSLOCP00000017510	ENSORLP00000003350
ENSLOCP00000017510	ENSORLP00000002865
ENSLOCP00000019099	ENSORLP00000011961
ENSLOCP00000019099	ENSORLP00000018896
ENSLOCP00000006050	ENSORLP00000004032
ENSLOCP00000015322	ENSORLP00000003349
ENSLOCP00000015322	ENSORLP00000013076
ENSLOCP00000014596	ENSORLP00000009052
ENSLOCP00000010701	ENSORLP00000011883
ENSLOCP00000014717	ENSORLP00000002871
ENSLOCP00000014717	ENSORLP00000007584
ENSLOCP00000014805	ENSORLP00000008216
ENSLOCP00000014628	ENSORLP00000018448
ENSLOCP00000002247	ENSORLP00000009194
ENSLOCP00000013315	ENSORLP00000017051
ENSLOCP00000001360	ENSORLP00000009381
ENSLOCP00000006330	ENSORLP00000006833
ENSLOCP00000006330	ENSORLP00000006764
ENSLOCP00000015099	ENSORLP00000014650
ENSLOCP00000004856	ENSORLP00000010141
ENSLOCP00000004740	ENSORLP00000015117
ENSLOCP00000000971	ENSORLP00000016255
ENSLOCP00000002667	ENSORLP00000008757
ENSLOCP00000010777	ENSORLP00000011912
ENSLOCP00000004156	ENSORLP00000008262
ENSLOCP00000004156	ENSORLP00000003223
ENSLOCP00000017509	ENSORLP00000002679
ENSLOCP00000008672	ENSORLP00000016085
ENSLOCP00000008672	ENSORLP00000004439
ENSLOCP00000014637	ENSORLP00000013553
ENSLOCP00000004749	ENSORLP00000015576
ENSLOCP00000003192	ENSORLP00000018778
ENSLOCP00000008785	ENSORLP00000018831
ENSLOCP00000005842	ENSORLP00000012357
ENSLOCP00000017293	ENSORLP00000002554
ENSLOCP00000019187	ENSORLP00000024331
ENSLOCP00000019712	ENSORLP00000021121
ENSLOCP00000000852	ENSORLP00000024405
ENSLOCP00000009692	ENSORLP00000011633
ENSLOCP00000004005	ENSORLP00000011814
ENSLOCP00000022190	ENSORLP00000012193
ENSLOCP00000022190	ENSORLP00000005850
ENSLOCP00000015595	ENSORLP00000008524
ENSLOCP00000007661	ENSORLP00000007971
ENSLOCP00000020889	ENSORLP00000021902
ENSLOCP00000018864	ENSORLP00000001035
ENSLOCP00000004595	ENSORLP00000015867
ENSLOCP00000015303	ENSORLP00000005556
ENSLOCP00000019388	ENSORLP00000020836
ENSLOCP00000004426	ENSORLP00000009639
ENSLOCP00000004426	ENSORLP00000025040
ENSLOCP00000001211	ENSORLP00000022792
ENSLOCP00000009228	ENSORLP00000022962
ENSLOCP00000006630	ENSORLP00000001327
ENSLOCP00000017373	ENSORLP00000000301
ENSLOCP00000009913	ENSORLP00000004896
ENSLOCP00000009913	ENSORLP00000004443
ENSLOCP00000007091	ENSORLP00000006347
ENSLOCP00000012261	ENSORLP00000009405
ENSLOCP00000010356	ENSORLP00000015626
ENSLOCP00000015734	ENSORLP00000009648
ENSLOCP00000015734	ENSORLP00000004552
ENSLOCP00000005624	ENSORLP00000017138
ENSLOCP00000003345	ENSORLP00000024023
ENSLOCP00000008298	ENSORLP00000015348
ENSLOCP00000018818	ENSORLP00000014183
ENSLOCP00000008856	ENSORLP00000015313
ENSLOCP00000015033	ENSORLP00000005093
ENSLOCP00000014237	ENSORLP00000025450
ENSLOCP00000002481	ENSORLP00000020297
ENSLOCP00000004560	ENSORLP00000004472
ENSLOCP00000012139	ENSORLP00000008756
ENSLOCP00000000220	ENSORLP00000008559
ENSLOCP00000000260	ENSORLP00000004240
ENSLOCP00000002382	ENSORLP00000012342
ENSLOCP00000005416	ENSORLP00000015829
ENSLOCP00000020891	ENSORLP00000021660
ENSLOCP00000018731	ENSORLP00000002441
ENSLOCP00000022140	ENSORLP00000004733
ENSLOCP00000022125	ENSORLP00000004733
ENSLOCP00000001271	ENSORLP00000018020
ENSLOCP00000005500	ENSORLP00000007201
ENSLOCP00000001132	ENSORLP00000007687
ENSLOCP00000016070	ENSORLP00000021415
ENSLOCP00000019160	ENSORLP00000010898
ENSLOCP00000017378	ENSORLP00000003041
ENSLOCP00000019287	ENSORLP00000011839
ENSLOCP00000010481	ENSORLP00000012004
ENSLOCP00000002668	ENSORLP00000021309
ENSLOCP00000004201	ENSORLP00000016155
ENSLOCP00000002372	ENSORLP00000007265
ENSLOCP00000020356	ENSORLP00000019983
ENSLOCP00000020522	ENSORLP00000020006
ENSLOCP00000020522	ENSORLP00000012447
ENSLOCP00000017369	ENSORLP00000014044
ENSLOCP00000017369	ENSORLP00000002939
ENSLOCP00000002093	ENSORLP00000018283
ENSLOCP00000006169	ENSORLP00000016228
ENSLOCP00000021469	ENSORLP00000023576
ENSLOCP00000021469	ENSORLP00000001899
ENSLOCP00000019331	ENSORLP00000022025
ENSLOCP00000002441	ENSORLP00000002778
ENSLOCP00000002441	ENSORLP00000005721
ENSLOCP00000014332	ENSORLP00000017978
ENSLOCP00000008414	ENSORLP00000010856
ENSLOCP00000015182	ENSORLP00000016949
ENSLOCP00000018985	ENSORLP00000023762
ENSLOCP00000021364	ENSORLP00000021407
ENSLOCP00000016628	ENSORLP00000014274
ENSLOCP00000018167	ENSORLP00000000648
ENSLOCP00000015482	ENSORLP00000009255
ENSLOCP00000015482	ENSORLP00000016105
ENSLOCP00000018720	ENSORLP00000007913
ENSLOCP00000018720	ENSORLP00000011580
ENSLOCP00000013189	ENSORLP00000002211
ENSLOCP00000001584	ENSORLP00000017697
ENSLOCP00000001584	ENSORLP00000007918
ENSLOCP00000010049	ENSORLP00000007429
ENSLOCP00000001574	ENSORLP00000016589
ENSLOCP00000003274	ENSORLP00000014738
ENSLOCP00000007646	ENSORLP00000016286
ENSLOCP00000007573	ENSORLP00000012918
ENSLOCP00000011782	ENSORLP00000008716
ENSLOCP00000010066	ENSORLP00000023290
ENSLOCP00000004222	ENSORLP00000008854
ENSLOCP00000004222	ENSORLP00000017267
ENSLOCP00000000407	ENSORLP00000024782
ENSLOCP00000001235	ENSORLP00000001099
ENSLOCP00000001235	ENSORLP00000020741
ENSLOCP00000005895	ENSORLP00000011045
ENSLOCP00000005895	ENSORLP00000007373
ENSLOCP00000009224	ENSORLP00000000521
ENSLOCP00000015722	ENSORLP00000024385
ENSLOCP00000016805	ENSORLP00000008876
ENSLOCP00000018342	ENSORLP00000021989
ENSLOCP00000001253	ENSORLP00000004202
ENSLOCP00000001253	ENSORLP00000012753
ENSLOCP00000014093	ENSORLP00000013079
ENSLOCP00000007936	ENSORLP00000013238
ENSLOCP00000006929	ENSORLP00000006554
ENSLOCP00000004523	ENSORLP00000014852
ENSLOCP00000004523	ENSORLP00000016972
ENSLOCP00000007652	ENSORLP00000003815
ENSLOCP00000007521	ENSORLP00000018436
ENSLOCP00000003813	ENSORLP00000009950
ENSLOCP00000019252	ENSORLP00000003706
ENSLOCP00000022187	ENSORLP00000006055
ENSLOCP00000008947	ENSORLP00000008490
ENSLOCP00000008495	ENSORLP00000016730
ENSLOCP00000021003	ENSORLP00000019008
ENSLOCP00000016817	ENSORLP00000003649
ENSLOCP00000002127	ENSORLP00000006767
ENSLOCP00000020234	ENSORLP00000005633
ENSLOCP00000004902	ENSORLP00000022527
ENSLOCP00000012547	ENSORLP00000024583
ENSLOCP00000012547	ENSORLP00000019090
ENSLOCP00000007555	ENSORLP00000011414
ENSLOCP00000009216	ENSORLP00000006451
ENSLOCP00000003494	ENSORLP00000014581
ENSLOCP00000013955	ENSORLP00000002037
ENSLOCP00000011641	ENSORLP00000015102
ENSLOCP00000009163	ENSORLP00000014887
ENSLOCP00000011517	ENSORLP00000015807
ENSLOCP00000001355	ENSORLP00000004752
ENSLOCP00000006843	ENSORLP00000018544
ENSLOCP00000006188	ENSORLP00000022167
ENSLOCP00000017237	ENSORLP00000008970
ENSLOCP00000015531	ENSORLP00000004716
ENSLOCP00000015531	ENSORLP00000017458
ENSLOCP00000005811	ENSORLP00000018971
ENSLOCP00000011843	ENSORLP00000007333
ENSLOCP00000016727	ENSORLP00000010496
ENSLOCP00000005907	ENSORLP00000015644
ENSLOCP00000019534	ENSORLP00000010956
ENSLOCP00000002246	ENSORLP00000010480
ENSLOCP00000004809	ENSORLP00000008957
ENSLOCP00000003035	ENSORLP00000007663
ENSLOCP00000007670	ENSORLP00000011327
ENSLOCP00000005099	ENSORLP00000009387
ENSLOCP00000012497	ENSORLP00000008212
ENSLOCP00000020647	ENSORLP00000011793
ENSLOCP00000020647	ENSORLP00000020754
ENSLOCP00000005782	ENSORLP00000017236
ENSLOCP00000002339	ENSORLP00000004302
ENSLOCP00000002339	ENSORLP00000013017
ENSLOCP00000014049	ENSORLP00000017391
ENSLOCP00000018180	ENSORLP00000018246
ENSLOCP00000006126	ENSORLP00000006905
ENSLOCP00000000989	ENSORLP00000002598
ENSLOCP00000015421	ENSORLP00000000343
ENSLOCP00000018520	ENSORLP00000011088
ENSLOCP00000014929	ENSORLP00000002465
ENSLOCP00000014929	ENSORLP00000024657
ENSLOCP00000020440	ENSORLP00000014024
ENSLOCP00000016706	ENSORLP00000014042
ENSLOCP00000017491	ENSORLP00000011100
ENSLOCP00000017491	ENSORLP00000002904
ENSLOCP00000019154	ENSORLP00000024969
ENSLOCP00000018922	ENSORLP00000005488
ENSLOCP00000016260	ENSORLP00000016411
ENSLOCP00000003353	ENSORLP00000002413
ENSLOCP00000006453	ENSORLP00000015568
ENSLOCP00000006453	ENSORLP00000008605
ENSLOCP00000010284	ENSORLP00000010255
ENSLOCP00000019216	ENSORLP00000016742
ENSLOCP00000016632	ENSORLP00000008538
ENSLOCP00000018622	ENSORLP00000016641
ENSLOCP00000018622	ENSORLP00000006224
ENSLOCP00000007997	ENSORLP00000013356
ENSLOCP00000006140	ENSORLP00000000352
ENSLOCP00000020594	ENSORLP00000019815
ENSLOCP00000004160	ENSORLP00000000673
ENSLOCP00000009919	ENSORLP00000004493
ENSLOCP00000009919	ENSORLP00000010882
ENSLOCP00000018894	ENSORLP00000012070
ENSLOCP00000005422	ENSORLP00000003241
ENSLOCP00000004594	ENSORLP00000009976
ENSLOCP00000007474	ENSORLP00000018810
ENSLOCP00000014090	ENSORLP00000003876
ENSLOCP00000015934	ENSORLP00000020126
ENSLOCP00000020360	ENSORLP00000004175
ENSLOCP00000020360	ENSORLP00000023475
ENSLOCP00000001239	ENSORLP00000003204
ENSLOCP00000001239	ENSORLP00000013513
ENSLOCP00000009199	ENSORLP00000009152
ENSLOCP00000004475	ENSORLP00000015443
ENSLOCP00000018015	ENSORLP00000020890
ENSLOCP00000001245	ENSORLP00000010582
ENSLOCP00000007341	ENSORLP00000006867
ENSLOCP00000009636	ENSORLP00000015251
ENSLOCP00000021710	ENSORLP00000002539
ENSLOCP00000019889	ENSORLP00000016525
ENSLOCP00000010628	ENSORLP00000013154
ENSLOCP00000012746	ENSORLP00000012776
ENSLOCP00000009739	ENSORLP00000008268
ENSLOCP00000022045	ENSORLP00000000538
ENSLOCP00000022360	ENSORLP00000013620
ENSLOCP00000014589	ENSORLP00000007799
ENSLOCP00000014544	ENSORLP00000017218
ENSLOCP00000022418	ENSORLP00000007668
ENSLOCP00000008443	ENSORLP00000016818
ENSLOCP00000002344	ENSORLP00000017739
ENSLOCP00000004635	ENSORLP00000013021
ENSLOCP00000018568	ENSORLP00000012441
ENSLOCP00000003991	ENSORLP00000020910
ENSLOCP00000003991	ENSORLP00000016386
ENSLOCP00000004294	ENSORLP00000004125
ENSLOCP00000016333	ENSORLP00000011955
ENSLOCP00000011709	ENSORLP00000015408
ENSLOCP00000011709	ENSORLP00000017086
ENSLOCP00000015119	ENSORLP00000007642
ENSLOCP00000008616	ENSORLP00000008485
ENSLOCP00000001842	ENSORLP00000011437
ENSLOCP00000001822	ENSORLP00000023340
ENSLOCP00000001856	ENSORLP00000015520
ENSLOCP00000004650	ENSORLP00000010069
ENSLOCP00000019267	ENSORLP00000015096
ENSLOCP00000002316	ENSORLP00000000077
ENSLOCP00000016854	ENSORLP00000015702
ENSLOCP00000001573	ENSORLP00000007357
ENSLOCP00000013647	ENSORLP00000004737
ENSLOCP00000017648	ENSORLP00000010332
ENSLOCP00000017648	ENSORLP00000015793
ENSLOCP00000017342	ENSORLP00000000319
ENSLOCP00000018333	ENSORLP00000007830
ENSLOCP00000001196	ENSORLP00000006124
ENSLOCP00000019841	ENSORLP00000015175
ENSLOCP00000019841	ENSORLP00000015347
ENSLOCP00000009130	ENSORLP00000007433
ENSLOCP00000010922	ENSORLP00000006101
ENSLOCP00000001137	ENSORLP00000014059
ENSLOCP00000021986	ENSORLP00000021480
ENSLOCP00000003569	ENSORLP00000005262
ENSLOCP00000017641	ENSORLP00000010677
ENSLOCP00000017779	ENSORLP00000012015
ENSLOCP00000008452	ENSORLP00000007236
ENSLOCP00000013044	ENSORLP00000016251
ENSLOCP00000013044	ENSORLP00000017415
ENSLOCP00000015673	ENSORLP00000010512
ENSLOCP00000003661	ENSORLP00000024936
ENSLOCP00000003661	ENSORLP00000009890
ENSLOCP00000001071	ENSORLP00000003500
ENSLOCP00000018003	ENSORLP00000008389
ENSLOCP00000004845	ENSORLP00000020768
ENSLOCP00000011614	ENSORLP00000009579
ENSLOCP00000014778	ENSORLP00000023715
ENSLOCP00000015063	ENSORLP00000002937
ENSLOCP00000013876	ENSORLP00000013468
ENSLOCP00000019352	ENSORLP00000001111
ENSLOCP00000019352	ENSORLP00000008168
ENSLOCP00000008843	ENSORLP00000003642
ENSLOCP00000001247	ENSORLP00000021806
ENSLOCP00000014594	ENSORLP00000009508
ENSLOCP00000014594	ENSORLP00000006384
ENSLOCP00000002337	ENSORLP00000021536
ENSLOCP00000002337	ENSORLP00000017085
ENSLOCP00000021242	ENSORLP00000014424
ENSLOCP00000002665	ENSORLP00000024101
ENSLOCP00000009505	ENSORLP00000019353
ENSLOCP00000014138	ENSORLP00000025785
ENSLOCP00000013318	ENSORLP00000020886
ENSLOCP00000017516	ENSORLP00000001200
ENSLOCP00000020772	ENSORLP00000003803
ENSLOCP00000015916	ENSORLP00000024880
ENSLOCP00000015916	ENSORLP00000009819
ENSLOCP00000014043	ENSORLP00000014224
ENSLOCP00000018607	ENSORLP00000020026
ENSLOCP00000005065	ENSORLP00000024042
ENSLOCP00000008816	ENSORLP00000021563
ENSLOCP00000007074	ENSORLP00000019333
ENSLOCP00000007074	ENSORLP00000020327
ENSLOCP00000011015	ENSORLP00000006228
ENSLOCP00000011015	ENSORLP00000000819
ENSLOCP00000008908	ENSORLP00000022286
ENSLOCP00000018425	ENSORLP00000014223
ENSLOCP00000005157	ENSORLP00000023109
ENSLOCP00000015187	ENSORLP00000007453
ENSLOCP00000004721	ENSORLP00000017104
ENSLOCP00000004721	ENSORLP00000015086
ENSLOCP00000003401	ENSORLP00000019038
ENSLOCP00000012191	ENSORLP00000003933
