ENSTGUP00000008915	ENSLOCP00000009128
ENSTGUP00000007483	ENSLOCP00000010073
ENSTGUP00000000465	ENSLOCP00000012052
ENSTGUP00000016558	ENSLOCP00000020767
ENSTGUP00000000260	ENSLOCP00000001371
ENSTGUP00000004987	ENSLOCP00000016940
ENSTGUP00000001179	ENSLOCP00000003292
ENSTGUP00000013635	ENSLOCP00000019557
ENSTGUP00000005215	ENSLOCP00000009100
ENSTGUP00000009526	ENSLOCP00000000860
ENSTGUP00000001470	ENSLOCP00000013152
ENSTGUP00000008536	ENSLOCP00000014354
ENSTGUP00000010665	ENSLOCP00000010164
ENSTGUP00000012587	ENSLOCP00000020421
ENSTGUP00000013778	ENSLOCP00000002420
ENSTGUP00000008095	ENSLOCP00000004424
ENSTGUP00000010926	ENSLOCP00000007699
ENSTGUP00000009826	ENSLOCP00000002383
ENSTGUP00000001455	ENSLOCP00000011792
ENSTGUP00000003086	ENSLOCP00000020626
ENSTGUP00000012550	ENSLOCP00000013081
ENSTGUP00000008364	ENSLOCP00000001770
ENSTGUP00000003030	ENSLOCP00000015819
ENSTGUP00000006119	ENSLOCP00000019314
ENSTGUP00000007752	ENSLOCP00000014528
ENSTGUP00000004682	ENSLOCP00000008186
ENSTGUP00000000400	ENSLOCP00000013419
ENSTGUP00000002033	ENSLOCP00000015190
ENSTGUP00000008469	ENSLOCP00000009379
ENSTGUP00000011625	ENSLOCP00000020108
ENSTGUP00000013317	ENSLOCP00000015862
ENSTGUP00000013315	ENSLOCP00000021818
ENSTGUP00000000184	ENSLOCP00000007568
ENSTGUP00000001673	ENSLOCP00000015552
ENSTGUP00000006261	ENSLOCP00000015923
ENSTGUP00000000843	ENSLOCP00000000394
ENSTGUP00000007049	ENSLOCP00000009497
ENSTGUP00000011790	ENSLOCP00000005554
ENSTGUP00000010615	ENSLOCP00000008057
ENSTGUP00000010705	ENSLOCP00000019477
ENSTGUP00000013502	ENSLOCP00000014813
ENSTGUP00000003353	ENSLOCP00000021323
ENSTGUP00000008707	ENSLOCP00000008876
ENSTGUP00000001542	ENSLOCP00000015220
ENSTGUP00000006743	ENSLOCP00000016869
ENSTGUP00000002542	ENSLOCP00000018337
ENSTGUP00000007443	ENSLOCP00000003950
ENSTGUP00000004134	ENSLOCP00000003264
ENSTGUP00000004560	ENSLOCP00000014233
ENSTGUP00000008574	ENSLOCP00000005207
ENSTGUP00000010404	ENSLOCP00000019485
ENSTGUP00000012276	ENSLOCP00000011604
ENSTGUP00000004290	ENSLOCP00000007046
ENSTGUP00000005035	ENSLOCP00000019542
ENSTGUP00000017505	ENSLOCP00000017370
ENSTGUP00000004597	ENSLOCP00000011024
ENSTGUP00000012101	ENSLOCP00000015082
ENSTGUP00000009335	ENSLOCP00000020631
ENSTGUP00000012595	ENSLOCP00000012752
ENSTGUP00000002488	ENSLOCP00000013744
ENSTGUP00000004809	ENSLOCP00000015935
ENSTGUP00000008924	ENSLOCP00000003568
ENSTGUP00000009158	ENSLOCP00000010167
ENSTGUP00000005205	ENSLOCP00000008269
ENSTGUP00000013420	ENSLOCP00000020803
ENSTGUP00000006279	ENSLOCP00000016788
ENSTGUP00000006670	ENSLOCP00000006978
ENSTGUP00000011114	ENSLOCP00000007484
ENSTGUP00000014898	ENSLOCP00000020145
ENSTGUP00000012346	ENSLOCP00000018910
ENSTGUP00000016363	ENSLOCP00000004867
ENSTGUP00000012338	ENSLOCP00000018911
ENSTGUP00000002318	ENSLOCP00000021624
ENSTGUP00000003640	ENSLOCP00000022433
ENSTGUP00000006185	ENSLOCP00000021940
ENSTGUP00000001076	ENSLOCP00000014047
ENSTGUP00000002350	ENSLOCP00000012875
ENSTGUP00000008048	ENSLOCP00000010676
ENSTGUP00000003812	ENSLOCP00000017344
ENSTGUP00000010106	ENSLOCP00000019065
ENSTGUP00000005509	ENSLOCP00000006976
ENSTGUP00000000473	ENSLOCP00000012508
ENSTGUP00000008908	ENSLOCP00000011482
ENSTGUP00000013076	ENSLOCP00000005428
ENSTGUP00000000866	ENSLOCP00000004862
ENSTGUP00000011967	ENSLOCP00000021044
ENSTGUP00000017812	ENSLOCP00000012581
ENSTGUP00000011905	ENSLOCP00000020013
ENSTGUP00000011852	ENSLOCP00000004667
ENSTGUP00000011506	ENSLOCP00000014034
ENSTGUP00000013249	ENSLOCP00000012138
ENSTGUP00000017524	ENSLOCP00000003676
ENSTGUP00000006202	ENSLOCP00000016811
ENSTGUP00000013835	ENSLOCP00000010474
ENSTGUP00000006275	ENSLOCP00000005814
ENSTGUP00000010222	ENSLOCP00000012162
ENSTGUP00000011440	ENSLOCP00000010586
ENSTGUP00000001396	ENSLOCP00000012795
ENSTGUP00000006262	ENSLOCP00000020278
ENSTGUP00000010163	ENSLOCP00000000547
ENSTGUP00000013862	ENSLOCP00000011159
ENSTGUP00000009732	ENSLOCP00000022163
ENSTGUP00000002324	ENSLOCP00000016009
ENSTGUP00000002302	ENSLOCP00000015659
ENSTGUP00000011908	ENSLOCP00000009315
ENSTGUP00000011715	ENSLOCP00000002237
ENSTGUP00000009982	ENSLOCP00000003786
ENSTGUP00000008417	ENSLOCP00000020236
ENSTGUP00000005558	ENSLOCP00000017093
ENSTGUP00000009162	ENSLOCP00000004602
ENSTGUP00000002649	ENSLOCP00000013926
ENSTGUP00000002923	ENSLOCP00000013135
ENSTGUP00000013147	ENSLOCP00000010373
ENSTGUP00000007161	ENSLOCP00000007316
ENSTGUP00000013577	ENSLOCP00000020528
ENSTGUP00000007832	ENSLOCP00000009973
ENSTGUP00000009636	ENSLOCP00000012181
ENSTGUP00000005765	ENSLOCP00000007857
ENSTGUP00000011294	ENSLOCP00000021121
ENSTGUP00000000358	ENSLOCP00000011633
ENSTGUP00000011716	ENSLOCP00000002223
ENSTGUP00000001371	ENSLOCP00000012848
ENSTGUP00000016950	ENSLOCP00000007608
ENSTGUP00000012004	ENSLOCP00000003336
ENSTGUP00000007935	ENSLOCP00000017941
ENSTGUP00000005094	ENSLOCP00000018053
ENSTGUP00000002853	ENSLOCP00000015247
ENSTGUP00000007341	ENSLOCP00000016382
ENSTGUP00000008402	ENSLOCP00000006129
ENSTGUP00000011697	ENSLOCP00000018693
ENSTGUP00000010747	ENSLOCP00000021996
ENSTGUP00000007849	ENSLOCP00000017893
ENSTGUP00000003895	ENSLOCP00000003925
ENSTGUP00000011868	ENSLOCP00000020003
ENSTGUP00000012190	ENSLOCP00000012494
ENSTGUP00000007029	ENSLOCP00000007973
ENSTGUP00000003877	ENSLOCP00000000964
ENSTGUP00000003206	ENSLOCP00000002065
ENSTGUP00000004491	ENSLOCP00000007713
ENSTGUP00000006063	ENSLOCP00000011947
ENSTGUP00000004908	ENSLOCP00000007570
ENSTGUP00000011498	ENSLOCP00000008144
ENSTGUP00000006179	ENSLOCP00000020299
ENSTGUP00000011577	ENSLOCP00000006050
ENSTGUP00000000521	ENSLOCP00000014596
ENSTGUP00000000301	ENSLOCP00000014805
ENSTGUP00000014018	ENSLOCP00000006330
ENSTGUP00000011067	ENSLOCP00000015099
ENSTGUP00000013674	ENSLOCP00000000971
ENSTGUP00000013851	ENSLOCP00000002667
ENSTGUP00000010700	ENSLOCP00000010777
ENSTGUP00000007894	ENSLOCP00000004156
ENSTGUP00000003848	ENSLOCP00000008672
ENSTGUP00000012039	ENSLOCP00000014637
ENSTGUP00000008426	ENSLOCP00000003192
ENSTGUP00000006452	ENSLOCP00000005842
ENSTGUP00000007851	ENSLOCP00000010431
ENSTGUP00000005099	ENSLOCP00000019187
ENSTGUP00000008385	ENSLOCP00000019712
ENSTGUP00000005994	ENSLOCP00000009692
ENSTGUP00000008244	ENSLOCP00000004005
ENSTGUP00000000838	ENSLOCP00000004319
ENSTGUP00000015679	ENSLOCP00000022190
ENSTGUP00000010942	ENSLOCP00000013853
ENSTGUP00000004044	ENSLOCP00000015595
ENSTGUP00000016739	ENSLOCP00000007661
ENSTGUP00000013017	ENSLOCP00000020889
ENSTGUP00000006766	ENSLOCP00000018864
ENSTGUP00000007874	ENSLOCP00000004595
ENSTGUP00000002807	ENSLOCP00000015303
ENSTGUP00000015509	ENSLOCP00000004426
ENSTGUP00000016801	ENSLOCP00000012399
ENSTGUP00000003690	ENSLOCP00000009481
ENSTGUP00000008300	ENSLOCP00000017373
ENSTGUP00000000324	ENSLOCP00000007091
ENSTGUP00000003683	ENSLOCP00000015494
ENSTGUP00000013150	ENSLOCP00000010356
ENSTGUP00000015065	ENSLOCP00000015734
ENSTGUP00000007888	ENSLOCP00000005624
ENSTGUP00000002680	ENSLOCP00000003345
ENSTGUP00000015955	ENSLOCP00000008856
ENSTGUP00000017382	ENSLOCP00000002481
ENSTGUP00000007023	ENSLOCP00000004560
ENSTGUP00000000170	ENSLOCP00000000220
ENSTGUP00000012068	ENSLOCP00000000260
ENSTGUP00000001109	ENSLOCP00000014033
ENSTGUP00000013015	ENSLOCP00000020891
ENSTGUP00000014043	ENSLOCP00000011485
ENSTGUP00000011960	ENSLOCP00000005112
ENSTGUP00000000961	ENSLOCP00000013645
ENSTGUP00000013784	ENSLOCP00000013819
ENSTGUP00000003218	ENSLOCP00000001271
ENSTGUP00000002268	ENSLOCP00000016070
ENSTGUP00000007005	ENSLOCP00000017378
ENSTGUP00000003837	ENSLOCP00000019287
ENSTGUP00000009245	ENSLOCP00000008596
ENSTGUP00000008989	ENSLOCP00000010481
ENSTGUP00000005751	ENSLOCP00000004201
ENSTGUP00000001297	ENSLOCP00000002372
ENSTGUP00000013498	ENSLOCP00000020356
ENSTGUP00000012887	ENSLOCP00000013839
ENSTGUP00000003670	ENSLOCP00000017369
ENSTGUP00000004595	ENSLOCP00000002093
ENSTGUP00000006197	ENSLOCP00000006169
ENSTGUP00000009922	ENSLOCP00000019849
ENSTGUP00000003639	ENSLOCP00000008414
ENSTGUP00000003991	ENSLOCP00000015182
ENSTGUP00000003151	ENSLOCP00000001194
ENSTGUP00000006318	ENSLOCP00000006399
ENSTGUP00000001191	ENSLOCP00000021365
ENSTGUP00000011220	ENSLOCP00000018985
ENSTGUP00000011215	ENSLOCP00000021364
ENSTGUP00000006316	ENSLOCP00000019624
ENSTGUP00000015604	ENSLOCP00000018720
ENSTGUP00000005535	ENSLOCP00000001584
ENSTGUP00000007539	ENSLOCP00000001574
ENSTGUP00000003610	ENSLOCP00000017121
ENSTGUP00000015412	ENSLOCP00000014836
ENSTGUP00000013875	ENSLOCP00000007573
ENSTGUP00000009416	ENSLOCP00000011782
ENSTGUP00000006019	ENSLOCP00000010066
ENSTGUP00000008253	ENSLOCP00000004222
ENSTGUP00000009212	ENSLOCP00000006741
ENSTGUP00000008234	ENSLOCP00000000407
ENSTGUP00000006404	ENSLOCP00000001235
ENSTGUP00000001027	ENSLOCP00000012668
ENSTGUP00000002071	ENSLOCP00000015722
ENSTGUP00000007688	ENSLOCP00000016805
ENSTGUP00000003046	ENSLOCP00000014029
ENSTGUP00000010351	ENSLOCP00000014295
ENSTGUP00000005783	ENSLOCP00000001253
ENSTGUP00000010770	ENSLOCP00000014093
ENSTGUP00000009781	ENSLOCP00000007936
ENSTGUP00000009819	ENSLOCP00000002308
ENSTGUP00000010932	ENSLOCP00000007652
ENSTGUP00000004888	ENSLOCP00000004431
ENSTGUP00000006048	ENSLOCP00000008495
ENSTGUP00000012392	ENSLOCP00000021003
ENSTGUP00000000619	ENSLOCP00000004902
ENSTGUP00000005463	ENSLOCP00000011581
ENSTGUP00000000481	ENSLOCP00000012547
ENSTGUP00000004231	ENSLOCP00000009216
ENSTGUP00000016134	ENSLOCP00000008156
ENSTGUP00000006382	ENSLOCP00000006016
ENSTGUP00000001582	ENSLOCP00000013955
ENSTGUP00000010557	ENSLOCP00000011641
ENSTGUP00000007343	ENSLOCP00000009163
ENSTGUP00000000199	ENSLOCP00000011517
ENSTGUP00000011195	ENSLOCP00000001355
ENSTGUP00000001212	ENSLOCP00000006843
ENSTGUP00000006030	ENSLOCP00000011843
ENSTGUP00000006401	ENSLOCP00000016727
ENSTGUP00000011166	ENSLOCP00000012178
ENSTGUP00000001047	ENSLOCP00000002246
ENSTGUP00000011240	ENSLOCP00000003035
ENSTGUP00000007781	ENSLOCP00000005782
ENSTGUP00000013121	ENSLOCP00000010478
ENSTGUP00000010103	ENSLOCP00000006126
ENSTGUP00000011542	ENSLOCP00000015421
ENSTGUP00000013074	ENSLOCP00000020624
ENSTGUP00000007701	ENSLOCP00000020440
ENSTGUP00000001330	ENSLOCP00000016509
ENSTGUP00000011547	ENSLOCP00000016706
ENSTGUP00000012977	ENSLOCP00000020569
ENSTGUP00000006975	ENSLOCP00000009323
ENSTGUP00000012910	ENSLOCP00000016260
ENSTGUP00000004065	ENSLOCP00000003353
ENSTGUP00000005495	ENSLOCP00000006080
ENSTGUP00000009398	ENSLOCP00000010284
ENSTGUP00000012575	ENSLOCP00000012817
ENSTGUP00000005527	ENSLOCP00000006140
ENSTGUP00000012632	ENSLOCP00000020594
ENSTGUP00000006453	ENSLOCP00000004160
ENSTGUP00000009366	ENSLOCP00000009919
ENSTGUP00000010972	ENSLOCP00000004594
ENSTGUP00000002150	ENSLOCP00000014090
ENSTGUP00000011504	ENSLOCP00000015934
ENSTGUP00000003461	ENSLOCP00000020360
ENSTGUP00000014172	ENSLOCP00000001245
ENSTGUP00000007057	ENSLOCP00000019889
ENSTGUP00000004598	ENSLOCP00000019559
ENSTGUP00000002919	ENSLOCP00000013120
ENSTGUP00000006359	ENSLOCP00000020263
ENSTGUP00000010762	ENSLOCP00000014589
ENSTGUP00000009716	ENSLOCP00000022208
ENSTGUP00000001818	ENSLOCP00000021647
ENSTGUP00000007273	ENSLOCP00000008443
ENSTGUP00000009825	ENSLOCP00000002344
ENSTGUP00000008123	ENSLOCP00000004481
ENSTGUP00000003045	ENSLOCP00000018568
ENSTGUP00000001198	ENSLOCP00000003991
ENSTGUP00000007248	ENSLOCP00000004294
ENSTGUP00000000844	ENSLOCP00000011709
ENSTGUP00000010764	ENSLOCP00000001842
ENSTGUP00000011334	ENSLOCP00000018799
ENSTGUP00000005869	ENSLOCP00000002316
ENSTGUP00000004945	ENSLOCP00000001573
ENSTGUP00000010321	ENSLOCP00000017648
ENSTGUP00000008330	ENSLOCP00000017342
ENSTGUP00000005623	ENSLOCP00000018333
ENSTGUP00000012941	ENSLOCP00000007256
ENSTGUP00000011396	ENSLOCP00000001196
ENSTGUP00000004349	ENSLOCP00000019841
ENSTGUP00000011996	ENSLOCP00000009130
ENSTGUP00000013981	ENSLOCP00000010922
ENSTGUP00000013594	ENSLOCP00000001137
ENSTGUP00000012060	ENSLOCP00000021986
ENSTGUP00000000753	ENSLOCP00000022381
ENSTGUP00000010288	ENSLOCP00000003569
ENSTGUP00000011151	ENSLOCP00000009087
ENSTGUP00000012735	ENSLOCP00000006938
ENSTGUP00000005543	ENSLOCP00000017641
ENSTGUP00000007877	ENSLOCP00000005068
ENSTGUP00000003846	ENSLOCP00000008452
ENSTGUP00000010180	ENSLOCP00000015673
ENSTGUP00000010064	ENSLOCP00000003661
ENSTGUP00000011713	ENSLOCP00000017306
ENSTGUP00000005077	ENSLOCP00000011614
ENSTGUP00000004299	ENSLOCP00000015063
ENSTGUP00000009489	ENSLOCP00000019352
ENSTGUP00000003237	ENSLOCP00000001247
ENSTGUP00000001301	ENSLOCP00000002337
ENSTGUP00000013520	ENSLOCP00000021242
ENSTGUP00000009710	ENSLOCP00000002665
ENSTGUP00000005661	ENSLOCP00000014138
ENSTGUP00000012489	ENSLOCP00000013318
ENSTGUP00000006219	ENSLOCP00000020772
ENSTGUP00000008887	ENSLOCP00000015916
ENSTGUP00000012916	ENSLOCP00000014043
ENSTGUP00000012239	ENSLOCP00000018607
ENSTGUP00000006238	ENSLOCP00000007074
ENSTGUP00000012854	ENSLOCP00000011015
ENSTGUP00000010248	ENSLOCP00000012212
ENSTGUP00000000343	ENSLOCP00000013302
ENSTGUP00000005660	ENSLOCP00000004721
ENSTGUP00000013816	ENSLOCP00000005417
ENSTGUP00000009904	ENSLOCP00000012191
ENSTGUP00000011112	ENSLOCP00000019910
ENSTGUP00000000527	ENSLOCP00000014602
ENSTGUP00000006429	ENSLOCP00000016711
ENSTGUP00000017676	ENSLOCP00000009262
ENSTGUP00000009403	ENSLOCP00000004831
ENSTGUP00000004882	ENSLOCP00000014076
ENSTGUP00000000779	ENSLOCP00000014326
ENSTGUP00000013643	ENSLOCP00000009406
ENSTGUP00000016533	ENSLOCP00000019829
ENSTGUP00000002593	ENSLOCP00000012471
ENSTGUP00000007510	ENSLOCP00000016229
ENSTGUP00000003063	ENSLOCP00000020630
ENSTGUP00000010886	ENSLOCP00000000690
ENSTGUP00000012726	ENSLOCP00000006869
ENSTGUP00000011797	ENSLOCP00000009780
ENSTGUP00000010968	ENSLOCP00000013508
ENSTGUP00000012208	ENSLOCP00000021118
ENSTGUP00000008370	ENSLOCP00000004368
ENSTGUP00000001797	ENSLOCP00000014279
ENSTGUP00000012459	ENSLOCP00000012067
ENSTGUP00000013430	ENSLOCP00000020810
ENSTGUP00000000819	ENSLOCP00000003323
ENSTGUP00000001949	ENSLOCP00000015459
ENSTGUP00000010076	ENSLOCP00000002823
ENSTGUP00000009105	ENSLOCP00000006544
ENSTGUP00000012582	ENSLOCP00000012898
ENSTGUP00000011010	ENSLOCP00000019862
ENSTGUP00000006496	ENSLOCP00000006182
ENSTGUP00000001276	ENSLOCP00000002442
ENSTGUP00000013578	ENSLOCP00000020530
ENSTGUP00000009950	ENSLOCP00000010784
ENSTGUP00000002234	ENSLOCP00000013973
ENSTGUP00000010317	ENSLOCP00000012749
ENSTGUP00000009183	ENSLOCP00000008504
ENSTGUP00000008150	ENSLOCP00000016594
ENSTGUP00000005385	ENSLOCP00000005082
ENSTGUP00000004889	ENSLOCP00000008191
ENSTGUP00000012908	ENSLOCP00000015604
ENSTGUP00000012796	ENSLOCP00000020934
ENSTGUP00000004428	ENSLOCP00000013910
ENSTGUP00000003539	ENSLOCP00000018701
ENSTGUP00000014088	ENSLOCP00000001510
ENSTGUP00000009422	ENSLOCP00000011796
ENSTGUP00000006870	ENSLOCP00000019924
ENSTGUP00000000605	ENSLOCP00000014058
ENSTGUP00000008231	ENSLOCP00000009634
ENSTGUP00000001860	ENSLOCP00000014268
ENSTGUP00000008090	ENSLOCP00000021866
ENSTGUP00000012253	ENSLOCP00000012347
ENSTGUP00000007138	ENSLOCP00000016362
ENSTGUP00000007064	ENSLOCP00000019950
ENSTGUP00000017766	ENSLOCP00000014779
ENSTGUP00000006561	ENSLOCP00000010860
ENSTGUP00000004631	ENSLOCP00000014826
ENSTGUP00000003180	ENSLOCP00000004997
ENSTGUP00000010397	ENSLOCP00000014119
ENSTGUP00000006973	ENSLOCP00000019879
ENSTGUP00000013072	ENSLOCP00000010495
ENSTGUP00000003626	ENSLOCP00000004194
ENSTGUP00000002013	ENSLOCP00000014442
ENSTGUP00000000968	ENSLOCP00000011123
ENSTGUP00000010632	ENSLOCP00000017508
ENSTGUP00000010600	ENSLOCP00000019574
ENSTGUP00000004330	ENSLOCP00000016870
ENSTGUP00000012944	ENSLOCP00000021087
ENSTGUP00000010843	ENSLOCP00000000870
ENSTGUP00000006183	ENSLOCP00000006644
ENSTGUP00000001247	ENSLOCP00000014490
ENSTGUP00000003512	ENSLOCP00000019838
ENSTGUP00000010543	ENSLOCP00000019585
ENSTGUP00000012845	ENSLOCP00000010989
ENSTGUP00000014029	ENSLOCP00000011612
ENSTGUP00000011755	ENSLOCP00000020922
ENSTGUP00000005251	ENSLOCP00000005209
ENSTGUP00000005821	ENSLOCP00000016256
ENSTGUP00000001261	ENSLOCP00000000914
ENSTGUP00000007706	ENSLOCP00000017294
ENSTGUP00000012154	ENSLOCP00000014961
ENSTGUP00000004240	ENSLOCP00000015306
ENSTGUP00000000564	ENSLOCP00000009702
ENSTGUP00000009468	ENSLOCP00000011845
ENSTGUP00000001963	ENSLOCP00000016373
ENSTGUP00000007002	ENSLOCP00000002636
ENSTGUP00000006414	ENSLOCP00000003858
ENSTGUP00000010415	ENSLOCP00000012502
ENSTGUP00000017275	ENSLOCP00000015089
ENSTGUP00000010519	ENSLOCP00000008606
ENSTGUP00000000518	ENSLOCP00000011222
ENSTGUP00000000728	ENSLOCP00000015313
ENSTGUP00000008129	ENSLOCP00000004899
ENSTGUP00000009534	ENSLOCP00000012852
ENSTGUP00000002389	ENSLOCP00000020669
ENSTGUP00000011344	ENSLOCP00000000848
ENSTGUP00000001230	ENSLOCP00000002113
ENSTGUP00000006172	ENSLOCP00000005603
ENSTGUP00000004209	ENSLOCP00000003227
ENSTGUP00000005750	ENSLOCP00000017980
ENSTGUP00000001254	ENSLOCP00000000950
ENSTGUP00000008614	ENSLOCP00000003960
ENSTGUP00000010853	ENSLOCP00000006542
ENSTGUP00000012609	ENSLOCP00000018626
ENSTGUP00000005210	ENSLOCP00000010374
ENSTGUP00000015146	ENSLOCP00000010533
ENSTGUP00000010730	ENSLOCP00000012905
ENSTGUP00000007365	ENSLOCP00000016317
ENSTGUP00000000966	ENSLOCP00000005330
ENSTGUP00000010018	ENSLOCP00000003724
ENSTGUP00000010165	ENSLOCP00000015654
ENSTGUP00000015824	ENSLOCP00000010968
ENSTGUP00000014658	ENSLOCP00000022052
ENSTGUP00000007321	ENSLOCP00000021628
ENSTGUP00000005973	ENSLOCP00000001549
ENSTGUP00000002563	ENSLOCP00000021227
ENSTGUP00000000164	ENSLOCP00000012451
ENSTGUP00000001135	ENSLOCP00000009029
ENSTGUP00000001226	ENSLOCP00000014573
ENSTGUP00000000468	ENSLOCP00000012099
ENSTGUP00000008386	ENSLOCP00000009487
ENSTGUP00000006904	ENSLOCP00000010857
ENSTGUP00000010585	ENSLOCP00000013777
ENSTGUP00000009782	ENSLOCP00000010446
ENSTGUP00000012590	ENSLOCP00000020425
ENSTGUP00000001060	ENSLOCP00000003958
ENSTGUP00000011911	ENSLOCP00000004399
ENSTGUP00000009964	ENSLOCP00000012442
ENSTGUP00000009984	ENSLOCP00000002495
ENSTGUP00000012502	ENSLOCP00000012157
ENSTGUP00000013443	ENSLOCP00000020582
ENSTGUP00000005820	ENSLOCP00000011436
ENSTGUP00000010253	ENSLOCP00000008053
ENSTGUP00000011456	ENSLOCP00000006413
ENSTGUP00000000404	ENSLOCP00000010053
ENSTGUP00000001881	ENSLOCP00000014735
ENSTGUP00000010555	ENSLOCP00000010503
ENSTGUP00000002453	ENSLOCP00000011027
ENSTGUP00000011211	ENSLOCP00000010720
ENSTGUP00000009059	ENSLOCP00000010346
ENSTGUP00000005887	ENSLOCP00000008202
ENSTGUP00000011765	ENSLOCP00000017505
ENSTGUP00000005091	ENSLOCP00000000681
ENSTGUP00000000099	ENSLOCP00000004788
ENSTGUP00000008127	ENSLOCP00000006171
ENSTGUP00000009439	ENSLOCP00000004935
ENSTGUP00000012580	ENSLOCP00000020418
ENSTGUP00000006568	ENSLOCP00000012200
ENSTGUP00000015328	ENSLOCP00000009697
ENSTGUP00000005776	ENSLOCP00000020111
ENSTGUP00000010772	ENSLOCP00000014736
ENSTGUP00000002822	ENSLOCP00000019693
ENSTGUP00000009125	ENSLOCP00000002760
ENSTGUP00000005974	ENSLOCP00000016821
ENSTGUP00000008436	ENSLOCP00000018937
ENSTGUP00000004008	ENSLOCP00000011155
ENSTGUP00000013032	ENSLOCP00000009384
ENSTGUP00000011134	ENSLOCP00000015045
ENSTGUP00000011872	ENSLOCP00000017475
ENSTGUP00000003418	ENSLOCP00000018518
ENSTGUP00000005399	ENSLOCP00000011132
ENSTGUP00000007843	ENSLOCP00000005437
ENSTGUP00000013548	ENSLOCP00000021255
ENSTGUP00000000824	ENSLOCP00000006277
ENSTGUP00000000608	ENSLOCP00000021743
ENSTGUP00000002834	ENSLOCP00000009514
ENSTGUP00000011478	ENSLOCP00000020831
ENSTGUP00000002501	ENSLOCP00000017578
ENSTGUP00000012858	ENSLOCP00000013859
ENSTGUP00000008612	ENSLOCP00000009968
ENSTGUP00000005573	ENSLOCP00000005375
ENSTGUP00000012527	ENSLOCP00000011227
ENSTGUP00000013775	ENSLOCP00000008527
ENSTGUP00000010818	ENSLOCP00000004819
ENSTGUP00000003302	ENSLOCP00000007888
ENSTGUP00000003141	ENSLOCP00000000932
ENSTGUP00000012583	ENSLOCP00000012904
ENSTGUP00000012306	ENSLOCP00000010390
ENSTGUP00000008981	ENSLOCP00000015978
ENSTGUP00000013749	ENSLOCP00000013577
ENSTGUP00000016119	ENSLOCP00000021863
ENSTGUP00000014828	ENSLOCP00000016891
ENSTGUP00000006357	ENSLOCP00000005951
ENSTGUP00000012493	ENSLOCP00000018877
ENSTGUP00000008216	ENSLOCP00000004589
ENSTGUP00000012597	ENSLOCP00000018862
ENSTGUP00000010168	ENSLOCP00000000634
ENSTGUP00000007592	ENSLOCP00000017245
ENSTGUP00000008630	ENSLOCP00000020566
ENSTGUP00000013275	ENSLOCP00000015908
ENSTGUP00000003915	ENSLOCP00000015523
ENSTGUP00000004705	ENSLOCP00000006254
ENSTGUP00000001133	ENSLOCP00000010458
ENSTGUP00000005280	ENSLOCP00000020751
ENSTGUP00000012468	ENSLOCP00000013482
ENSTGUP00000012696	ENSLOCP00000006625
ENSTGUP00000013539	ENSLOCP00000021251
ENSTGUP00000012351	ENSLOCP00000012044
ENSTGUP00000000241	ENSLOCP00000022071
ENSTGUP00000013101	ENSLOCP00000021127
ENSTGUP00000008910	ENSLOCP00000019328
ENSTGUP00000000754	ENSLOCP00000006115
ENSTGUP00000006013	ENSLOCP00000009756
ENSTGUP00000003006	ENSLOCP00000016270
ENSTGUP00000005048	ENSLOCP00000016963
ENSTGUP00000003749	ENSLOCP00000004100
ENSTGUP00000008499	ENSLOCP00000004993
ENSTGUP00000007757	ENSLOCP00000004682
ENSTGUP00000011284	ENSLOCP00000014400
ENSTGUP00000014305	ENSLOCP00000008293
ENSTGUP00000007154	ENSLOCP00000011704
ENSTGUP00000008479	ENSLOCP00000004254
ENSTGUP00000006400	ENSLOCP00000006460
ENSTGUP00000006009	ENSLOCP00000016832
ENSTGUP00000005938	ENSLOCP00000001078
ENSTGUP00000011056	ENSLOCP00000001358
ENSTGUP00000000486	ENSLOCP00000000100
ENSTGUP00000013788	ENSLOCP00000007934
ENSTGUP00000009981	ENSLOCP00000005941
ENSTGUP00000010135	ENSLOCP00000017323
ENSTGUP00000004956	ENSLOCP00000007424
ENSTGUP00000006978	ENSLOCP00000009850
ENSTGUP00000008752	ENSLOCP00000008916
ENSTGUP00000006175	ENSLOCP00000016827
ENSTGUP00000001625	ENSLOCP00000013737
ENSTGUP00000005713	ENSLOCP00000007327
ENSTGUP00000004026	ENSLOCP00000000977
ENSTGUP00000003969	ENSLOCP00000006647
ENSTGUP00000001169	ENSLOCP00000009267
ENSTGUP00000012536	ENSLOCP00000020492
ENSTGUP00000008228	ENSLOCP00000001053
ENSTGUP00000007229	ENSLOCP00000010180
ENSTGUP00000008121	ENSLOCP00000009719
ENSTGUP00000010816	ENSLOCP00000004344
ENSTGUP00000007502	ENSLOCP00000020070
ENSTGUP00000011115	ENSLOCP00000015133
ENSTGUP00000005060	ENSLOCP00000012253
ENSTGUP00000003789	ENSLOCP00000017553
ENSTGUP00000005552	ENSLOCP00000002902
ENSTGUP00000005227	ENSLOCP00000009504
ENSTGUP00000006971	ENSLOCP00000009544
ENSTGUP00000011399	ENSLOCP00000020052
ENSTGUP00000010436	ENSLOCP00000012457
ENSTGUP00000010761	ENSLOCP00000014599
ENSTGUP00000008431	ENSLOCP00000014764
ENSTGUP00000000598	ENSLOCP00000007893
ENSTGUP00000005125	ENSLOCP00000010433
ENSTGUP00000008945	ENSLOCP00000009059
ENSTGUP00000002774	ENSLOCP00000014169
