ENSCAFP00000014731	ENSDARP00000074624
ENSCAFP00000011038	ENSDARP00000090877
ENSCAFP00000011038	ENSDARP00000074350
ENSCAFP00000001876	ENSDARP00000025016
ENSCAFP00000001876	ENSDARP00000065376
ENSCAFP00000024485	ENSDARP00000127209
ENSCAFP00000000854	ENSDARP00000050749
ENSCAFP00000018338	ENSDARP00000100689
ENSCAFP00000000248	ENSDARP00000110581
ENSCAFP00000002409	ENSDARP00000121415
ENSCAFP00000025087	ENSDARP00000058706
ENSCAFP00000038734	ENSDARP00000083760
ENSCAFP00000038734	ENSDARP00000083554
ENSCAFP00000004495	ENSDARP00000046114
ENSCAFP00000004495	ENSDARP00000047460
ENSCAFP00000005874	ENSDARP00000123567
ENSCAFP00000031562	ENSDARP00000023121
ENSCAFP00000033833	ENSDARP00000116491
ENSCAFP00000020814	ENSDARP00000005265
ENSCAFP00000008202	ENSDARP00000124436
ENSCAFP00000010724	ENSDARP00000039968
ENSCAFP00000010724	ENSDARP00000005218
ENSCAFP00000009308	ENSDARP00000108671
ENSCAFP00000017486	ENSDARP00000106960
ENSCAFP00000038836	ENSDARP00000087449
ENSCAFP00000039590	ENSDARP00000019407
ENSCAFP00000034314	ENSDARP00000041626
ENSCAFP00000017237	ENSDARP00000013520
ENSCAFP00000002477	ENSDARP00000120315
ENSCAFP00000007616	ENSDARP00000055793
ENSCAFP00000028784	ENSDARP00000098392
ENSCAFP00000034469	ENSDARP00000112413
ENSCAFP00000034469	ENSDARP00000123191
ENSCAFP00000000608	ENSDARP00000108555
ENSCAFP00000030881	ENSDARP00000070307
ENSCAFP00000022777	ENSDARP00000076266
ENSCAFP00000038707	ENSDARP00000032745
ENSCAFP00000038707	ENSDARP00000104898
ENSCAFP00000001614	ENSDARP00000082671
ENSCAFP00000024872	ENSDARP00000127076
ENSCAFP00000024872	ENSDARP00000117694
ENSCAFP00000004417	ENSDARP00000015948
ENSCAFP00000012106	ENSDARP00000098005
ENSCAFP00000012106	ENSDARP00000110778
ENSCAFP00000019039	ENSDARP00000103348
ENSCAFP00000008376	ENSDARP00000047551
ENSCAFP00000016621	ENSDARP00000065584
ENSCAFP00000016564	ENSDARP00000003845
ENSCAFP00000017309	ENSDARP00000070658
ENSCAFP00000014627	ENSDARP00000018692
ENSCAFP00000032307	ENSDARP00000026919
ENSCAFP00000003969	ENSDARP00000110461
ENSCAFP00000003969	ENSDARP00000128862
ENSCAFP00000014090	ENSDARP00000083972
ENSCAFP00000014090	ENSDARP00000081302
ENSCAFP00000006102	ENSDARP00000086954
ENSCAFP00000006102	ENSDARP00000118005
ENSCAFP00000010692	ENSDARP00000084830
ENSCAFP00000001226	ENSDARP00000121615
ENSCAFP00000042548	ENSDARP00000003032
ENSCAFP00000042548	ENSDARP00000055681
ENSCAFP00000036476	ENSDARP00000108775
ENSCAFP00000036476	ENSDARP00000075137
ENSCAFP00000016288	ENSDARP00000054352
ENSCAFP00000016288	ENSDARP00000059532
ENSCAFP00000008827	ENSDARP00000080300
ENSCAFP00000024080	ENSDARP00000012749
ENSCAFP00000024080	ENSDARP00000099365
ENSCAFP00000002690	ENSDARP00000011600
ENSCAFP00000010275	ENSDARP00000062715
ENSCAFP00000023309	ENSDARP00000122561
ENSCAFP00000000152	ENSDARP00000099015
ENSCAFP00000000650	ENSDARP00000000514
ENSCAFP00000000650	ENSDARP00000094800
ENSCAFP00000027777	ENSDARP00000092565
ENSCAFP00000027777	ENSDARP00000011656
ENSCAFP00000018450	ENSDARP00000004327
ENSCAFP00000008252	ENSDARP00000114888
ENSCAFP00000001717	ENSDARP00000007173
ENSCAFP00000005855	ENSDARP00000055263
ENSCAFP00000042393	ENSDARP00000069454
ENSCAFP00000042393	ENSDARP00000126873
ENSCAFP00000030967	ENSDARP00000106182
ENSCAFP00000007031	ENSDARP00000029876
ENSCAFP00000000430	ENSDARP00000064699
ENSCAFP00000024342	ENSDARP00000099285
ENSCAFP00000039926	ENSDARP00000102405
ENSCAFP00000006243	ENSDARP00000129625
ENSCAFP00000034569	ENSDARP00000058490
ENSCAFP00000001348	ENSDARP00000128680
ENSCAFP00000012048	ENSDARP00000106936
ENSCAFP00000003526	ENSDARP00000123337
ENSCAFP00000020680	ENSDARP00000076941
ENSCAFP00000029102	ENSDARP00000080000
ENSCAFP00000037992	ENSDARP00000120378
ENSCAFP00000016745	ENSDARP00000101974
ENSCAFP00000035935	ENSDARP00000082574
ENSCAFP00000035935	ENSDARP00000123438
ENSCAFP00000002258	ENSDARP00000094438
ENSCAFP00000019698	ENSDARP00000068664
ENSCAFP00000006250	ENSDARP00000098032
ENSCAFP00000007572	ENSDARP00000105520
ENSCAFP00000018596	ENSDARP00000017335
ENSCAFP00000005361	ENSDARP00000102537
ENSCAFP00000020635	ENSDARP00000057265
ENSCAFP00000009920	ENSDARP00000107576
ENSCAFP00000027751	ENSDARP00000076958
ENSCAFP00000005172	ENSDARP00000094151
ENSCAFP00000010505	ENSDARP00000075369
ENSCAFP00000016088	ENSDARP00000064143
ENSCAFP00000003255	ENSDARP00000088265
ENSCAFP00000003402	ENSDARP00000091535
ENSCAFP00000003402	ENSDARP00000116716
ENSCAFP00000005396	ENSDARP00000113043
ENSCAFP00000013832	ENSDARP00000001250
ENSCAFP00000022924	ENSDARP00000099444
ENSCAFP00000027849	ENSDARP00000003298
ENSCAFP00000033703	ENSDARP00000059375
ENSCAFP00000000037	ENSDARP00000120032
ENSCAFP00000023054	ENSDARP00000023582
ENSCAFP00000017731	ENSDARP00000125930
ENSCAFP00000005460	ENSDARP00000103810
ENSCAFP00000025166	ENSDARP00000041264
ENSCAFP00000003895	ENSDARP00000103303
ENSCAFP00000006378	ENSDARP00000109536
ENSCAFP00000025340	ENSDARP00000047815
ENSCAFP00000020377	ENSDARP00000072602
ENSCAFP00000036127	ENSDARP00000066255
ENSCAFP00000038268	ENSDARP00000057378
ENSCAFP00000029193	ENSDARP00000104354
ENSCAFP00000029193	ENSDARP00000097702
ENSCAFP00000025671	ENSDARP00000094307
ENSCAFP00000025671	ENSDARP00000005001
ENSCAFP00000007405	ENSDARP00000091844
ENSCAFP00000007405	ENSDARP00000008927
ENSCAFP00000019037	ENSDARP00000070818
ENSCAFP00000015811	ENSDARP00000105446
ENSCAFP00000005823	ENSDARP00000128128
ENSCAFP00000023501	ENSDARP00000091581
ENSCAFP00000007287	ENSDARP00000049706
ENSCAFP00000007287	ENSDARP00000011670
ENSCAFP00000008750	ENSDARP00000092405
ENSCAFP00000036121	ENSDARP00000121111
ENSCAFP00000025088	ENSDARP00000014497
ENSCAFP00000014083	ENSDARP00000120432
ENSCAFP00000009139	ENSDARP00000081505
ENSCAFP00000009139	ENSDARP00000018627
ENSCAFP00000001531	ENSDARP00000096711
ENSCAFP00000009549	ENSDARP00000127502
ENSCAFP00000023429	ENSDARP00000082092
ENSCAFP00000037549	ENSDARP00000084654
ENSCAFP00000006737	ENSDARP00000127185
ENSCAFP00000006737	ENSDARP00000058039
ENSCAFP00000038071	ENSDARP00000001220
ENSCAFP00000016834	ENSDARP00000118448
ENSCAFP00000011285	ENSDARP00000128726
ENSCAFP00000016767	ENSDARP00000108052
ENSCAFP00000016767	ENSDARP00000067038
ENSCAFP00000009769	ENSDARP00000027148
ENSCAFP00000021685	ENSDARP00000079150
ENSCAFP00000028463	ENSDARP00000093676
ENSCAFP00000016012	ENSDARP00000007548
ENSCAFP00000000807	ENSDARP00000101283
ENSCAFP00000034922	ENSDARP00000118651
ENSCAFP00000034922	ENSDARP00000069996
ENSCAFP00000036269	ENSDARP00000109347
ENSCAFP00000036269	ENSDARP00000105289
ENSCAFP00000031140	ENSDARP00000088526
ENSCAFP00000003784	ENSDARP00000116021
ENSCAFP00000008843	ENSDARP00000120504
ENSCAFP00000008843	ENSDARP00000086731
ENSCAFP00000027254	ENSDARP00000051814
ENSCAFP00000029062	ENSDARP00000061202
ENSCAFP00000030010	ENSDARP00000070535
ENSCAFP00000009932	ENSDARP00000090283
ENSCAFP00000021703	ENSDARP00000108599
ENSCAFP00000019492	ENSDARP00000039201
ENSCAFP00000019492	ENSDARP00000093207
ENSCAFP00000010741	ENSDARP00000102085
ENSCAFP00000017865	ENSDARP00000065867
ENSCAFP00000025362	ENSDARP00000085602
ENSCAFP00000022311	ENSDARP00000086756
ENSCAFP00000022311	ENSDARP00000123065
ENSCAFP00000005846	ENSDARP00000079851
ENSCAFP00000001411	ENSDARP00000098579
ENSCAFP00000024267	ENSDARP00000123285
ENSCAFP00000022963	ENSDARP00000084804
ENSCAFP00000030553	ENSDARP00000028523
ENSCAFP00000030245	ENSDARP00000107862
ENSCAFP00000015985	ENSDARP00000023970
ENSCAFP00000024438	ENSDARP00000101817
ENSCAFP00000026008	ENSDARP00000128952
ENSCAFP00000026008	ENSDARP00000099798
ENSCAFP00000000622	ENSDARP00000067426
ENSCAFP00000017553	ENSDARP00000103910
ENSCAFP00000017689	ENSDARP00000100272
ENSCAFP00000006434	ENSDARP00000040864
ENSCAFP00000006895	ENSDARP00000127340
ENSCAFP00000003988	ENSDARP00000050830
ENSCAFP00000013862	ENSDARP00000094107
ENSCAFP00000037401	ENSDARP00000107312
ENSCAFP00000004759	ENSDARP00000038769
ENSCAFP00000020551	ENSDARP00000067821
ENSCAFP00000002814	ENSDARP00000124661
ENSCAFP00000009571	ENSDARP00000101150
ENSCAFP00000039973	ENSDARP00000080991
ENSCAFP00000039973	ENSDARP00000110489
ENSCAFP00000004011	ENSDARP00000100481
ENSCAFP00000008325	ENSDARP00000016515
ENSCAFP00000026966	ENSDARP00000069223
ENSCAFP00000000282	ENSDARP00000102802
ENSCAFP00000014553	ENSDARP00000030237
ENSCAFP00000015988	ENSDARP00000088460
ENSCAFP00000038967	ENSDARP00000073671
ENSCAFP00000038967	ENSDARP00000111728
ENSCAFP00000013392	ENSDARP00000011199
ENSCAFP00000013392	ENSDARP00000075790
ENSCAFP00000003445	ENSDARP00000089411
ENSCAFP00000010873	ENSDARP00000102961
ENSCAFP00000000288	ENSDARP00000110466
ENSCAFP00000000288	ENSDARP00000117236
ENSCAFP00000026669	ENSDARP00000122142
ENSCAFP00000016357	ENSDARP00000083511
ENSCAFP00000014234	ENSDARP00000098883
ENSCAFP00000022395	ENSDARP00000037263
ENSCAFP00000023750	ENSDARP00000043773
ENSCAFP00000007145	ENSDARP00000127377
ENSCAFP00000008927	ENSDARP00000128121
ENSCAFP00000017751	ENSDARP00000027389
ENSCAFP00000013024	ENSDARP00000099839
ENSCAFP00000042693	ENSDARP00000105648
ENSCAFP00000026155	ENSDARP00000054362
ENSCAFP00000026155	ENSDARP00000052178
ENSCAFP00000033030	ENSDARP00000100792
ENSCAFP00000003101	ENSDARP00000082230
ENSCAFP00000041674	ENSDARP00000060967
ENSCAFP00000008556	ENSDARP00000108088
ENSCAFP00000023713	ENSDARP00000096930
ENSCAFP00000042345	ENSDARP00000078717
ENSCAFP00000027593	ENSDARP00000025816
ENSCAFP00000003436	ENSDARP00000073126
ENSCAFP00000005825	ENSDARP00000104417
ENSCAFP00000026402	ENSDARP00000110231
ENSCAFP00000024106	ENSDARP00000104573
ENSCAFP00000032837	ENSDARP00000010867
ENSCAFP00000025127	ENSDARP00000107383
ENSCAFP00000011003	ENSDARP00000094886
ENSCAFP00000023472	ENSDARP00000109877
ENSCAFP00000001401	ENSDARP00000110400
ENSCAFP00000026103	ENSDARP00000114835
ENSCAFP00000020455	ENSDARP00000105829
ENSCAFP00000020457	ENSDARP00000024632
ENSCAFP00000002471	ENSDARP00000055258
ENSCAFP00000014348	ENSDARP00000020399
ENSCAFP00000018363	ENSDARP00000056539
ENSCAFP00000018363	ENSDARP00000011545
ENSCAFP00000021253	ENSDARP00000116328
ENSCAFP00000009656	ENSDARP00000080601
ENSCAFP00000027022	ENSDARP00000079110
ENSCAFP00000028242	ENSDARP00000086504
ENSCAFP00000030067	ENSDARP00000104772
ENSCAFP00000038440	ENSDARP00000003684
ENSCAFP00000038440	ENSDARP00000022450
ENSCAFP00000002926	ENSDARP00000113382
ENSCAFP00000027714	ENSDARP00000096921
ENSCAFP00000036697	ENSDARP00000112132
ENSCAFP00000002632	ENSDARP00000012229
ENSCAFP00000009642	ENSDARP00000107651
ENSCAFP00000000769	ENSDARP00000078529
ENSCAFP00000039622	ENSDARP00000044948
ENSCAFP00000017701	ENSDARP00000113554
ENSCAFP00000017701	ENSDARP00000045839
ENSCAFP00000011683	ENSDARP00000120838
ENSCAFP00000012479	ENSDARP00000118699
ENSCAFP00000031227	ENSDARP00000101040
ENSCAFP00000037498	ENSDARP00000100767
ENSCAFP00000008761	ENSDARP00000122022
ENSCAFP00000000662	ENSDARP00000071442
ENSCAFP00000006879	ENSDARP00000046647
ENSCAFP00000010673	ENSDARP00000040433
ENSCAFP00000010673	ENSDARP00000007893
ENSCAFP00000037149	ENSDARP00000115777
ENSCAFP00000004982	ENSDARP00000115654
ENSCAFP00000018051	ENSDARP00000005181
ENSCAFP00000012425	ENSDARP00000077797
ENSCAFP00000014929	ENSDARP00000059045
ENSCAFP00000026294	ENSDARP00000110046
ENSCAFP00000036223	ENSDARP00000053156
ENSCAFP00000026016	ENSDARP00000005003
ENSCAFP00000024385	ENSDARP00000127300
ENSCAFP00000000308	ENSDARP00000075946
ENSCAFP00000002188	ENSDARP00000128547
ENSCAFP00000041956	ENSDARP00000114430
ENSCAFP00000041956	ENSDARP00000084036
ENSCAFP00000009689	ENSDARP00000116341
ENSCAFP00000009369	ENSDARP00000125987
ENSCAFP00000009369	ENSDARP00000008781
ENSCAFP00000027341	ENSDARP00000125009
ENSCAFP00000027341	ENSDARP00000070439
ENSCAFP00000029106	ENSDARP00000013205
ENSCAFP00000014633	ENSDARP00000100853
ENSCAFP00000040132	ENSDARP00000092248
ENSCAFP00000012855	ENSDARP00000007528
ENSCAFP00000016378	ENSDARP00000096377
ENSCAFP00000018521	ENSDARP00000109087
ENSCAFP00000019292	ENSDARP00000086825
ENSCAFP00000019292	ENSDARP00000128717
ENSCAFP00000011551	ENSDARP00000102523
ENSCAFP00000011551	ENSDARP00000122521
ENSCAFP00000020299	ENSDARP00000105242
ENSCAFP00000017129	ENSDARP00000005794
ENSCAFP00000013732	ENSDARP00000041745
ENSCAFP00000019610	ENSDARP00000105475
ENSCAFP00000025152	ENSDARP00000048049
ENSCAFP00000014294	ENSDARP00000095008
ENSCAFP00000029652	ENSDARP00000023892
ENSCAFP00000017230	ENSDARP00000125781
ENSCAFP00000030153	ENSDARP00000090716
ENSCAFP00000010778	ENSDARP00000066996
ENSCAFP00000018228	ENSDARP00000100066
ENSCAFP00000024308	ENSDARP00000118141
ENSCAFP00000006098	ENSDARP00000078364
ENSCAFP00000006098	ENSDARP00000104146
ENSCAFP00000014191	ENSDARP00000072718
ENSCAFP00000026905	ENSDARP00000083640
ENSCAFP00000034692	ENSDARP00000116145
ENSCAFP00000034692	ENSDARP00000034848
ENSCAFP00000012198	ENSDARP00000055860
ENSCAFP00000012198	ENSDARP00000112116
ENSCAFP00000006027	ENSDARP00000049625
ENSCAFP00000019371	ENSDARP00000111525
ENSCAFP00000015458	ENSDARP00000081773
ENSCAFP00000004059	ENSDARP00000085316
ENSCAFP00000000115	ENSDARP00000107876
ENSCAFP00000000115	ENSDARP00000046267
ENSCAFP00000027795	ENSDARP00000128045
ENSCAFP00000000107	ENSDARP00000129301
ENSCAFP00000003750	ENSDARP00000073739
ENSCAFP00000003750	ENSDARP00000056440
ENSCAFP00000037890	ENSDARP00000117438
ENSCAFP00000013122	ENSDARP00000099195
ENSCAFP00000021768	ENSDARP00000015478
ENSCAFP00000029197	ENSDARP00000124115
ENSCAFP00000028993	ENSDARP00000115363
ENSCAFP00000004617	ENSDARP00000015934
ENSCAFP00000021318	ENSDARP00000120777
ENSCAFP00000021318	ENSDARP00000085027
ENSCAFP00000006134	ENSDARP00000022826
ENSCAFP00000025359	ENSDARP00000060204
ENSCAFP00000000364	ENSDARP00000062413
ENSCAFP00000003221	ENSDARP00000007503
ENSCAFP00000019469	ENSDARP00000103737
ENSCAFP00000002262	ENSDARP00000104486
ENSCAFP00000005771	ENSDARP00000060431
ENSCAFP00000016852	ENSDARP00000065292
ENSCAFP00000021591	ENSDARP00000036699
ENSCAFP00000002615	ENSDARP00000045252
ENSCAFP00000020521	ENSDARP00000014272
ENSCAFP00000020996	ENSDARP00000104154
ENSCAFP00000017724	ENSDARP00000124707
ENSCAFP00000007990	ENSDARP00000057020
ENSCAFP00000007990	ENSDARP00000117773
ENSCAFP00000002748	ENSDARP00000039222
ENSCAFP00000025342	ENSDARP00000115477
ENSCAFP00000025761	ENSDARP00000065664
ENSCAFP00000026142	ENSDARP00000104870
ENSCAFP00000026892	ENSDARP00000062744
ENSCAFP00000014055	ENSDARP00000022653
ENSCAFP00000035393	ENSDARP00000078992
ENSCAFP00000016213	ENSDARP00000124635
ENSCAFP00000016213	ENSDARP00000101252
ENSCAFP00000002957	ENSDARP00000081878
ENSCAFP00000006148	ENSDARP00000112275
ENSCAFP00000006101	ENSDARP00000009285
ENSCAFP00000006101	ENSDARP00000088108
ENSCAFP00000007655	ENSDARP00000091063
ENSCAFP00000007655	ENSDARP00000024741
ENSCAFP00000026983	ENSDARP00000093269
ENSCAFP00000022795	ENSDARP00000035935
ENSCAFP00000020392	ENSDARP00000103738
ENSCAFP00000020037	ENSDARP00000094201
ENSCAFP00000039409	ENSDARP00000103488
ENSCAFP00000039409	ENSDARP00000083553
ENSCAFP00000024697	ENSDARP00000055816
ENSCAFP00000002943	ENSDARP00000021109
ENSCAFP00000027547	ENSDARP00000072202
ENSCAFP00000027547	ENSDARP00000070414
ENSCAFP00000020163	ENSDARP00000100074
ENSCAFP00000020163	ENSDARP00000012078
ENSCAFP00000021636	ENSDARP00000105869
ENSCAFP00000021636	ENSDARP00000092501
ENSCAFP00000001325	ENSDARP00000069445
ENSCAFP00000024560	ENSDARP00000070816
ENSCAFP00000019804	ENSDARP00000012550
ENSCAFP00000004615	ENSDARP00000043217
ENSCAFP00000026960	ENSDARP00000128651
ENSCAFP00000043067	ENSDARP00000004016
ENSCAFP00000001479	ENSDARP00000056034
ENSCAFP00000006473	ENSDARP00000106718
ENSCAFP00000013558	ENSDARP00000074805
ENSCAFP00000024121	ENSDARP00000087012
ENSCAFP00000014219	ENSDARP00000128811
ENSCAFP00000009681	ENSDARP00000027372
ENSCAFP00000011514	ENSDARP00000053368
ENSCAFP00000008629	ENSDARP00000115947
ENSCAFP00000029773	ENSDARP00000056720
ENSCAFP00000013390	ENSDARP00000087587
ENSCAFP00000011412	ENSDARP00000072361
ENSCAFP00000008246	ENSDARP00000092712
ENSCAFP00000039007	ENSDARP00000122107
ENSCAFP00000023781	ENSDARP00000004404
ENSCAFP00000022062	ENSDARP00000074011
ENSCAFP00000027774	ENSDARP00000074560
ENSCAFP00000019539	ENSDARP00000108323
ENSCAFP00000019539	ENSDARP00000070398
ENSCAFP00000010064	ENSDARP00000069627
ENSCAFP00000032911	ENSDARP00000063004
ENSCAFP00000004940	ENSDARP00000090236
ENSCAFP00000029053	ENSDARP00000102287
ENSCAFP00000022845	ENSDARP00000007963
ENSCAFP00000022845	ENSDARP00000039217
ENSCAFP00000020973	ENSDARP00000113657
ENSCAFP00000038006	ENSDARP00000018482
ENSCAFP00000038006	ENSDARP00000076534
ENSCAFP00000011522	ENSDARP00000055865
ENSCAFP00000011522	ENSDARP00000008354
ENSCAFP00000030268	ENSDARP00000031864
ENSCAFP00000008041	ENSDARP00000052858
ENSCAFP00000038931	ENSDARP00000059116
ENSCAFP00000008908	ENSDARP00000112668
ENSCAFP00000029012	ENSDARP00000084112
ENSCAFP00000037203	ENSDARP00000031222
ENSCAFP00000037203	ENSDARP00000123533
ENSCAFP00000035991	ENSDARP00000046715
ENSCAFP00000025268	ENSDARP00000102688
ENSCAFP00000029601	ENSDARP00000014964
ENSCAFP00000002482	ENSDARP00000038993
ENSCAFP00000028330	ENSDARP00000104304
ENSCAFP00000028330	ENSDARP00000072249
ENSCAFP00000005581	ENSDARP00000110729
ENSCAFP00000011192	ENSDARP00000110301
ENSCAFP00000025298	ENSDARP00000111637
ENSCAFP00000029482	ENSDARP00000086435
ENSCAFP00000016469	ENSDARP00000108884
ENSCAFP00000040317	ENSDARP00000112076
ENSCAFP00000040317	ENSDARP00000039266
ENSCAFP00000009027	ENSDARP00000080083
ENSCAFP00000040911	ENSDARP00000017163
ENSCAFP00000024134	ENSDARP00000010322
ENSCAFP00000006650	ENSDARP00000100205
ENSCAFP00000006650	ENSDARP00000124971
ENSCAFP00000016409	ENSDARP00000113963
ENSCAFP00000015343	ENSDARP00000092492
ENSCAFP00000015343	ENSDARP00000101528
ENSCAFP00000018636	ENSDARP00000086706
ENSCAFP00000000013	ENSDARP00000114850
ENSCAFP00000012363	ENSDARP00000092263
ENSCAFP00000017577	ENSDARP00000121602
ENSCAFP00000011780	ENSDARP00000080303
ENSCAFP00000016959	ENSDARP00000123929
ENSCAFP00000026707	ENSDARP00000070091
ENSCAFP00000006539	ENSDARP00000095479
ENSCAFP00000022679	ENSDARP00000108229
ENSCAFP00000009234	ENSDARP00000108267
ENSCAFP00000006555	ENSDARP00000082680
ENSCAFP00000006555	ENSDARP00000084331
ENSCAFP00000001178	ENSDARP00000122549
ENSCAFP00000010173	ENSDARP00000074083
ENSCAFP00000042718	ENSDARP00000099964
ENSCAFP00000032143	ENSDARP00000022618
ENSCAFP00000021956	ENSDARP00000005687
ENSCAFP00000007327	ENSDARP00000037286
ENSCAFP00000008831	ENSDARP00000107497
ENSCAFP00000012023	ENSDARP00000010440
ENSCAFP00000002002	ENSDARP00000076925
ENSCAFP00000023632	ENSDARP00000011791
ENSCAFP00000031755	ENSDARP00000030180
ENSCAFP00000029977	ENSDARP00000099540
ENSCAFP00000022793	ENSDARP00000104300
ENSCAFP00000020958	ENSDARP00000061429
ENSCAFP00000025244	ENSDARP00000069881
ENSCAFP00000001391	ENSDARP00000101340
ENSCAFP00000038728	ENSDARP00000005747
ENSCAFP00000040507	ENSDARP00000118187
ENSCAFP00000023606	ENSDARP00000024635
ENSCAFP00000023606	ENSDARP00000049616
ENSCAFP00000010892	ENSDARP00000072494
ENSCAFP00000010892	ENSDARP00000020482
ENSCAFP00000041305	ENSDARP00000125949
ENSCAFP00000001945	ENSDARP00000055606
ENSCAFP00000037879	ENSDARP00000055992
ENSCAFP00000037879	ENSDARP00000095859
ENSCAFP00000025622	ENSDARP00000100847
ENSCAFP00000025610	ENSDARP00000111599
ENSCAFP00000025610	ENSDARP00000109865
ENSCAFP00000009244	ENSDARP00000064031
ENSCAFP00000020710	ENSDARP00000040925
ENSCAFP00000012318	ENSDARP00000068329
ENSCAFP00000029589	ENSDARP00000091630
ENSCAFP00000029589	ENSDARP00000070819
ENSCAFP00000014239	ENSDARP00000008006
ENSCAFP00000004778	ENSDARP00000123985
ENSCAFP00000038976	ENSDARP00000128224
ENSCAFP00000015869	ENSDARP00000069092
ENSCAFP00000028862	ENSDARP00000086097
ENSCAFP00000007536	ENSDARP00000127427
ENSCAFP00000007809	ENSDARP00000101887
ENSCAFP00000027291	ENSDARP00000112689
ENSCAFP00000019630	ENSDARP00000112199
ENSCAFP00000019630	ENSDARP00000025613
ENSCAFP00000009751	ENSDARP00000086456
ENSCAFP00000013929	ENSDARP00000052429
ENSCAFP00000013929	ENSDARP00000026303
ENSCAFP00000000419	ENSDARP00000018086
ENSCAFP00000034200	ENSDARP00000052702
ENSCAFP00000017685	ENSDARP00000110108
ENSCAFP00000017685	ENSDARP00000092459
ENSCAFP00000003667	ENSDARP00000114832
ENSCAFP00000024167	ENSDARP00000070420
ENSCAFP00000034065	ENSDARP00000122743
ENSCAFP00000026449	ENSDARP00000064129
ENSCAFP00000025322	ENSDARP00000128367
ENSCAFP00000018204	ENSDARP00000108798
ENSCAFP00000006194	ENSDARP00000008048
ENSCAFP00000001694	ENSDARP00000096160
ENSCAFP00000007665	ENSDARP00000107901
ENSCAFP00000005584	ENSDARP00000094435
ENSCAFP00000013917	ENSDARP00000099008
ENSCAFP00000025210	ENSDARP00000120160
ENSCAFP00000030126	ENSDARP00000098172
ENSCAFP00000001985	ENSDARP00000060656
ENSCAFP00000018418	ENSDARP00000074858
ENSCAFP00000036764	ENSDARP00000069022
ENSCAFP00000013312	ENSDARP00000119835
ENSCAFP00000027209	ENSDARP00000011948
ENSCAFP00000009736	ENSDARP00000114416
ENSCAFP00000017813	ENSDARP00000099345
ENSCAFP00000007856	ENSDARP00000102893
ENSCAFP00000021646	ENSDARP00000108397
ENSCAFP00000040611	ENSDARP00000097886
ENSCAFP00000039510	ENSDARP00000104679
ENSCAFP00000013585	ENSDARP00000100550
ENSCAFP00000038099	ENSDARP00000114128
ENSCAFP00000032157	ENSDARP00000101819
ENSCAFP00000016931	ENSDARP00000015318
ENSCAFP00000022785	ENSDARP00000102483
ENSCAFP00000023668	ENSDARP00000104600
ENSCAFP00000028136	ENSDARP00000120873
ENSCAFP00000039838	ENSDARP00000111709
ENSCAFP00000022474	ENSDARP00000129039
ENSCAFP00000026129	ENSDARP00000051290
ENSCAFP00000007666	ENSDARP00000044496
ENSCAFP00000012757	ENSDARP00000019361
ENSCAFP00000008550	ENSDARP00000117568
ENSCAFP00000013888	ENSDARP00000074403
ENSCAFP00000014286	ENSDARP00000092588
ENSCAFP00000016423	ENSDARP00000098310
ENSCAFP00000016423	ENSDARP00000087316
ENSCAFP00000006507	ENSDARP00000117266
ENSCAFP00000006507	ENSDARP00000075696
ENSCAFP00000020473	ENSDARP00000097583
ENSCAFP00000011099	ENSDARP00000063157
ENSCAFP00000005826	ENSDARP00000021469
ENSCAFP00000001937	ENSDARP00000032153
ENSCAFP00000015634	ENSDARP00000044986
ENSCAFP00000023020	ENSDARP00000078852
ENSCAFP00000029791	ENSDARP00000106181
ENSCAFP00000029025	ENSDARP00000008451
ENSCAFP00000015153	ENSDARP00000113818
ENSCAFP00000019026	ENSDARP00000010471
ENSCAFP00000031804	ENSDARP00000095438
ENSCAFP00000009022	ENSDARP00000026957
ENSCAFP00000019185	ENSDARP00000112959
ENSCAFP00000012548	ENSDARP00000069502
ENSCAFP00000012548	ENSDARP00000107276
ENSCAFP00000029393	ENSDARP00000015775
ENSCAFP00000008401	ENSDARP00000002126
ENSCAFP00000011713	ENSDARP00000077752
ENSCAFP00000037075	ENSDARP00000050944
