ENSCAFP00000014731	ENSTNIP00000004863
ENSCAFP00000003255	ENSTNIP00000018653
ENSCAFP00000003402	ENSTNIP00000013533
ENSCAFP00000003402	ENSTNIP00000016880
ENSCAFP00000013832	ENSTNIP00000018790
ENSCAFP00000022924	ENSTNIP00000015856
ENSCAFP00000024414	ENSTNIP00000007328
ENSCAFP00000027849	ENSTNIP00000021773
ENSCAFP00000033703	ENSTNIP00000022482
ENSCAFP00000000037	ENSTNIP00000020682
ENSCAFP00000017731	ENSTNIP00000020348
ENSCAFP00000003455	ENSTNIP00000020967
ENSCAFP00000006378	ENSTNIP00000021669
ENSCAFP00000021810	ENSTNIP00000018461
ENSCAFP00000025340	ENSTNIP00000001435
ENSCAFP00000020377	ENSTNIP00000016797
ENSCAFP00000036127	ENSTNIP00000013210
ENSCAFP00000038268	ENSTNIP00000021846
ENSCAFP00000029193	ENSTNIP00000018532
ENSCAFP00000029193	ENSTNIP00000018405
ENSCAFP00000007405	ENSTNIP00000018033
ENSCAFP00000007405	ENSTNIP00000020162
ENSCAFP00000019037	ENSTNIP00000005157
ENSCAFP00000015811	ENSTNIP00000017341
ENSCAFP00000005823	ENSTNIP00000010945
ENSCAFP00000023501	ENSTNIP00000005111
ENSCAFP00000007287	ENSTNIP00000009788
ENSCAFP00000007287	ENSTNIP00000006107
ENSCAFP00000008750	ENSTNIP00000014614
ENSCAFP00000025088	ENSTNIP00000019445
ENSCAFP00000014083	ENSTNIP00000003965
ENSCAFP00000009139	ENSTNIP00000019363
ENSCAFP00000009139	ENSTNIP00000002158
ENSCAFP00000001531	ENSTNIP00000005740
ENSCAFP00000023429	ENSTNIP00000007847
ENSCAFP00000014618	ENSTNIP00000007980
ENSCAFP00000037549	ENSTNIP00000010915
ENSCAFP00000006737	ENSTNIP00000017469
ENSCAFP00000038071	ENSTNIP00000021347
ENSCAFP00000016834	ENSTNIP00000009723
ENSCAFP00000011285	ENSTNIP00000012233
ENSCAFP00000016767	ENSTNIP00000015117
ENSCAFP00000009769	ENSTNIP00000014328
ENSCAFP00000009769	ENSTNIP00000005886
ENSCAFP00000028463	ENSTNIP00000015385
ENSCAFP00000016012	ENSTNIP00000021200
ENSCAFP00000000807	ENSTNIP00000007086
ENSCAFP00000034922	ENSTNIP00000013662
ENSCAFP00000034922	ENSTNIP00000020527
ENSCAFP00000036269	ENSTNIP00000015017
ENSCAFP00000031140	ENSTNIP00000013091
ENSCAFP00000008843	ENSTNIP00000021790
ENSCAFP00000008843	ENSTNIP00000012527
ENSCAFP00000027254	ENSTNIP00000005876
ENSCAFP00000027254	ENSTNIP00000005813
ENSCAFP00000029062	ENSTNIP00000015797
ENSCAFP00000030010	ENSTNIP00000004088
ENSCAFP00000014253	ENSTNIP00000005195
ENSCAFP00000021703	ENSTNIP00000005770
ENSCAFP00000019492	ENSTNIP00000001356
ENSCAFP00000019492	ENSTNIP00000019570
ENSCAFP00000010741	ENSTNIP00000012238
ENSCAFP00000017865	ENSTNIP00000022739
ENSCAFP00000025362	ENSTNIP00000011809
ENSCAFP00000022311	ENSTNIP00000017553
ENSCAFP00000022311	ENSTNIP00000018723
ENSCAFP00000005846	ENSTNIP00000013637
ENSCAFP00000024267	ENSTNIP00000006991
ENSCAFP00000022963	ENSTNIP00000018575
ENSCAFP00000018506	ENSTNIP00000007243
ENSCAFP00000030553	ENSTNIP00000013237
ENSCAFP00000030553	ENSTNIP00000016950
ENSCAFP00000030245	ENSTNIP00000012733
ENSCAFP00000015985	ENSTNIP00000021580
ENSCAFP00000024438	ENSTNIP00000012203
ENSCAFP00000026008	ENSTNIP00000009231
ENSCAFP00000026008	ENSTNIP00000019794
ENSCAFP00000000622	ENSTNIP00000003221
ENSCAFP00000017553	ENSTNIP00000018345
ENSCAFP00000017689	ENSTNIP00000014172
ENSCAFP00000006434	ENSTNIP00000016642
ENSCAFP00000006895	ENSTNIP00000022623
ENSCAFP00000013862	ENSTNIP00000013898
ENSCAFP00000013862	ENSTNIP00000020574
ENSCAFP00000037401	ENSTNIP00000021910
ENSCAFP00000037536	ENSTNIP00000011297
ENSCAFP00000004759	ENSTNIP00000007827
ENSCAFP00000004759	ENSTNIP00000020725
ENSCAFP00000039973	ENSTNIP00000002695
ENSCAFP00000039973	ENSTNIP00000014186
ENSCAFP00000004011	ENSTNIP00000005473
ENSCAFP00000006083	ENSTNIP00000016616
ENSCAFP00000006083	ENSTNIP00000010794
ENSCAFP00000026966	ENSTNIP00000009019
ENSCAFP00000000282	ENSTNIP00000009854
ENSCAFP00000000282	ENSTNIP00000014966
ENSCAFP00000014553	ENSTNIP00000007979
ENSCAFP00000015988	ENSTNIP00000018364
ENSCAFP00000038967	ENSTNIP00000020208
ENSCAFP00000038967	ENSTNIP00000019233
ENSCAFP00000013392	ENSTNIP00000022659
ENSCAFP00000013392	ENSTNIP00000016595
ENSCAFP00000003445	ENSTNIP00000017228
ENSCAFP00000010873	ENSTNIP00000012237
ENSCAFP00000000288	ENSTNIP00000009853
ENSCAFP00000026669	ENSTNIP00000013684
ENSCAFP00000016357	ENSTNIP00000003189
ENSCAFP00000014234	ENSTNIP00000009891
ENSCAFP00000014234	ENSTNIP00000003443
ENSCAFP00000022395	ENSTNIP00000008901
ENSCAFP00000023750	ENSTNIP00000009220
ENSCAFP00000007145	ENSTNIP00000008118
ENSCAFP00000008927	ENSTNIP00000012739
ENSCAFP00000017751	ENSTNIP00000022441
ENSCAFP00000017751	ENSTNIP00000014311
ENSCAFP00000011990	ENSTNIP00000010292
ENSCAFP00000013024	ENSTNIP00000012837
ENSCAFP00000042693	ENSTNIP00000014543
ENSCAFP00000042693	ENSTNIP00000014462
ENSCAFP00000026155	ENSTNIP00000008276
ENSCAFP00000026155	ENSTNIP00000021142
ENSCAFP00000033030	ENSTNIP00000013437
ENSCAFP00000003101	ENSTNIP00000012328
ENSCAFP00000041674	ENSTNIP00000001417
ENSCAFP00000008556	ENSTNIP00000021338
ENSCAFP00000023713	ENSTNIP00000003411
ENSCAFP00000042345	ENSTNIP00000007124
ENSCAFP00000027593	ENSTNIP00000008754
ENSCAFP00000015726	ENSTNIP00000005390
ENSCAFP00000003436	ENSTNIP00000016784
ENSCAFP00000005825	ENSTNIP00000018557
ENSCAFP00000026402	ENSTNIP00000020471
ENSCAFP00000032837	ENSTNIP00000016083
ENSCAFP00000025127	ENSTNIP00000010434
ENSCAFP00000011003	ENSTNIP00000010149
ENSCAFP00000023472	ENSTNIP00000007845
ENSCAFP00000001401	ENSTNIP00000001893
ENSCAFP00000026103	ENSTNIP00000018828
ENSCAFP00000020455	ENSTNIP00000017999
ENSCAFP00000020457	ENSTNIP00000021529
ENSCAFP00000002471	ENSTNIP00000003941
ENSCAFP00000014348	ENSTNIP00000013238
ENSCAFP00000014348	ENSTNIP00000016949
ENSCAFP00000018363	ENSTNIP00000010750
ENSCAFP00000018363	ENSTNIP00000010220
ENSCAFP00000021253	ENSTNIP00000012750
ENSCAFP00000009656	ENSTNIP00000017865
ENSCAFP00000027022	ENSTNIP00000002793
ENSCAFP00000028242	ENSTNIP00000011068
ENSCAFP00000038440	ENSTNIP00000021290
ENSCAFP00000027714	ENSTNIP00000005952
ENSCAFP00000002632	ENSTNIP00000015100
ENSCAFP00000009642	ENSTNIP00000017190
ENSCAFP00000000769	ENSTNIP00000010257
ENSCAFP00000039622	ENSTNIP00000015343
ENSCAFP00000017701	ENSTNIP00000011750
ENSCAFP00000017701	ENSTNIP00000015198
ENSCAFP00000011683	ENSTNIP00000013581
ENSCAFP00000012479	ENSTNIP00000021209
ENSCAFP00000031227	ENSTNIP00000011980
ENSCAFP00000037498	ENSTNIP00000005607
ENSCAFP00000008761	ENSTNIP00000003731
ENSCAFP00000040207	ENSTNIP00000015490
ENSCAFP00000000662	ENSTNIP00000013413
ENSCAFP00000006879	ENSTNIP00000010562
ENSCAFP00000010673	ENSTNIP00000009931
ENSCAFP00000037149	ENSTNIP00000019536
ENSCAFP00000018051	ENSTNIP00000008337
ENSCAFP00000014929	ENSTNIP00000019385
ENSCAFP00000026294	ENSTNIP00000011114
ENSCAFP00000036223	ENSTNIP00000012765
ENSCAFP00000026016	ENSTNIP00000019198
ENSCAFP00000024385	ENSTNIP00000019486
ENSCAFP00000024385	ENSTNIP00000020581
ENSCAFP00000000308	ENSTNIP00000005777
ENSCAFP00000029301	ENSTNIP00000017668
ENSCAFP00000041956	ENSTNIP00000011530
ENSCAFP00000009689	ENSTNIP00000012706
ENSCAFP00000009369	ENSTNIP00000021371
ENSCAFP00000009369	ENSTNIP00000011798
ENSCAFP00000027341	ENSTNIP00000005818
ENSCAFP00000027341	ENSTNIP00000016995
ENSCAFP00000029106	ENSTNIP00000015789
ENSCAFP00000014633	ENSTNIP00000021586
ENSCAFP00000014633	ENSTNIP00000012041
ENSCAFP00000040132	ENSTNIP00000009894
ENSCAFP00000040132	ENSTNIP00000015571
ENSCAFP00000012855	ENSTNIP00000022860
ENSCAFP00000016378	ENSTNIP00000012977
ENSCAFP00000018521	ENSTNIP00000015583
ENSCAFP00000013346	ENSTNIP00000018989
ENSCAFP00000019292	ENSTNIP00000005759
ENSCAFP00000011551	ENSTNIP00000008560
ENSCAFP00000011551	ENSTNIP00000009935
ENSCAFP00000017129	ENSTNIP00000018780
ENSCAFP00000013732	ENSTNIP00000020598
ENSCAFP00000019610	ENSTNIP00000016077
ENSCAFP00000006373	ENSTNIP00000012845
ENSCAFP00000025152	ENSTNIP00000006273
ENSCAFP00000014294	ENSTNIP00000004984
ENSCAFP00000031545	ENSTNIP00000019715
ENSCAFP00000029652	ENSTNIP00000007378
ENSCAFP00000019166	ENSTNIP00000005079
ENSCAFP00000030153	ENSTNIP00000006304
ENSCAFP00000010778	ENSTNIP00000002117
ENSCAFP00000018228	ENSTNIP00000009948
ENSCAFP00000024308	ENSTNIP00000003269
ENSCAFP00000024308	ENSTNIP00000005586
ENSCAFP00000006098	ENSTNIP00000008570
ENSCAFP00000006098	ENSTNIP00000008341
ENSCAFP00000014191	ENSTNIP00000016947
ENSCAFP00000034692	ENSTNIP00000015451
ENSCAFP00000034692	ENSTNIP00000007550
ENSCAFP00000012198	ENSTNIP00000017720
ENSCAFP00000006027	ENSTNIP00000020635
ENSCAFP00000019371	ENSTNIP00000001178
ENSCAFP00000015458	ENSTNIP00000003579
ENSCAFP00000004059	ENSTNIP00000020905
ENSCAFP00000000115	ENSTNIP00000021415
ENSCAFP00000000115	ENSTNIP00000003291
ENSCAFP00000027795	ENSTNIP00000022298
ENSCAFP00000000107	ENSTNIP00000009467
ENSCAFP00000003750	ENSTNIP00000023035
ENSCAFP00000003750	ENSTNIP00000009292
ENSCAFP00000037890	ENSTNIP00000005386
ENSCAFP00000028993	ENSTNIP00000018149
ENSCAFP00000004617	ENSTNIP00000011120
ENSCAFP00000028823	ENSTNIP00000013853
ENSCAFP00000021318	ENSTNIP00000018328
ENSCAFP00000006134	ENSTNIP00000005807
ENSCAFP00000025359	ENSTNIP00000014576
ENSCAFP00000003221	ENSTNIP00000015265
ENSCAFP00000019469	ENSTNIP00000005990
ENSCAFP00000005771	ENSTNIP00000015212
ENSCAFP00000016852	ENSTNIP00000001136
ENSCAFP00000002615	ENSTNIP00000007967
ENSCAFP00000020521	ENSTNIP00000010942
ENSCAFP00000020521	ENSTNIP00000007068
ENSCAFP00000020996	ENSTNIP00000020764
ENSCAFP00000017724	ENSTNIP00000010262
ENSCAFP00000007990	ENSTNIP00000010745
ENSCAFP00000007990	ENSTNIP00000000260
ENSCAFP00000002748	ENSTNIP00000008740
ENSCAFP00000025342	ENSTNIP00000022130
ENSCAFP00000026142	ENSTNIP00000012450
ENSCAFP00000026892	ENSTNIP00000004229
ENSCAFP00000014055	ENSTNIP00000005650
ENSCAFP00000035393	ENSTNIP00000022620
ENSCAFP00000016213	ENSTNIP00000010602
ENSCAFP00000016213	ENSTNIP00000010436
ENSCAFP00000002957	ENSTNIP00000020922
ENSCAFP00000006148	ENSTNIP00000014334
ENSCAFP00000006101	ENSTNIP00000019376
ENSCAFP00000007655	ENSTNIP00000013641
ENSCAFP00000007655	ENSTNIP00000002891
ENSCAFP00000024475	ENSTNIP00000009052
ENSCAFP00000009640	ENSTNIP00000010161
ENSCAFP00000009007	ENSTNIP00000019758
ENSCAFP00000020037	ENSTNIP00000009834
ENSCAFP00000039409	ENSTNIP00000006394
ENSCAFP00000039409	ENSTNIP00000010121
ENSCAFP00000002943	ENSTNIP00000005180
ENSCAFP00000027547	ENSTNIP00000008259
ENSCAFP00000027547	ENSTNIP00000001179
ENSCAFP00000020163	ENSTNIP00000021287
ENSCAFP00000030056	ENSTNIP00000017889
ENSCAFP00000021636	ENSTNIP00000004986
ENSCAFP00000021636	ENSTNIP00000006309
ENSCAFP00000021402	ENSTNIP00000017566
ENSCAFP00000024560	ENSTNIP00000003847
ENSCAFP00000019804	ENSTNIP00000018642
ENSCAFP00000026960	ENSTNIP00000020266
ENSCAFP00000043067	ENSTNIP00000005494
ENSCAFP00000001479	ENSTNIP00000007619
ENSCAFP00000006473	ENSTNIP00000021784
ENSCAFP00000013558	ENSTNIP00000004680
ENSCAFP00000024121	ENSTNIP00000015973
ENSCAFP00000014219	ENSTNIP00000007897
ENSCAFP00000009681	ENSTNIP00000005488
ENSCAFP00000011514	ENSTNIP00000020880
ENSCAFP00000008629	ENSTNIP00000014838
ENSCAFP00000013390	ENSTNIP00000008379
ENSCAFP00000016517	ENSTNIP00000018957
ENSCAFP00000005787	ENSTNIP00000022514
ENSCAFP00000011412	ENSTNIP00000008722
ENSCAFP00000008246	ENSTNIP00000014147
ENSCAFP00000023781	ENSTNIP00000013218
ENSCAFP00000023338	ENSTNIP00000005168
ENSCAFP00000022062	ENSTNIP00000015372
ENSCAFP00000027774	ENSTNIP00000010350
ENSCAFP00000010064	ENSTNIP00000011342
ENSCAFP00000032911	ENSTNIP00000015479
ENSCAFP00000004940	ENSTNIP00000021694
ENSCAFP00000029053	ENSTNIP00000013706
ENSCAFP00000022845	ENSTNIP00000003675
ENSCAFP00000011707	ENSTNIP00000005475
ENSCAFP00000020973	ENSTNIP00000013263
ENSCAFP00000006558	ENSTNIP00000012356
ENSCAFP00000038006	ENSTNIP00000000899
ENSCAFP00000038006	ENSTNIP00000013864
ENSCAFP00000011522	ENSTNIP00000019521
ENSCAFP00000030268	ENSTNIP00000012291
ENSCAFP00000008041	ENSTNIP00000009200
ENSCAFP00000008908	ENSTNIP00000013114
ENSCAFP00000029012	ENSTNIP00000000685
ENSCAFP00000037203	ENSTNIP00000012693
ENSCAFP00000029601	ENSTNIP00000010309
ENSCAFP00000002482	ENSTNIP00000008880
ENSCAFP00000028330	ENSTNIP00000012632
ENSCAFP00000005581	ENSTNIP00000008231
ENSCAFP00000011192	ENSTNIP00000013324
ENSCAFP00000040567	ENSTNIP00000019800
ENSCAFP00000029482	ENSTNIP00000005023
ENSCAFP00000016469	ENSTNIP00000021191
ENSCAFP00000040317	ENSTNIP00000007211
ENSCAFP00000009027	ENSTNIP00000013254
ENSCAFP00000040911	ENSTNIP00000020830
ENSCAFP00000006650	ENSTNIP00000009237
ENSCAFP00000006650	ENSTNIP00000012115
ENSCAFP00000016409	ENSTNIP00000010777
ENSCAFP00000015343	ENSTNIP00000011774
ENSCAFP00000015343	ENSTNIP00000012135
ENSCAFP00000018636	ENSTNIP00000008071
ENSCAFP00000018844	ENSTNIP00000007279
ENSCAFP00000000013	ENSTNIP00000005763
ENSCAFP00000000013	ENSTNIP00000002095
ENSCAFP00000012363	ENSTNIP00000006486
ENSCAFP00000017577	ENSTNIP00000003509
ENSCAFP00000016959	ENSTNIP00000010599
ENSCAFP00000026707	ENSTNIP00000011214
ENSCAFP00000026707	ENSTNIP00000014303
ENSCAFP00000026041	ENSTNIP00000010358
ENSCAFP00000006539	ENSTNIP00000016356
ENSCAFP00000021503	ENSTNIP00000022533
ENSCAFP00000022679	ENSTNIP00000018806
ENSCAFP00000009234	ENSTNIP00000020005
ENSCAFP00000006555	ENSTNIP00000010558
ENSCAFP00000001178	ENSTNIP00000022304
ENSCAFP00000010173	ENSTNIP00000015465
ENSCAFP00000042718	ENSTNIP00000004930
ENSCAFP00000021956	ENSTNIP00000016694
ENSCAFP00000007327	ENSTNIP00000005307
ENSCAFP00000012023	ENSTNIP00000012229
ENSCAFP00000023632	ENSTNIP00000005492
ENSCAFP00000031755	ENSTNIP00000005614
ENSCAFP00000029977	ENSTNIP00000012206
ENSCAFP00000020958	ENSTNIP00000016185
ENSCAFP00000025244	ENSTNIP00000012270
ENSCAFP00000038728	ENSTNIP00000012699
ENSCAFP00000040507	ENSTNIP00000013807
ENSCAFP00000023606	ENSTNIP00000013880
ENSCAFP00000023606	ENSTNIP00000022523
ENSCAFP00000010892	ENSTNIP00000018125
ENSCAFP00000041305	ENSTNIP00000022534
ENSCAFP00000013497	ENSTNIP00000019621
ENSCAFP00000013497	ENSTNIP00000007354
ENSCAFP00000001945	ENSTNIP00000022020
ENSCAFP00000037879	ENSTNIP00000021134
ENSCAFP00000037879	ENSTNIP00000022029
ENSCAFP00000005701	ENSTNIP00000022515
ENSCAFP00000025622	ENSTNIP00000017101
ENSCAFP00000012318	ENSTNIP00000012167
ENSCAFP00000029589	ENSTNIP00000012171
ENSCAFP00000014239	ENSTNIP00000022601
ENSCAFP00000004778	ENSTNIP00000013797
ENSCAFP00000028862	ENSTNIP00000000508
ENSCAFP00000007536	ENSTNIP00000006407
ENSCAFP00000019630	ENSTNIP00000017370
ENSCAFP00000009751	ENSTNIP00000011300
ENSCAFP00000013929	ENSTNIP00000012043
ENSCAFP00000013929	ENSTNIP00000021584
ENSCAFP00000000419	ENSTNIP00000006494
ENSCAFP00000034200	ENSTNIP00000012254
ENSCAFP00000034200	ENSTNIP00000005671
ENSCAFP00000017685	ENSTNIP00000006014
ENSCAFP00000017685	ENSTNIP00000014505
ENSCAFP00000003667	ENSTNIP00000021611
ENSCAFP00000024167	ENSTNIP00000022484
ENSCAFP00000034065	ENSTNIP00000016372
ENSCAFP00000026449	ENSTNIP00000020419
ENSCAFP00000026449	ENSTNIP00000015199
ENSCAFP00000025322	ENSTNIP00000020533
ENSCAFP00000018204	ENSTNIP00000014047
ENSCAFP00000006194	ENSTNIP00000007775
ENSCAFP00000001694	ENSTNIP00000011321
ENSCAFP00000007665	ENSTNIP00000009269
ENSCAFP00000037281	ENSTNIP00000019907
ENSCAFP00000005584	ENSTNIP00000000877
ENSCAFP00000013917	ENSTNIP00000009041
ENSCAFP00000025210	ENSTNIP00000006507
ENSCAFP00000030126	ENSTNIP00000015139
ENSCAFP00000021015	ENSTNIP00000002901
ENSCAFP00000001985	ENSTNIP00000008744
ENSCAFP00000036764	ENSTNIP00000009852
ENSCAFP00000000256	ENSTNIP00000016305
ENSCAFP00000013312	ENSTNIP00000016468
ENSCAFP00000013312	ENSTNIP00000018482
ENSCAFP00000027209	ENSTNIP00000018839
ENSCAFP00000009736	ENSTNIP00000018022
ENSCAFP00000017813	ENSTNIP00000003414
ENSCAFP00000007856	ENSTNIP00000012340
ENSCAFP00000040611	ENSTNIP00000009629
ENSCAFP00000039510	ENSTNIP00000019720
ENSCAFP00000038099	ENSTNIP00000015342
ENSCAFP00000032157	ENSTNIP00000017328
ENSCAFP00000022785	ENSTNIP00000022712
ENSCAFP00000023668	ENSTNIP00000019164
ENSCAFP00000000642	ENSTNIP00000005437
ENSCAFP00000028136	ENSTNIP00000019218
ENSCAFP00000022474	ENSTNIP00000020521
ENSCAFP00000023771	ENSTNIP00000013038
ENSCAFP00000007666	ENSTNIP00000015755
ENSCAFP00000012757	ENSTNIP00000002318
ENSCAFP00000008550	ENSTNIP00000007795
ENSCAFP00000013888	ENSTNIP00000012490
ENSCAFP00000020889	ENSTNIP00000020458
ENSCAFP00000016423	ENSTNIP00000004711
ENSCAFP00000016423	ENSTNIP00000016940
ENSCAFP00000006507	ENSTNIP00000016646
ENSCAFP00000011099	ENSTNIP00000019851
ENSCAFP00000021539	ENSTNIP00000021715
ENSCAFP00000005826	ENSTNIP00000009130
ENSCAFP00000005826	ENSTNIP00000019118
ENSCAFP00000010164	ENSTNIP00000021227
ENSCAFP00000015634	ENSTNIP00000009841
ENSCAFP00000023020	ENSTNIP00000015469
ENSCAFP00000029791	ENSTNIP00000000202
ENSCAFP00000029025	ENSTNIP00000015801
ENSCAFP00000015153	ENSTNIP00000008346
ENSCAFP00000019026	ENSTNIP00000014029
ENSCAFP00000031804	ENSTNIP00000005312
ENSCAFP00000006087	ENSTNIP00000009900
ENSCAFP00000006087	ENSTNIP00000017637
ENSCAFP00000009022	ENSTNIP00000018430
ENSCAFP00000019185	ENSTNIP00000010286
ENSCAFP00000012548	ENSTNIP00000012784
ENSCAFP00000012548	ENSTNIP00000016451
ENSCAFP00000008401	ENSTNIP00000017352
ENSCAFP00000011713	ENSTNIP00000012790
ENSCAFP00000037075	ENSTNIP00000012873
ENSCAFP00000037075	ENSTNIP00000004955
ENSCAFP00000012224	ENSTNIP00000009595
ENSCAFP00000018166	ENSTNIP00000021325
ENSCAFP00000017280	ENSTNIP00000005511
ENSCAFP00000013102	ENSTNIP00000006062
ENSCAFP00000016422	ENSTNIP00000015989
ENSCAFP00000004390	ENSTNIP00000007560
ENSCAFP00000013833	ENSTNIP00000008607
ENSCAFP00000043137	ENSTNIP00000000156
ENSCAFP00000032192	ENSTNIP00000012611
ENSCAFP00000010305	ENSTNIP00000012242
ENSCAFP00000017036	ENSTNIP00000020006
ENSCAFP00000009594	ENSTNIP00000015741
ENSCAFP00000028226	ENSTNIP00000004870
ENSCAFP00000028226	ENSTNIP00000017295
ENSCAFP00000039424	ENSTNIP00000015122
ENSCAFP00000024759	ENSTNIP00000003367
ENSCAFP00000000806	ENSTNIP00000021109
ENSCAFP00000004675	ENSTNIP00000006797
ENSCAFP00000017488	ENSTNIP00000008046
ENSCAFP00000017759	ENSTNIP00000020630
ENSCAFP00000009138	ENSTNIP00000017501
ENSCAFP00000001349	ENSTNIP00000022341
ENSCAFP00000001349	ENSTNIP00000017534
ENSCAFP00000011189	ENSTNIP00000007926
ENSCAFP00000026813	ENSTNIP00000014301
ENSCAFP00000026813	ENSTNIP00000011218
ENSCAFP00000012494	ENSTNIP00000006514
ENSCAFP00000034278	ENSTNIP00000019737
ENSCAFP00000022380	ENSTNIP00000020515
ENSCAFP00000017153	ENSTNIP00000004530
ENSCAFP00000018202	ENSTNIP00000010370
ENSCAFP00000014022	ENSTNIP00000013482
ENSCAFP00000026348	ENSTNIP00000015932
ENSCAFP00000021142	ENSTNIP00000018367
ENSCAFP00000021142	ENSTNIP00000016174
ENSCAFP00000019451	ENSTNIP00000012367
ENSCAFP00000019014	ENSTNIP00000012870
ENSCAFP00000006902	ENSTNIP00000006148
ENSCAFP00000006902	ENSTNIP00000009177
ENSCAFP00000025696	ENSTNIP00000008174
ENSCAFP00000029076	ENSTNIP00000015796
ENSCAFP00000004978	ENSTNIP00000004993
ENSCAFP00000027029	ENSTNIP00000019236
ENSCAFP00000042195	ENSTNIP00000015364
ENSCAFP00000000685	ENSTNIP00000003635
ENSCAFP00000013656	ENSTNIP00000018681
ENSCAFP00000004929	ENSTNIP00000021696
ENSCAFP00000005648	ENSTNIP00000015243
ENSCAFP00000008075	ENSTNIP00000014175
ENSCAFP00000013269	ENSTNIP00000020947
ENSCAFP00000028736	ENSTNIP00000004057
ENSCAFP00000008059	ENSTNIP00000001102
ENSCAFP00000002638	ENSTNIP00000000457
ENSCAFP00000016410	ENSTNIP00000018960
ENSCAFP00000029923	ENSTNIP00000016762
ENSCAFP00000028715	ENSTNIP00000005461
ENSCAFP00000026996	ENSTNIP00000013491
ENSCAFP00000008826	ENSTNIP00000017199
ENSCAFP00000014757	ENSTNIP00000018737
ENSCAFP00000030689	ENSTNIP00000022476
ENSCAFP00000030689	ENSTNIP00000019211
ENSCAFP00000027947	ENSTNIP00000012968
ENSCAFP00000024845	ENSTNIP00000017967
ENSCAFP00000037612	ENSTNIP00000014917
ENSCAFP00000039114	ENSTNIP00000000948
ENSCAFP00000032766	ENSTNIP00000007345
ENSCAFP00000008416	ENSTNIP00000022900
ENSCAFP00000004834	ENSTNIP00000012689
ENSCAFP00000000584	ENSTNIP00000009255
ENSCAFP00000019303	ENSTNIP00000013727
ENSCAFP00000003724	ENSTNIP00000010931
ENSCAFP00000011312	ENSTNIP00000007282
ENSCAFP00000014036	ENSTNIP00000019162
ENSCAFP00000012254	ENSTNIP00000007899
ENSCAFP00000012254	ENSTNIP00000021064
ENSCAFP00000023005	ENSTNIP00000008829
ENSCAFP00000028346	ENSTNIP00000013839
ENSCAFP00000016742	ENSTNIP00000014904
ENSCAFP00000016742	ENSTNIP00000022978
ENSCAFP00000003952	ENSTNIP00000021356
ENSCAFP00000003952	ENSTNIP00000010930
ENSCAFP00000001230	ENSTNIP00000006501
ENSCAFP00000021410	ENSTNIP00000019721
ENSCAFP00000008083	ENSTNIP00000010245
ENSCAFP00000031244	ENSTNIP00000007036
ENSCAFP00000041190	ENSTNIP00000012528
ENSCAFP00000029641	ENSTNIP00000010316
ENSCAFP00000012577	ENSTNIP00000010112
ENSCAFP00000028519	ENSTNIP00000012869
ENSCAFP00000004585	ENSTNIP00000019505
ENSCAFP00000004585	ENSTNIP00000020435
ENSCAFP00000021848	ENSTNIP00000001389
ENSCAFP00000040186	ENSTNIP00000012400
ENSCAFP00000000431	ENSTNIP00000014014
ENSCAFP00000005127	ENSTNIP00000007830
ENSCAFP00000040315	ENSTNIP00000016884
ENSCAFP00000020626	ENSTNIP00000004440
ENSCAFP00000040151	ENSTNIP00000014947
ENSCAFP00000005592	ENSTNIP00000017891
ENSCAFP00000023331	ENSTNIP00000013135
ENSCAFP00000002963	ENSTNIP00000019048
ENSCAFP00000000148	ENSTNIP00000010331
ENSCAFP00000028939	ENSTNIP00000016449
ENSCAFP00000022198	ENSTNIP00000010863
ENSCAFP00000008636	ENSTNIP00000012686
ENSCAFP00000039620	ENSTNIP00000014285
ENSCAFP00000023830	ENSTNIP00000007981
ENSCAFP00000026042	ENSTNIP00000010442
ENSCAFP00000008327	ENSTNIP00000019285
ENSCAFP00000018676	ENSTNIP00000022723
ENSCAFP00000001050	ENSTNIP00000009679
ENSCAFP00000034565	ENSTNIP00000022299
ENSCAFP00000014977	ENSTNIP00000015202
ENSCAFP00000028992	ENSTNIP00000007403
ENSCAFP00000000811	ENSTNIP00000022410
ENSCAFP00000000376	ENSTNIP00000017611
ENSCAFP00000004006	ENSTNIP00000019698
ENSCAFP00000036634	ENSTNIP00000013486
ENSCAFP00000027591	ENSTNIP00000013059
ENSCAFP00000025553	ENSTNIP00000001640
ENSCAFP00000024880	ENSTNIP00000005458
ENSCAFP00000030250	ENSTNIP00000021119
ENSCAFP00000013432	ENSTNIP00000021541
ENSCAFP00000021805	ENSTNIP00000014506
ENSCAFP00000015874	ENSTNIP00000019398
ENSCAFP00000025800	ENSTNIP00000018833
ENSCAFP00000013157	ENSTNIP00000010068
ENSCAFP00000032879	ENSTNIP00000012170
ENSCAFP00000026516	ENSTNIP00000014889
ENSCAFP00000002818	ENSTNIP00000013596
ENSCAFP00000002818	ENSTNIP00000007330
ENSCAFP00000026552	ENSTNIP00000014884
ENSCAFP00000016089	ENSTNIP00000012357
ENSCAFP00000019339	ENSTNIP00000016329
ENSCAFP00000022321	ENSTNIP00000010859
ENSCAFP00000018728	ENSTNIP00000018571
ENSCAFP00000029167	ENSTNIP00000008784
ENSCAFP00000019929	ENSTNIP00000008233
ENSCAFP00000039412	ENSTNIP00000016912
ENSCAFP00000009309	ENSTNIP00000014376
ENSCAFP00000040181	ENSTNIP00000008827
ENSCAFP00000034403	ENSTNIP00000021908
