ENSMUSP00000034074	ENSTNIP00000004863
ENSMUSP00000022634	ENSTNIP00000007933
ENSMUSP00000101718	ENSTNIP00000016323
ENSMUSP00000113835	ENSTNIP00000012857
ENSMUSP00000035644	ENSTNIP00000020848
ENSMUSP00000064080	ENSTNIP00000013883
ENSMUSP00000022592	ENSTNIP00000014509
ENSMUSP00000101311	ENSTNIP00000018205
ENSMUSP00000099981	ENSTNIP00000020754
ENSMUSP00000099981	ENSTNIP00000016617
ENSMUSP00000073751	ENSTNIP00000000872
ENSMUSP00000073751	ENSTNIP00000002254
ENSMUSP00000094513	ENSTNIP00000019904
ENSMUSP00000008088	ENSTNIP00000010554
ENSMUSP00000048590	ENSTNIP00000022552
ENSMUSP00000005352	ENSTNIP00000005685
ENSMUSP00000077074	ENSTNIP00000005395
ENSMUSP00000024748	ENSTNIP00000007397
ENSMUSP00000024748	ENSTNIP00000011467
ENSMUSP00000043111	ENSTNIP00000005113
ENSMUSP00000069422	ENSTNIP00000020621
ENSMUSP00000069422	ENSTNIP00000017040
ENSMUSP00000093206	ENSTNIP00000020570
ENSMUSP00000098723	ENSTNIP00000016032
ENSMUSP00000098723	ENSTNIP00000021835
ENSMUSP00000033018	ENSTNIP00000005000
ENSMUSP00000050211	ENSTNIP00000011199
ENSMUSP00000037970	ENSTNIP00000009522
ENSMUSP00000031009	ENSTNIP00000013932
ENSMUSP00000020537	ENSTNIP00000021386
ENSMUSP00000033153	ENSTNIP00000004574
ENSMUSP00000106266	ENSTNIP00000010807
ENSMUSP00000104889	ENSTNIP00000010106
ENSMUSP00000104889	ENSTNIP00000015574
ENSMUSP00000010298	ENSTNIP00000011696
ENSMUSP00000049336	ENSTNIP00000002085
ENSMUSP00000117687	ENSTNIP00000022506
ENSMUSP00000066805	ENSTNIP00000011971
ENSMUSP00000066805	ENSTNIP00000018928
ENSMUSP00000043596	ENSTNIP00000008314
ENSMUSP00000102894	ENSTNIP00000021503
ENSMUSP00000102894	ENSTNIP00000020709
ENSMUSP00000106866	ENSTNIP00000020978
ENSMUSP00000028635	ENSTNIP00000012405
ENSMUSP00000095608	ENSTNIP00000022621
ENSMUSP00000095608	ENSTNIP00000016336
ENSMUSP00000023068	ENSTNIP00000016732
ENSMUSP00000033325	ENSTNIP00000016739
ENSMUSP00000033325	ENSTNIP00000012236
ENSMUSP00000002327	ENSTNIP00000018166
ENSMUSP00000022901	ENSTNIP00000009533
ENSMUSP00000087857	ENSTNIP00000014262
ENSMUSP00000023203	ENSTNIP00000010972
ENSMUSP00000023203	ENSTNIP00000017885
ENSMUSP00000052017	ENSTNIP00000015215
ENSMUSP00000043066	ENSTNIP00000009756
ENSMUSP00000043066	ENSTNIP00000008605
ENSMUSP00000030408	ENSTNIP00000000538
ENSMUSP00000030408	ENSTNIP00000012103
ENSMUSP00000045315	ENSTNIP00000006185
ENSMUSP00000099938	ENSTNIP00000005293
ENSMUSP00000099938	ENSTNIP00000012727
ENSMUSP00000109728	ENSTNIP00000002124
ENSMUSP00000015146	ENSTNIP00000005010
ENSMUSP00000065935	ENSTNIP00000001026
ENSMUSP00000028880	ENSTNIP00000011979
ENSMUSP00000028880	ENSTNIP00000006539
ENSMUSP00000019998	ENSTNIP00000010289
ENSMUSP00000124804	ENSTNIP00000006500
ENSMUSP00000021907	ENSTNIP00000018710
ENSMUSP00000130313	ENSTNIP00000003619
ENSMUSP00000125995	ENSTNIP00000002229
ENSMUSP00000021166	ENSTNIP00000001225
ENSMUSP00000021166	ENSTNIP00000014551
ENSMUSP00000008626	ENSTNIP00000021175
ENSMUSP00000105168	ENSTNIP00000020642
ENSMUSP00000105168	ENSTNIP00000018064
ENSMUSP00000063650	ENSTNIP00000010019
ENSMUSP00000022908	ENSTNIP00000011046
ENSMUSP00000023040	ENSTNIP00000005213
ENSMUSP00000047586	ENSTNIP00000017456
ENSMUSP00000020513	ENSTNIP00000020241
ENSMUSP00000073371	ENSTNIP00000009279
ENSMUSP00000073371	ENSTNIP00000005483
ENSMUSP00000048313	ENSTNIP00000019748
ENSMUSP00000051331	ENSTNIP00000004759
ENSMUSP00000051331	ENSTNIP00000021152
ENSMUSP00000052584	ENSTNIP00000016727
ENSMUSP00000061234	ENSTNIP00000003714
ENSMUSP00000047220	ENSTNIP00000013621
ENSMUSP00000086779	ENSTNIP00000018054
ENSMUSP00000130121	ENSTNIP00000022456
ENSMUSP00000130121	ENSTNIP00000006043
ENSMUSP00000106756	ENSTNIP00000016815
ENSMUSP00000018880	ENSTNIP00000014793
ENSMUSP00000018880	ENSTNIP00000013334
ENSMUSP00000112551	ENSTNIP00000020371
ENSMUSP00000099349	ENSTNIP00000015838
ENSMUSP00000099349	ENSTNIP00000008719
ENSMUSP00000033289	ENSTNIP00000019346
ENSMUSP00000067611	ENSTNIP00000021522
ENSMUSP00000072961	ENSTNIP00000015444
ENSMUSP00000018429	ENSTNIP00000014725
ENSMUSP00000100868	ENSTNIP00000017603
ENSMUSP00000001569	ENSTNIP00000021353
ENSMUSP00000001569	ENSTNIP00000010837
ENSMUSP00000072136	ENSTNIP00000009204
ENSMUSP00000072136	ENSTNIP00000011370
ENSMUSP00000113494	ENSTNIP00000016276
ENSMUSP00000021929	ENSTNIP00000019780
ENSMUSP00000103495	ENSTNIP00000008826
ENSMUSP00000045291	ENSTNIP00000018339
ENSMUSP00000045291	ENSTNIP00000017324
ENSMUSP00000114015	ENSTNIP00000007546
ENSMUSP00000113499	ENSTNIP00000012091
ENSMUSP00000030434	ENSTNIP00000012090
ENSMUSP00000030434	ENSTNIP00000012092
ENSMUSP00000006137	ENSTNIP00000009830
ENSMUSP00000109502	ENSTNIP00000014783
ENSMUSP00000022561	ENSTNIP00000008454
ENSMUSP00000030412	ENSTNIP00000007236
ENSMUSP00000122964	ENSTNIP00000007146
ENSMUSP00000122964	ENSTNIP00000009912
ENSMUSP00000049490	ENSTNIP00000021559
ENSMUSP00000039528	ENSTNIP00000006907
ENSMUSP00000039528	ENSTNIP00000003155
ENSMUSP00000056787	ENSTNIP00000022443
ENSMUSP00000054330	ENSTNIP00000016530
ENSMUSP00000110287	ENSTNIP00000010964
ENSMUSP00000035099	ENSTNIP00000010738
ENSMUSP00000035099	ENSTNIP00000015726
ENSMUSP00000028509	ENSTNIP00000010714
ENSMUSP00000028509	ENSTNIP00000020049
ENSMUSP00000129325	ENSTNIP00000021172
ENSMUSP00000020640	ENSTNIP00000013420
ENSMUSP00000112719	ENSTNIP00000018890
ENSMUSP00000078361	ENSTNIP00000015270
ENSMUSP00000094886	ENSTNIP00000001358
ENSMUSP00000070382	ENSTNIP00000020611
ENSMUSP00000078774	ENSTNIP00000014065
ENSMUSP00000027916	ENSTNIP00000013671
ENSMUSP00000030192	ENSTNIP00000018653
ENSMUSP00000027287	ENSTNIP00000013533
ENSMUSP00000027287	ENSTNIP00000016880
ENSMUSP00000027267	ENSTNIP00000018790
ENSMUSP00000119875	ENSTNIP00000015856
ENSMUSP00000105976	ENSTNIP00000007328
ENSMUSP00000041308	ENSTNIP00000021773
ENSMUSP00000113346	ENSTNIP00000022482
ENSMUSP00000128696	ENSTNIP00000020682
ENSMUSP00000001179	ENSTNIP00000020348
ENSMUSP00000058233	ENSTNIP00000020967
ENSMUSP00000110900	ENSTNIP00000021669
ENSMUSP00000085187	ENSTNIP00000001435
ENSMUSP00000090130	ENSTNIP00000016797
ENSMUSP00000093644	ENSTNIP00000013210
ENSMUSP00000057462	ENSTNIP00000021846
ENSMUSP00000059433	ENSTNIP00000018532
ENSMUSP00000059433	ENSTNIP00000018405
ENSMUSP00000080739	ENSTNIP00000011283
ENSMUSP00000071464	ENSTNIP00000018033
ENSMUSP00000071464	ENSTNIP00000020162
ENSMUSP00000046766	ENSTNIP00000005157
ENSMUSP00000108987	ENSTNIP00000017341
ENSMUSP00000062429	ENSTNIP00000010945
ENSMUSP00000000326	ENSTNIP00000005111
ENSMUSP00000071654	ENSTNIP00000009788
ENSMUSP00000071654	ENSTNIP00000006107
ENSMUSP00000116006	ENSTNIP00000014614
ENSMUSP00000040706	ENSTNIP00000019445
ENSMUSP00000032627	ENSTNIP00000003965
ENSMUSP00000072773	ENSTNIP00000019363
ENSMUSP00000072773	ENSTNIP00000002158
ENSMUSP00000037719	ENSTNIP00000005740
ENSMUSP00000109367	ENSTNIP00000007847
ENSMUSP00000031445	ENSTNIP00000019053
ENSMUSP00000060613	ENSTNIP00000007980
ENSMUSP00000020157	ENSTNIP00000013938
ENSMUSP00000092508	ENSTNIP00000010915
ENSMUSP00000102227	ENSTNIP00000017469
ENSMUSP00000133499	ENSTNIP00000021347
ENSMUSP00000032396	ENSTNIP00000009723
ENSMUSP00000114578	ENSTNIP00000012233
ENSMUSP00000107333	ENSTNIP00000015117
ENSMUSP00000038444	ENSTNIP00000014328
ENSMUSP00000038444	ENSTNIP00000005886
ENSMUSP00000030901	ENSTNIP00000015385
ENSMUSP00000029644	ENSTNIP00000021200
ENSMUSP00000068192	ENSTNIP00000007086
ENSMUSP00000071939	ENSTNIP00000013662
ENSMUSP00000071939	ENSTNIP00000020527
ENSMUSP00000064680	ENSTNIP00000015017
ENSMUSP00000092901	ENSTNIP00000013091
ENSMUSP00000068987	ENSTNIP00000021790
ENSMUSP00000068987	ENSTNIP00000012527
ENSMUSP00000034630	ENSTNIP00000007132
ENSMUSP00000057669	ENSTNIP00000005876
ENSMUSP00000057669	ENSTNIP00000005813
ENSMUSP00000047865	ENSTNIP00000004088
ENSMUSP00000068516	ENSTNIP00000005195
ENSMUSP00000027027	ENSTNIP00000005770
ENSMUSP00000023562	ENSTNIP00000001356
ENSMUSP00000023562	ENSTNIP00000019570
ENSMUSP00000091641	ENSTNIP00000012238
ENSMUSP00000032749	ENSTNIP00000022739
ENSMUSP00000033695	ENSTNIP00000011809
ENSMUSP00000027396	ENSTNIP00000017553
ENSMUSP00000027396	ENSTNIP00000018723
ENSMUSP00000047445	ENSTNIP00000013637
ENSMUSP00000030884	ENSTNIP00000006991
ENSMUSP00000004494	ENSTNIP00000018575
ENSMUSP00000106894	ENSTNIP00000007243
ENSMUSP00000125043	ENSTNIP00000013237
ENSMUSP00000125043	ENSTNIP00000016950
ENSMUSP00000132725	ENSTNIP00000012733
ENSMUSP00000096982	ENSTNIP00000021580
ENSMUSP00000034739	ENSTNIP00000012203
ENSMUSP00000026494	ENSTNIP00000009231
ENSMUSP00000026494	ENSTNIP00000019794
ENSMUSP00000020382	ENSTNIP00000003221
ENSMUSP00000111222	ENSTNIP00000018345
ENSMUSP00000055689	ENSTNIP00000016642
ENSMUSP00000062327	ENSTNIP00000022623
ENSMUSP00000028780	ENSTNIP00000013898
ENSMUSP00000028780	ENSTNIP00000020574
ENSMUSP00000106118	ENSTNIP00000021910
ENSMUSP00000109901	ENSTNIP00000011297
ENSMUSP00000008573	ENSTNIP00000007827
ENSMUSP00000008573	ENSTNIP00000020725
ENSMUSP00000113235	ENSTNIP00000002695
ENSMUSP00000113235	ENSTNIP00000014186
ENSMUSP00000099752	ENSTNIP00000020066
ENSMUSP00000021592	ENSTNIP00000005473
ENSMUSP00000028100	ENSTNIP00000016616
ENSMUSP00000028100	ENSTNIP00000010794
ENSMUSP00000035472	ENSTNIP00000011576
ENSMUSP00000018744	ENSTNIP00000009019
ENSMUSP00000026470	ENSTNIP00000009854
ENSMUSP00000026470	ENSTNIP00000014966
ENSMUSP00000104700	ENSTNIP00000019183
ENSMUSP00000029459	ENSTNIP00000007979
ENSMUSP00000036410	ENSTNIP00000018364
ENSMUSP00000020546	ENSTNIP00000020208
ENSMUSP00000020546	ENSTNIP00000019233
ENSMUSP00000014957	ENSTNIP00000022659
ENSMUSP00000014957	ENSTNIP00000016595
ENSMUSP00000047218	ENSTNIP00000017228
ENSMUSP00000081782	ENSTNIP00000012237
ENSMUSP00000042185	ENSTNIP00000009853
ENSMUSP00000099490	ENSTNIP00000013684
ENSMUSP00000099642	ENSTNIP00000003189
ENSMUSP00000104973	ENSTNIP00000009891
ENSMUSP00000104973	ENSTNIP00000003443
ENSMUSP00000006293	ENSTNIP00000008901
ENSMUSP00000030734	ENSTNIP00000012688
ENSMUSP00000037890	ENSTNIP00000009220
ENSMUSP00000013773	ENSTNIP00000008118
ENSMUSP00000023353	ENSTNIP00000011346
ENSMUSP00000066842	ENSTNIP00000012739
ENSMUSP00000103007	ENSTNIP00000022441
ENSMUSP00000103007	ENSTNIP00000014311
ENSMUSP00000044472	ENSTNIP00000012837
ENSMUSP00000052096	ENSTNIP00000014543
ENSMUSP00000052096	ENSTNIP00000014462
ENSMUSP00000033169	ENSTNIP00000008276
ENSMUSP00000033169	ENSTNIP00000021142
ENSMUSP00000099559	ENSTNIP00000013437
ENSMUSP00000092624	ENSTNIP00000012328
ENSMUSP00000017629	ENSTNIP00000021338
ENSMUSP00000068896	ENSTNIP00000003411
ENSMUSP00000112766	ENSTNIP00000007124
ENSMUSP00000076951	ENSTNIP00000008754
ENSMUSP00000070946	ENSTNIP00000005390
ENSMUSP00000021790	ENSTNIP00000008449
ENSMUSP00000021790	ENSTNIP00000017894
ENSMUSP00000027290	ENSTNIP00000016784
ENSMUSP00000099785	ENSTNIP00000018557
ENSMUSP00000021691	ENSTNIP00000020471
ENSMUSP00000035078	ENSTNIP00000016083
ENSMUSP00000018992	ENSTNIP00000010434
ENSMUSP00000105353	ENSTNIP00000010149
ENSMUSP00000020112	ENSTNIP00000014370
ENSMUSP00000031104	ENSTNIP00000007845
ENSMUSP00000023088	ENSTNIP00000001893
ENSMUSP00000033621	ENSTNIP00000018828
ENSMUSP00000021314	ENSTNIP00000017999
ENSMUSP00000080600	ENSTNIP00000021529
ENSMUSP00000125384	ENSTNIP00000003941
ENSMUSP00000005069	ENSTNIP00000018580
ENSMUSP00000005069	ENSTNIP00000001288
ENSMUSP00000029454	ENSTNIP00000013238
ENSMUSP00000029454	ENSTNIP00000016949
ENSMUSP00000003554	ENSTNIP00000010750
ENSMUSP00000003554	ENSTNIP00000010220
ENSMUSP00000028386	ENSTNIP00000012750
ENSMUSP00000035400	ENSTNIP00000017865
ENSMUSP00000044616	ENSTNIP00000002793
ENSMUSP00000061843	ENSTNIP00000011068
ENSMUSP00000035065	ENSTNIP00000021290
ENSMUSP00000041814	ENSTNIP00000005952
ENSMUSP00000046981	ENSTNIP00000015100
ENSMUSP00000026558	ENSTNIP00000017190
ENSMUSP00000019908	ENSTNIP00000010257
ENSMUSP00000106081	ENSTNIP00000015343
ENSMUSP00000016344	ENSTNIP00000011750
ENSMUSP00000016344	ENSTNIP00000015198
ENSMUSP00000022082	ENSTNIP00000013581
ENSMUSP00000032111	ENSTNIP00000021209
ENSMUSP00000034400	ENSTNIP00000012214
ENSMUSP00000106004	ENSTNIP00000011980
ENSMUSP00000048426	ENSTNIP00000005607
ENSMUSP00000024717	ENSTNIP00000003731
ENSMUSP00000036213	ENSTNIP00000015490
ENSMUSP00000020629	ENSTNIP00000013413
ENSMUSP00000051293	ENSTNIP00000010562
ENSMUSP00000108726	ENSTNIP00000010142
ENSMUSP00000034000	ENSTNIP00000009931
ENSMUSP00000058142	ENSTNIP00000019536
ENSMUSP00000064668	ENSTNIP00000016564
ENSMUSP00000030665	ENSTNIP00000008337
ENSMUSP00000025918	ENSTNIP00000012798
ENSMUSP00000066413	ENSTNIP00000011114
ENSMUSP00000109584	ENSTNIP00000012765
ENSMUSP00000136673	ENSTNIP00000019198
ENSMUSP00000126749	ENSTNIP00000005136
ENSMUSP00000064961	ENSTNIP00000019486
ENSMUSP00000064961	ENSTNIP00000020581
ENSMUSP00000025354	ENSTNIP00000005777
ENSMUSP00000068587	ENSTNIP00000017668
ENSMUSP00000112575	ENSTNIP00000011530
ENSMUSP00000025093	ENSTNIP00000012706
ENSMUSP00000025293	ENSTNIP00000021371
ENSMUSP00000025293	ENSTNIP00000011798
ENSMUSP00000017783	ENSTNIP00000005818
ENSMUSP00000017783	ENSTNIP00000016995
ENSMUSP00000113521	ENSTNIP00000015789
ENSMUSP00000043120	ENSTNIP00000021586
ENSMUSP00000043120	ENSTNIP00000012041
ENSMUSP00000133816	ENSTNIP00000009894
ENSMUSP00000133816	ENSTNIP00000015571
ENSMUSP00000003450	ENSTNIP00000022860
ENSMUSP00000104529	ENSTNIP00000015583
ENSMUSP00000031597	ENSTNIP00000018989
ENSMUSP00000032336	ENSTNIP00000005759
ENSMUSP00000078190	ENSTNIP00000008560
ENSMUSP00000078190	ENSTNIP00000009935
ENSMUSP00000110477	ENSTNIP00000018780
ENSMUSP00000041841	ENSTNIP00000020598
ENSMUSP00000041298	ENSTNIP00000016077
ENSMUSP00000001825	ENSTNIP00000012845
ENSMUSP00000033674	ENSTNIP00000006273
ENSMUSP00000032629	ENSTNIP00000004984
ENSMUSP00000105954	ENSTNIP00000019715
ENSMUSP00000000348	ENSTNIP00000007378
ENSMUSP00000037075	ENSTNIP00000005079
ENSMUSP00000034369	ENSTNIP00000006304
ENSMUSP00000028083	ENSTNIP00000022897
ENSMUSP00000020249	ENSTNIP00000002117
ENSMUSP00000027532	ENSTNIP00000009948
ENSMUSP00000103191	ENSTNIP00000003269
ENSMUSP00000103191	ENSTNIP00000005586
ENSMUSP00000028081	ENSTNIP00000008570
ENSMUSP00000028081	ENSTNIP00000008341
ENSMUSP00000044437	ENSTNIP00000016947
ENSMUSP00000104519	ENSTNIP00000015451
ENSMUSP00000104519	ENSTNIP00000007550
ENSMUSP00000021375	ENSTNIP00000005140
ENSMUSP00000031434	ENSTNIP00000017720
ENSMUSP00000061923	ENSTNIP00000020635
ENSMUSP00000047775	ENSTNIP00000001178
ENSMUSP00000113977	ENSTNIP00000003579
ENSMUSP00000031840	ENSTNIP00000020905
ENSMUSP00000051869	ENSTNIP00000021415
ENSMUSP00000051869	ENSTNIP00000003291
ENSMUSP00000025411	ENSTNIP00000022298
ENSMUSP00000056530	ENSTNIP00000009467
ENSMUSP00000030032	ENSTNIP00000023035
ENSMUSP00000030032	ENSTNIP00000009292
ENSMUSP00000028858	ENSTNIP00000005386
ENSMUSP00000095792	ENSTNIP00000011120
ENSMUSP00000069508	ENSTNIP00000017325
ENSMUSP00000030894	ENSTNIP00000013853
ENSMUSP00000124871	ENSTNIP00000018328
ENSMUSP00000131207	ENSTNIP00000005807
ENSMUSP00000042343	ENSTNIP00000015265
ENSMUSP00000026096	ENSTNIP00000005990
ENSMUSP00000044305	ENSTNIP00000015212
ENSMUSP00000072155	ENSTNIP00000001136
ENSMUSP00000100038	ENSTNIP00000007967
ENSMUSP00000032477	ENSTNIP00000010942
ENSMUSP00000032477	ENSTNIP00000007068
ENSMUSP00000124022	ENSTNIP00000020764
ENSMUSP00000046686	ENSTNIP00000010262
ENSMUSP00000035110	ENSTNIP00000010745
ENSMUSP00000035110	ENSTNIP00000000260
ENSMUSP00000031117	ENSTNIP00000008740
ENSMUSP00000035415	ENSTNIP00000022130
ENSMUSP00000026265	ENSTNIP00000012450
ENSMUSP00000025270	ENSTNIP00000004229
ENSMUSP00000021866	ENSTNIP00000005650
ENSMUSP00000033241	ENSTNIP00000022620
ENSMUSP00000054105	ENSTNIP00000010602
ENSMUSP00000054105	ENSTNIP00000010436
ENSMUSP00000058882	ENSTNIP00000020922
ENSMUSP00000110781	ENSTNIP00000014334
ENSMUSP00000006181	ENSTNIP00000019376
ENSMUSP00000028926	ENSTNIP00000013641
ENSMUSP00000028926	ENSTNIP00000002891
ENSMUSP00000091474	ENSTNIP00000009052
ENSMUSP00000098677	ENSTNIP00000010161
ENSMUSP00000094882	ENSTNIP00000019758
ENSMUSP00000058455	ENSTNIP00000009834
ENSMUSP00000085316	ENSTNIP00000006394
ENSMUSP00000085316	ENSTNIP00000010121
ENSMUSP00000095713	ENSTNIP00000005180
ENSMUSP00000017488	ENSTNIP00000008259
ENSMUSP00000017488	ENSTNIP00000001179
ENSMUSP00000128943	ENSTNIP00000021287
ENSMUSP00000096140	ENSTNIP00000017889
ENSMUSP00000046528	ENSTNIP00000004986
ENSMUSP00000046528	ENSTNIP00000006309
ENSMUSP00000033088	ENSTNIP00000003847
ENSMUSP00000112860	ENSTNIP00000018642
ENSMUSP00000025142	ENSTNIP00000020266
ENSMUSP00000117246	ENSTNIP00000005494
ENSMUSP00000023112	ENSTNIP00000007619
ENSMUSP00000114087	ENSTNIP00000021784
ENSMUSP00000066607	ENSTNIP00000004680
ENSMUSP00000040694	ENSTNIP00000015973
ENSMUSP00000017151	ENSTNIP00000007897
ENSMUSP00000025092	ENSTNIP00000005488
ENSMUSP00000050181	ENSTNIP00000020880
ENSMUSP00000026452	ENSTNIP00000014838
ENSMUSP00000044072	ENSTNIP00000008379
ENSMUSP00000107911	ENSTNIP00000018957
ENSMUSP00000019977	ENSTNIP00000022514
ENSMUSP00000081998	ENSTNIP00000014147
ENSMUSP00000101023	ENSTNIP00000013218
ENSMUSP00000090360	ENSTNIP00000005168
ENSMUSP00000066915	ENSTNIP00000010350
ENSMUSP00000059261	ENSTNIP00000011342
ENSMUSP00000031081	ENSTNIP00000001011
ENSMUSP00000065533	ENSTNIP00000015479
ENSMUSP00000053837	ENSTNIP00000021694
ENSMUSP00000111624	ENSTNIP00000013706
ENSMUSP00000033505	ENSTNIP00000003675
ENSMUSP00000023774	ENSTNIP00000005475
ENSMUSP00000034552	ENSTNIP00000013263
ENSMUSP00000045191	ENSTNIP00000012356
ENSMUSP00000137445	ENSTNIP00000000899
ENSMUSP00000137445	ENSTNIP00000013864
ENSMUSP00000004965	ENSTNIP00000019521
ENSMUSP00000045480	ENSTNIP00000012291
ENSMUSP00000035366	ENSTNIP00000009200
ENSMUSP00000133855	ENSTNIP00000013114
ENSMUSP00000002350	ENSTNIP00000000685
ENSMUSP00000099304	ENSTNIP00000014470
ENSMUSP00000092408	ENSTNIP00000012693
ENSMUSP00000099913	ENSTNIP00000010309
ENSMUSP00000005548	ENSTNIP00000008880
ENSMUSP00000004172	ENSTNIP00000012632
ENSMUSP00000099805	ENSTNIP00000008231
ENSMUSP00000041751	ENSTNIP00000013324
ENSMUSP00000025631	ENSTNIP00000019800
ENSMUSP00000038722	ENSTNIP00000005023
ENSMUSP00000029666	ENSTNIP00000021191
ENSMUSP00000093130	ENSTNIP00000013254
ENSMUSP00000052523	ENSTNIP00000020830
ENSMUSP00000002710	ENSTNIP00000004395
ENSMUSP00000122274	ENSTNIP00000009237
ENSMUSP00000122274	ENSTNIP00000012115
ENSMUSP00000044134	ENSTNIP00000010777
ENSMUSP00000104861	ENSTNIP00000017768
ENSMUSP00000099660	ENSTNIP00000011774
ENSMUSP00000099660	ENSTNIP00000012135
ENSMUSP00000117963	ENSTNIP00000008071
ENSMUSP00000076321	ENSTNIP00000007279
ENSMUSP00000089394	ENSTNIP00000005763
ENSMUSP00000089394	ENSTNIP00000002095
ENSMUSP00000033919	ENSTNIP00000006486
ENSMUSP00000033751	ENSTNIP00000003509
ENSMUSP00000110606	ENSTNIP00000010599
ENSMUSP00000055823	ENSTNIP00000011214
ENSMUSP00000055823	ENSTNIP00000014303
ENSMUSP00000110389	ENSTNIP00000010358
ENSMUSP00000053558	ENSTNIP00000016356
ENSMUSP00000134568	ENSTNIP00000022533
ENSMUSP00000058618	ENSTNIP00000018806
ENSMUSP00000038732	ENSTNIP00000020005
ENSMUSP00000032566	ENSTNIP00000010558
ENSMUSP00000022927	ENSTNIP00000022304
ENSMUSP00000094174	ENSTNIP00000015465
ENSMUSP00000108921	ENSTNIP00000004930
ENSMUSP00000028636	ENSTNIP00000016694
ENSMUSP00000021114	ENSTNIP00000005307
ENSMUSP00000048530	ENSTNIP00000012229
ENSMUSP00000106735	ENSTNIP00000005492
ENSMUSP00000098786	ENSTNIP00000005614
ENSMUSP00000034163	ENSTNIP00000012206
ENSMUSP00000061544	ENSTNIP00000016185
ENSMUSP00000036631	ENSTNIP00000012270
ENSMUSP00000107292	ENSTNIP00000012699
ENSMUSP00000029447	ENSTNIP00000013807
ENSMUSP00000027766	ENSTNIP00000013880
ENSMUSP00000027766	ENSTNIP00000022523
ENSMUSP00000067028	ENSTNIP00000018125
ENSMUSP00000082422	ENSTNIP00000022534
ENSMUSP00000105522	ENSTNIP00000016354
ENSMUSP00000026170	ENSTNIP00000019621
ENSMUSP00000026170	ENSTNIP00000007354
ENSMUSP00000000500	ENSTNIP00000022020
ENSMUSP00000075463	ENSTNIP00000021134
ENSMUSP00000075463	ENSTNIP00000022029
ENSMUSP00000079592	ENSTNIP00000022515
ENSMUSP00000021283	ENSTNIP00000017101
ENSMUSP00000039298	ENSTNIP00000018870
ENSMUSP00000037023	ENSTNIP00000012167
ENSMUSP00000038438	ENSTNIP00000012171
ENSMUSP00000064900	ENSTNIP00000022601
ENSMUSP00000081574	ENSTNIP00000013797
ENSMUSP00000020349	ENSTNIP00000000508
ENSMUSP00000097776	ENSTNIP00000006407
ENSMUSP00000023159	ENSTNIP00000021756
ENSMUSP00000034588	ENSTNIP00000017370
ENSMUSP00000026568	ENSTNIP00000011300
ENSMUSP00000021990	ENSTNIP00000012043
ENSMUSP00000021990	ENSTNIP00000021584
ENSMUSP00000071899	ENSTNIP00000016080
ENSMUSP00000019942	ENSTNIP00000006494
ENSMUSP00000032895	ENSTNIP00000012254
ENSMUSP00000032895	ENSTNIP00000005671
ENSMUSP00000067581	ENSTNIP00000006014
ENSMUSP00000067581	ENSTNIP00000014505
ENSMUSP00000042955	ENSTNIP00000021611
ENSMUSP00000049460	ENSTNIP00000022484
ENSMUSP00000130710	ENSTNIP00000016372
ENSMUSP00000072899	ENSTNIP00000020419
ENSMUSP00000072899	ENSTNIP00000015199
ENSMUSP00000043742	ENSTNIP00000020533
ENSMUSP00000026743	ENSTNIP00000014047
ENSMUSP00000030882	ENSTNIP00000007775
ENSMUSP00000104407	ENSTNIP00000011321
ENSMUSP00000047570	ENSTNIP00000009269
ENSMUSP00000093974	ENSTNIP00000019907
ENSMUSP00000055001	ENSTNIP00000000877
ENSMUSP00000003561	ENSTNIP00000009041
ENSMUSP00000003910	ENSTNIP00000006507
ENSMUSP00000029836	ENSTNIP00000015139
ENSMUSP00000031727	ENSTNIP00000002901
ENSMUSP00000028995	ENSTNIP00000009852
ENSMUSP00000045927	ENSTNIP00000016305
ENSMUSP00000070339	ENSTNIP00000016468
ENSMUSP00000070339	ENSTNIP00000018482
ENSMUSP00000075614	ENSTNIP00000018839
ENSMUSP00000037354	ENSTNIP00000018022
ENSMUSP00000097901	ENSTNIP00000012340
ENSMUSP00000137044	ENSTNIP00000009629
ENSMUSP00000009790	ENSTNIP00000019720
ENSMUSP00000021450	ENSTNIP00000015342
ENSMUSP00000036656	ENSTNIP00000017328
ENSMUSP00000036279	ENSTNIP00000022712
ENSMUSP00000085329	ENSTNIP00000019164
ENSMUSP00000037477	ENSTNIP00000005437
ENSMUSP00000061634	ENSTNIP00000019218
ENSMUSP00000073972	ENSTNIP00000020521
ENSMUSP00000022169	ENSTNIP00000016432
ENSMUSP00000047008	ENSTNIP00000013038
ENSMUSP00000058405	ENSTNIP00000015755
ENSMUSP00000023736	ENSTNIP00000002318
ENSMUSP00000073453	ENSTNIP00000007795
ENSMUSP00000056778	ENSTNIP00000012490
ENSMUSP00000106251	ENSTNIP00000020458
ENSMUSP00000077779	ENSTNIP00000004711
ENSMUSP00000077779	ENSTNIP00000016940
ENSMUSP00000110175	ENSTNIP00000016646
ENSMUSP00000025065	ENSTNIP00000019851
ENSMUSP00000022343	ENSTNIP00000021715
ENSMUSP00000020979	ENSTNIP00000009130
ENSMUSP00000020979	ENSTNIP00000019118
ENSMUSP00000126080	ENSTNIP00000021227
ENSMUSP00000079883	ENSTNIP00000009841
ENSMUSP00000033498	ENSTNIP00000015469
ENSMUSP00000043671	ENSTNIP00000000202
