ENSGACP00000024945	ENSDARP00000122973
ENSGACP00000002785	ENSDARP00000031129
ENSGACP00000006810	ENSDARP00000072529
ENSGACP00000027085	ENSDARP00000092573
ENSGACP00000027086	ENSDARP00000125994
ENSGACP00000015410	ENSDARP00000105259
ENSGACP00000015311	ENSDARP00000110897
ENSGACP00000006793	ENSDARP00000045068
ENSGACP00000022667	ENSDARP00000122408
ENSGACP00000011133	ENSDARP00000088025
ENSGACP00000003212	ENSDARP00000065277
ENSGACP00000011073	ENSDARP00000101442
ENSGACP00000000804	ENSDARP00000110762
ENSGACP00000020894	ENSDARP00000104580
ENSGACP00000016044	ENSDARP00000072463
ENSGACP00000005908	ENSDARP00000102223
ENSGACP00000021537	ENSDARP00000004965
ENSGACP00000022257	ENSDARP00000121211
ENSGACP00000013076	ENSDARP00000112065
ENSGACP00000013247	ENSDARP00000095068
ENSGACP00000002073	ENSDARP00000102408
ENSGACP00000024014	ENSDARP00000101911
ENSGACP00000021460	ENSDARP00000024380
ENSGACP00000006751	ENSDARP00000078883
ENSGACP00000022179	ENSDARP00000012359
ENSGACP00000026098	ENSDARP00000106319
ENSGACP00000009993	ENSDARP00000099298
ENSGACP00000023008	ENSDARP00000033361
ENSGACP00000008063	ENSDARP00000065238
ENSGACP00000002739	ENSDARP00000055871
ENSGACP00000003395	ENSDARP00000020465
ENSGACP00000024847	ENSDARP00000124196
ENSGACP00000012792	ENSDARP00000105407
ENSGACP00000012881	ENSDARP00000090877
ENSGACP00000020693	ENSDARP00000074350
ENSGACP00000011027	ENSDARP00000025016
ENSGACP00000026240	ENSDARP00000112791
ENSGACP00000016312	ENSDARP00000103100
ENSGACP00000005299	ENSDARP00000127209
ENSGACP00000004699	ENSDARP00000050749
ENSGACP00000003623	ENSDARP00000098624
ENSGACP00000011985	ENSDARP00000128400
ENSGACP00000015515	ENSDARP00000097580
ENSGACP00000004107	ENSDARP00000093301
ENSGACP00000026674	ENSDARP00000070408
ENSGACP00000025819	ENSDARP00000100689
ENSGACP00000023523	ENSDARP00000100235
ENSGACP00000022110	ENSDARP00000124137
ENSGACP00000019875	ENSDARP00000077934
ENSGACP00000007400	ENSDARP00000094134
ENSGACP00000022809	ENSDARP00000121415
ENSGACP00000023564	ENSDARP00000069027
ENSGACP00000018770	ENSDARP00000104098
ENSGACP00000015872	ENSDARP00000105140
ENSGACP00000015331	ENSDARP00000025170
ENSGACP00000020739	ENSDARP00000083760
ENSGACP00000005829	ENSDARP00000083554
ENSGACP00000008835	ENSDARP00000046114
ENSGACP00000011245	ENSDARP00000047460
ENSGACP00000016371	ENSDARP00000123567
ENSGACP00000021541	ENSDARP00000115966
ENSGACP00000020925	ENSDARP00000028118
ENSGACP00000025915	ENSDARP00000023121
ENSGACP00000019977	ENSDARP00000116491
ENSGACP00000024865	ENSDARP00000091962
ENSGACP00000020283	ENSDARP00000112410
ENSGACP00000005883	ENSDARP00000040908
ENSGACP00000018423	ENSDARP00000053094
ENSGACP00000023059	ENSDARP00000005265
ENSGACP00000011834	ENSDARP00000076823
ENSGACP00000015024	ENSDARP00000053151
ENSGACP00000013328	ENSDARP00000112891
ENSGACP00000006184	ENSDARP00000124436
ENSGACP00000022746	ENSDARP00000039968
ENSGACP00000015810	ENSDARP00000005218
ENSGACP00000019994	ENSDARP00000111010
ENSGACP00000008501	ENSDARP00000017761
ENSGACP00000024405	ENSDARP00000119611
ENSGACP00000019549	ENSDARP00000114641
ENSGACP00000026246	ENSDARP00000108671
ENSGACP00000013992	ENSDARP00000087449
ENSGACP00000004588	ENSDARP00000112516
ENSGACP00000003550	ENSDARP00000086858
ENSGACP00000020930	ENSDARP00000051312
ENSGACP00000019224	ENSDARP00000019407
ENSGACP00000006772	ENSDARP00000041626
ENSGACP00000025940	ENSDARP00000013520
ENSGACP00000016822	ENSDARP00000055793
ENSGACP00000012051	ENSDARP00000120710
ENSGACP00000014341	ENSDARP00000053471
ENSGACP00000015042	ENSDARP00000110078
ENSGACP00000000258	ENSDARP00000060713
ENSGACP00000005127	ENSDARP00000112413
ENSGACP00000013360	ENSDARP00000123191
ENSGACP00000011876	ENSDARP00000013881
ENSGACP00000003631	ENSDARP00000083976
ENSGACP00000001415	ENSDARP00000108555
ENSGACP00000000440	ENSDARP00000074651
ENSGACP00000002686	ENSDARP00000076266
ENSGACP00000013318	ENSDARP00000018050
ENSGACP00000000643	ENSDARP00000112091
ENSGACP00000006503	ENSDARP00000032745
ENSGACP00000015303	ENSDARP00000109897
ENSGACP00000018843	ENSDARP00000082671
ENSGACP00000004457	ENSDARP00000127076
ENSGACP00000008273	ENSDARP00000051949
ENSGACP00000003569	ENSDARP00000015948
ENSGACP00000008138	ENSDARP00000053857
ENSGACP00000005041	ENSDARP00000076857
ENSGACP00000005784	ENSDARP00000108586
ENSGACP00000000780	ENSDARP00000098005
ENSGACP00000014130	ENSDARP00000110778
ENSGACP00000012921	ENSDARP00000103348
ENSGACP00000007132	ENSDARP00000103258
ENSGACP00000007157	ENSDARP00000103258
ENSGACP00000005963	ENSDARP00000047551
ENSGACP00000006676	ENSDARP00000105867
ENSGACP00000027471	ENSDARP00000112929
ENSGACP00000015460	ENSDARP00000003845
ENSGACP00000018548	ENSDARP00000036978
ENSGACP00000003465	ENSDARP00000123676
ENSGACP00000022712	ENSDARP00000097785
ENSGACP00000026497	ENSDARP00000053128
ENSGACP00000022745	ENSDARP00000119629
ENSGACP00000005204	ENSDARP00000002122
ENSGACP00000016789	ENSDARP00000011779
ENSGACP00000011379	ENSDARP00000041706
ENSGACP00000027076	ENSDARP00000065142
ENSGACP00000025668	ENSDARP00000094239
ENSGACP00000012659	ENSDARP00000018692
ENSGACP00000005254	ENSDARP00000011663
ENSGACP00000026638	ENSDARP00000026919
ENSGACP00000012588	ENSDARP00000053616
ENSGACP00000000982	ENSDARP00000094655
ENSGACP00000015555	ENSDARP00000110461
ENSGACP00000003618	ENSDARP00000083972
ENSGACP00000020341	ENSDARP00000081302
ENSGACP00000017899	ENSDARP00000086954
ENSGACP00000000852	ENSDARP00000118005
ENSGACP00000004378	ENSDARP00000084830
ENSGACP00000008899	ENSDARP00000121615
ENSGACP00000024392	ENSDARP00000018421
ENSGACP00000019750	ENSDARP00000055241
ENSGACP00000005402	ENSDARP00000003032
ENSGACP00000014294	ENSDARP00000055681
ENSGACP00000003475	ENSDARP00000020578
ENSGACP00000007106	ENSDARP00000067534
ENSGACP00000018898	ENSDARP00000093842
ENSGACP00000013756	ENSDARP00000108775
ENSGACP00000007473	ENSDARP00000075137
ENSGACP00000010518	ENSDARP00000106107
ENSGACP00000012849	ENSDARP00000054352
ENSGACP00000006054	ENSDARP00000059532
ENSGACP00000015080	ENSDARP00000080300
ENSGACP00000019283	ENSDARP00000005911
ENSGACP00000016304	ENSDARP00000011600
ENSGACP00000003338	ENSDARP00000084897
ENSGACP00000007229	ENSDARP00000006845
ENSGACP00000015607	ENSDARP00000062715
ENSGACP00000026957	ENSDARP00000122561
ENSGACP00000016727	ENSDARP00000103197
ENSGACP00000008001	ENSDARP00000080054
ENSGACP00000000897	ENSDARP00000099015
ENSGACP00000002462	ENSDARP00000000514
ENSGACP00000012868	ENSDARP00000094800
ENSGACP00000017642	ENSDARP00000092565
ENSGACP00000026757	ENSDARP00000011656
ENSGACP00000018233	ENSDARP00000004327
ENSGACP00000011380	ENSDARP00000041514
ENSGACP00000001916	ENSDARP00000124511
ENSGACP00000021302	ENSDARP00000109449
ENSGACP00000008904	ENSDARP00000007173
ENSGACP00000020102	ENSDARP00000069028
ENSGACP00000000619	ENSDARP00000055263
ENSGACP00000005172	ENSDARP00000111196
ENSGACP00000012130	ENSDARP00000083401
ENSGACP00000026772	ENSDARP00000088345
ENSGACP00000018521	ENSDARP00000069454
ENSGACP00000000329	ENSDARP00000126873
ENSGACP00000024465	ENSDARP00000010373
ENSGACP00000004459	ENSDARP00000106182
ENSGACP00000010893	ENSDARP00000116316
ENSGACP00000016861	ENSDARP00000029876
ENSGACP00000015529	ENSDARP00000064699
ENSGACP00000026873	ENSDARP00000099285
ENSGACP00000003151	ENSDARP00000102405
ENSGACP00000003711	ENSDARP00000095194
ENSGACP00000003468	ENSDARP00000058490
ENSGACP00000022802	ENSDARP00000088098
ENSGACP00000015461	ENSDARP00000076751
ENSGACP00000011757	ENSDARP00000010986
ENSGACP00000022128	ENSDARP00000076941
ENSGACP00000013576	ENSDARP00000121443
ENSGACP00000009705	ENSDARP00000107739
ENSGACP00000002238	ENSDARP00000043111
ENSGACP00000014367	ENSDARP00000120378
ENSGACP00000004053	ENSDARP00000101974
ENSGACP00000000467	ENSDARP00000123438
ENSGACP00000024938	ENSDARP00000030796
ENSGACP00000015586	ENSDARP00000064877
ENSGACP00000017651	ENSDARP00000094438
ENSGACP00000006256	ENSDARP00000068664
ENSGACP00000002204	ENSDARP00000071920
ENSGACP00000003243	ENSDARP00000098032
ENSGACP00000016726	ENSDARP00000105520
ENSGACP00000017170	ENSDARP00000017335
ENSGACP00000013006	ENSDARP00000027914
ENSGACP00000026013	ENSDARP00000057600
ENSGACP00000019268	ENSDARP00000003700
ENSGACP00000003404	ENSDARP00000065287
ENSGACP00000027338	ENSDARP00000075641
ENSGACP00000023926	ENSDARP00000061000
ENSGACP00000010352	ENSDARP00000115792
ENSGACP00000021813	ENSDARP00000041596
ENSGACP00000012430	ENSDARP00000102537
ENSGACP00000010372	ENSDARP00000089741
ENSGACP00000018348	ENSDARP00000015591
ENSGACP00000008640	ENSDARP00000057265
ENSGACP00000004323	ENSDARP00000078114
ENSGACP00000010656	ENSDARP00000021652
ENSGACP00000012380	ENSDARP00000107576
ENSGACP00000003295	ENSDARP00000018348
ENSGACP00000017213	ENSDARP00000094151
ENSGACP00000018351	ENSDARP00000085041
ENSGACP00000004559	ENSDARP00000109066
ENSGACP00000009412	ENSDARP00000080329
ENSGACP00000009348	ENSDARP00000006510
ENSGACP00000019707	ENSDARP00000075369
ENSGACP00000010755	ENSDARP00000064143
ENSGACP00000014058	ENSDARP00000058694
ENSGACP00000019776	ENSDARP00000091535
ENSGACP00000003866	ENSDARP00000116716
ENSGACP00000022795	ENSDARP00000113043
ENSGACP00000003454	ENSDARP00000001250
ENSGACP00000012526	ENSDARP00000099444
ENSGACP00000005539	ENSDARP00000108742
ENSGACP00000013294	ENSDARP00000107250
ENSGACP00000004715	ENSDARP00000071489
ENSGACP00000006343	ENSDARP00000072799
ENSGACP00000018537	ENSDARP00000003298
ENSGACP00000009592	ENSDARP00000105688
ENSGACP00000011885	ENSDARP00000059375
ENSGACP00000021292	ENSDARP00000102878
ENSGACP00000026833	ENSDARP00000018669
ENSGACP00000017916	ENSDARP00000006004
ENSGACP00000005391	ENSDARP00000120032
ENSGACP00000005131	ENSDARP00000129631
ENSGACP00000012604	ENSDARP00000120643
ENSGACP00000013668	ENSDARP00000044875
ENSGACP00000015929	ENSDARP00000124527
ENSGACP00000016373	ENSDARP00000126517
ENSGACP00000001434	ENSDARP00000023582
ENSGACP00000013887	ENSDARP00000028137
ENSGACP00000026809	ENSDARP00000118803
ENSGACP00000012412	ENSDARP00000103810
ENSGACP00000014269	ENSDARP00000010838
ENSGACP00000003993	ENSDARP00000076407
ENSGACP00000007230	ENSDARP00000082532
ENSGACP00000026606	ENSDARP00000091840
ENSGACP00000024915	ENSDARP00000109536
ENSGACP00000008975	ENSDARP00000106164
ENSGACP00000024116	ENSDARP00000047815
ENSGACP00000014052	ENSDARP00000115940
ENSGACP00000025413	ENSDARP00000076280
ENSGACP00000018175	ENSDARP00000113024
ENSGACP00000008364	ENSDARP00000103052
ENSGACP00000026658	ENSDARP00000072251
ENSGACP00000014106	ENSDARP00000020396
ENSGACP00000021207	ENSDARP00000072602
ENSGACP00000005247	ENSDARP00000033600
ENSGACP00000002728	ENSDARP00000066255
ENSGACP00000016313	ENSDARP00000057378
ENSGACP00000019213	ENSDARP00000128573
ENSGACP00000006109	ENSDARP00000093657
ENSGACP00000021990	ENSDARP00000005640
ENSGACP00000021995	ENSDARP00000038520
ENSGACP00000012762	ENSDARP00000081013
ENSGACP00000007558	ENSDARP00000105558
ENSGACP00000020269	ENSDARP00000097702
ENSGACP00000014115	ENSDARP00000082020
ENSGACP00000013155	ENSDARP00000117451
ENSGACP00000009134	ENSDARP00000059657
ENSGACP00000009636	ENSDARP00000087095
ENSGACP00000002443	ENSDARP00000091844
ENSGACP00000013063	ENSDARP00000008927
ENSGACP00000009953	ENSDARP00000082000
ENSGACP00000017004	ENSDARP00000070818
ENSGACP00000007536	ENSDARP00000105446
ENSGACP00000019652	ENSDARP00000053239
ENSGACP00000024655	ENSDARP00000014384
ENSGACP00000019157	ENSDARP00000077355
ENSGACP00000007857	ENSDARP00000103888
ENSGACP00000013889	ENSDARP00000128128
ENSGACP00000025574	ENSDARP00000091581
ENSGACP00000005036	ENSDARP00000107695
ENSGACP00000021090	ENSDARP00000074112
ENSGACP00000002578	ENSDARP00000049706
ENSGACP00000012455	ENSDARP00000011670
ENSGACP00000009223	ENSDARP00000056204
ENSGACP00000017211	ENSDARP00000092405
ENSGACP00000014008	ENSDARP00000014497
ENSGACP00000005169	ENSDARP00000109105
ENSGACP00000018263	ENSDARP00000120432
ENSGACP00000015401	ENSDARP00000081505
ENSGACP00000027192	ENSDARP00000018627
ENSGACP00000021567	ENSDARP00000096711
ENSGACP00000015209	ENSDARP00000127502
ENSGACP00000018097	ENSDARP00000002180
ENSGACP00000026214	ENSDARP00000105810
ENSGACP00000014224	ENSDARP00000084654
ENSGACP00000004339	ENSDARP00000127185
ENSGACP00000014321	ENSDARP00000058039
ENSGACP00000009865	ENSDARP00000125802
ENSGACP00000001487	ENSDARP00000025226
ENSGACP00000005721	ENSDARP00000068571
ENSGACP00000020705	ENSDARP00000120060
ENSGACP00000025256	ENSDARP00000126186
ENSGACP00000025233	ENSDARP00000118448
ENSGACP00000020716	ENSDARP00000128726
ENSGACP00000024858	ENSDARP00000108052
ENSGACP00000015446	ENSDARP00000067038
ENSGACP00000005990	ENSDARP00000109564
ENSGACP00000023291	ENSDARP00000027148
ENSGACP00000015221	ENSDARP00000003120
ENSGACP00000010829	ENSDARP00000079150
ENSGACP00000006160	ENSDARP00000110864
ENSGACP00000001821	ENSDARP00000048976
ENSGACP00000014908	ENSDARP00000093676
ENSGACP00000006166	ENSDARP00000035886
ENSGACP00000010583	ENSDARP00000029733
ENSGACP00000018228	ENSDARP00000012417
ENSGACP00000023181	ENSDARP00000007548
ENSGACP00000011516	ENSDARP00000040408
ENSGACP00000003061	ENSDARP00000107231
ENSGACP00000017864	ENSDARP00000101283
ENSGACP00000022443	ENSDARP00000108696
ENSGACP00000016076	ENSDARP00000037620
ENSGACP00000016724	ENSDARP00000118651
ENSGACP00000010307	ENSDARP00000069996
ENSGACP00000009112	ENSDARP00000110449
ENSGACP00000012807	ENSDARP00000006123
ENSGACP00000004743	ENSDARP00000052079
ENSGACP00000021469	ENSDARP00000063911
ENSGACP00000025250	ENSDARP00000109347
ENSGACP00000008809	ENSDARP00000105289
ENSGACP00000024293	ENSDARP00000034339
ENSGACP00000020461	ENSDARP00000088526
ENSGACP00000011687	ENSDARP00000078070
ENSGACP00000017738	ENSDARP00000120504
ENSGACP00000009460	ENSDARP00000086731
ENSGACP00000026604	ENSDARP00000109454
ENSGACP00000002626	ENSDARP00000031794
ENSGACP00000024895	ENSDARP00000098524
ENSGACP00000013803	ENSDARP00000095385
ENSGACP00000025657	ENSDARP00000051814
ENSGACP00000011976	ENSDARP00000061202
ENSGACP00000020822	ENSDARP00000070535
ENSGACP00000008339	ENSDARP00000092482
ENSGACP00000005976	ENSDARP00000090283
ENSGACP00000000962	ENSDARP00000010750
ENSGACP00000010819	ENSDARP00000108599
ENSGACP00000015789	ENSDARP00000039201
ENSGACP00000008007	ENSDARP00000093207
ENSGACP00000020684	ENSDARP00000102085
ENSGACP00000023006	ENSDARP00000065867
ENSGACP00000024113	ENSDARP00000085602
ENSGACP00000019953	ENSDARP00000086756
ENSGACP00000011113	ENSDARP00000123065
ENSGACP00000016384	ENSDARP00000079851
ENSGACP00000020125	ENSDARP00000005097
ENSGACP00000026307	ENSDARP00000101927
ENSGACP00000024581	ENSDARP00000040306
ENSGACP00000017454	ENSDARP00000121656
ENSGACP00000017010	ENSDARP00000123285
ENSGACP00000002099	ENSDARP00000109661
ENSGACP00000014262	ENSDARP00000084804
ENSGACP00000022767	ENSDARP00000077990
ENSGACP00000004914	ENSDARP00000028523
ENSGACP00000022340	ENSDARP00000099372
ENSGACP00000012014	ENSDARP00000083314
ENSGACP00000015813	ENSDARP00000107862
ENSGACP00000010658	ENSDARP00000127746
ENSGACP00000018972	ENSDARP00000129550
ENSGACP00000011339	ENSDARP00000023970
ENSGACP00000020862	ENSDARP00000101817
ENSGACP00000021289	ENSDARP00000128952
ENSGACP00000008614	ENSDARP00000099798
ENSGACP00000026015	ENSDARP00000067426
ENSGACP00000019861	ENSDARP00000103910
ENSGACP00000005961	ENSDARP00000100272
ENSGACP00000006773	ENSDARP00000040864
ENSGACP00000016878	ENSDARP00000005394
ENSGACP00000008527	ENSDARP00000018030
ENSGACP00000007228	ENSDARP00000106053
ENSGACP00000003396	ENSDARP00000127340
ENSGACP00000015716	ENSDARP00000066049
ENSGACP00000026739	ENSDARP00000016115
ENSGACP00000018578	ENSDARP00000102690
ENSGACP00000022382	ENSDARP00000080616
ENSGACP00000003555	ENSDARP00000050830
ENSGACP00000017105	ENSDARP00000094107
ENSGACP00000021854	ENSDARP00000107312
ENSGACP00000016803	ENSDARP00000038769
ENSGACP00000001241	ENSDARP00000012853
ENSGACP00000006031	ENSDARP00000101631
ENSGACP00000002787	ENSDARP00000101150
ENSGACP00000022646	ENSDARP00000080991
ENSGACP00000024633	ENSDARP00000110489
ENSGACP00000006311	ENSDARP00000117288
ENSGACP00000008592	ENSDARP00000100481
ENSGACP00000000400	ENSDARP00000016515
ENSGACP00000010323	ENSDARP00000069223
ENSGACP00000008505	ENSDARP00000102802
ENSGACP00000013119	ENSDARP00000015105
ENSGACP00000003304	ENSDARP00000127247
ENSGACP00000027613	ENSDARP00000015887
ENSGACP00000010934	ENSDARP00000030237
ENSGACP00000022350	ENSDARP00000043750
ENSGACP00000016747	ENSDARP00000040329
ENSGACP00000024058	ENSDARP00000064865
ENSGACP00000020004	ENSDARP00000088460
ENSGACP00000024367	ENSDARP00000073671
ENSGACP00000014284	ENSDARP00000011199
ENSGACP00000020471	ENSDARP00000075790
ENSGACP00000023727	ENSDARP00000089411
ENSGACP00000021231	ENSDARP00000117985
ENSGACP00000024594	ENSDARP00000087385
ENSGACP00000027531	ENSDARP00000016880
ENSGACP00000020688	ENSDARP00000102961
ENSGACP00000025426	ENSDARP00000110587
ENSGACP00000002423	ENSDARP00000095097
ENSGACP00000022615	ENSDARP00000034536
ENSGACP00000009376	ENSDARP00000055018
ENSGACP00000008475	ENSDARP00000110466
ENSGACP00000008276	ENSDARP00000117236
ENSGACP00000026831	ENSDARP00000122142
ENSGACP00000012212	ENSDARP00000083511
ENSGACP00000005239	ENSDARP00000071887
ENSGACP00000004618	ENSDARP00000094783
ENSGACP00000013164	ENSDARP00000098883
ENSGACP00000007172	ENSDARP00000072488
ENSGACP00000023350	ENSDARP00000037263
ENSGACP00000010505	ENSDARP00000073383
ENSGACP00000026339	ENSDARP00000043773
ENSGACP00000008038	ENSDARP00000127377
ENSGACP00000008639	ENSDARP00000013089
ENSGACP00000023684	ENSDARP00000058563
ENSGACP00000015657	ENSDARP00000128121
ENSGACP00000003339	ENSDARP00000099429
ENSGACP00000022478	ENSDARP00000099673
ENSGACP00000014348	ENSDARP00000027389
ENSGACP00000012105	ENSDARP00000023774
ENSGACP00000027214	ENSDARP00000099839
ENSGACP00000015507	ENSDARP00000126734
ENSGACP00000017568	ENSDARP00000105648
ENSGACP00000003809	ENSDARP00000054362
ENSGACP00000015239	ENSDARP00000052178
ENSGACP00000007118	ENSDARP00000100792
ENSGACP00000020257	ENSDARP00000082230
ENSGACP00000013524	ENSDARP00000129810
ENSGACP00000020232	ENSDARP00000060967
ENSGACP00000010617	ENSDARP00000108088
ENSGACP00000011260	ENSDARP00000096930
ENSGACP00000022085	ENSDARP00000078717
ENSGACP00000011827	ENSDARP00000083858
ENSGACP00000022944	ENSDARP00000025816
ENSGACP00000003044	ENSDARP00000100331
ENSGACP00000008622	ENSDARP00000112986
ENSGACP00000018130	ENSDARP00000073126
ENSGACP00000022190	ENSDARP00000116593
ENSGACP00000014730	ENSDARP00000104417
ENSGACP00000024342	ENSDARP00000033367
ENSGACP00000011364	ENSDARP00000110231
ENSGACP00000003189	ENSDARP00000104573
ENSGACP00000004761	ENSDARP00000010867
ENSGACP00000020450	ENSDARP00000113244
ENSGACP00000010890	ENSDARP00000095377
ENSGACP00000027516	ENSDARP00000107383
ENSGACP00000001918	ENSDARP00000113057
ENSGACP00000011181	ENSDARP00000048849
ENSGACP00000002225	ENSDARP00000006892
ENSGACP00000008771	ENSDARP00000031816
ENSGACP00000014198	ENSDARP00000094886
ENSGACP00000026222	ENSDARP00000122870
ENSGACP00000004303	ENSDARP00000103179
ENSGACP00000027173	ENSDARP00000081680
ENSGACP00000021361	ENSDARP00000109877
ENSGACP00000017699	ENSDARP00000110400
ENSGACP00000023094	ENSDARP00000114835
ENSGACP00000012443	ENSDARP00000105829
ENSGACP00000009063	ENSDARP00000074254
ENSGACP00000012201	ENSDARP00000024632
ENSGACP00000008407	ENSDARP00000055258
ENSGACP00000022252	ENSDARP00000063018
ENSGACP00000014089	ENSDARP00000099308
ENSGACP00000019071	ENSDARP00000074109
ENSGACP00000014497	ENSDARP00000009966
ENSGACP00000004907	ENSDARP00000020399
ENSGACP00000018651	ENSDARP00000056539
ENSGACP00000000240	ENSDARP00000011545
ENSGACP00000015379	ENSDARP00000116328
ENSGACP00000009200	ENSDARP00000080601
ENSGACP00000015190	ENSDARP00000124018
ENSGACP00000027384	ENSDARP00000079110
ENSGACP00000025853	ENSDARP00000086504
ENSGACP00000007944	ENSDARP00000068636
ENSGACP00000025498	ENSDARP00000125770
ENSGACP00000009851	ENSDARP00000003684
ENSGACP00000003515	ENSDARP00000120649
ENSGACP00000026414	ENSDARP00000113382
ENSGACP00000002611	ENSDARP00000096921
ENSGACP00000017261	ENSDARP00000031168
ENSGACP00000000656	ENSDARP00000036714
ENSGACP00000015652	ENSDARP00000012229
ENSGACP00000003289	ENSDARP00000107651
ENSGACP00000010514	ENSDARP00000003802
ENSGACP00000001694	ENSDARP00000078529
ENSGACP00000018137	ENSDARP00000048448
ENSGACP00000014361	ENSDARP00000044948
ENSGACP00000007546	ENSDARP00000113554
ENSGACP00000011098	ENSDARP00000045839
ENSGACP00000007760	ENSDARP00000126108
ENSGACP00000011753	ENSDARP00000120838
ENSGACP00000018998	ENSDARP00000110215
ENSGACP00000004958	ENSDARP00000009087
ENSGACP00000024153	ENSDARP00000044213
ENSGACP00000022135	ENSDARP00000042236
ENSGACP00000000404	ENSDARP00000118699
ENSGACP00000002650	ENSDARP00000072492
ENSGACP00000020818	ENSDARP00000070552
ENSGACP00000019027	ENSDARP00000097884
ENSGACP00000022754	ENSDARP00000101040
ENSGACP00000024447	ENSDARP00000100767
ENSGACP00000009251	ENSDARP00000122022
ENSGACP00000002041	ENSDARP00000086210
ENSGACP00000007751	ENSDARP00000096421
ENSGACP00000011273	ENSDARP00000024330
ENSGACP00000011681	ENSDARP00000073037
ENSGACP00000023874	ENSDARP00000071442
ENSGACP00000005234	ENSDARP00000008246
ENSGACP00000012779	ENSDARP00000046647
ENSGACP00000012346	ENSDARP00000013110
ENSGACP00000026076	ENSDARP00000043659
ENSGACP00000022356	ENSDARP00000040433
ENSGACP00000008583	ENSDARP00000115777
ENSGACP00000003986	ENSDARP00000115654
ENSGACP00000022730	ENSDARP00000056656
ENSGACP00000002484	ENSDARP00000016035
ENSGACP00000010172	ENSDARP00000005181
ENSGACP00000026788	ENSDARP00000100503
ENSGACP00000010116	ENSDARP00000113359
