ENSMODP00000016222	ENSLOCP00000009128
ENSMODP00000024023	ENSLOCP00000006549
ENSMODP00000036128	ENSLOCP00000001719
ENSMODP00000000063	ENSLOCP00000006382
ENSMODP00000018345	ENSLOCP00000008176
ENSMODP00000022188	ENSLOCP00000021327
ENSMODP00000026366	ENSLOCP00000002228
ENSMODP00000020583	ENSLOCP00000017008
ENSMODP00000002041	ENSLOCP00000003888
ENSMODP00000024746	ENSLOCP00000005914
ENSMODP00000020546	ENSLOCP00000002701
ENSMODP00000026846	ENSLOCP00000002198
ENSMODP00000025879	ENSLOCP00000013861
ENSMODP00000020692	ENSLOCP00000014300
ENSMODP00000021402	ENSLOCP00000019721
ENSMODP00000000146	ENSLOCP00000011883
ENSMODP00000020231	ENSLOCP00000009272
ENSMODP00000011371	ENSLOCP00000019392
ENSMODP00000000827	ENSLOCP00000010669
ENSMODP00000021812	ENSLOCP00000002853
ENSMODP00000022340	ENSLOCP00000018892
ENSMODP00000022368	ENSLOCP00000007692
ENSMODP00000003284	ENSLOCP00000016042
ENSMODP00000018339	ENSLOCP00000003929
ENSMODP00000012113	ENSLOCP00000008419
ENSMODP00000038765	ENSLOCP00000014869
ENSMODP00000003389	ENSLOCP00000005484
ENSMODP00000009104	ENSLOCP00000002738
ENSMODP00000023454	ENSLOCP00000009596
ENSMODP00000001497	ENSLOCP00000001731
ENSMODP00000032561	ENSLOCP00000007349
ENSMODP00000018143	ENSLOCP00000003422
ENSMODP00000018406	ENSLOCP00000015590
ENSMODP00000026929	ENSLOCP00000003059
ENSMODP00000002729	ENSLOCP00000007130
ENSMODP00000021149	ENSLOCP00000020650
ENSMODP00000015693	ENSLOCP00000006725
ENSMODP00000005236	ENSLOCP00000008499
ENSMODP00000025519	ENSLOCP00000015156
ENSMODP00000004301	ENSLOCP00000010994
ENSMODP00000021310	ENSLOCP00000006283
ENSMODP00000012054	ENSLOCP00000007143
ENSMODP00000004817	ENSLOCP00000004454
ENSMODP00000021598	ENSLOCP00000003938
ENSMODP00000004780	ENSLOCP00000022346
ENSMODP00000012211	ENSLOCP00000022078
ENSMODP00000034569	ENSLOCP00000022010
ENSMODP00000011772	ENSLOCP00000007808
ENSMODP00000007596	ENSLOCP00000016904
ENSMODP00000012933	ENSLOCP00000017780
ENSMODP00000018250	ENSLOCP00000007773
ENSMODP00000015600	ENSLOCP00000018026
ENSMODP00000018154	ENSLOCP00000013169
ENSMODP00000006864	ENSLOCP00000009357
ENSMODP00000010583	ENSLOCP00000019083
ENSMODP00000032823	ENSLOCP00000021907
ENSMODP00000021128	ENSLOCP00000012920
ENSMODP00000008520	ENSLOCP00000006086
ENSMODP00000019002	ENSLOCP00000001652
ENSMODP00000036354	ENSLOCP00000005371
ENSMODP00000018575	ENSLOCP00000015053
ENSMODP00000004074	ENSLOCP00000015211
ENSMODP00000020977	ENSLOCP00000006236
ENSMODP00000008851	ENSLOCP00000014461
ENSMODP00000029365	ENSLOCP00000022377
ENSMODP00000029358	ENSLOCP00000022213
ENSMODP00000008574	ENSLOCP00000004806
ENSMODP00000008228	ENSLOCP00000002881
ENSMODP00000038078	ENSLOCP00000007589
ENSMODP00000015436	ENSLOCP00000001928
ENSMODP00000002384	ENSLOCP00000011963
ENSMODP00000001645	ENSLOCP00000012490
ENSMODP00000006753	ENSLOCP00000013197
ENSMODP00000015583	ENSLOCP00000007530
ENSMODP00000038120	ENSLOCP00000007513
ENSMODP00000025779	ENSLOCP00000015592
ENSMODP00000028344	ENSLOCP00000001527
ENSMODP00000017909	ENSLOCP00000018341
ENSMODP00000036738	ENSLOCP00000010836
ENSMODP00000006772	ENSLOCP00000019050
ENSMODP00000004471	ENSLOCP00000019723
ENSMODP00000012425	ENSLOCP00000017455
ENSMODP00000019037	ENSLOCP00000001332
ENSMODP00000008825	ENSLOCP00000004427
ENSMODP00000020350	ENSLOCP00000003701
ENSMODP00000021708	ENSLOCP00000003085
ENSMODP00000019484	ENSLOCP00000020699
ENSMODP00000023540	ENSLOCP00000010306
ENSMODP00000010386	ENSLOCP00000021715
ENSMODP00000015303	ENSLOCP00000009547
ENSMODP00000020473	ENSLOCP00000002820
ENSMODP00000004650	ENSLOCP00000016807
ENSMODP00000021499	ENSLOCP00000009438
ENSMODP00000000103	ENSLOCP00000016400
ENSMODP00000002413	ENSLOCP00000019023
ENSMODP00000003036	ENSLOCP00000011639
ENSMODP00000016185	ENSLOCP00000002724
ENSMODP00000015143	ENSLOCP00000018080
ENSMODP00000003886	ENSLOCP00000013695
ENSMODP00000007992	ENSLOCP00000020724
ENSMODP00000007497	ENSLOCP00000011153
ENSMODP00000026910	ENSLOCP00000018267
ENSMODP00000005086	ENSLOCP00000003869
ENSMODP00000030234	ENSLOCP00000007205
ENSMODP00000025488	ENSLOCP00000019961
ENSMODP00000016075	ENSLOCP00000015639
ENSMODP00000016151	ENSLOCP00000016477
ENSMODP00000002948	ENSLOCP00000016224
ENSMODP00000009475	ENSLOCP00000014092
ENSMODP00000010860	ENSLOCP00000004752
ENSMODP00000016958	ENSLOCP00000014167
ENSMODP00000007575	ENSLOCP00000019637
ENSMODP00000008410	ENSLOCP00000016468
ENSMODP00000017739	ENSLOCP00000005467
ENSMODP00000023441	ENSLOCP00000020886
ENSMODP00000012384	ENSLOCP00000014387
ENSMODP00000002952	ENSLOCP00000005220
ENSMODP00000034484	ENSLOCP00000006905
ENSMODP00000008961	ENSLOCP00000005978
ENSMODP00000012903	ENSLOCP00000016982
ENSMODP00000005790	ENSLOCP00000012758
ENSMODP00000009810	ENSLOCP00000017858
ENSMODP00000035115	ENSLOCP00000020742
ENSMODP00000039163	ENSLOCP00000014658
ENSMODP00000007869	ENSLOCP00000011394
ENSMODP00000011942	ENSLOCP00000014057
ENSMODP00000010591	ENSLOCP00000001783
ENSMODP00000022156	ENSLOCP00000018543
ENSMODP00000009706	ENSLOCP00000010155
ENSMODP00000022401	ENSLOCP00000021205
ENSMODP00000010607	ENSLOCP00000016340
ENSMODP00000013493	ENSLOCP00000019805
ENSMODP00000015232	ENSLOCP00000006167
ENSMODP00000017793	ENSLOCP00000007744
ENSMODP00000028270	ENSLOCP00000008002
ENSMODP00000024658	ENSLOCP00000006094
ENSMODP00000024154	ENSLOCP00000006486
ENSMODP00000029663	ENSLOCP00000000562
ENSMODP00000005622	ENSLOCP00000002044
ENSMODP00000020151	ENSLOCP00000007753
ENSMODP00000025849	ENSLOCP00000014814
ENSMODP00000006294	ENSLOCP00000000775
ENSMODP00000010366	ENSLOCP00000013784
ENSMODP00000023073	ENSLOCP00000019263
ENSMODP00000024248	ENSLOCP00000008198
ENSMODP00000017245	ENSLOCP00000007525
ENSMODP00000008602	ENSLOCP00000009999
ENSMODP00000013209	ENSLOCP00000009656
ENSMODP00000021550	ENSLOCP00000000747
ENSMODP00000008697	ENSLOCP00000003469
ENSMODP00000017145	ENSLOCP00000000937
ENSMODP00000003483	ENSLOCP00000012797
ENSMODP00000001683	ENSLOCP00000014037
ENSMODP00000032274	ENSLOCP00000017229
ENSMODP00000023670	ENSLOCP00000020657
ENSMODP00000016460	ENSLOCP00000014235
ENSMODP00000007410	ENSLOCP00000019440
ENSMODP00000016854	ENSLOCP00000017924
ENSMODP00000021485	ENSLOCP00000019681
ENSMODP00000017318	ENSLOCP00000011278
ENSMODP00000032069	ENSLOCP00000013846
ENSMODP00000001129	ENSLOCP00000001875
ENSMODP00000004986	ENSLOCP00000021981
ENSMODP00000020122	ENSLOCP00000007905
ENSMODP00000011870	ENSLOCP00000019816
ENSMODP00000000612	ENSLOCP00000010112
ENSMODP00000005743	ENSLOCP00000016580
ENSMODP00000035169	ENSLOCP00000022069
ENSMODP00000020353	ENSLOCP00000012477
ENSMODP00000020523	ENSLOCP00000007752
ENSMODP00000026753	ENSLOCP00000011683
ENSMODP00000024616	ENSLOCP00000007128
ENSMODP00000038186	ENSLOCP00000018751
ENSMODP00000003848	ENSLOCP00000003142
ENSMODP00000020646	ENSLOCP00000008535
ENSMODP00000001919	ENSLOCP00000005468
ENSMODP00000013847	ENSLOCP00000018630
ENSMODP00000018382	ENSLOCP00000008197
ENSMODP00000036183	ENSLOCP00000011139
ENSMODP00000000108	ENSLOCP00000010416
ENSMODP00000007328	ENSLOCP00000015079
ENSMODP00000000890	ENSLOCP00000013514
ENSMODP00000021405	ENSLOCP00000019709
ENSMODP00000011302	ENSLOCP00000012530
ENSMODP00000035152	ENSLOCP00000004972
ENSMODP00000033105	ENSLOCP00000008334
ENSMODP00000020750	ENSLOCP00000005524
ENSMODP00000025497	ENSLOCP00000019990
ENSMODP00000012473	ENSLOCP00000005544
ENSMODP00000040015	ENSLOCP00000001737
ENSMODP00000007152	ENSLOCP00000011471
ENSMODP00000009661	ENSLOCP00000013668
ENSMODP00000002170	ENSLOCP00000018433
ENSMODP00000002282	ENSLOCP00000013521
ENSMODP00000020010	ENSLOCP00000008865
ENSMODP00000006255	ENSLOCP00000015352
ENSMODP00000023516	ENSLOCP00000009361
ENSMODP00000025609	ENSLOCP00000020082
ENSMODP00000011256	ENSLOCP00000005801
ENSMODP00000014235	ENSLOCP00000014005
ENSMODP00000022720	ENSLOCP00000008478
ENSMODP00000010533	ENSLOCP00000009209
ENSMODP00000013998	ENSLOCP00000014172
ENSMODP00000024122	ENSLOCP00000011152
ENSMODP00000000163	ENSLOCP00000010382
ENSMODP00000022094	ENSLOCP00000016958
ENSMODP00000010121	ENSLOCP00000002811
ENSMODP00000023801	ENSLOCP00000017220
ENSMODP00000004840	ENSLOCP00000016878
ENSMODP00000000614	ENSLOCP00000012330
ENSMODP00000018318	ENSLOCP00000001634
ENSMODP00000020908	ENSLOCP00000004159
ENSMODP00000025913	ENSLOCP00000015024
ENSMODP00000011073	ENSLOCP00000009246
ENSMODP00000022354	ENSLOCP00000021010
ENSMODP00000033372	ENSLOCP00000004929
ENSMODP00000009941	ENSLOCP00000017782
ENSMODP00000020997	ENSLOCP00000019338
ENSMODP00000025992	ENSLOCP00000008570
ENSMODP00000015438	ENSLOCP00000004776
ENSMODP00000039175	ENSLOCP00000007796
ENSMODP00000021342	ENSLOCP00000008246
ENSMODP00000006135	ENSLOCP00000006225
ENSMODP00000002618	ENSLOCP00000015462
ENSMODP00000025117	ENSLOCP00000001703
ENSMODP00000018110	ENSLOCP00000001416
ENSMODP00000026254	ENSLOCP00000011730
ENSMODP00000023480	ENSLOCP00000010228
ENSMODP00000023406	ENSLOCP00000010437
ENSMODP00000022579	ENSLOCP00000008970
ENSMODP00000034907	ENSLOCP00000004549
ENSMODP00000023897	ENSLOCP00000014020
ENSMODP00000014306	ENSLOCP00000013001
ENSMODP00000021123	ENSLOCP00000012933
ENSMODP00000022201	ENSLOCP00000021178
ENSMODP00000000210	ENSLOCP00000014266
ENSMODP00000009359	ENSLOCP00000004104
ENSMODP00000029122	ENSLOCP00000020844
ENSMODP00000014606	ENSLOCP00000014263
ENSMODP00000012584	ENSLOCP00000008288
ENSMODP00000002307	ENSLOCP00000001136
ENSMODP00000005563	ENSLOCP00000004146
ENSMODP00000015481	ENSLOCP00000016556
ENSMODP00000000625	ENSLOCP00000014498
ENSMODP00000024802	ENSLOCP00000018055
ENSMODP00000007503	ENSLOCP00000020709
ENSMODP00000013288	ENSLOCP00000019483
ENSMODP00000023574	ENSLOCP00000003252
ENSMODP00000020614	ENSLOCP00000008641
ENSMODP00000003283	ENSLOCP00000003285
ENSMODP00000008756	ENSLOCP00000001995
ENSMODP00000036998	ENSLOCP00000011032
ENSMODP00000022170	ENSLOCP00000021332
ENSMODP00000000960	ENSLOCP00000003863
ENSMODP00000011932	ENSLOCP00000005642
ENSMODP00000014958	ENSLOCP00000018126
ENSMODP00000014429	ENSLOCP00000008902
ENSMODP00000006724	ENSLOCP00000019307
ENSMODP00000032468	ENSLOCP00000013788
ENSMODP00000009601	ENSLOCP00000010038
ENSMODP00000007104	ENSLOCP00000007947
ENSMODP00000011008	ENSLOCP00000005214
ENSMODP00000011253	ENSLOCP00000014340
ENSMODP00000025344	ENSLOCP00000006455
ENSMODP00000036988	ENSLOCP00000003926
ENSMODP00000031628	ENSLOCP00000005604
ENSMODP00000024178	ENSLOCP00000015903
ENSMODP00000006292	ENSLOCP00000002251
ENSMODP00000026085	ENSLOCP00000005228
ENSMODP00000008836	ENSLOCP00000019956
ENSMODP00000010392	ENSLOCP00000016374
ENSMODP00000034452	ENSLOCP00000004051
ENSMODP00000011720	ENSLOCP00000013640
ENSMODP00000014407	ENSLOCP00000019278
ENSMODP00000007184	ENSLOCP00000011225
ENSMODP00000018393	ENSLOCP00000021821
ENSMODP00000028493	ENSLOCP00000021466
ENSMODP00000017872	ENSLOCP00000004527
ENSMODP00000019229	ENSLOCP00000004183
ENSMODP00000019861	ENSLOCP00000019615
ENSMODP00000015247	ENSLOCP00000017595
ENSMODP00000000144	ENSLOCP00000009235
ENSMODP00000022431	ENSLOCP00000020518
ENSMODP00000034365	ENSLOCP00000000735
ENSMODP00000009381	ENSLOCP00000012479
ENSMODP00000001594	ENSLOCP00000001722
ENSMODP00000027702	ENSLOCP00000010781
ENSMODP00000005485	ENSLOCP00000008249
ENSMODP00000024698	ENSLOCP00000001442
ENSMODP00000004116	ENSLOCP00000014197
ENSMODP00000016757	ENSLOCP00000007984
ENSMODP00000024146	ENSLOCP00000005378
ENSMODP00000015037	ENSLOCP00000005863
ENSMODP00000006956	ENSLOCP00000004509
ENSMODP00000021410	ENSLOCP00000002371
ENSMODP00000018839	ENSLOCP00000010584
ENSMODP00000004954	ENSLOCP00000020305
ENSMODP00000010130	ENSLOCP00000012655
ENSMODP00000011220	ENSLOCP00000004136
ENSMODP00000008192	ENSLOCP00000004942
ENSMODP00000001321	ENSLOCP00000000111
ENSMODP00000037870	ENSLOCP00000010673
ENSMODP00000020735	ENSLOCP00000014623
ENSMODP00000040262	ENSLOCP00000001246
ENSMODP00000025864	ENSLOCP00000013908
ENSMODP00000003584	ENSLOCP00000009700
ENSMODP00000002817	ENSLOCP00000018417
ENSMODP00000038370	ENSLOCP00000017602
ENSMODP00000026476	ENSLOCP00000002849
ENSMODP00000020681	ENSLOCP00000014288
ENSMODP00000041225	ENSLOCP00000003945
ENSMODP00000011148	ENSLOCP00000019925
ENSMODP00000007912	ENSLOCP00000016671
ENSMODP00000000578	ENSLOCP00000010831
ENSMODP00000004065	ENSLOCP00000001295
ENSMODP00000012096	ENSLOCP00000015986
ENSMODP00000007344	ENSLOCP00000000984
ENSMODP00000022851	ENSLOCP00000020827
ENSMODP00000023138	ENSLOCP00000007469
ENSMODP00000001901	ENSLOCP00000007927
ENSMODP00000039384	ENSLOCP00000001801
ENSMODP00000008413	ENSLOCP00000007499
ENSMODP00000004973	ENSLOCP00000016802
ENSMODP00000013495	ENSLOCP00000020423
ENSMODP00000034189	ENSLOCP00000006781
ENSMODP00000000094	ENSLOCP00000010452
ENSMODP00000007365	ENSLOCP00000015102
ENSMODP00000010376	ENSLOCP00000020469
ENSMODP00000017734	ENSLOCP00000004755
ENSMODP00000019335	ENSLOCP00000019642
ENSMODP00000038729	ENSLOCP00000010646
ENSMODP00000008272	ENSLOCP00000005019
ENSMODP00000027526	ENSLOCP00000004422
ENSMODP00000001664	ENSLOCP00000005015
ENSMODP00000001390	ENSLOCP00000008866
ENSMODP00000020566	ENSLOCP00000002212
ENSMODP00000019026	ENSLOCP00000001865
ENSMODP00000022818	ENSLOCP00000020932
ENSMODP00000029490	ENSLOCP00000006887
ENSMODP00000003053	ENSLOCP00000016239
ENSMODP00000016712	ENSLOCP00000014439
ENSMODP00000032414	ENSLOCP00000021805
ENSMODP00000029702	ENSLOCP00000020972
ENSMODP00000037224	ENSLOCP00000021900
ENSMODP00000005719	ENSLOCP00000018112
ENSMODP00000023718	ENSLOCP00000016261
ENSMODP00000019870	ENSLOCP00000006666
ENSMODP00000031146	ENSLOCP00000006081
ENSMODP00000000880	ENSLOCP00000004665
ENSMODP00000002215	ENSLOCP00000016529
ENSMODP00000009587	ENSLOCP00000005320
ENSMODP00000025565	ENSLOCP00000014593
ENSMODP00000021955	ENSLOCP00000004389
ENSMODP00000016708	ENSLOCP00000000910
ENSMODP00000022528	ENSLOCP00000008370
ENSMODP00000018607	ENSLOCP00000008201
ENSMODP00000018465	ENSLOCP00000015521
ENSMODP00000025688	ENSLOCP00000016081
ENSMODP00000010983	ENSLOCP00000015290
ENSMODP00000016859	ENSLOCP00000017978
ENSMODP00000024162	ENSLOCP00000018065
ENSMODP00000020925	ENSLOCP00000007114
ENSMODP00000024384	ENSLOCP00000007216
ENSMODP00000005847	ENSLOCP00000003475
ENSMODP00000001212	ENSLOCP00000010263
ENSMODP00000009541	ENSLOCP00000009979
ENSMODP00000002404	ENSLOCP00000012226
ENSMODP00000017805	ENSLOCP00000021307
ENSMODP00000006282	ENSLOCP00000022414
ENSMODP00000022312	ENSLOCP00000019892
ENSMODP00000008391	ENSLOCP00000004787
ENSMODP00000007264	ENSLOCP00000020794
ENSMODP00000026677	ENSLOCP00000009140
ENSMODP00000001995	ENSLOCP00000020065
ENSMODP00000005019	ENSLOCP00000013634
ENSMODP00000002341	ENSLOCP00000001152
ENSMODP00000016991	ENSLOCP00000011791
ENSMODP00000015292	ENSLOCP00000014071
ENSMODP00000008404	ENSLOCP00000021696
ENSMODP00000009178	ENSLOCP00000022444
ENSMODP00000019250	ENSLOCP00000010864
ENSMODP00000008775	ENSLOCP00000011386
ENSMODP00000005172	ENSLOCP00000019783
ENSMODP00000011207	ENSLOCP00000018886
ENSMODP00000018430	ENSLOCP00000006400
ENSMODP00000006539	ENSLOCP00000021709
ENSMODP00000002667	ENSLOCP00000018500
ENSMODP00000014036	ENSLOCP00000012909
ENSMODP00000017826	ENSLOCP00000021700
ENSMODP00000025552	ENSLOCP00000014659
ENSMODP00000011603	ENSLOCP00000017992
ENSMODP00000010010	ENSLOCP00000005671
ENSMODP00000011517	ENSLOCP00000018643
ENSMODP00000022685	ENSLOCP00000011775
ENSMODP00000021890	ENSLOCP00000002714
ENSMODP00000008763	ENSLOCP00000011905
ENSMODP00000015333	ENSLOCP00000009440
ENSMODP00000036307	ENSLOCP00000011287
ENSMODP00000021898	ENSLOCP00000004608
ENSMODP00000014541	ENSLOCP00000007830
ENSMODP00000009252	ENSLOCP00000002063
ENSMODP00000026395	ENSLOCP00000009512
ENSMODP00000039309	ENSLOCP00000005283
ENSMODP00000013636	ENSLOCP00000018876
ENSMODP00000018691	ENSLOCP00000001777
ENSMODP00000018296	ENSLOCP00000012222
ENSMODP00000023378	ENSLOCP00000011083
ENSMODP00000019404	ENSLOCP00000007805
ENSMODP00000014981	ENSLOCP00000019478
ENSMODP00000021797	ENSLOCP00000002930
ENSMODP00000001290	ENSLOCP00000008676
ENSMODP00000028763	ENSLOCP00000006364
ENSMODP00000013426	ENSLOCP00000010513
ENSMODP00000007066	ENSLOCP00000009156
ENSMODP00000019207	ENSLOCP00000013822
ENSMODP00000017990	ENSLOCP00000007289
ENSMODP00000026837	ENSLOCP00000013475
ENSMODP00000015155	ENSLOCP00000012223
ENSMODP00000022173	ENSLOCP00000010192
ENSMODP00000018577	ENSLOCP00000006980
ENSMODP00000003539	ENSLOCP00000009688
ENSMODP00000026344	ENSLOCP00000004992
ENSMODP00000002111	ENSLOCP00000009975
ENSMODP00000001127	ENSLOCP00000008493
ENSMODP00000005668	ENSLOCP00000016657
ENSMODP00000008976	ENSLOCP00000009855
ENSMODP00000008722	ENSLOCP00000016152
ENSMODP00000014498	ENSLOCP00000012121
ENSMODP00000010208	ENSLOCP00000016314
ENSMODP00000006402	ENSLOCP00000001900
ENSMODP00000021009	ENSLOCP00000021012
ENSMODP00000026410	ENSLOCP00000012559
ENSMODP00000026514	ENSLOCP00000011803
ENSMODP00000031074	ENSLOCP00000016417
ENSMODP00000024852	ENSLOCP00000007465
ENSMODP00000016861	ENSLOCP00000014175
ENSMODP00000002564	ENSLOCP00000006892
ENSMODP00000025494	ENSLOCP00000019981
ENSMODP00000012894	ENSLOCP00000012870
ENSMODP00000025753	ENSLOCP00000015282
ENSMODP00000023235	ENSLOCP00000011877
ENSMODP00000032580	ENSLOCP00000007551
ENSMODP00000022947	ENSLOCP00000020939
ENSMODP00000011007	ENSLOCP00000017358
ENSMODP00000021933	ENSLOCP00000001568
ENSMODP00000014120	ENSLOCP00000003954
ENSMODP00000014449	ENSLOCP00000008887
ENSMODP00000005993	ENSLOCP00000008725
ENSMODP00000009944	ENSLOCP00000011508
ENSMODP00000012319	ENSLOCP00000014338
ENSMODP00000023850	ENSLOCP00000007178
ENSMODP00000022972	ENSLOCP00000020541
ENSMODP00000015712	ENSLOCP00000017381
ENSMODP00000011155	ENSLOCP00000014580
ENSMODP00000039767	ENSLOCP00000019898
ENSMODP00000025634	ENSLOCP00000020156
ENSMODP00000020965	ENSLOCP00000009804
ENSMODP00000005482	ENSLOCP00000007139
ENSMODP00000011764	ENSLOCP00000012523
ENSMODP00000013358	ENSLOCP00000014159
ENSMODP00000005490	ENSLOCP00000007177
ENSMODP00000020919	ENSLOCP00000003703
ENSMODP00000009207	ENSLOCP00000017224
ENSMODP00000020003	ENSLOCP00000018106
ENSMODP00000012163	ENSLOCP00000008758
ENSMODP00000001380	ENSLOCP00000007410
ENSMODP00000026341	ENSLOCP00000004917
ENSMODP00000017456	ENSLOCP00000003175
ENSMODP00000000033	ENSLOCP00000006378
ENSMODP00000025875	ENSLOCP00000013869
ENSMODP00000025301	ENSLOCP00000002169
ENSMODP00000005024	ENSLOCP00000005802
ENSMODP00000012004	ENSLOCP00000009251
ENSMODP00000007682	ENSLOCP00000003841
ENSMODP00000004109	ENSLOCP00000019760
ENSMODP00000009695	ENSLOCP00000017920
ENSMODP00000020780	ENSLOCP00000009600
ENSMODP00000039985	ENSLOCP00000011249
ENSMODP00000019059	ENSLOCP00000018560
ENSMODP00000024387	ENSLOCP00000007246
ENSMODP00000010979	ENSLOCP00000006319
ENSMODP00000002853	ENSLOCP00000016755
ENSMODP00000020947	ENSLOCP00000003719
ENSMODP00000035782	ENSLOCP00000015300
ENSMODP00000031492	ENSLOCP00000012833
ENSMODP00000008601	ENSLOCP00000004311
ENSMODP00000009543	ENSLOCP00000014236
ENSMODP00000013369	ENSLOCP00000013019
ENSMODP00000000366	ENSLOCP00000003651
ENSMODP00000022966	ENSLOCP00000020133
ENSMODP00000009032	ENSLOCP00000015019
ENSMODP00000001892	ENSLOCP00000013914
ENSMODP00000034289	ENSLOCP00000001560
ENSMODP00000010202	ENSLOCP00000004550
ENSMODP00000005471	ENSLOCP00000013572
ENSMODP00000018311	ENSLOCP00000005014
ENSMODP00000016496	ENSLOCP00000008679
ENSMODP00000034287	ENSLOCP00000000267
ENSMODP00000002141	ENSLOCP00000006220
ENSMODP00000005709	ENSLOCP00000000906
ENSMODP00000020794	ENSLOCP00000002800
ENSMODP00000013228	ENSLOCP00000009451
ENSMODP00000021164	ENSLOCP00000002119
ENSMODP00000021696	ENSLOCP00000002291
ENSMODP00000019493	ENSLOCP00000019748
ENSMODP00000023456	ENSLOCP00000009562
ENSMODP00000028905	ENSLOCP00000021693
ENSMODP00000033697	ENSLOCP00000015510
ENSMODP00000035001	ENSLOCP00000021472
ENSMODP00000021166	ENSLOCP00000002867
ENSMODP00000021344	ENSLOCP00000008263
ENSMODP00000015668	ENSLOCP00000017440
ENSMODP00000022990	ENSLOCP00000019878
ENSMODP00000014529	ENSLOCP00000012165
ENSMODP00000024211	ENSLOCP00000005267
ENSMODP00000008532	ENSLOCP00000007426
ENSMODP00000015169	ENSLOCP00000017550
ENSMODP00000002999	ENSLOCP00000012150
ENSMODP00000014988	ENSLOCP00000017966
ENSMODP00000008231	ENSLOCP00000003476
ENSMODP00000021266	ENSLOCP00000005874
ENSMODP00000019466	ENSLOCP00000019509
ENSMODP00000010949	ENSLOCP00000015295
ENSMODP00000010820	ENSLOCP00000019746
ENSMODP00000026504	ENSLOCP00000011652
ENSMODP00000005557	ENSLOCP00000016683
ENSMODP00000006445	ENSLOCP00000010738
ENSMODP00000009572	ENSLOCP00000014264
ENSMODP00000003275	ENSLOCP00000007789
ENSMODP00000010128	ENSLOCP00000000635
ENSMODP00000040221	ENSLOCP00000012917
ENSMODP00000023577	ENSLOCP00000003316
ENSMODP00000004393	ENSLOCP00000001837
ENSMODP00000018913	ENSLOCP00000015066
ENSMODP00000016650	ENSLOCP00000014124
ENSMODP00000024091	ENSLOCP00000003942
ENSMODP00000010023	ENSLOCP00000009472
ENSMODP00000004223	ENSLOCP00000012398
ENSMODP00000019050	ENSLOCP00000022423
ENSMODP00000026743	ENSLOCP00000022260
ENSMODP00000022244	ENSLOCP00000020975
ENSMODP00000007668	ENSLOCP00000011082
ENSMODP00000016254	ENSLOCP00000003130
ENSMODP00000008526	ENSLOCP00000005056
ENSMODP00000001982	ENSLOCP00000003946
ENSMODP00000024343	ENSLOCP00000008042
ENSMODP00000013146	ENSLOCP00000010858
ENSMODP00000009956	ENSLOCP00000002511
ENSMODP00000005279	ENSLOCP00000017275
ENSMODP00000027150	ENSLOCP00000004324
ENSMODP00000022657	ENSLOCP00000003712
ENSMODP00000007360	ENSLOCP00000010903
ENSMODP00000014353	ENSLOCP00000017029
ENSMODP00000003458	ENSLOCP00000019823
ENSMODP00000008189	ENSLOCP00000013511
ENSMODP00000015908	ENSLOCP00000017720
ENSMODP00000025293	ENSLOCP00000002064
ENSMODP00000026213	ENSLOCP00000005536
ENSMODP00000016608	ENSLOCP00000004500
ENSMODP00000005590	ENSLOCP00000015778
ENSMODP00000020377	ENSLOCP00000006488
ENSMODP00000038941	ENSLOCP00000012149
ENSMODP00000022069	ENSLOCP00000002428
ENSMODP00000024077	ENSLOCP00000006924
ENSMODP00000028708	ENSLOCP00000018934
ENSMODP00000029369	ENSLOCP00000004111
ENSMODP00000036386	ENSLOCP00000005403
ENSMODP00000012937	ENSLOCP00000002961
ENSMODP00000018618	ENSLOCP00000006848
ENSMODP00000019244	ENSLOCP00000018908
ENSMODP00000008548	ENSLOCP00000012556
ENSMODP00000004873	ENSLOCP00000015792
ENSMODP00000034892	ENSLOCP00000009623
ENSMODP00000002640	ENSLOCP00000009767
ENSMODP00000023962	ENSLOCP00000014841
ENSMODP00000014655	ENSLOCP00000015423
ENSMODP00000004937	ENSLOCP00000017113
ENSMODP00000033101	ENSLOCP00000012719
ENSMODP00000001098	ENSLOCP00000008907
