ENSORLP00000017023	ENSMODP00000016222
ENSORLP00000020264	ENSMODP00000010794
ENSORLP00000009320	ENSMODP00000003715
ENSORLP00000004340	ENSMODP00000026771
ENSORLP00000021076	ENSMODP00000033792
ENSORLP00000005336	ENSMODP00000018803
ENSORLP00000007549	ENSMODP00000012835
ENSORLP00000017973	ENSMODP00000000465
ENSORLP00000019755	ENSMODP00000003698
ENSORLP00000019754	ENSMODP00000024837
ENSORLP00000002059	ENSMODP00000021883
ENSORLP00000009437	ENSMODP00000019368
ENSORLP00000020730	ENSMODP00000021834
ENSORLP00000008146	ENSMODP00000039446
ENSORLP00000020784	ENSMODP00000027221
ENSORLP00000005949	ENSMODP00000003613
ENSORLP00000016890	ENSMODP00000009134
ENSORLP00000022125	ENSMODP00000039809
ENSORLP00000017549	ENSMODP00000039809
ENSORLP00000021246	ENSMODP00000016245
ENSORLP00000012224	ENSMODP00000020806
ENSORLP00000008101	ENSMODP00000010689
ENSORLP00000017211	ENSMODP00000019472
ENSORLP00000013572	ENSMODP00000019472
ENSORLP00000004032	ENSMODP00000010382
ENSORLP00000018299	ENSMODP00000013353
ENSORLP00000009052	ENSMODP00000038590
ENSORLP00000011883	ENSMODP00000002989
ENSORLP00000002871	ENSMODP00000013800
ENSORLP00000007584	ENSMODP00000013800
ENSORLP00000008216	ENSMODP00000007728
ENSORLP00000009194	ENSMODP00000005784
ENSORLP00000006833	ENSMODP00000002285
ENSORLP00000006764	ENSMODP00000002285
ENSORLP00000014650	ENSMODP00000012896
ENSORLP00000016255	ENSMODP00000023469
ENSORLP00000008757	ENSMODP00000008898
ENSORLP00000011912	ENSMODP00000028298
ENSORLP00000002679	ENSMODP00000010623
ENSORLP00000016085	ENSMODP00000003443
ENSORLP00000004439	ENSMODP00000003443
ENSORLP00000013553	ENSMODP00000007711
ENSORLP00000018778	ENSMODP00000019088
ENSORLP00000012357	ENSMODP00000024115
ENSORLP00000024331	ENSMODP00000019677
ENSORLP00000021121	ENSMODP00000023645
ENSORLP00000011633	ENSMODP00000013239
ENSORLP00000011814	ENSMODP00000020733
ENSORLP00000012193	ENSMODP00000036512
ENSORLP00000005850	ENSMODP00000036512
ENSORLP00000008524	ENSMODP00000025781
ENSORLP00000007971	ENSMODP00000020512
ENSORLP00000021902	ENSMODP00000023072
ENSORLP00000015867	ENSMODP00000017902
ENSORLP00000001327	ENSMODP00000019949
ENSORLP00000000301	ENSMODP00000025818
ENSORLP00000015626	ENSMODP00000014018
ENSORLP00000009648	ENSMODP00000003230
ENSORLP00000004552	ENSMODP00000003230
ENSORLP00000017138	ENSMODP00000001222
ENSORLP00000015348	ENSMODP00000022509
ENSORLP00000014183	ENSMODP00000011860
ENSORLP00000004472	ENSMODP00000026016
ENSORLP00000008756	ENSMODP00000003096
ENSORLP00000008559	ENSMODP00000008514
ENSORLP00000004240	ENSMODP00000011573
ENSORLP00000015829	ENSMODP00000032392
ENSORLP00000021660	ENSMODP00000023069
ENSORLP00000002441	ENSMODP00000026060
ENSORLP00000004733	ENSMODP00000033193
ENSORLP00000018020	ENSMODP00000017185
ENSORLP00000007201	ENSMODP00000004607
ENSORLP00000007687	ENSMODP00000005584
ENSORLP00000010898	ENSMODP00000014624
ENSORLP00000003041	ENSMODP00000015737
ENSORLP00000011839	ENSMODP00000014892
ENSORLP00000004326	ENSMODP00000038023
ENSORLP00000017619	ENSMODP00000038023
ENSORLP00000012004	ENSMODP00000010284
ENSORLP00000021309	ENSMODP00000024726
ENSORLP00000016155	ENSMODP00000016244
ENSORLP00000007265	ENSMODP00000022008
ENSORLP00000019983	ENSMODP00000004111
ENSORLP00000014044	ENSMODP00000015745
ENSORLP00000002939	ENSMODP00000015745
ENSORLP00000017597	ENSMODP00000014527
ENSORLP00000018283	ENSMODP00000017011
ENSORLP00000016228	ENSMODP00000015144
ENSORLP00000007554	ENSMODP00000038223
ENSORLP00000022025	ENSMODP00000017642
ENSORLP00000002778	ENSMODP00000014099
ENSORLP00000005721	ENSMODP00000014099
ENSORLP00000009414	ENSMODP00000010081
ENSORLP00000010856	ENSMODP00000018711
ENSORLP00000016949	ENSMODP00000004189
ENSORLP00000023762	ENSMODP00000021749
ENSORLP00000021407	ENSMODP00000021753
ENSORLP00000014274	ENSMODP00000022300
ENSORLP00000009255	ENSMODP00000001856
ENSORLP00000016105	ENSMODP00000001856
ENSORLP00000007913	ENSMODP00000019473
ENSORLP00000011580	ENSMODP00000019473
ENSORLP00000017697	ENSMODP00000007979
ENSORLP00000007918	ENSMODP00000007979
ENSORLP00000016589	ENSMODP00000024677
ENSORLP00000016286	ENSMODP00000020789
ENSORLP00000012918	ENSMODP00000009461
ENSORLP00000008716	ENSMODP00000025681
ENSORLP00000023290	ENSMODP00000007498
ENSORLP00000008854	ENSMODP00000000430
ENSORLP00000017267	ENSMODP00000000430
ENSORLP00000024782	ENSMODP00000011351
ENSORLP00000001099	ENSMODP00000000259
ENSORLP00000020741	ENSMODP00000000259
ENSORLP00000024385	ENSMODP00000025471
ENSORLP00000008876	ENSMODP00000006195
ENSORLP00000013079	ENSMODP00000023361
ENSORLP00000013238	ENSMODP00000013060
ENSORLP00000003815	ENSMODP00000026876
ENSORLP00000018436	ENSMODP00000020676
ENSORLP00000009950	ENSMODP00000001024
ENSORLP00000019008	ENSMODP00000022333
ENSORLP00000003649	ENSMODP00000014993
ENSORLP00000006767	ENSMODP00000010134
ENSORLP00000022527	ENSMODP00000008162
ENSORLP00000024583	ENSMODP00000000977
ENSORLP00000019090	ENSMODP00000000977
ENSORLP00000006451	ENSMODP00000008208
ENSORLP00000002037	ENSMODP00000002007
ENSORLP00000015102	ENSMODP00000000863
ENSORLP00000014887	ENSMODP00000023102
ENSORLP00000015807	ENSMODP00000009959
ENSORLP00000004752	ENSMODP00000011979
ENSORLP00000022167	ENSMODP00000011210
ENSORLP00000004716	ENSMODP00000018458
ENSORLP00000017458	ENSMODP00000018458
ENSORLP00000018971	ENSMODP00000006507
ENSORLP00000007333	ENSMODP00000023003
ENSORLP00000010496	ENSMODP00000010492
ENSORLP00000015644	ENSMODP00000026445
ENSORLP00000010956	ENSMODP00000019565
ENSORLP00000010480	ENSMODP00000003895
ENSORLP00000008957	ENSMODP00000018962
ENSORLP00000007663	ENSMODP00000027982
ENSORLP00000009387	ENSMODP00000019144
ENSORLP00000011793	ENSMODP00000021153
ENSORLP00000020754	ENSMODP00000021153
ENSORLP00000017236	ENSMODP00000001653
ENSORLP00000006905	ENSMODP00000008539
ENSORLP00000000343	ENSMODP00000016922
ENSORLP00000014042	ENSMODP00000008235
ENSORLP00000024969	ENSMODP00000018378
ENSORLP00000005488	ENSMODP00000002359
ENSORLP00000016411	ENSMODP00000003077
ENSORLP00000002413	ENSMODP00000022926
ENSORLP00000010255	ENSMODP00000004256
ENSORLP00000008538	ENSMODP00000008301
ENSORLP00000000352	ENSMODP00000005036
ENSORLP00000019815	ENSMODP00000022822
ENSORLP00000000673	ENSMODP00000021919
ENSORLP00000004493	ENSMODP00000009497
ENSORLP00000010882	ENSMODP00000009497
ENSORLP00000012070	ENSMODP00000027578
ENSORLP00000003876	ENSMODP00000032663
ENSORLP00000020126	ENSMODP00000022265
ENSORLP00000004175	ENSMODP00000023749
ENSORLP00000023475	ENSMODP00000023749
ENSORLP00000003204	ENSMODP00000009666
ENSORLP00000013513	ENSMODP00000009666
ENSORLP00000015443	ENSMODP00000034466
ENSORLP00000002539	ENSMODP00000011314
ENSORLP00000016525	ENSMODP00000002489
ENSORLP00000013154	ENSMODP00000031775
ENSORLP00000008268	ENSMODP00000029463
ENSORLP00000011565	ENSMODP00000013317
ENSORLP00000008592	ENSMODP00000013317
ENSORLP00000000538	ENSMODP00000029072
ENSORLP00000007799	ENSMODP00000035690
ENSORLP00000016818	ENSMODP00000006579
ENSORLP00000007232	ENSMODP00000004330
ENSORLP00000017739	ENSMODP00000015075
ENSORLP00000020910	ENSMODP00000010875
ENSORLP00000016386	ENSMODP00000010875
ENSORLP00000020592	ENSMODP00000032263
ENSORLP00000015408	ENSMODP00000003164
ENSORLP00000017086	ENSMODP00000003164
ENSORLP00000007642	ENSMODP00000007362
ENSORLP00000011437	ENSMODP00000034784
ENSORLP00000010069	ENSMODP00000008943
ENSORLP00000015096	ENSMODP00000023080
ENSORLP00000000077	ENSMODP00000012405
ENSORLP00000007357	ENSMODP00000014004
ENSORLP00000010332	ENSMODP00000024348
ENSORLP00000015793	ENSMODP00000024348
ENSORLP00000000319	ENSMODP00000025806
ENSORLP00000015175	ENSMODP00000027977
ENSORLP00000015347	ENSMODP00000027977
ENSORLP00000007433	ENSMODP00000024552
ENSORLP00000006101	ENSMODP00000026349
ENSORLP00000014059	ENSMODP00000009948
ENSORLP00000021480	ENSMODP00000029475
ENSORLP00000005262	ENSMODP00000035324
ENSORLP00000010677	ENSMODP00000005387
ENSORLP00000007236	ENSMODP00000003718
ENSORLP00000016251	ENSMODP00000038771
ENSORLP00000017415	ENSMODP00000038771
ENSORLP00000024936	ENSMODP00000001179
ENSORLP00000009890	ENSMODP00000001179
ENSORLP00000003500	ENSMODP00000009892
ENSORLP00000008389	ENSMODP00000009428
ENSORLP00000023715	ENSMODP00000025791
ENSORLP00000002937	ENSMODP00000036977
ENSORLP00000001111	ENSMODP00000023655
ENSORLP00000008168	ENSMODP00000023655
ENSORLP00000021536	ENSMODP00000020607
ENSORLP00000017085	ENSMODP00000020607
ENSORLP00000020886	ENSMODP00000032577
ENSORLP00000003803	ENSMODP00000007807
ENSORLP00000024880	ENSMODP00000025733
ENSORLP00000009819	ENSMODP00000025733
ENSORLP00000024042	ENSMODP00000010987
ENSORLP00000019333	ENSMODP00000028140
ENSORLP00000020327	ENSMODP00000028140
ENSORLP00000006228	ENSMODP00000002234
ENSORLP00000000819	ENSMODP00000002234
ENSORLP00000023109	ENSMODP00000013145
ENSORLP00000011199	ENSMODP00000035405
ENSORLP00000007453	ENSMODP00000006897
ENSORLP00000017104	ENSMODP00000020299
ENSORLP00000015086	ENSMODP00000020299
ENSORLP00000019038	ENSMODP00000004207
ENSORLP00000003933	ENSMODP00000026766
ENSORLP00000015587	ENSMODP00000026766
ENSORLP00000011596	ENSMODP00000019526
ENSORLP00000007965	ENSMODP00000019526
ENSORLP00000009075	ENSMODP00000006309
ENSORLP00000012135	ENSMODP00000023555
ENSORLP00000000561	ENSMODP00000023555
ENSORLP00000025388	ENSMODP00000025896
ENSORLP00000015258	ENSMODP00000012555
ENSORLP00000015318	ENSMODP00000012555
ENSORLP00000002921	ENSMODP00000002997
ENSORLP00000013095	ENSMODP00000018603
ENSORLP00000006740	ENSMODP00000015216
ENSORLP00000012127	ENSMODP00000012770
ENSORLP00000007060	ENSMODP00000012770
ENSORLP00000006783	ENSMODP00000031512
ENSORLP00000001239	ENSMODP00000008992
ENSORLP00000001350	ENSMODP00000009951
ENSORLP00000008946	ENSMODP00000009951
ENSORLP00000008348	ENSMODP00000017240
ENSORLP00000015638	ENSMODP00000020205
ENSORLP00000016486	ENSMODP00000007415
ENSORLP00000005898	ENSMODP00000023644
ENSORLP00000009160	ENSMODP00000013734
ENSORLP00000022172	ENSMODP00000013734
ENSORLP00000017636	ENSMODP00000021014
ENSORLP00000006113	ENSMODP00000010133
ENSORLP00000002792	ENSMODP00000010133
ENSORLP00000021519	ENSMODP00000022003
ENSORLP00000007351	ENSMODP00000022003
ENSORLP00000012642	ENSMODP00000027261
ENSORLP00000018294	ENSMODP00000024394
ENSORLP00000002222	ENSMODP00000037034
ENSORLP00000012375	ENSMODP00000037034
ENSORLP00000003632	ENSMODP00000003745
ENSORLP00000003135	ENSMODP00000003745
ENSORLP00000006645	ENSMODP00000019968
ENSORLP00000000928	ENSMODP00000032484
ENSORLP00000009697	ENSMODP00000040491
ENSORLP00000002277	ENSMODP00000028732
ENSORLP00000011949	ENSMODP00000017371
ENSORLP00000016514	ENSMODP00000017371
ENSORLP00000022220	ENSMODP00000007050
ENSORLP00000007349	ENSMODP00000014310
ENSORLP00000005998	ENSMODP00000021737
ENSORLP00000004489	ENSMODP00000018697
ENSORLP00000008728	ENSMODP00000035642
ENSORLP00000025765	ENSMODP00000003429
ENSORLP00000006276	ENSMODP00000007024
ENSORLP00000000821	ENSMODP00000011608
ENSORLP00000015610	ENSMODP00000011608
ENSORLP00000011634	ENSMODP00000020092
ENSORLP00000021801	ENSMODP00000025336
ENSORLP00000010969	ENSMODP00000025336
ENSORLP00000014728	ENSMODP00000037250
ENSORLP00000021473	ENSMODP00000008947
ENSORLP00000019926	ENSMODP00000001964
ENSORLP00000006329	ENSMODP00000014410
ENSORLP00000000052	ENSMODP00000026648
ENSORLP00000017308	ENSMODP00000001866
ENSORLP00000023681	ENSMODP00000001866
ENSORLP00000016319	ENSMODP00000016305
ENSORLP00000001961	ENSMODP00000002629
ENSORLP00000019189	ENSMODP00000005373
ENSORLP00000020842	ENSMODP00000005373
ENSORLP00000015150	ENSMODP00000006171
ENSORLP00000001541	ENSMODP00000010327
ENSORLP00000002420	ENSMODP00000005251
ENSORLP00000011156	ENSMODP00000005251
ENSORLP00000025612	ENSMODP00000029895
ENSORLP00000010184	ENSMODP00000024033
ENSORLP00000003209	ENSMODP00000024033
ENSORLP00000023087	ENSMODP00000021492
ENSORLP00000024772	ENSMODP00000023144
ENSORLP00000001480	ENSMODP00000010539
ENSORLP00000012737	ENSMODP00000010545
ENSORLP00000021651	ENSMODP00000023058
ENSORLP00000020121	ENSMODP00000017233
ENSORLP00000012167	ENSMODP00000012251
ENSORLP00000015366	ENSMODP00000012251
ENSORLP00000000973	ENSMODP00000005403
ENSORLP00000016991	ENSMODP00000005403
ENSORLP00000015754	ENSMODP00000009982
ENSORLP00000009169	ENSMODP00000009982
ENSORLP00000012181	ENSMODP00000022000
ENSORLP00000015779	ENSMODP00000013670
ENSORLP00000019275	ENSMODP00000002276
ENSORLP00000004778	ENSMODP00000032254
ENSORLP00000021717	ENSMODP00000032254
ENSORLP00000005059	ENSMODP00000010377
ENSORLP00000001855	ENSMODP00000014469
ENSORLP00000011718	ENSMODP00000012897
ENSORLP00000010070	ENSMODP00000013417
ENSORLP00000010066	ENSMODP00000006850
ENSORLP00000008720	ENSMODP00000019794
ENSORLP00000016266	ENSMODP00000019794
ENSORLP00000002427	ENSMODP00000024100
ENSORLP00000014301	ENSMODP00000024100
ENSORLP00000018848	ENSMODP00000000956
ENSORLP00000013523	ENSMODP00000000956
ENSORLP00000004905	ENSMODP00000037686
ENSORLP00000013264	ENSMODP00000006460
ENSORLP00000019921	ENSMODP00000026491
ENSORLP00000011555	ENSMODP00000026491
ENSORLP00000011732	ENSMODP00000021108
ENSORLP00000011087	ENSMODP00000021539
ENSORLP00000005467	ENSMODP00000002721
ENSORLP00000010499	ENSMODP00000040188
ENSORLP00000011983	ENSMODP00000008938
ENSORLP00000008683	ENSMODP00000010630
ENSORLP00000002712	ENSMODP00000018643
ENSORLP00000012140	ENSMODP00000021995
ENSORLP00000024393	ENSMODP00000024830
ENSORLP00000025052	ENSMODP00000001294
ENSORLP00000010531	ENSMODP00000001294
ENSORLP00000002440	ENSMODP00000036224
ENSORLP00000003410	ENSMODP00000003337
ENSORLP00000015489	ENSMODP00000014378
ENSORLP00000010541	ENSMODP00000014378
ENSORLP00000000353	ENSMODP00000034465
ENSORLP00000008942	ENSMODP00000034465
ENSORLP00000010248	ENSMODP00000024245
ENSORLP00000013800	ENSMODP00000004815
ENSORLP00000022255	ENSMODP00000016430
ENSORLP00000000250	ENSMODP00000011219
ENSORLP00000012409	ENSMODP00000016810
ENSORLP00000011562	ENSMODP00000040859
ENSORLP00000021607	ENSMODP00000040859
ENSORLP00000024175	ENSMODP00000000006
ENSORLP00000006651	ENSMODP00000005041
ENSORLP00000007097	ENSMODP00000005438
ENSORLP00000006786	ENSMODP00000002225
ENSORLP00000016141	ENSMODP00000002225
ENSORLP00000019726	ENSMODP00000023452
ENSORLP00000016149	ENSMODP00000022487
ENSORLP00000018011	ENSMODP00000017794
ENSORLP00000021436	ENSMODP00000009295
ENSORLP00000009913	ENSMODP00000040327
ENSORLP00000010034	ENSMODP00000004026
ENSORLP00000005660	ENSMODP00000003818
ENSORLP00000016670	ENSMODP00000011174
ENSORLP00000014211	ENSMODP00000005436
ENSORLP00000001516	ENSMODP00000008613
ENSORLP00000000036	ENSMODP00000001421
ENSORLP00000015505	ENSMODP00000001421
ENSORLP00000018914	ENSMODP00000014430
ENSORLP00000004339	ENSMODP00000010163
ENSORLP00000022148	ENSMODP00000011003
ENSORLP00000012521	ENSMODP00000008985
ENSORLP00000006128	ENSMODP00000035609
ENSORLP00000009655	ENSMODP00000016874
ENSORLP00000012568	ENSMODP00000017699
ENSORLP00000023883	ENSMODP00000015494
ENSORLP00000006240	ENSMODP00000010273
ENSORLP00000006117	ENSMODP00000008139
ENSORLP00000017141	ENSMODP00000010433
ENSORLP00000016213	ENSMODP00000022483
ENSORLP00000007072	ENSMODP00000018210
ENSORLP00000002883	ENSMODP00000012659
ENSORLP00000007696	ENSMODP00000014979
ENSORLP00000005952	ENSMODP00000008311
ENSORLP00000016477	ENSMODP00000008311
ENSORLP00000012805	ENSMODP00000013352
ENSORLP00000010542	ENSMODP00000012720
ENSORLP00000012415	ENSMODP00000012509
ENSORLP00000023440	ENSMODP00000019355
ENSORLP00000011411	ENSMODP00000001570
ENSORLP00000011371	ENSMODP00000001590
ENSORLP00000014384	ENSMODP00000021295
ENSORLP00000021134	ENSMODP00000008194
ENSORLP00000018505	ENSMODP00000008194
ENSORLP00000009588	ENSMODP00000014119
ENSORLP00000021673	ENSMODP00000010148
ENSORLP00000002945	ENSMODP00000024631
ENSORLP00000002530	ENSMODP00000002419
ENSORLP00000014055	ENSMODP00000000199
ENSORLP00000006836	ENSMODP00000000199
ENSORLP00000014712	ENSMODP00000026529
ENSORLP00000019305	ENSMODP00000013322
ENSORLP00000014716	ENSMODP00000039872
ENSORLP00000008358	ENSMODP00000030918
ENSORLP00000020641	ENSMODP00000018464
ENSORLP00000011359	ENSMODP00000007304
ENSORLP00000020051	ENSMODP00000000633
ENSORLP00000004465	ENSMODP00000012703
ENSORLP00000025383	ENSMODP00000032141
ENSORLP00000001788	ENSMODP00000019559
ENSORLP00000010395	ENSMODP00000006461
ENSORLP00000019346	ENSMODP00000009538
ENSORLP00000013909	ENSMODP00000032300
ENSORLP00000009242	ENSMODP00000032300
ENSORLP00000008342	ENSMODP00000017932
ENSORLP00000009089	ENSMODP00000010247
ENSORLP00000016982	ENSMODP00000020656
ENSORLP00000014294	ENSMODP00000020656
ENSORLP00000000067	ENSMODP00000013792
ENSORLP00000013082	ENSMODP00000018402
ENSORLP00000019971	ENSMODP00000007806
ENSORLP00000008240	ENSMODP00000025812
ENSORLP00000008496	ENSMODP00000015249
ENSORLP00000011429	ENSMODP00000015249
ENSORLP00000021365	ENSMODP00000001307
ENSORLP00000011789	ENSMODP00000008132
ENSORLP00000020393	ENSMODP00000008132
ENSORLP00000015729	ENSMODP00000012268
ENSORLP00000003623	ENSMODP00000008484
ENSORLP00000016528	ENSMODP00000008484
ENSORLP00000010525	ENSMODP00000004210
ENSORLP00000021060	ENSMODP00000019212
ENSORLP00000005711	ENSMODP00000019212
ENSORLP00000023232	ENSMODP00000004980
ENSORLP00000018633	ENSMODP00000003145
ENSORLP00000008800	ENSMODP00000003145
ENSORLP00000012669	ENSMODP00000028833
ENSORLP00000004309	ENSMODP00000028833
ENSORLP00000009573	ENSMODP00000020887
ENSORLP00000009837	ENSMODP00000003098
ENSORLP00000017794	ENSMODP00000018083
ENSORLP00000025736	ENSMODP00000017708
ENSORLP00000021628	ENSMODP00000013245
ENSORLP00000013144	ENSMODP00000018360
ENSORLP00000020648	ENSMODP00000003293
ENSORLP00000008851	ENSMODP00000009692
ENSORLP00000015092	ENSMODP00000015299
ENSORLP00000007694	ENSMODP00000014967
ENSORLP00000006724	ENSMODP00000019124
ENSORLP00000012589	ENSMODP00000019116
ENSORLP00000021750	ENSMODP00000018748
ENSORLP00000004680	ENSMODP00000006014
ENSORLP00000022379	ENSMODP00000006014
ENSORLP00000023893	ENSMODP00000013660
ENSORLP00000025318	ENSMODP00000006473
ENSORLP00000010152	ENSMODP00000000954
ENSORLP00000010205	ENSMODP00000034544
ENSORLP00000006339	ENSMODP00000003978
ENSORLP00000004664	ENSMODP00000003978
ENSORLP00000017403	ENSMODP00000025485
ENSORLP00000019778	ENSMODP00000016813
ENSORLP00000024445	ENSMODP00000017322
ENSORLP00000016218	ENSMODP00000010609
ENSORLP00000023579	ENSMODP00000022466
ENSORLP00000006666	ENSMODP00000011489
ENSORLP00000012142	ENSMODP00000037730
ENSORLP00000012691	ENSMODP00000001947
ENSORLP00000022572	ENSMODP00000000223
ENSORLP00000006959	ENSMODP00000023815
ENSORLP00000002206	ENSMODP00000015164
ENSORLP00000020952	ENSMODP00000026456
ENSORLP00000002979	ENSMODP00000026456
ENSORLP00000000476	ENSMODP00000016842
ENSORLP00000013389	ENSMODP00000039032
ENSORLP00000005639	ENSMODP00000003113
ENSORLP00000012909	ENSMODP00000023195
ENSORLP00000009665	ENSMODP00000001214
ENSORLP00000003879	ENSMODP00000001214
ENSORLP00000021846	ENSMODP00000011431
ENSORLP00000004928	ENSMODP00000001552
ENSORLP00000017290	ENSMODP00000004219
ENSORLP00000002425	ENSMODP00000009442
ENSORLP00000017275	ENSMODP00000017113
ENSORLP00000010462	ENSMODP00000006423
ENSORLP00000019470	ENSMODP00000028969
ENSORLP00000009199	ENSMODP00000007617
ENSORLP00000013724	ENSMODP00000020948
ENSORLP00000000399	ENSMODP00000020948
ENSORLP00000005646	ENSMODP00000003476
ENSORLP00000008906	ENSMODP00000009743
ENSORLP00000009827	ENSMODP00000025726
ENSORLP00000003132	ENSMODP00000017637
ENSORLP00000012551	ENSMODP00000003965
ENSORLP00000009716	ENSMODP00000011057
ENSORLP00000004644	ENSMODP00000013484
ENSORLP00000016943	ENSMODP00000020221
ENSORLP00000014724	ENSMODP00000020221
ENSORLP00000013914	ENSMODP00000021994
ENSORLP00000024482	ENSMODP00000007388
ENSORLP00000010926	ENSMODP00000019587
ENSORLP00000021842	ENSMODP00000012786
ENSORLP00000001749	ENSMODP00000004733
ENSORLP00000009282	ENSMODP00000013834
ENSORLP00000022421	ENSMODP00000013834
ENSORLP00000023212	ENSMODP00000011180
ENSORLP00000010299	ENSMODP00000011180
ENSORLP00000010322	ENSMODP00000024347
ENSORLP00000015781	ENSMODP00000024347
ENSORLP00000024665	ENSMODP00000019879
ENSORLP00000003966	ENSMODP00000002110
ENSORLP00000005492	ENSMODP00000026309
ENSORLP00000015403	ENSMODP00000008834
ENSORLP00000025709	ENSMODP00000008834
ENSORLP00000010818	ENSMODP00000009642
ENSORLP00000022674	ENSMODP00000033400
ENSORLP00000005773	ENSMODP00000003030
ENSORLP00000005909	ENSMODP00000004716
ENSORLP00000010828	ENSMODP00000018703
ENSORLP00000005530	ENSMODP00000016461
ENSORLP00000017537	ENSMODP00000016288
ENSORLP00000001539	ENSMODP00000016538
ENSORLP00000018965	ENSMODP00000013377
ENSORLP00000008341	ENSMODP00000038434
ENSORLP00000004615	ENSMODP00000038434
ENSORLP00000019717	ENSMODP00000001273
ENSORLP00000021443	ENSMODP00000001492
ENSORLP00000024312	ENSMODP00000006319
ENSORLP00000014323	ENSMODP00000022825
ENSORLP00000019437	ENSMODP00000018156
ENSORLP00000014447	ENSMODP00000000202
ENSORLP00000019458	ENSMODP00000006382
ENSORLP00000004547	ENSMODP00000012039
ENSORLP00000021111	ENSMODP00000008741
ENSORLP00000003584	ENSMODP00000014062
ENSORLP00000011558	ENSMODP00000012628
ENSORLP00000023175	ENSMODP00000000850
ENSORLP00000022535	ENSMODP00000000850
ENSORLP00000014674	ENSMODP00000006372
ENSORLP00000017442	ENSMODP00000038505
ENSORLP00000009491	ENSMODP00000038505
ENSORLP00000022393	ENSMODP00000006048
ENSORLP00000015085	ENSMODP00000012053
ENSORLP00000010862	ENSMODP00000012053
