ENSGACP00000003450	ENSCAFP00000014731
ENSGACP00000015698	ENSCAFP00000012095
ENSGACP00000007913	ENSCAFP00000001221
ENSGACP00000004036	ENSCAFP00000020709
ENSGACP00000009450	ENSCAFP00000020709
ENSGACP00000020765	ENSCAFP00000029682
ENSGACP00000010655	ENSCAFP00000008477
ENSGACP00000002882	ENSCAFP00000009039
ENSGACP00000013745	ENSCAFP00000000373
ENSGACP00000017432	ENSCAFP00000000368
ENSGACP00000014668	ENSCAFP00000016365
ENSGACP00000006059	ENSCAFP00000008460
ENSGACP00000010580	ENSCAFP00000023298
ENSGACP00000005565	ENSCAFP00000023298
ENSGACP00000011109	ENSCAFP00000011509
ENSGACP00000022664	ENSCAFP00000011509
ENSGACP00000015861	ENSCAFP00000029939
ENSGACP00000010877	ENSCAFP00000008375
ENSGACP00000025518	ENSCAFP00000023960
ENSGACP00000010597	ENSCAFP00000042838
ENSGACP00000010030	ENSCAFP00000042838
ENSGACP00000018698	ENSCAFP00000011305
ENSGACP00000001112	ENSCAFP00000005143
ENSGACP00000016481	ENSCAFP00000020342
ENSGACP00000017818	ENSCAFP00000027655
ENSGACP00000027380	ENSCAFP00000026935
ENSGACP00000021416	ENSCAFP00000003380
ENSGACP00000026245	ENSCAFP00000002050
ENSGACP00000002687	ENSCAFP00000020984
ENSGACP00000008820	ENSCAFP00000009511
ENSGACP00000019908	ENSCAFP00000018423
ENSGACP00000013177	ENSCAFP00000018423
ENSGACP00000000634	ENSCAFP00000017898
ENSGACP00000008597	ENSCAFP00000005836
ENSGACP00000023345	ENSCAFP00000025324
ENSGACP00000026093	ENSCAFP00000022829
ENSGACP00000001393	ENSCAFP00000003396
ENSGACP00000024160	ENSCAFP00000003396
ENSGACP00000014404	ENSCAFP00000010760
ENSGACP00000018947	ENSCAFP00000031910
ENSGACP00000005504	ENSCAFP00000008195
ENSGACP00000011616	ENSCAFP00000023160
ENSGACP00000008220	ENSCAFP00000023160
ENSGACP00000027573	ENSCAFP00000007837
ENSGACP00000002720	ENSCAFP00000040289
ENSGACP00000004065	ENSCAFP00000000194
ENSGACP00000007718	ENSCAFP00000000194
ENSGACP00000008121	ENSCAFP00000042559
ENSGACP00000010818	ENSCAFP00000022024
ENSGACP00000011838	ENSCAFP00000009201
ENSGACP00000010328	ENSCAFP00000022180
ENSGACP00000020336	ENSCAFP00000030283
ENSGACP00000001358	ENSCAFP00000037897
ENSGACP00000004917	ENSCAFP00000019502
ENSGACP00000005923	ENSCAFP00000013453
ENSGACP00000014802	ENSCAFP00000024814
ENSGACP00000000923	ENSCAFP00000002231
ENSGACP00000012187	ENSCAFP00000025919
ENSGACP00000019165	ENSCAFP00000015788
ENSGACP00000003109	ENSCAFP00000012288
ENSGACP00000018732	ENSCAFP00000015731
ENSGACP00000010703	ENSCAFP00000005813
ENSGACP00000026296	ENSCAFP00000022622
ENSGACP00000018431	ENSCAFP00000029108
ENSGACP00000026857	ENSCAFP00000027660
ENSGACP00000012188	ENSCAFP00000020765
ENSGACP00000016299	ENSCAFP00000002506
ENSGACP00000004211	ENSCAFP00000002506
ENSGACP00000022339	ENSCAFP00000023214
ENSGACP00000026795	ENSCAFP00000023214
ENSGACP00000022536	ENSCAFP00000019367
ENSGACP00000017779	ENSCAFP00000004330
ENSGACP00000025405	ENSCAFP00000004330
ENSGACP00000011443	ENSCAFP00000005288
ENSGACP00000011296	ENSCAFP00000018873
ENSGACP00000003149	ENSCAFP00000014205
ENSGACP00000011262	ENSCAFP00000014205
ENSGACP00000010350	ENSCAFP00000030590
ENSGACP00000001314	ENSCAFP00000030590
ENSGACP00000012243	ENSCAFP00000034237
ENSGACP00000008587	ENSCAFP00000005847
ENSGACP00000020385	ENSCAFP00000029357
ENSGACP00000017721	ENSCAFP00000006330
ENSGACP00000007057	ENSCAFP00000006330
ENSGACP00000021835	ENSCAFP00000041314
ENSGACP00000015204	ENSCAFP00000002637
ENSGACP00000023797	ENSCAFP00000002637
ENSGACP00000021233	ENSCAFP00000019983
ENSGACP00000025589	ENSCAFP00000007804
ENSGACP00000014881	ENSCAFP00000010389
ENSGACP00000007992	ENSCAFP00000007783
ENSGACP00000014323	ENSCAFP00000017723
ENSGACP00000021759	ENSCAFP00000017723
ENSGACP00000018695	ENSCAFP00000002876
ENSGACP00000012570	ENSCAFP00000033658
ENSGACP00000027247	ENSCAFP00000034617
ENSGACP00000021404	ENSCAFP00000012019
ENSGACP00000017347	ENSCAFP00000001575
ENSGACP00000010024	ENSCAFP00000033509
ENSGACP00000019110	ENSCAFP00000003680
ENSGACP00000000737	ENSCAFP00000003680
ENSGACP00000021984	ENSCAFP00000022493
ENSGACP00000022508	ENSCAFP00000022493
ENSGACP00000023290	ENSCAFP00000023012
ENSGACP00000012908	ENSCAFP00000038177
ENSGACP00000016048	ENSCAFP00000034787
ENSGACP00000000469	ENSCAFP00000016859
ENSGACP00000026065	ENSCAFP00000002822
ENSGACP00000011907	ENSCAFP00000002822
ENSGACP00000008874	ENSCAFP00000004570
ENSGACP00000012223	ENSCAFP00000004570
ENSGACP00000007775	ENSCAFP00000024888
ENSGACP00000017080	ENSCAFP00000024888
ENSGACP00000022032	ENSCAFP00000002607
ENSGACP00000022620	ENSCAFP00000002607
ENSGACP00000003238	ENSCAFP00000012214
ENSGACP00000018828	ENSCAFP00000037226
ENSGACP00000017695	ENSCAFP00000037226
ENSGACP00000008818	ENSCAFP00000001484
ENSGACP00000012656	ENSCAFP00000001484
ENSGACP00000011083	ENSCAFP00000023059
ENSGACP00000027389	ENSCAFP00000036009
ENSGACP00000022089	ENSCAFP00000026025
ENSGACP00000023180	ENSCAFP00000008483
ENSGACP00000013240	ENSCAFP00000015830
ENSGACP00000020064	ENSCAFP00000015830
ENSGACP00000002785	ENSCAFP00000029335
ENSGACP00000006076	ENSCAFP00000027805
ENSGACP00000006810	ENSCAFP00000027805
ENSGACP00000015311	ENSCAFP00000000458
ENSGACP00000022667	ENSCAFP00000011357
ENSGACP00000011133	ENSCAFP00000011357
ENSGACP00000024334	ENSCAFP00000024505
ENSGACP00000016044	ENSCAFP00000018714
ENSGACP00000005908	ENSCAFP00000018714
ENSGACP00000024014	ENSCAFP00000017426
ENSGACP00000022179	ENSCAFP00000021903
ENSGACP00000002739	ENSCAFP00000006944
ENSGACP00000003395	ENSCAFP00000018761
ENSGACP00000012786	ENSCAFP00000018761
ENSGACP00000012792	ENSCAFP00000001188
ENSGACP00000012881	ENSCAFP00000011038
ENSGACP00000020693	ENSCAFP00000011038
ENSGACP00000011027	ENSCAFP00000001876
ENSGACP00000005299	ENSCAFP00000024485
ENSGACP00000004699	ENSCAFP00000000854
ENSGACP00000025819	ENSCAFP00000018338
ENSGACP00000003311	ENSCAFP00000002409
ENSGACP00000022809	ENSCAFP00000002409
ENSGACP00000020739	ENSCAFP00000038734
ENSGACP00000005829	ENSCAFP00000038734
ENSGACP00000008835	ENSCAFP00000004495
ENSGACP00000011245	ENSCAFP00000004495
ENSGACP00000016371	ENSCAFP00000005874
ENSGACP00000025915	ENSCAFP00000031562
ENSGACP00000001268	ENSCAFP00000031562
ENSGACP00000019977	ENSCAFP00000033833
ENSGACP00000025479	ENSCAFP00000007595
ENSGACP00000023059	ENSCAFP00000020814
ENSGACP00000020865	ENSCAFP00000001542
ENSGACP00000006184	ENSCAFP00000008202
ENSGACP00000022746	ENSCAFP00000010724
ENSGACP00000015810	ENSCAFP00000010724
ENSGACP00000026246	ENSCAFP00000009308
ENSGACP00000013992	ENSCAFP00000038836
ENSGACP00000004180	ENSCAFP00000022970
ENSGACP00000019224	ENSCAFP00000039590
ENSGACP00000006772	ENSCAFP00000034314
ENSGACP00000025940	ENSCAFP00000017237
ENSGACP00000025488	ENSCAFP00000007616
ENSGACP00000016822	ENSCAFP00000007616
ENSGACP00000015817	ENSCAFP00000028784
ENSGACP00000005127	ENSCAFP00000034469
ENSGACP00000013360	ENSCAFP00000034469
ENSGACP00000001415	ENSCAFP00000000608
ENSGACP00000011958	ENSCAFP00000004871
ENSGACP00000002686	ENSCAFP00000022777
ENSGACP00000006503	ENSCAFP00000038707
ENSGACP00000018843	ENSCAFP00000001614
ENSGACP00000004457	ENSCAFP00000024872
ENSGACP00000003569	ENSCAFP00000004417
ENSGACP00000000780	ENSCAFP00000012106
ENSGACP00000014130	ENSCAFP00000012106
ENSGACP00000012921	ENSCAFP00000019039
ENSGACP00000005963	ENSCAFP00000008376
ENSGACP00000024457	ENSCAFP00000016564
ENSGACP00000015460	ENSCAFP00000016564
ENSGACP00000012659	ENSCAFP00000014627
ENSGACP00000026638	ENSCAFP00000032307
ENSGACP00000015555	ENSCAFP00000003969
ENSGACP00000003618	ENSCAFP00000014090
ENSGACP00000020341	ENSCAFP00000014090
ENSGACP00000017899	ENSCAFP00000006102
ENSGACP00000000852	ENSCAFP00000006102
ENSGACP00000021104	ENSCAFP00000010692
ENSGACP00000004378	ENSCAFP00000010692
ENSGACP00000008899	ENSCAFP00000001226
ENSGACP00000005402	ENSCAFP00000042548
ENSGACP00000014294	ENSCAFP00000042548
ENSGACP00000013756	ENSCAFP00000036476
ENSGACP00000007473	ENSCAFP00000036476
ENSGACP00000012849	ENSCAFP00000016288
ENSGACP00000006054	ENSCAFP00000016288
ENSGACP00000015080	ENSCAFP00000008827
ENSGACP00000016304	ENSCAFP00000002690
ENSGACP00000015607	ENSCAFP00000010275
ENSGACP00000026957	ENSCAFP00000023309
ENSGACP00000000897	ENSCAFP00000000152
ENSGACP00000002462	ENSCAFP00000000650
ENSGACP00000012868	ENSCAFP00000000650
ENSGACP00000017642	ENSCAFP00000027777
ENSGACP00000026757	ENSCAFP00000027777
ENSGACP00000018233	ENSCAFP00000018450
ENSGACP00000008904	ENSCAFP00000001717
ENSGACP00000000619	ENSCAFP00000005855
ENSGACP00000018521	ENSCAFP00000042393
ENSGACP00000000329	ENSCAFP00000042393
ENSGACP00000004459	ENSCAFP00000030967
ENSGACP00000016861	ENSCAFP00000007031
ENSGACP00000015529	ENSCAFP00000000430
ENSGACP00000009913	ENSCAFP00000019256
ENSGACP00000009922	ENSCAFP00000019256
ENSGACP00000015006	ENSCAFP00000028421
ENSGACP00000026873	ENSCAFP00000024342
ENSGACP00000003151	ENSCAFP00000039926
ENSGACP00000003468	ENSCAFP00000034569
ENSGACP00000022217	ENSCAFP00000012048
ENSGACP00000022128	ENSCAFP00000020680
ENSGACP00000014367	ENSCAFP00000037992
ENSGACP00000004053	ENSCAFP00000016745
ENSGACP00000000467	ENSCAFP00000035935
ENSGACP00000017651	ENSCAFP00000002258
ENSGACP00000006256	ENSCAFP00000019698
ENSGACP00000003243	ENSCAFP00000006250
ENSGACP00000016726	ENSCAFP00000007572
ENSGACP00000017170	ENSCAFP00000018596
ENSGACP00000006661	ENSCAFP00000018596
ENSGACP00000012430	ENSCAFP00000005361
ENSGACP00000008640	ENSCAFP00000020635
ENSGACP00000012380	ENSCAFP00000009920
ENSGACP00000017213	ENSCAFP00000005172
ENSGACP00000019707	ENSCAFP00000010505
ENSGACP00000010755	ENSCAFP00000016088
ENSGACP00000019776	ENSCAFP00000003402
ENSGACP00000003866	ENSCAFP00000003402
ENSGACP00000022795	ENSCAFP00000005396
ENSGACP00000003454	ENSCAFP00000013832
ENSGACP00000012526	ENSCAFP00000022924
ENSGACP00000016408	ENSCAFP00000024414
ENSGACP00000018537	ENSCAFP00000027849
ENSGACP00000011885	ENSCAFP00000033703
ENSGACP00000005391	ENSCAFP00000000037
ENSGACP00000001434	ENSCAFP00000023054
ENSGACP00000012412	ENSCAFP00000005460
ENSGACP00000021221	ENSCAFP00000003455
ENSGACP00000024915	ENSCAFP00000006378
ENSGACP00000005537	ENSCAFP00000021810
ENSGACP00000024116	ENSCAFP00000025340
ENSGACP00000021207	ENSCAFP00000020377
ENSGACP00000002728	ENSCAFP00000036127
ENSGACP00000016313	ENSCAFP00000038268
ENSGACP00000020269	ENSCAFP00000029193
ENSGACP00000002443	ENSCAFP00000007405
ENSGACP00000013063	ENSCAFP00000007405
ENSGACP00000017004	ENSCAFP00000019037
ENSGACP00000007536	ENSCAFP00000015811
ENSGACP00000013889	ENSCAFP00000005823
ENSGACP00000025574	ENSCAFP00000023501
ENSGACP00000002578	ENSCAFP00000007287
ENSGACP00000012455	ENSCAFP00000007287
ENSGACP00000017211	ENSCAFP00000008750
ENSGACP00000014008	ENSCAFP00000025088
ENSGACP00000018263	ENSCAFP00000014083
ENSGACP00000015401	ENSCAFP00000009139
ENSGACP00000027192	ENSCAFP00000009139
ENSGACP00000021567	ENSCAFP00000001531
ENSGACP00000015209	ENSCAFP00000009549
ENSGACP00000010916	ENSCAFP00000014618
ENSGACP00000014224	ENSCAFP00000037549
ENSGACP00000004339	ENSCAFP00000006737
ENSGACP00000014321	ENSCAFP00000006737
ENSGACP00000025233	ENSCAFP00000016834
ENSGACP00000020716	ENSCAFP00000011285
ENSGACP00000024858	ENSCAFP00000016767
ENSGACP00000015446	ENSCAFP00000016767
ENSGACP00000015014	ENSCAFP00000009769
ENSGACP00000023291	ENSCAFP00000009769
ENSGACP00000010829	ENSCAFP00000021685
ENSGACP00000014908	ENSCAFP00000028463
ENSGACP00000023181	ENSCAFP00000016012
ENSGACP00000017864	ENSCAFP00000000807
ENSGACP00000016724	ENSCAFP00000034922
ENSGACP00000010307	ENSCAFP00000034922
ENSGACP00000025250	ENSCAFP00000036269
ENSGACP00000008809	ENSCAFP00000036269
ENSGACP00000020461	ENSCAFP00000031140
ENSGACP00000017738	ENSCAFP00000008843
ENSGACP00000009460	ENSCAFP00000008843
ENSGACP00000016386	ENSCAFP00000027254
ENSGACP00000025657	ENSCAFP00000027254
ENSGACP00000011976	ENSCAFP00000029062
ENSGACP00000020822	ENSCAFP00000030010
ENSGACP00000005976	ENSCAFP00000009932
ENSGACP00000016603	ENSCAFP00000014253
ENSGACP00000005166	ENSCAFP00000014253
ENSGACP00000010819	ENSCAFP00000021703
ENSGACP00000015789	ENSCAFP00000019492
ENSGACP00000008007	ENSCAFP00000019492
ENSGACP00000020684	ENSCAFP00000010741
ENSGACP00000023006	ENSCAFP00000017865
ENSGACP00000014974	ENSCAFP00000011731
ENSGACP00000024113	ENSCAFP00000025362
ENSGACP00000019953	ENSCAFP00000022311
ENSGACP00000011113	ENSCAFP00000022311
ENSGACP00000016384	ENSCAFP00000005846
ENSGACP00000017010	ENSCAFP00000024267
ENSGACP00000014262	ENSCAFP00000022963
ENSGACP00000023429	ENSCAFP00000018506
ENSGACP00000025094	ENSCAFP00000018506
ENSGACP00000018547	ENSCAFP00000030553
ENSGACP00000004914	ENSCAFP00000030553
ENSGACP00000015813	ENSCAFP00000030245
ENSGACP00000011339	ENSCAFP00000015985
ENSGACP00000020862	ENSCAFP00000024438
ENSGACP00000021289	ENSCAFP00000026008
ENSGACP00000008614	ENSCAFP00000026008
ENSGACP00000026015	ENSCAFP00000000622
ENSGACP00000019861	ENSCAFP00000017553
ENSGACP00000005961	ENSCAFP00000017689
ENSGACP00000006773	ENSCAFP00000006434
ENSGACP00000003396	ENSCAFP00000006895
ENSGACP00000003555	ENSCAFP00000003988
ENSGACP00000017105	ENSCAFP00000013862
ENSGACP00000007820	ENSCAFP00000013862
ENSGACP00000021854	ENSCAFP00000037401
ENSGACP00000016803	ENSCAFP00000004759
ENSGACP00000004174	ENSCAFP00000004759
ENSGACP00000002787	ENSCAFP00000009571
ENSGACP00000022646	ENSCAFP00000039973
ENSGACP00000024633	ENSCAFP00000039973
ENSGACP00000008592	ENSCAFP00000004011
ENSGACP00000000400	ENSCAFP00000008325
ENSGACP00000000746	ENSCAFP00000006083
ENSGACP00000002113	ENSCAFP00000006083
ENSGACP00000010323	ENSCAFP00000026966
ENSGACP00000008505	ENSCAFP00000000282
ENSGACP00000010934	ENSCAFP00000014553
ENSGACP00000020004	ENSCAFP00000015988
ENSGACP00000024367	ENSCAFP00000038967
ENSGACP00000014284	ENSCAFP00000013392
ENSGACP00000020471	ENSCAFP00000013392
ENSGACP00000023727	ENSCAFP00000003445
ENSGACP00000020688	ENSCAFP00000010873
ENSGACP00000008475	ENSCAFP00000000288
ENSGACP00000008276	ENSCAFP00000000288
ENSGACP00000026831	ENSCAFP00000026669
ENSGACP00000012212	ENSCAFP00000016357
ENSGACP00000013164	ENSCAFP00000014234
ENSGACP00000019940	ENSCAFP00000014234
ENSGACP00000023350	ENSCAFP00000022395
ENSGACP00000026339	ENSCAFP00000023750
ENSGACP00000008038	ENSCAFP00000007145
ENSGACP00000015657	ENSCAFP00000008927
ENSGACP00000014348	ENSCAFP00000017751
ENSGACP00000021754	ENSCAFP00000017751
ENSGACP00000020908	ENSCAFP00000011990
ENSGACP00000027214	ENSCAFP00000013024
ENSGACP00000017568	ENSCAFP00000042693
ENSGACP00000006650	ENSCAFP00000042693
ENSGACP00000003809	ENSCAFP00000026155
ENSGACP00000015239	ENSCAFP00000026155
ENSGACP00000007118	ENSCAFP00000033030
ENSGACP00000020257	ENSCAFP00000003101
ENSGACP00000020232	ENSCAFP00000041674
ENSGACP00000010617	ENSCAFP00000008556
ENSGACP00000011260	ENSCAFP00000023713
ENSGACP00000022085	ENSCAFP00000042345
ENSGACP00000022944	ENSCAFP00000027593
ENSGACP00000024763	ENSCAFP00000015726
ENSGACP00000018130	ENSCAFP00000003436
ENSGACP00000014730	ENSCAFP00000005825
ENSGACP00000011364	ENSCAFP00000026402
ENSGACP00000003189	ENSCAFP00000024106
ENSGACP00000004761	ENSCAFP00000032837
ENSGACP00000027516	ENSCAFP00000025127
ENSGACP00000014198	ENSCAFP00000011003
ENSGACP00000021361	ENSCAFP00000023472
ENSGACP00000017699	ENSCAFP00000001401
ENSGACP00000018624	ENSCAFP00000001401
ENSGACP00000023094	ENSCAFP00000026103
ENSGACP00000012443	ENSCAFP00000020455
ENSGACP00000012201	ENSCAFP00000020457
ENSGACP00000008407	ENSCAFP00000002471
ENSGACP00000015293	ENSCAFP00000027959
ENSGACP00000018543	ENSCAFP00000014348
ENSGACP00000004907	ENSCAFP00000014348
ENSGACP00000018651	ENSCAFP00000018363
ENSGACP00000000240	ENSCAFP00000018363
ENSGACP00000015379	ENSCAFP00000021253
ENSGACP00000009200	ENSCAFP00000009656
ENSGACP00000027384	ENSCAFP00000027022
ENSGACP00000025853	ENSCAFP00000028242
ENSGACP00000009851	ENSCAFP00000038440
ENSGACP00000026414	ENSCAFP00000002926
ENSGACP00000002611	ENSCAFP00000027714
ENSGACP00000015652	ENSCAFP00000002632
ENSGACP00000003289	ENSCAFP00000009642
ENSGACP00000001694	ENSCAFP00000000769
ENSGACP00000014361	ENSCAFP00000039622
ENSGACP00000007546	ENSCAFP00000017701
ENSGACP00000011098	ENSCAFP00000017701
ENSGACP00000011753	ENSCAFP00000011683
ENSGACP00000023255	ENSCAFP00000012479
ENSGACP00000000404	ENSCAFP00000012479
ENSGACP00000022754	ENSCAFP00000031227
ENSGACP00000024447	ENSCAFP00000037498
ENSGACP00000009251	ENSCAFP00000008761
ENSGACP00000014354	ENSCAFP00000040207
ENSGACP00000023874	ENSCAFP00000000662
ENSGACP00000012779	ENSCAFP00000006879
ENSGACP00000022356	ENSCAFP00000010673
ENSGACP00000008583	ENSCAFP00000037149
ENSGACP00000003986	ENSCAFP00000004982
ENSGACP00000010172	ENSCAFP00000018051
ENSGACP00000026688	ENSCAFP00000015009
ENSGACP00000016253	ENSCAFP00000014929
ENSGACP00000017360	ENSCAFP00000026294
ENSGACP00000014973	ENSCAFP00000036223
ENSGACP00000010402	ENSCAFP00000024385
ENSGACP00000007937	ENSCAFP00000024385
ENSGACP00000009805	ENSCAFP00000000308
ENSGACP00000025041	ENSCAFP00000002188
ENSGACP00000001338	ENSCAFP00000029301
ENSGACP00000010154	ENSCAFP00000041956
ENSGACP00000025010	ENSCAFP00000041956
ENSGACP00000027406	ENSCAFP00000009369
ENSGACP00000025702	ENSCAFP00000027341
ENSGACP00000007047	ENSCAFP00000027341
ENSGACP00000011186	ENSCAFP00000029106
ENSGACP00000011205	ENSCAFP00000014633
ENSGACP00000007112	ENSCAFP00000014633
ENSGACP00000013043	ENSCAFP00000040132
ENSGACP00000020075	ENSCAFP00000040132
ENSGACP00000003970	ENSCAFP00000012855
ENSGACP00000011705	ENSCAFP00000016378
ENSGACP00000019927	ENSCAFP00000018521
ENSGACP00000012531	ENSCAFP00000013346
ENSGACP00000009958	ENSCAFP00000019292
ENSGACP00000006119	ENSCAFP00000019292
ENSGACP00000025891	ENSCAFP00000011551
ENSGACP00000022404	ENSCAFP00000011551
ENSGACP00000010488	ENSCAFP00000020299
ENSGACP00000019218	ENSCAFP00000017129
ENSGACP00000008182	ENSCAFP00000013732
ENSGACP00000004461	ENSCAFP00000019610
ENSGACP00000027227	ENSCAFP00000006373
ENSGACP00000018242	ENSCAFP00000014294
ENSGACP00000007042	ENSCAFP00000031545
ENSGACP00000017849	ENSCAFP00000029652
ENSGACP00000004744	ENSCAFP00000019166
ENSGACP00000024531	ENSCAFP00000030153
ENSGACP00000004786	ENSCAFP00000018228
ENSGACP00000004665	ENSCAFP00000024308
ENSGACP00000012359	ENSCAFP00000024308
ENSGACP00000005267	ENSCAFP00000006098
ENSGACP00000022482	ENSCAFP00000006098
ENSGACP00000004866	ENSCAFP00000014191
ENSGACP00000022843	ENSCAFP00000026905
ENSGACP00000015765	ENSCAFP00000034692
ENSGACP00000013908	ENSCAFP00000034692
ENSGACP00000015669	ENSCAFP00000012198
ENSGACP00000022498	ENSCAFP00000012198
ENSGACP00000000041	ENSCAFP00000006027
ENSGACP00000019846	ENSCAFP00000019371
ENSGACP00000016246	ENSCAFP00000015458
ENSGACP00000009211	ENSCAFP00000004059
ENSGACP00000000701	ENSCAFP00000000115
ENSGACP00000015350	ENSCAFP00000000115
ENSGACP00000008146	ENSCAFP00000027795
ENSGACP00000017208	ENSCAFP00000000107
ENSGACP00000020840	ENSCAFP00000003750
ENSGACP00000017945	ENSCAFP00000037890
ENSGACP00000008455	ENSCAFP00000013122
ENSGACP00000016154	ENSCAFP00000029197
ENSGACP00000011373	ENSCAFP00000028993
ENSGACP00000004014	ENSCAFP00000028993
ENSGACP00000017248	ENSCAFP00000004617
ENSGACP00000007344	ENSCAFP00000028823
ENSGACP00000018300	ENSCAFP00000021318
ENSGACP00000001019	ENSCAFP00000006134
ENSGACP00000017152	ENSCAFP00000025359
ENSGACP00000017938	ENSCAFP00000000364
ENSGACP00000012241	ENSCAFP00000003221
ENSGACP00000018944	ENSCAFP00000019469
ENSGACP00000022991	ENSCAFP00000002262
ENSGACP00000015300	ENSCAFP00000005771
ENSGACP00000013232	ENSCAFP00000016852
ENSGACP00000013007	ENSCAFP00000021591
ENSGACP00000002197	ENSCAFP00000002615
ENSGACP00000013952	ENSCAFP00000020521
ENSGACP00000018900	ENSCAFP00000020996
ENSGACP00000014452	ENSCAFP00000017724
ENSGACP00000016947	ENSCAFP00000007990
ENSGACP00000004442	ENSCAFP00000007990
ENSGACP00000002535	ENSCAFP00000002748
ENSGACP00000009883	ENSCAFP00000025342
ENSGACP00000010178	ENSCAFP00000025761
ENSGACP00000022485	ENSCAFP00000026142
ENSGACP00000001147	ENSCAFP00000026892
ENSGACP00000003274	ENSCAFP00000014055
ENSGACP00000003376	ENSCAFP00000035393
ENSGACP00000012022	ENSCAFP00000016213
ENSGACP00000027449	ENSCAFP00000016213
ENSGACP00000008352	ENSCAFP00000002957
ENSGACP00000026393	ENSCAFP00000006148
ENSGACP00000017204	ENSCAFP00000006101
ENSGACP00000016428	ENSCAFP00000007655
ENSGACP00000015627	ENSCAFP00000007655
ENSGACP00000010270	ENSCAFP00000026983
ENSGACP00000005014	ENSCAFP00000022795
ENSGACP00000015619	ENSCAFP00000009640
ENSGACP00000005798	ENSCAFP00000009007
ENSGACP00000008079	ENSCAFP00000020037
ENSGACP00000005602	ENSCAFP00000039409
ENSGACP00000013466	ENSCAFP00000039409
ENSGACP00000024715	ENSCAFP00000024697
ENSGACP00000024064	ENSCAFP00000002943
ENSGACP00000011340	ENSCAFP00000027547
ENSGACP00000027074	ENSCAFP00000027547
ENSGACP00000019616	ENSCAFP00000020163
ENSGACP00000022755	ENSCAFP00000030056
ENSGACP00000017602	ENSCAFP00000021636
ENSGACP00000027483	ENSCAFP00000021636
ENSGACP00000005275	ENSCAFP00000001325
ENSGACP00000019872	ENSCAFP00000021402
ENSGACP00000011602	ENSCAFP00000024560
ENSGACP00000012303	ENSCAFP00000019804
ENSGACP00000005748	ENSCAFP00000026960
ENSGACP00000002941	ENSCAFP00000043067
ENSGACP00000009992	ENSCAFP00000001479
ENSGACP00000025980	ENSCAFP00000006473
ENSGACP00000006223	ENSCAFP00000013558
ENSGACP00000000032	ENSCAFP00000014219
ENSGACP00000026435	ENSCAFP00000009681
ENSGACP00000022731	ENSCAFP00000011514
ENSGACP00000019038	ENSCAFP00000008629
ENSGACP00000003059	ENSCAFP00000029773
ENSGACP00000001535	ENSCAFP00000013390
ENSGACP00000011722	ENSCAFP00000016517
ENSGACP00000015386	ENSCAFP00000005787
ENSGACP00000010071	ENSCAFP00000011412
ENSGACP00000008635	ENSCAFP00000023781
ENSGACP00000011679	ENSCAFP00000023338
ENSGACP00000005998	ENSCAFP00000022062
ENSGACP00000021509	ENSCAFP00000027774
ENSGACP00000017499	ENSCAFP00000019539
ENSGACP00000023706	ENSCAFP00000010064
ENSGACP00000016887	ENSCAFP00000032911
ENSGACP00000016150	ENSCAFP00000032911
ENSGACP00000025008	ENSCAFP00000004940
ENSGACP00000026816	ENSCAFP00000029053
ENSGACP00000016207	ENSCAFP00000022845
ENSGACP00000018747	ENSCAFP00000020973
ENSGACP00000019962	ENSCAFP00000006558
ENSGACP00000006758	ENSCAFP00000038006
ENSGACP00000017584	ENSCAFP00000038006
ENSGACP00000008873	ENSCAFP00000011522
ENSGACP00000020331	ENSCAFP00000030268
ENSGACP00000007927	ENSCAFP00000008041
ENSGACP00000019042	ENSCAFP00000038931
ENSGACP00000005655	ENSCAFP00000008908
ENSGACP00000015671	ENSCAFP00000029012
ENSGACP00000018438	ENSCAFP00000037203
ENSGACP00000010355	ENSCAFP00000037203
ENSGACP00000021056	ENSCAFP00000029601
ENSGACP00000025739	ENSCAFP00000002482
ENSGACP00000008966	ENSCAFP00000002482
ENSGACP00000014925	ENSCAFP00000028330
ENSGACP00000007193	ENSCAFP00000005581
